Time	B0	B1	B2	B3
0.00000	28	 0	0	0
0.54193	27	 0	0	0
0.56597	26	 0	0	0
0.62772	25	 0	0	0
0.64431	24	 0	0	0
0.64716	23	 0	0	0
0.66785	22	 0	0	0
0.68700	21	 0	0	0
0.80760	20	 0	0	0
0.82644	19	 0	0	0
0.82833	18	 0	0	0
0.82840	18	 1	0	0
0.83573	18	 2	0	0
0.85664	17	 2	0	0
0.87083	17	 3	0	0
0.89440	16	 3	0	0
0.91476	15	 3	0	0
0.91563	14	 3	0	0
0.91942	13	 3	0	0
0.92275	13	 4	0	0
0.92419	12	 4	0	0
0.93189	11	 4	0	0
0.93313	10	 4	0	0
0.93592	10	 5	0	0
0.93643	10	 6	0	0
0.93979	10	 7	0	0
0.94640	 9	 7	0	0
0.94795	 9	 8	0	0
0.94827	 8	 8	0	0
0.94844	 7	 8	0	0
0.95047	 7	 9	0	0
0.95281	 6	 9	0	0
0.95416	 6	10	0	0
0.95597	 6	11	0	0
0.95670	 6	12	0	0
0.95807	 5	12	0	0
0.96385	 4	12	0	0
0.96403	 4	13	0	0
0.96685	 4	14	0	0
0.96869	 4	15	0	0
0.97012	 4	16	0	0
0.97231	 4	17	0	0
0.97373	 4	18	0	0
0.97715	 3	18	0	0
0.97996	 3	19	0	0
0.98110	 3	20	0	0
0.99022	 2	20	0	0
0.99125	 2	21	0	0
0.99654	 1	21	0	0
0.99780	 1	22	0	0
1.10790	 1	21	0	0
1.16965	 1	20	0	0
1.18624	 1	19	0	0
1.18909	 1	18	0	0
1.22893	 1	17	0	0
1.29557	 1	 0	0	0
    Inf	 1	 0	0	0
