Time	B0	B1	B2	B3
0.00000	44	 0	0	0
0.18634	43	 0	0	0
0.20602	42	 0	0	0
0.21046	41	 0	0	0
0.35710	40	 0	0	0
0.41660	39	 0	0	0
0.54193	38	 0	0	0
0.56597	37	 0	0	0
0.62772	36	 0	0	0
0.64431	35	 0	0	0
0.64716	34	 0	0	0
0.66785	33	 0	0	0
0.68700	32	 0	0	0
0.80760	31	 0	0	0
0.82644	30	 0	0	0
0.82833	29	 0	0	0
0.82840	29	 1	0	0
0.83573	29	 2	0	0
0.84750	28	 2	0	0
0.85140	27	 2	0	0
0.85640	26	 2	0	0
0.85664	25	 2	0	0
0.86675	24	 2	0	0
0.87083	24	 3	0	0
0.87420	23	 3	0	0
0.89440	22	 3	0	0
0.91350	22	 4	0	0
0.91476	21	 4	0	0
0.91563	20	 4	0	0
0.91750	19	 4	0	0
0.91942	18	 4	0	0
0.92275	18	 5	0	0
0.92419	17	 5	0	0
0.92600	16	 5	0	0
0.93010	15	 5	0	0
0.93110	15	 6	0	0
0.93144	15	 7	0	0
0.93189	14	 7	0	0
0.93292	14	 8	0	0
0.93313	13	 8	0	0
0.93565	13	 9	0	0
0.93592	13	10	0	0
0.93925	13	11	0	0
0.94325	13	12	0	0
0.94460	13	13	0	0
0.94490	13	14	0	0
0.94520	13	15	0	0
0.94640	12	15	0	0
0.94730	12	16	0	0
0.94795	12	17	0	0
0.94827	11	17	0	0
0.94844	10	17	0	0
0.95047	10	18	0	0
0.95280	10	19	0	0
0.95281	 9	19	0	0
0.95333	 9	20	0	0
0.95416	 9	21	0	0
0.95597	 9	22	0	0
0.95670	 9	23	0	0
0.95807	 8	23	0	0
0.95885	 8	24	0	0
0.96101	 8	25	0	0
0.96106	 8	26	0	0
0.96110	 8	25	0	0
0.96280	 8	26	0	0
0.96336	 8	27	0	0
0.96385	 7	27	0	0
0.96685	 7	28	0	0
0.96869	 7	29	0	0
0.97035	 7	28	0	0
0.97173	 7	29	0	0
0.97231	 7	30	0	0
0.97373	 7	31	0	0
0.97411	 6	31	0	0
0.97715	 5	31	0	0
0.98080	 5	32	0	0
0.98110	 5	33	0	0
0.98165	 4	33	0	0
0.98653	 4	34	0	0
0.99000	 3	34	0	0
0.99022	 2	34	0	0
0.99046	 2	35	0	0
0.99268	 1	35	0	0
0.99300	 1	36	0	0
0.99322	 1	37	0	0
0.99350	 1	38	0	0
0.99733	 1	39	0	0
0.99780	 1	40	0	0
0.99812	 1	41	0	0
0.99820	 1	35	0	0
0.99970	 1	36	0	0
1.10790	 1	35	0	0
1.16965	 1	34	0	0
1.18624	 1	33	0	0
1.18909	 1	32	0	0
1.22893	 1	31	0	0
1.29557	 1	22	0	0
1.50380	 1	18	0	0
1.54156	 1	16	0	0
1.56066	 1	15	0	0
1.56658	 1	12	0	0
1.59446	 1	10	0	0
1.59996	 1	 9	0	0
1.60050	 1	 8	0	0
1.70390	 1	 6	0	0
1.71815	 1	 5	0	0
1.72170	 1	 3	0	0
1.74190	 1	 2	0	0
1.84440	 1	 1	0	0
1.93701	 1	 0	0	0
1.96711	 1	 0	1	0
1.98433	 1	 0	0	0
    Inf	 1	 0	0	0
