0;0.8648;1.79616;0.99654;0.92163;0.92648;0.90257;0.98796;0.98245;0.98247;0.98306;0.96886;0.9922;0.18634;0.20602;0.21046;0.2308;
0.8648;0;2.66096;1.86134;1.78644;1.7843;1.76738;1.85276;1.84725;1.84728;1.84786;1.83366;1.857;0.9656;0.9026;0.8881;1.0956;
1.79616;2.66096;0;2.78273;2.7056;2.68685;2.69873;2.78035;0.81371;2.75711;0.84543;2.75479;2.77601;1.79181;1.79229;1.79273;2.02696;
0.99654;1.86134;2.78273;0;1.90287;1.8862;1.89911;1.98073;1.96902;1.96177;1.97311;1.95897;1.97428;0.9969;0.99647;0.99;1.22734;
0.92163;1.78644;2.7056;1.90287;0;1.80907;1.82421;1.9036;1.89189;1.88913;1.89598;1.88633;1.89715;0.92577;0.92383;0.91287;1.15243;
0.92648;1.7843;2.68685;1.8862;1.80907;0;1.82906;1.88381;1.87313;1.86034;1.87734;1.85825;1.87924;0.89504;0.89575;0.8962;1.15728;
0.90257;1.76738;2.69873;1.89911;1.82421;1.82906;0;1.89053;1.88502;1.88505;1.88563;1.87143;1.89478;1.08891;0.9684;1.11304;1.13337;
0.98796;1.85276;2.78035;1.98073;1.9036;1.88381;1.89053;0;1.96664;1.95336;1.97079;1.95056;1.97317;0.99126;0.98806;0.99073;1.21876;
0.98245;1.84725;0.81371;1.96902;1.89189;1.87313;1.88502;1.96664;0;1.94339;1.65914;1.94108;1.96229;0.97809;0.97858;0.97902;1.21325;
0.98247;1.84728;2.75711;1.96177;1.88913;1.86034;1.88505;1.95336;1.94339;0;1.9476;1.9278;1.9495;0.9653;0.9653;0.9824;1.21327;
0.98306;1.84786;0.84543;1.97311;1.89598;1.87734;1.88563;1.97079;1.65914;1.9476;0;1.94523;1.9665;0.9823;0.98272;0.98311;1.21386;
0.96886;1.83366;2.75479;1.95897;1.88633;1.85825;1.87143;1.95056;1.94108;1.9278;1.94522;0;1.94761;1.1552;0.9625;1.17932;1.19966;
0.9922;1.857;2.77601;1.97428;1.89715;1.87924;1.89478;1.97317;1.96229;1.9495;1.9665;1.94761;0;0.9842;0.98511;0.98428;1.223;
0.18634;0.9656;1.79181;0.9969;0.92577;0.89504;1.08891;0.99126;0.97809;0.9653;0.9823;1.1552;0.9842;0;0.39236;0.3968;0.41714;
0.20602;0.9026;1.79229;0.99647;0.92383;0.89575;0.9684;0.98806;0.97858;0.9653;0.98272;0.9625;0.98511;0.39236;0;0.41648;0.43682;
0.21046;0.8881;1.79273;0.99;0.91287;0.8962;1.11304;0.99073;0.97902;0.9824;0.98311;1.17932;0.98428;0.3968;0.41648;0;0.44126;
0.2308;1.0956;2.02696;1.22734;1.15243;1.15728;1.13337;1.21876;1.21325;1.21327;1.21386;1.19966;1.223;0.41714;0.43682;0.44126;0;
