0;1.89803;1.91712;0.9611;1.88637;1.89278;1.8731;1.85473;0.93997;1.48189;0.93189;1.92729;1.83436;1.58427;1.9091;1.88841;1.80477;1.93997;1.93019;1.91228;1.76829;1.84954;1.87673;1.76641;1.23497;1.74756;1.89412;1.91807;1.50594;1.93111;1.73726;1.83359;1.91725;1.93651;2.73287;1.92508;1.91708;1.84536;1.8616;1.86645;2.64071;1.78631;1.7496;1.79661;1.86415;1.85938;1.84254;1.86161;1.89508;1.91931;1.83334;1.80671;1.91685;1.92792;1.92241;1.91676;1.92244;1.92302;1.90883;1.93217;1.90122;1.84092;1.8266;1.90396;1.93952;1.85537;1.88659;1.86977;1.87171;1.87412;1.87784;1.66041;1.82818;1.91561;1.12631;1.14598;1.15043;1.7895;0.95885;1.56769;1.62697;1.13669;1.17077;
1.89803;0;1.93522;0.96403;1.90447;1.91088;1.8912;1.87283;0.95807;1.49999;1.60523;1.94539;1.85246;1.60237;1.9272;1.90651;1.82287;1.95807;1.94829;1.92788;1.78639;1.86764;1.87966;1.78451;1.25307;1.76566;1.91222;1.93617;1.52404;1.94921;1.75536;1.85169;1.93535;1.95461;2.75097;1.94318;1.93518;1.86346;1.8797;1.88455;2.65881;1.80441;1.7677;1.81471;1.88225;1.87748;1.86064;1.87971;1.91318;1.93741;1.85144;1.82481;1.93495;1.94602;1.94051;1.93486;1.94054;1.94112;1.92693;1.95027;1.91932;1.85902;1.8447;1.92206;1.95762;1.87347;1.90469;1.88787;1.88981;1.89222;1.89594;1.67851;1.84628;1.93371;1.14441;1.16408;1.16853;1.8076;0.96106;1.58579;1.64507;1.15479;1.18887;
1.91712;1.93522;0;0.9811;1.92355;1.92996;1.91028;1.89191;0.97715;1.51908;1.62431;1.96447;1.87155;1.62146;1.94628;1.92559;1.84195;1.97715;1.96737;1.94496;1.80548;1.88672;1.89674;1.80359;1.27215;1.78475;1.9313;1.95525;1.54312;1.9683;1.77444;1.87077;1.95443;1.97369;2.77005;1.96226;1.95426;1.88254;1.89878;1.90363;2.67789;1.82349;1.78678;1.83379;1.90134;1.89657;1.87972;1.89879;1.93226;1.9565;1.87052;1.8439;1.95403;1.96511;1.9596;1.95394;1.95962;1.96021;1.94601;1.96935;1.93841;1.87811;1.86378;1.94114;1.9767;1.89255;1.92378;1.90695;1.9089;1.91131;1.91503;1.69759;1.86537;1.95279;1.16349;1.18317;1.18761;1.82668;0.98196;1.60487;1.66415;1.17387;1.20795;
0.9611;0.96403;0.9811;0;0.97996;0.97012;0.93643;0.93979;1.29557;0.83573;0.94795;2.28289;0.93592;0.87083;1.91766;0.96869;1.76792;1.16002;0.99125;0.96385;0.92275;1.95177;0.91563;0.95416;1.59057;0.97373;0.97035;2.27367;0.96685;2.28672;1.83794;2.10333;2.27285;0.9978;1.90687;2.28068;2.27268;2.11109;2.2172;2.22205;1.952;2.14102;2.1052;0.9567;0.95047;0.9444;2.19814;1.97835;2.25068;2.27492;2.18894;2.07272;2.27245;2.28353;2.27802;2.27236;2.27804;2.27863;1.73367;2.08172;2.13777;2.09241;2.09524;2.12143;2.29512;2.21097;2.13199;2.12878;2.13828;2.22973;2.23345;2.01601;2.18379;2.27121;1.48191;1.50159;1.50603;2.1451;1.87123;0.66785;0.8284;1.49229;1.52637;
1.88637;1.90447;1.92355;0.97996;0;1.89921;1.87953;1.86116;0.9464;1.48833;1.59356;1.93372;1.8408;1.59071;1.91553;1.89484;1.8112;1.9464;1.93662;1.91871;1.77473;1.85597;1.8956;1.77284;1.2414;1.754;1.90055;1.9245;1.51237;1.93755;1.74369;1.84002;1.92368;1.94294;2.7393;1.93151;1.92351;1.85179;1.86803;1.87288;2.64714;1.79274;1.75603;1.80304;1.87059;1.86582;1.84897;1.86804;1.90151;1.92575;1.83977;1.81315;1.92328;1.93436;1.92885;1.92319;1.92887;1.92946;1.91526;1.9386;1.90766;1.84736;1.83303;1.91039;1.94595;1.8618;1.89303;1.8762;1.87815;1.88056;1.88428;1.66684;1.83462;1.92204;1.13274;1.15242;1.15686;1.79593;0.97173;1.57412;1.6334;1.14312;1.1772;
1.89278;1.91088;1.92996;0.97012;1.89921;0;1.88595;1.86758;0.95281;1.49474;1.59998;1.94013;1.84721;1.59712;1.92195;1.90126;1.81762;1.95281;1.94303;1.92513;1.78114;1.86238;1.88575;1.77926;1.24781;1.76041;1.90696;1.93092;1.51879;1.94396;1.7501;1.84644;1.9301;1.94935;2.74571;1.93793;1.92993;1.8582;1.87445;1.8793;2.65356;1.79915;1.76244;1.80945;1.877;1.87223;1.85539;1.87446;1.90792;1.93216;1.84618;1.81956;1.92969;1.94077;1.93526;1.92961;1.93529;1.93587;1.92167;1.94502;1.91407;1.85377;1.83944;1.9168;1.95236;1.86821;1.89944;1.88262;1.88456;1.88697;1.89069;1.67326;1.84103;1.92845;1.13915;1.15883;1.16328;1.80235;0.96101;1.58053;1.63981;1.14954;1.18361;
1.8731;1.8912;1.91028;0.93643;1.87953;1.88595;0;1.8479;0.93313;1.47506;1.5803;1.92045;1.82753;1.57744;1.90227;1.88158;1.79794;1.93313;1.92335;1.90028;1.76146;1.8427;1.85206;1.75958;1.22813;1.74073;1.88728;1.91124;1.4991;1.92428;1.73042;1.82676;1.91042;1.92967;2.72603;1.91825;1.91024;1.83852;1.85477;1.85962;2.63388;1.77947;1.74276;1.78977;1.85732;0.93682;1.83571;1.85478;1.88824;1.91248;1.8265;1.79988;1.91001;1.92109;1.91558;1.90993;1.91561;1.91619;1.90199;1.92534;1.89439;1.83409;1.81976;1.89712;1.93268;1.84853;1.87976;1.86294;1.86488;1.86729;1.87101;1.65358;1.82135;1.90877;1.11947;1.13915;1.1436;1.78267;0.93565;1.56085;1.62013;1.12986;1.16393;
1.85473;1.87283;1.89191;0.93979;1.86116;1.86758;1.8479;0;0.91476;1.45669;1.56193;1.90208;1.80916;1.55907;1.8839;1.86321;1.77957;1.91476;1.90498;1.88708;1.74309;1.82433;1.85543;1.74121;1.20976;1.72236;1.86891;1.89287;1.48074;1.90591;1.71205;1.80839;1.89205;1.9113;2.70766;1.89988;1.89188;1.82015;1.8364;1.84125;2.61551;1.7611;1.72439;1.7714;1.83895;1.83418;1.81734;1.83641;1.86987;1.89411;1.80813;1.78151;1.89164;1.90272;1.89721;1.89156;1.89724;1.89782;1.88362;1.90697;1.87602;1.81572;1.80139;1.87875;1.91431;1.83016;1.86139;1.84457;1.84651;1.84892;1.85264;1.63521;1.80298;1.8904;1.1011;1.12078;1.12523;1.7643;0.93144;1.54248;1.60176;1.11149;1.14556;
0.93997;0.95807;0.97715;1.29557;0.9464;0.95281;0.93313;0.91476;0;0.54193;0.64716;0.98732;0.8944;0.64431;0.96913;0.94844;0.8648;1;0.99022;0.97231;0.82833;0.90957;0.95597;0.82644;0.295;0.8076;0.95415;0.9781;0.56597;0.99115;0.79729;0.89362;0.97728;0.99654;1.7929;0.98511;0.97711;0.90539;0.92163;0.92648;1.70074;0.84634;0.80963;0.85664;0.92419;0.91942;0.90257;0.92164;0.95511;0.97935;0.89337;0.86675;0.97688;0.98796;0.98245;0.97679;0.98247;0.98306;0.96886;0.9922;0.96126;0.90096;0.88663;0.96399;0.99955;0.9154;0.94663;0.9298;0.93175;0.93416;0.93788;0.72044;0.88822;0.97564;0.18634;0.20602;0.21046;0.84953;0.9982;0.62772;0.687;0.19672;0.2308;
1.48189;1.49999;1.51908;0.83573;1.48833;1.49474;1.47506;1.45669;0.54193;0;1.18909;1.52925;1.43632;1.18624;1.51106;1.49037;1.40673;1.54193;1.53215;1.51424;1.37025;1.4515;1.4979;1.36837;0.83693;1.34952;1.49608;1.52003;1.1079;1.53307;1.33922;1.43555;1.51921;1.53847;2.33483;1.52704;1.51904;1.44732;1.46356;1.46841;2.24267;1.38827;1.35156;1.39857;1.46611;1.46134;1.4445;1.46357;1.49704;1.52128;1.4353;1.40867;1.51881;1.52988;1.52437;1.51872;1.5244;1.52498;1.51079;1.53413;1.50318;1.44288;1.42856;1.50592;1.54148;1.45733;1.48855;1.47173;1.47367;1.47608;1.4798;1.26237;1.43015;1.51757;0.72827;0.74794;0.75239;1.39146;1.54013;1.16965;1.22893;0.73865;0.77273;
0.93189;1.60523;1.62431;0.94795;1.59356;1.59998;1.5803;1.56193;0.64716;1.18909;0;1.63448;1.54156;1.29147;1.61629;1.59561;1.51196;1.64716;1.63738;1.61947;1.47549;1.55673;1.60313;1.47361;0.94216;1.45476;1.60131;1.62527;1.21313;1.63831;1.44445;1.54079;1.62444;1.6437;2.44006;1.63228;1.62427;1.55255;1.5688;1.57364;2.34791;1.4935;1.45679;1.5038;1.57135;1.56658;1.54974;1.56881;1.60227;1.62651;1.54053;1.51391;1.62404;1.63512;1.62961;1.62396;1.62964;1.63022;1.61602;1.63936;1.60842;1.54812;1.53379;1.61115;1.64671;1.56256;1.59379;1.57697;1.57891;1.58132;1.58504;1.3676;1.53538;1.6228;0.8335;0.85318;0.85762;1.4967;1.64536;1.27488;1.33416;0.84389;0.87796;
1.92729;1.94539;1.96447;2.28289;1.93372;1.94013;1.92045;1.90208;0.98732;1.52925;1.63448;0;1.88171;1.63163;1.95645;1.93576;1.85212;1.98732;1.97738;1.95963;1.81565;1.89689;1.94329;1.81376;1.28232;1.79492;1.94147;1.96542;1.55329;1.97767;1.78461;1.88094;1.9646;1.98386;2.78022;1.97243;1.96443;1.89271;1.90895;1.9138;2.68806;1.83366;1.79695;1.84396;1.91151;1.90674;1.88989;1.90896;1.94243;1.96667;1.88069;1.85407;1.9642;1.97527;1.96977;1.96411;1.96979;1.97038;1.95618;1.97952;1.94857;1.88827;1.87395;1.95131;1.98687;1.90272;1.93395;1.91712;1.91907;1.92148;1.9252;1.70776;1.87554;1.96296;1.17366;1.19334;1.19778;1.83685;0.98691;1.61504;1.67432;1.18404;1.21812;
1.83436;1.85246;1.87155;0.93592;1.8408;1.84721;1.82753;1.80916;0.8944;1.43632;1.54156;1.88171;0;1.5387;1.62602;1.55088;0.9238;0.86838;1.88462;1.83114;1.12958;1.66013;1.43328;1.07424;1.1894;1.70199;1.84855;1.8725;1.46037;1.88554;0.90202;1.78802;1.87168;1.89094;2.6873;1.87951;1.87151;1.79978;1.81603;1.82088;2.59514;1.74074;1.70402;1.75104;1.81858;1.81381;1.79697;1.81604;1.84951;1.87374;1.78777;1.76114;1.87128;1.88235;1.87684;1.87119;1.87687;1.87745;1.44203;1.79008;1.84613;1.79535;1.78102;1.82979;1.89395;1.8098;1.84035;1.8242;1.82614;1.82855;1.83227;1.61484;1.78261;1.87003;1.08074;1.10041;1.10486;1.74393;1.8926;1.52212;1.5814;1.09112;1.1252;
1.58427;1.60237;1.62146;0.87083;1.59071;1.59712;1.57744;1.55907;0.64431;1.18624;1.29147;1.63163;1.5387;0;1.61344;1.59275;1.50911;1.64431;1.63453;1.61662;1.47263;1.55388;1.60028;1.47075;0.93931;1.4519;1.59846;1.62241;1.21028;1.63546;1.4416;1.53793;1.62159;1.64085;2.43721;1.62942;1.62142;1.5497;1.56594;1.57079;2.34505;1.49065;1.45394;1.50095;1.56849;1.56372;1.54688;1.56595;1.59942;1.62366;1.53768;1.51105;1.62119;1.63226;1.62675;1.6211;1.62678;1.62736;1.61317;1.63651;1.60556;1.54526;1.53094;1.6083;1.64386;1.55971;1.59093;1.57411;1.57606;1.57846;1.58219;1.36475;1.53253;1.61995;0.83065;0.85033;0.85477;1.49384;1.64251;1.27203;1.33131;0.84103;0.87511;
1.9091;1.9272;1.94628;1.91766;1.91553;1.92195;1.90227;1.8839;0.96913;1.51106;1.61629;1.95645;1.62602;1.61344;0;1.44013;1.36553;0.75763;1.95935;1.72039;1.01883;1.54938;1.32253;0.96349;1.26413;1.71023;1.92328;1.94724;1.5351;1.96028;1.61638;1.70094;1.94641;1.96567;2.70459;1.95425;1.94624;1.7087;1.89077;1.89561;2.66988;1.73863;1.72337;1.82577;1.89332;1.88855;1.87171;1.89078;1.92424;1.94848;1.8625;1.67033;1.94601;1.95709;1.95158;1.94592;1.95161;1.95219;1.33128;1.67933;1.73538;1.69002;1.69285;1.71904;1.96868;1.88453;1.7296;1.72639;1.73589;1.90329;1.90701;1.68957;1.85735;1.94477;1.15547;1.17515;1.17959;1.81867;1.96733;1.59685;1.65613;1.16586;1.19993;
1.88841;1.90651;1.92559;0.96869;1.89484;1.90126;1.88158;1.86321;0.94844;1.49037;1.59561;1.93576;1.55088;1.59275;1.44013;0;1.2904;0.6825;1.93866;1.64525;0.9437;1.47425;1.2474;0.88836;1.24344;1.6351;1.90259;1.92655;1.51442;1.93959;1.54125;1.62581;1.92573;1.94498;2.62946;1.93356;1.92556;1.63357;1.87008;1.87493;2.64919;1.6635;1.64824;1.80508;1.87263;1.86786;1.85102;1.87009;1.90355;1.92779;1.84181;1.59519;1.92532;1.9364;1.93089;1.92524;1.93092;1.9315;1.25615;1.6042;1.66024;1.61488;1.61772;1.64391;1.94799;1.86384;1.65446;1.65126;1.66075;1.8826;1.88632;1.65689;1.83666;1.92408;1.13478;1.15446;1.15891;1.79798;1.94664;1.57616;1.63544;1.14517;1.17924;
1.80477;1.82287;1.84195;1.76792;1.8112;1.81762;1.79794;1.77957;0.8648;1.40673;1.51196;1.85212;0.9238;1.50911;1.36553;1.2904;0;0.6079;1.85502;1.57065;0.8691;1.39965;1.1728;0.81376;1.1598;1.5605;1.81895;1.84291;1.43077;1.85595;1.46665;1.55121;1.84208;1.86134;2.55486;1.84992;1.84191;1.55897;1.78644;1.7843;2.56555;1.5889;1.57364;1.72144;1.78899;1.78422;1.76738;1.78645;1.81991;1.84415;1.75817;1.52059;1.84168;1.85276;1.84725;1.84159;1.84728;1.84786;1.18155;1.5296;1.58564;1.54028;1.54312;1.56931;1.86435;1.7802;1.57986;1.57666;1.58615;1.79896;1.80268;1.58229;1.75302;1.84044;0.9656;0.9026;0.8881;1.71434;1.863;1.49252;1.5518;1.06153;1.0956;
1.93997;1.95807;1.97715;1.16002;1.9464;1.95281;1.93313;1.91476;1;1.54193;1.64716;1.98732;0.86838;1.64431;0.75763;0.6825;0.6079;0;1.99022;0.96275;0.2612;0.79175;0.5649;0.20586;0.79847;0.9526;1.95415;1.9781;0.91403;1.99115;0.85875;0.94331;1.97728;1.99654;1.94696;1.98511;1.97711;0.95107;1.92163;1.92648;2.70074;0.981;0.96574;1.85664;1.92419;1.91942;1.90257;1.92164;1.95511;1.97935;1.89337;0.91269;1.97688;1.98796;1.98245;1.97679;1.98247;1.98306;0.57365;0.9217;0.97774;0.93238;0.93522;0.96141;1.99955;1.9154;0.97196;0.96876;0.97825;1.93416;1.93788;0.97439;1.88822;1.97564;1.18634;1.20602;1.21046;1.84953;1.9982;1.62772;1.687;1.19672;1.2308;
1.93019;1.94829;1.96737;0.99125;1.93662;1.94303;1.92335;1.90498;0.99022;1.53215;1.63738;1.97738;1.88462;1.63453;1.95935;1.93866;1.85502;1.99022;0;1.9551;1.81855;1.89979;1.90688;1.81666;1.28522;1.79782;1.94437;1.96832;1.55619;1.98122;1.78751;1.88384;1.96011;1.98676;2.78312;1.97533;1.96733;1.89561;1.91185;1.9167;2.69096;1.83656;1.79985;1.84686;1.91441;1.90964;1.89279;0.9871;1.94533;1.96957;1.88359;1.85697;1.9671;1.97818;1.97267;1.96701;1.97269;1.97328;1.95908;1.98242;1.95148;1.89118;1.87685;1.95421;1.98977;1.90562;1.93685;1.92002;1.92197;1.92438;1.9281;1.71066;1.87844;1.96586;1.17656;1.19624;1.20068;1.83975;0.99046;1.61794;1.67722;1.18694;1.22102;
