0;0.95415;0.9781;1.7929;0.98511;0.97711;0.92648;1.70074;0.92419;0.97935;0.89337;0.97688;0.97679;0.98247;0.96399;0.99955;0.93416;0.93788;0.97564;
0.95415;0;1.70429;0.9911;1.92864;1.93126;1.85752;0.98165;0.94827;1.9335;1.84752;1.93103;1.93094;1.93662;1.91814;1.9537;1.88831;1.89203;1.92979;
0.9781;1.70429;0;2.66291;1.66963;1.69204;1.90459;0.72264;1.90229;1.70766;1.87147;1.70682;1.70579;1.69313;1.94209;1.71904;1.91226;1.70198;1.95374;
1.7929;0.9911;2.66291;0;0.99328;0.9749;0.86642;1.94027;0.9564;2.77225;0.91476;2.76978;0.98004;2.77537;0.98555;0.99774;0.96426;2.73078;0.9958;
0.98511;1.92864;1.66963;0.99328;0;1.91639;1.8597;0.94699;1.9093;1.93201;1.87848;1.93117;1.93014;1.91747;1.9491;1.94339;1.91927;1.92299;1.96075;
0.97711;1.93126;1.69204;0.9749;1.91639;0;1.84132;0.9694;1.9013;1.95442;1.87048;1.95358;1.95255;1.93989;1.9411;1.9658;1.91127;1.91499;1.95275;
0.92648;1.85752;1.90459;0.86642;1.8597;1.84132;0;2.62723;1.82282;1.90583;1.78118;1.90336;1.84645;1.90896;1.85197;1.86416;1.83068;1.86436;1.86222;
1.70074;0.98165;0.72264;1.94027;0.94699;0.9694;2.62723;0;1.92992;0.98502;2.59411;0.98418;0.98315;0.97049;2.66473;0.9964;2.6349;0.97934;2.67638;
0.92419;0.94827;1.90229;0.9564;1.9093;1.9013;1.82282;1.92992;0;1.90353;1.81756;1.90107;1.90098;1.90666;1.88818;1.92374;1.85834;1.86206;1.89983;
0.97935;1.9335;1.70766;2.77225;1.93201;1.95442;1.90583;0.98502;1.90353;0;1.87272;1.95623;1.95614;1.95551;1.94334;1.9789;1.9135;1.91723;1.95499;
0.89337;1.84752;1.87147;0.91476;1.87848;1.87048;1.78118;2.59411;1.81756;1.87272;0;1.87025;1.87016;1.87584;1.85736;1.89292;1.82753;1.83125;1.86901;
0.97688;1.93103;1.70682;2.76978;1.93117;1.95358;1.90336;0.98418;1.90107;1.95623;1.87025;0;1.95367;1.95467;1.94087;1.97643;1.91104;1.91476;1.95252;
0.97679;1.93094;1.70579;0.98004;1.93014;1.95255;1.84645;0.98315;1.90098;1.95614;1.87016;1.95367;0;1.95364;1.94078;1.97634;1.91095;1.91467;1.95243;
0.98247;1.93662;1.69313;2.77537;1.91747;1.93989;1.90896;0.97049;1.90666;1.95551;1.87584;1.95467;1.95364;0;1.94646;1.96689;1.91663;1.92035;1.95811;
0.96399;1.91814;1.94209;0.98555;1.9491;1.9411;1.85197;2.66473;1.88818;1.94334;1.85736;1.94087;1.94078;1.94646;0;1.96354;1.89814;1.90187;1.93963;
0.99955;1.9537;1.71904;0.99774;1.94339;1.9658;1.86416;0.9964;1.92374;1.9789;1.89292;1.97643;1.97634;1.96689;1.96354;0;1.93371;1.93743;1.97519;
0.93416;1.88831;1.91226;0.96426;1.91927;1.91127;1.83068;2.6349;1.85834;1.9135;1.82753;1.91104;1.91095;1.91663;1.89814;1.93371;0;1.87203;1.90979;
0.93788;1.89203;1.70198;2.73078;1.92299;1.91499;1.86436;0.97934;1.86206;1.91723;1.83125;1.91476;1.91467;1.92035;1.90187;1.93743;1.87203;0;1.91352;
0.97564;1.92979;1.95374;0.9958;1.96075;1.95275;1.86222;2.67638;1.89983;1.95499;1.86901;1.95252;1.95243;1.95811;1.93963;1.97519;1.90979;1.91352;0;
