Time	B0	B1	B2	B3
0.00000	88	 0	0	0
0.18634	87	 0	0	0
0.19672	86	 0	0	0
0.20586	85	 0	0	0
0.20602	84	 0	0	0
0.21046	83	 0	0	0
0.23080	82	 0	0	0
0.26120	81	 0	0	0
0.29500	80	 0	0	0
0.54193	79	 0	0	0
0.56490	78	 0	0	0
0.56597	77	 0	0	0
0.57365	76	 0	0	0
0.60790	75	 0	0	0
0.62772	74	 0	0	0
0.64431	73	 0	0	0
0.64716	72	 0	0	0
0.65700	71	 0	0	0
0.66785	70	 0	0	0
0.68250	69	 0	0	0
0.68700	68	 0	0	0
0.69690	67	 0	0	0
0.72044	66	 0	0	0
0.72264	65	 0	0	0
0.75763	64	 0	0	0
0.77630	63	 0	0	0
0.77680	62	 0	0	0
0.79175	61	 0	0	0
0.79530	60	 0	0	0
0.79847	59	 0	0	0
0.80380	58	 0	0	0
0.80760	57	 0	0	0
0.80963	56	 0	0	0
0.82644	56	 1	0	0
0.82840	56	 2	0	0
0.83573	56	 3	0	0
0.84953	55	 3	0	0
0.85664	54	 3	0	0
0.85875	54	 4	0	0
0.86642	53	 4	0	0
0.86675	52	 4	0	0
0.86838	51	 4	0	0
0.87083	51	 5	0	0
0.88663	50	 5	0	0
0.88822	49	 5	0	0
0.89030	48	 5	0	0
0.89337	47	 5	0	0
0.89440	47	 6	0	0
0.89504	46	 6	0	0
0.90096	45	 6	0	0
0.90202	45	 5	0	0
0.90957	45	 6	0	0
0.91269	45	 7	0	0
0.91287	44	 7	0	0
0.91476	43	 8	0	0
0.91540	42	 8	0	0
0.91563	42	 9	0	0
0.91942	41	 9	0	0
0.92170	40	 9	0	0
0.92380	40	 8	0	0
0.92419	39	 8	0	0
0.92980	38	 8	0	0
0.93144	37	 8	0	0
0.93175	36	 8	0	0
0.93189	35	 8	0	0
0.93238	35	 9	0	0
0.93313	34	 9	0	0
0.93416	33	 9	0	0
0.93522	33	10	0	0
0.93565	33	11	0	0
0.93592	33	12	0	0
0.93643	33	13	0	0
0.93788	32	13	0	0
0.93979	32	14	0	0
0.94015	31	14	0	0
0.94313	30	14	0	0
0.94331	30	15	0	0
0.94640	29	15	0	0
0.94663	28	15	0	0
0.94699	27	15	0	0
0.94795	26	16	0	0
0.94827	25	16	0	0
0.95047	25	17	0	0
0.95107	25	18	0	0
0.95260	25	19	0	0
0.95281	24	19	0	0
0.95640	24	20	0	0
0.95670	24	21	0	0
0.95807	23	21	0	0
0.95885	23	22	0	0
0.96101	23	23	0	0
0.96106	23	24	0	0
0.96126	22	24	0	0
0.96141	21	24	0	0
0.96250	21	25	0	0
0.96275	20	25	0	0
0.96336	20	26	0	0
0.96385	20	27	0	0
0.96399	20	28	0	0
0.96403	20	29	0	0
0.96426	20	30	0	0
0.96530	19	30	0	0
0.96574	19	31	0	0
0.96685	19	32	0	0
0.96876	19	33	0	0
0.96886	19	32	0	0
0.96940	18	32	0	0
0.97012	18	33	0	0
0.97049	17	33	0	0
0.97173	17	34	0	0
0.97196	17	35	0	0
0.97206	16	35	0	0
0.97231	16	36	0	0
0.97301	15	36	0	0
0.97373	15	37	0	0
0.97439	15	38	0	0
0.97490	15	39	0	0
0.97564	14	39	0	0
0.97679	13	39	0	0
0.97688	12	39	0	0
0.97711	12	40	0	0
0.97715	11	40	0	0
0.97774	11	41	0	0
0.97809	10	41	0	0
0.97810	10	42	0	0
0.97825	10	43	0	0
0.97934	10	44	0	0
0.97935	 9	44	0	0
0.97996	 9	45	0	0
0.98004	 9	46	0	0
0.98100	 9	47	0	0
0.98110	 9	48	0	0
0.98150	 8	48	0	0
0.98165	 8	49	0	0
0.98196	 8	50	0	0
0.98230	 7	50	0	0
0.98315	 7	51	0	0
0.98321	 7	52	0	0
0.98418	 7	53	0	0
0.98420	 7	54	0	0
0.98502	 7	55	0	0
0.98511	 7	56	0	0
0.98555	 7	57	0	0
0.98683	 6	57	0	0
0.98691	 5	57	0	0
0.98710	 4	57	0	0
0.98732	 4	58	0	0
0.98835	 4	59	0	0
0.99000	 3	59	0	0
0.99046	 3	60	0	0
0.99075	 2	60	0	0
0.99076	 2	61	0	0
0.99125	 2	62	0	0
0.99328	 2	63	0	0
0.99580	 2	64	0	0
0.99640	 2	65	0	0
0.99649	 1	65	0	0
0.99761	 1	64	0	0
0.99774	 1	65	0	0
0.99780	 1	66	0	0
0.99820	 1	54	0	0
1.00000	 1	37	0	0
1.07424	 1	36	0	0
1.10790	 1	35	0	0
1.11989	 1	34	0	0
1.15846	 1	33	0	0
1.16002	 1	32	0	0
1.16965	 1	31	0	0
1.18624	 1	30	0	0
1.18909	 1	29	0	0
1.22893	 1	28	0	0
1.29557	 1	18	0	0
1.66963	 1	17	0	0
1.69204	 1	16	0	0
1.69313	 1	15	0	0
1.70074	 1	 9	0	0
1.76146	 1	 0	0	0
    Inf	 1	 0	0	0
