0;0.93643;1.81334;0.93592;1.85972;1.89233;1.88824;2.72412;0.9978;1.78342;1.85342;3.78056;1.8745;1.8827;3.77922;0.9567;0.9444;2.70954;3.77947;2.78282;2.72874;
0.93643;0;0.93313;1.82753;1.79794;1.89712;1.88066;1.89144;1.92967;1.88143;1.89962;2.93042;1.86693;1.87608;2.92908;1.78977;0.93682;1.83571;2.92933;1.93268;1.84853;
1.81334;0.93313;0;0.8944;0.8648;1.79227;1.86325;0.9583;0.99654;1.67675;1.73564;1.99729;1.70248;1.6872;1.99595;0.85664;0.91942;0.90257;1.9962;0.99955;0.9154;
0.93592;1.82753;0.8944;0;0.9238;1.9172;2.73594;1.7882;1.8457;0.8475;0.9175;2.84464;1.76148;1.7462;2.8433;1.75104;1.7921;1.77362;2.84355;1.8469;1.8098;
1.85972;1.79794;0.8648;0.9238;0;1.87053;2.70039;1.75265;1.81015;0.81195;0.87083;2.80909;0.83768;0.8224;2.80775;1.72144;1.75655;1.73807;2.808;1.81135;1.7802;
1.89233;1.89712;1.79227;1.9172;1.87053;0;1.90414;2.75058;1.99292;1.85153;0.9997;3.78956;1.85195;1.85244;3.78822;0.93563;0.9603;0.92541;3.78847;2.79182;2.70767;
1.88824;1.88066;1.86325;2.73594;2.70039;1.90414;0;2.82155;2.85979;1.88844;1.90664;1.99774;1.87394;1.88309;1.9964;2.71989;0.94384;2.76583;1.99665;1;1.97206;
2.72412;1.89144;0.9583;1.7882;1.75265;2.75058;2.82155;0;1.9389;0.9407;2.62348;2.93784;2.59033;2.57505;2.9365;1.81494;1.87772;1.86088;2.93675;1.9401;1.8737;
0.9978;1.92967;0.99654;1.8457;1.81015;1.99292;2.85979;1.9389;0;0.9982;0.99322;2.99383;0.99733;0.9935;2.99249;1.85318;1.91596;1.89911;2.99274;1.99609;1.91194;
1.78342;1.88143;1.67675;0.8475;0.81195;1.85153;1.88844;0.9407;0.9982;0;1.68278;1.99714;1.64963;1.63435;1.9958;0.94325;0.9446;0.92612;1.99605;0.9994;1.97146;
1.85342;1.89963;1.73564;0.9175;0.87083;0.9997;1.90664;2.62348;0.99322;1.68278;0;3.67992;1.70851;1.69323;3.67858;0.9311;0.9628;0.92309;3.67883;2.68218;2.65104;
3.78056;2.93042;1.99729;2.84464;2.80909;3.78956;1.99774;2.93784;2.99383;1.99714;3.67992;0;3.64677;3.63149;1.99414;2.85393;2.91671;2.89986;1.99439;0.99774;1.9698;
1.8745;1.86693;1.70248;1.76148;0.83768;1.85195;1.87394;2.59033;0.99733;1.64963;1.70851;3.64677;0;1.66008;3.64543;0.93292;0.9301;0.92654;3.64568;2.64903;2.61788;
1.8827;1.87608;1.6872;1.7462;0.8224;1.85244;1.88309;2.57505;0.9935;1.63435;1.69323;3.63149;1.66008;0;3.63015;0.926;0.93925;0.92703;3.6304;2.63375;2.6026;
3.77922;2.92908;1.99595;2.8433;2.80775;3.78822;1.9964;2.9365;2.99249;1.9958;3.67858;1.99414;3.64543;3.63015;0;2.85259;2.91537;2.89852;1.99305;0.9964;1.96846;
0.9567;1.78977;0.85664;1.75104;1.72144;0.93563;2.71989;1.81494;1.85318;0.94325;0.9311;2.85393;0.93292;0.926;2.85259;0;1.77606;1.75921;2.85284;1.85619;1.77204;
0.9444;0.93682;0.91942;1.7921;1.75655;0.9603;0.94384;1.87772;1.91596;0.9446;0.9628;2.91671;0.9301;0.93925;2.91537;1.77606;0;1.82199;2.91562;1.91897;1.83482;
2.70954;1.83571;0.90257;1.77362;1.73807;0.92541;2.76583;1.86088;1.89911;0.92612;0.92309;2.89986;0.92654;0.92703;2.89852;1.75921;1.82199;0;2.89877;1.90212;1.81797;
3.77947;2.92933;1.9962;2.84355;2.808;3.78847;1.99665;2.93675;2.99274;1.99605;3.67883;1.99439;3.64568;3.6304;1.99305;2.85284;2.91562;2.89877;0;0.99665;1.96871;
2.78282;1.93268;0.99955;1.8469;1.81135;2.79182;1;1.9401;1.99609;0.9994;2.68218;0.99774;2.64903;2.63375;0.9964;1.85619;1.91897;1.90212;0.99665;0;0.97206;
2.72874;1.84853;0.9154;1.8098;1.7802;2.70767;1.97206;1.8737;1.91194;1.97146;2.65104;1.9698;2.61788;2.6026;1.96846;1.77204;1.83482;1.81797;1.96871;0.97206;0;
