0;1.81334;0.93592;1.85972;1.89233;1.81842;1.81012;2.72412;1.80372;0.9978;1.83852;1.78342;1.79232;1.85342;1.8745;1.8827;0.9567;0.9444;2.70954;2.78282;
1.81334;0;0.8944;0.8648;1.79227;1.72637;1.7686;0.9583;1.7622;0.99654;1.71968;1.67675;1.7508;1.73564;1.70248;1.6872;0.85664;0.91942;0.90257;0.99955;
0.93592;0.8944;0;0.9238;1.9172;0.8825;0.8742;1.7882;0.8678;1.8457;0.9026;0.8475;0.8564;0.9175;1.76148;1.7462;1.75104;1.7921;1.77362;1.8469;
1.85972;0.8648;0.9238;0;1.87053;0.86157;1.798;1.75265;0.91327;1.81015;0.85488;0.81195;1.7802;0.87083;0.83768;0.8224;1.72144;1.75655;1.73807;1.81135;
1.89233;1.79227;1.9172;1.87053;0;1.85073;1.84785;2.75058;1.85197;1.99292;1.8506;1.85153;1.84698;0.9997;1.85195;1.85244;0.93563;0.9603;0.92541;2.79182;
1.81842;1.72637;0.8825;0.86157;1.85073;0;1.7567;2.61422;1.7503;1.99292;1.71644;1.67352;1.7389;0.9997;1.69925;1.68397;0.93414;1.9625;0.92532;2.67292;
1.81012;1.7686;0.8742;1.798;1.84785;1.7567;0;2.6624;1.742;0.9982;1.7768;1.7217;1.7306;1.7917;1.84899;1.84947;0.9452;2.6663;0.92244;2.7211;
2.72412;0.9583;1.7882;1.75265;2.75058;2.61422;2.6624;0;2.656;1.9389;0.9398;0.9407;2.6446;2.62348;2.59033;2.57505;1.81494;1.87772;1.86088;1.9401;
1.80372;1.7622;0.8678;0.91327;1.85197;1.7503;1.742;2.656;0;2.7135;1.76814;1.7153;1.7242;1.7841;1.75095;1.73567;0.94067;2.6599;0.92656;2.7147;
0.9978;0.99654;1.8457;1.81015;1.99292;1.99292;0.9982;1.9389;2.7135;0;2.66502;0.9982;0.9997;0.99322;0.99733;0.9935;1.85318;1.91596;1.89911;1.99609;
1.83852;1.71968;0.9026;0.85488;1.8506;1.71644;1.7768;0.9398;1.76814;2.66502;0;1.66683;1.759;1.72571;1.69256;1.67727;0.94116;2.61143;0.92519;2.66623;
1.78342;1.67675;0.8475;0.81195;1.85153;1.67352;1.7217;0.9407;1.7153;0.9982;1.66683;0;1.7039;1.68278;1.64963;1.63435;0.94325;0.9446;0.92612;0.9994;
1.79232;1.7508;0.8564;1.7802;1.84698;1.7389;1.7306;2.6446;1.7242;0.9997;1.759;1.7039;0;1.7739;1.84811;1.84859;0.9449;2.6485;0.92157;2.7033;
1.85342;1.73564;0.9175;0.87083;0.9997;0.9997;1.7917;2.62348;1.7841;0.99322;1.72571;1.68278;1.7739;0;1.70851;1.69323;0.9311;0.9628;0.92309;2.68218;
1.8745;1.70248;1.76148;0.83768;1.85195;1.69925;1.84899;2.59033;1.75095;0.99733;1.69256;1.64963;1.84811;1.70851;0;1.66008;0.93292;0.9301;0.92654;2.64903;
1.8827;1.6872;1.7462;0.8224;1.85244;1.68397;1.84947;2.57505;1.73567;0.9935;1.67727;1.63435;1.84859;1.69323;1.66008;0;0.926;0.93925;0.92703;2.63375;
0.9567;0.85664;1.75104;1.72144;0.93563;0.93414;0.9452;1.81494;0.94067;1.85318;0.94116;0.94325;0.9449;0.9311;0.93292;0.926;0;1.77606;1.75921;1.85619;
0.9444;0.91942;1.7921;1.75655;0.9603;1.9625;2.6663;1.87772;2.6599;1.91596;2.61142;0.9446;2.6485;0.9628;0.9301;0.93925;1.77606;0;1.82199;1.91897;
2.70954;0.90257;1.77362;1.73807;0.92541;0.92532;0.92244;1.86088;0.92656;1.89911;0.92519;0.92612;0.92157;0.92309;0.92654;0.92703;1.75921;1.82199;0;1.90212;
2.78282;0.99955;1.8469;1.81135;2.79182;2.67292;2.7211;1.9401;2.7147;1.99609;2.66622;0.9994;2.7033;2.68218;2.64903;2.63375;1.85619;1.91897;1.90212;0;
