0;0.64716;0.8648;1.62015;2.48156;0.99654;1.59996;0.92163;1.6005;0.92648;0.85664;0.91942;0.90257;0.98796;0.98245;0.98247;0.98306;0.96886;0.9922;0.88822;0.18634;0.20602;0.21046;0.84953;2.53286;0.2308;
0.64716;0;1.51196;0.97299;1.8344;1.6437;0.9528;1.5688;0.95333;1.57364;1.5038;1.56658;1.54974;1.63512;1.62961;1.62964;1.63022;1.61602;1.63936;1.53538;0.8335;0.85318;0.85762;1.4967;1.8857;0.87796;
0.8648;1.51196;0;2.48495;1.70346;1.8159;0.83768;1.69798;0.8224;1.7843;1.72144;1.76165;1.74943;1.85276;1.84725;1.84728;1.84786;1.83366;1.857;1.74525;0.9656;0.9026;0.8881;1.71434;1.7638;1.0956;
1.62015;0.97299;2.48495;0;2.76415;2.61669;1.87394;2.54178;1.88309;2.54663;2.47679;0.94384;2.52272;2.60811;0.81371;2.60262;0.84543;2.58901;2.61235;2.50837;1.79181;1.79229;1.79273;2.46968;2.80684;1.85095;
2.48156;1.8344;1.70346;2.76415;0;1.87456;2.54114;1.75664;0.88106;3.40804;1.80706;1.82031;1.80809;3.46951;3.464;3.46403;3.46461;3.45042;3.47376;1.80391;2.6679;2.60606;2.59156;1.80318;1.82246;2.71236;
0.99654;1.6437;1.8159;2.61669;1.87456;0;0.99733;1.86908;0.9935;1.8862;1.85318;1.91596;1.89911;1.98073;1.96902;1.96177;1.97311;1.95897;1.97428;1.88476;0.9969;0.99647;0.99;1.84607;1.93023;1.22734;
1.59996;0.9528;0.83768;1.87394;2.54114;0.99733;0;0.9488;1.66008;2.52644;0.93292;0.9301;0.92654;2.58792;2.58241;2.58244;2.58302;2.56882;2.59216;0.92254;1.7863;1.74028;1.72578;2.4495;0.9329;1.83076;
0.92163;1.5688;1.69798;2.54178;1.75664;1.86908;0.9488;0;0.87558;1.80907;1.77827;1.81483;1.80261;1.9036;1.89189;1.88913;1.89598;1.88633;1.89715;1.79843;0.92577;0.92383;0.91287;1.77117;1.81698;1.15243;
1.6005;0.95333;0.8224;1.88309;0.88106;0.9935;1.66008;0.87558;0;2.52698;0.926;0.93925;0.92703;2.58845;2.58294;2.58297;2.58355;2.56936;2.5927;0.92285;1.78684;1.725;1.7105;0.92212;0.9414;1.8313;
0.92648;1.57364;1.7843;2.54663;3.40804;1.8862;2.52644;1.80907;2.52698;0;1.78312;1.8459;1.82906;1.88381;1.87313;1.86034;1.87734;1.85825;1.87924;1.8147;0.89504;0.89575;0.8962;1.77602;3.45934;1.15728;
0.85664;1.5038;1.72144;2.47679;1.80706;1.85318;0.93292;1.77827;0.926;1.78312;0;1.77606;1.75921;1.8446;1.83909;1.83911;1.8397;1.8255;1.84884;1.74486;1.04298;1.06266;1.0671;1.70617;1.86582;1.08744;
0.91942;1.56658;1.76165;0.94384;1.82031;1.91596;0.9301;1.81483;0.93925;1.8459;1.77606;0;1.82199;1.90737;1.75755;1.90189;1.78926;1.88828;1.91162;1.80763;1.10576;1.12543;1.12988;1.76895;1.863;1.15022;
0.90257;1.54974;1.74943;2.52272;1.80809;1.89911;0.92654;1.80261;0.92703;1.82906;1.75921;1.82199;0;1.89053;1.88502;1.88505;1.88563;1.87143;1.89478;1.79079;1.08891;0.9684;1.11304;1.75211;1.85944;1.13337;
0.98796;1.63512;1.85276;2.60811;3.46951;1.98073;2.58792;1.9036;2.58845;1.88381;1.8446;1.90737;1.89053;0;1.96664;1.95336;1.97079;1.95056;1.97317;1.87617;0.99126;0.98806;0.99073;1.83749;3.52082;1.21876;
0.98245;1.62961;1.84725;0.81371;3.464;1.96902;2.58241;1.89189;2.58294;1.87313;1.83909;1.75755;1.88502;1.96664;0;1.94339;1.65914;1.94108;1.96229;1.87066;0.97809;0.97858;0.97902;1.83198;3.51531;1.21325;
0.98247;1.62964;1.84728;2.60262;3.46403;1.96177;2.58244;1.88913;2.58297;1.86034;1.83911;1.90189;1.88505;1.95336;1.94339;0;1.9476;1.9278;1.9495;1.87069;0.9653;0.9653;0.9824;1.83201;3.51534;1.21327;
0.98306;1.63022;1.84786;0.84543;3.46461;1.97311;2.58302;1.89598;2.58355;1.87734;1.8397;1.78926;1.88563;1.97079;1.65914;1.9476;0;1.94523;1.9665;1.87127;0.9823;0.98272;0.98311;1.83259;3.51592;1.21386;
0.96886;1.61602;1.83366;2.58901;3.45042;1.95897;2.56882;1.88633;2.56936;1.85825;1.8255;1.88828;1.87143;1.95056;1.94108;1.9278;1.94522;0;1.94761;1.85708;1.1552;0.9625;1.17932;1.81839;3.50172;1.19966;
0.9922;1.63936;1.857;2.61235;3.47376;1.97428;2.59216;1.89715;2.5927;1.87924;1.84884;1.91162;1.89478;1.97317;1.96229;1.9495;1.9665;1.94761;0;1.88042;0.9842;0.98511;0.98428;1.84174;3.52506;1.223;
0.88822;1.53538;1.74525;2.50837;1.80391;1.88476;0.92254;1.79843;0.92285;1.8147;1.74486;1.80763;1.79079;1.87617;1.87066;1.87069;1.87127;1.85708;1.88042;0;0.9217;1.09423;1.09868;1.73775;1.85544;1.11902;
0.18634;0.8335;0.9656;1.79181;2.6679;0.9969;1.7863;0.92577;1.78684;0.89504;1.04298;1.10576;1.08891;0.99126;0.97809;0.9653;0.9823;1.1552;0.9842;0.9217;0;0.39236;0.3968;0.9006;2.7192;0.41714;
0.20602;0.85318;0.9026;1.79229;2.60606;0.99647;1.74028;0.92383;1.725;0.89575;1.06266;1.12543;0.9684;0.98806;0.97858;0.9653;0.98272;0.9625;0.98511;1.09423;0.39236;0;0.41648;1.05555;2.6664;0.43682;
0.21046;0.85763;0.8881;1.79273;2.59156;0.99;1.72578;0.91287;1.7105;0.8962;1.0671;1.12988;1.11304;0.99073;0.97902;0.9824;0.98311;1.17932;0.98428;1.09868;0.3968;0.41648;0;0.9026;2.6519;0.44126;
0.84953;1.4967;1.71434;2.46968;1.80318;1.84607;2.4495;1.77117;0.92212;1.77602;1.70617;1.76895;1.75211;1.83749;1.83198;1.83201;1.83259;1.81839;1.84174;1.73775;0.9006;1.05555;0.9026;0;1.86352;1.08033;
2.53286;1.8857;1.7638;2.80684;1.82246;1.93023;0.9329;1.81698;0.9414;3.45934;1.86582;1.863;1.85944;3.52082;3.51531;3.51534;3.51592;3.50172;3.52506;1.85544;2.7192;2.6664;2.6519;1.86352;0;2.76366;
0.2308;0.87796;1.0956;1.85095;2.71236;1.22734;1.83076;1.15243;1.8313;1.15728;1.08744;1.15022;1.13337;1.21876;1.21325;1.21327;1.21386;1.19966;1.223;1.11902;0.41714;0.43682;0.44126;1.08033;2.76366;0;
