0;1.53282;0.93592;1.93432;1.91766;0.96869;1.76792;1.16002;0.96385;0.92275;1.95177;0.91563;0.95416;1.82782;0.97373;1.89233;1.81842;1.83565;0.96685;1.81012;1.83794;2.10333;1.80372;0.9978;1.83852;1.78342;1.79232;1.85342;1.8745;2.11109;1.8827;2.14102;2.12576;0.9567;0.9444;2.43539;2.07272;1.73367;2.08172;2.13777;2.09241;2.09524;2.12143;2.53237;2.0561;2.13199;2.12878;2.13828;2.13441;
1.53282;0;0.8944;1.8928;0.96913;0.94844;0.8648;1;0.97231;0.82833;0.90957;0.95597;0.82644;0.295;0.8076;1.79227;1.72637;1.79412;0.56597;1.7686;0.79729;0.9583;1.7622;0.99654;1.71968;1.67675;1.7508;1.73564;1.70248;0.90539;1.6872;0.84634;0.80963;0.85664;0.91942;0.90257;0.86675;0.96886;0.9922;0.96126;0.90096;0.88663;0.96399;0.99955;1.89608;0.94663;0.9298;0.93175;0.72044;
0.93592;0.8944;0;0.9984;1.62602;1.55088;0.9238;0.86838;1.83114;1.12958;1.66013;1.43328;1.07424;1.1894;1.70199;1.9172;0.8825;0.89973;1.46037;0.8742;0.90202;1.7882;0.8678;1.8457;0.9026;0.8475;0.8564;0.9175;1.76148;1.79978;1.7462;1.74074;1.70402;1.75104;1.7921;1.77362;1.76114;1.44203;1.79008;1.84613;1.79535;1.78102;1.82979;1.8469;1.76446;1.84035;1.8242;1.82614;1.61484;
1.93432;1.8928;0.9984;0;2.62442;2.54928;1.9222;1.86678;2.82954;2.12798;2.65853;2.43168;2.07264;2.1878;2.70039;2.9156;1.8809;1.89813;2.45877;1.8726;1.90042;2.7866;1.8662;2.8441;1.901;1.8459;1.8548;1.9159;2.75988;2.79818;2.7446;2.73914;2.70242;2.74944;2.7905;2.77202;2.75954;2.44043;2.78848;2.84453;2.79375;2.77942;2.82819;2.8453;2.76286;2.83875;2.8226;2.82454;2.61324;
1.91766;0.96913;1.62602;2.62442;0;1.44013;1.36553;0.75763;1.72039;1.01883;1.54938;1.32253;0.96349;1.26413;1.71023;2.62143;2.2271;2.52575;1.5351;2.50022;1.61638;1.70094;2.2788;1.96567;2.22041;2.17748;2.48242;2.23637;2.20321;1.7087;2.18793;1.73863;1.72337;1.82577;1.88855;1.87171;1.67033;1.33128;1.67933;1.73538;1.69002;1.69285;1.71904;1.96868;0.9866;1.7296;1.72639;1.73589;1.68957;
0.96869;0.94844;1.55088;2.54928;1.44013;0;1.2904;0.6825;1.64525;0.9437;1.47425;1.2474;0.88836;1.24344;1.6351;2.54629;2.15197;2.45061;1.51442;2.42508;1.54125;1.62581;2.20367;1.94498;2.14527;2.10235;2.40728;2.16123;2.12808;1.63357;2.1128;1.6635;1.64824;1.80508;1.86786;1.85102;1.59519;1.25615;1.6042;1.66024;1.61488;1.61772;1.64391;1.94799;1.57858;1.65446;1.65126;1.66075;1.65689;
1.76792;0.8648;0.9238;1.9222;1.36553;1.2904;0;0.6079;1.57065;0.8691;1.39965;1.1728;0.81376;1.1598;1.5605;1.87053;0.86157;1.70346;1.43077;1.798;1.46665;1.55121;0.91327;1.81015;0.85488;0.81195;1.7802;0.87083;0.83768;1.55897;0.8224;1.5889;1.57364;1.72144;1.75655;1.73807;1.52059;1.18155;1.5296;1.58564;1.54028;1.54312;1.56931;1.81135;1.50398;1.57986;1.57666;1.58615;1.58229;
1.16002;1;0.86838;1.86678;0.75763;0.6825;0.6079;0;0.96275;0.2612;0.79175;0.5649;0.20586;0.79847;0.9526;1.86379;1.46947;1.76811;0.91403;1.74258;0.85875;0.94331;1.52117;1.99654;1.46277;1.41985;1.72478;1.47873;1.44558;0.95107;1.4303;0.981;0.96574;1.85664;1.91942;1.90257;0.91269;0.57365;0.9217;0.97774;0.93238;0.93522;0.96141;1.99955;0.89608;0.97196;0.96876;0.97825;0.97439;
0.96385;0.97231;1.83114;2.82954;1.72039;1.64525;1.57065;0.96275;0;1.22395;1.7545;1.52765;1.16861;1.26731;1.77991;2.76459;2.43222;2.73087;1.53828;2.70534;1.7696;1.90606;2.48392;1.96165;2.42553;2.3826;2.68754;2.44149;2.40833;1.8777;2.39305;1.81865;1.78194;1.82895;1.89173;1.87488;1.83906;1.5364;1.88445;1.93357;1.87327;1.85894;1.92416;1.97186;1.85883;1.91894;1.90211;1.90406;1.69275;
0.92275;0.82833;1.12958;2.12798;1.01883;0.9437;0.8691;0.2612;1.22395;0;1.05295;0.8261;0.46706;1.05967;1.2138;2.12499;1.73067;2.02931;1.17523;2.00378;1.11995;1.20451;1.78237;1.82487;1.72398;1.68105;1.98598;1.73993;1.70678;1.21227;1.6915;1.2422;1.22694;1.68497;1.74774;1.7309;1.17389;0.83485;1.1829;1.23894;1.19358;1.19642;1.22261;1.82788;1.15728;1.23316;1.22996;1.23945;1.23559;
1.95177;0.90957;1.66013;2.65853;1.54938;1.47425;1.39965;0.79175;1.7545;1.05295;0;1.35665;0.99761;1.20457;1.71716;2.65554;2.26122;2.55986;1.47554;2.53433;1.6505;1.73506;2.31292;1.90611;2.25453;2.2116;2.51653;2.27048;2.23733;1.74282;2.22205;1.75591;1.7192;1.76621;1.82898;1.81214;1.70444;1.3654;1.71345;1.76949;1.72413;1.72697;1.75316;1.90912;1.68783;1.76371;1.76051;1.77;1.63001;
