0.9978;1.92967;0.99654;1.8457;1.81015;1.99654;1.99292;1.99292;2.78273;1.9389;2.7135;0;2.66502;0.9982;0.99322;0.99733;1.86908;0.9935;1.8862;1.85318;1.91596;1.89911;1.98073;1.96902;1.96177;1.97311;1.97428;1.99609;0.9969;0.99647;0.99;1.84607;
1.83852;2.65281;1.71968;0.9026;0.85488;1.46278;1.8506;1.71644;3.51583;0.9398;1.76814;2.66502;0;1.66683;1.72571;1.69256;2.55286;1.67727;2.63917;0.94116;2.61143;0.92519;2.70763;2.70212;2.70215;2.70273;2.38448;2.66623;1.82048;1.75748;1.74298;2.56921;
1.78342;1.88143;1.67675;0.8475;0.81195;1.41985;1.85153;1.67352;1.88844;0.9407;1.7153;0.9982;1.66683;0;1.68278;1.64963;2.50993;1.63435;2.59625;0.94325;0.9446;0.92612;2.66471;2.6592;2.65923;2.65981;2.34155;0.9994;1.77755;1.71455;1.70005;2.52629;
1.85342;1.89963;1.73564;0.9175;0.87083;1.47873;0.9997;0.9997;1.90664;2.42204;1.7841;0.99322;1.72571;1.68278;0;1.70851;2.56882;1.69323;2.65513;0.9311;0.9628;0.92309;2.72359;2.71808;2.71811;2.71869;2.40043;2.68218;1.82493;1.77343;1.75893;0.92433;
1.8745;1.86693;1.70248;1.76148;0.83768;1.44558;1.85195;1.69925;1.87394;2.38889;1.75095;0.99733;1.69256;1.64963;1.70851;0;0.9488;1.66008;2.62198;0.93292;0.9301;0.92654;2.69044;2.68493;2.68496;2.68554;2.36728;2.64903;1.80328;1.74028;1.72578;2.55202;
2.73497;1.85477;0.92163;1.81603;1.69798;1.92163;2.71391;2.55955;2.7056;1.87994;2.61125;1.86908;2.55286;2.50993;2.56882;0.9488;0;0.87558;1.80907;1.77827;1.81483;1.80261;1.9036;1.89189;1.88913;1.89598;1.89715;1.92118;0.92577;0.92383;0.91287;1.77117;
1.8827;1.87608;1.6872;1.7462;0.8224;1.4303;1.85244;1.68397;1.88309;2.37361;1.73567;0.9935;1.67727;1.63435;1.69323;1.66008;0.87558;0;2.6067;0.926;0.93925;0.92703;2.67516;2.66965;2.66968;2.67026;2.352;2.63375;1.788;1.725;1.7105;0.92212;
2.73982;1.85962;0.92648;1.82088;1.7843;1.92648;2.71876;2.64587;2.68685;1.88478;2.68868;1.8862;2.63917;2.59625;2.65513;2.62198;1.80907;2.6067;0;1.78312;1.8459;1.82906;1.88381;1.87313;1.86034;1.87734;1.87924;1.92603;0.89504;0.89575;0.8962;1.77602;
0.9567;1.78977;0.85664;1.75104;1.72144;1.85664;0.93563;0.93414;2.6528;1.81494;0.94067;1.85318;0.94116;0.94325;0.9311;0.93292;1.77827;0.926;1.78312;0;1.77606;1.75921;1.8446;1.83909;1.83911;1.8397;1.84884;1.85619;1.04298;1.06266;1.0671;1.70617;
0.9444;0.93682;0.91942;1.7921;1.75655;1.91942;0.9603;1.9625;0.94384;1.87772;2.6599;1.91596;2.61142;0.9446;0.9628;0.9301;1.81483;0.93925;1.8459;1.77606;0;1.82199;1.90737;1.75755;1.90189;1.78926;1.91162;1.91897;1.10576;1.12543;1.12988;1.76895;
2.70954;1.83571;0.90257;1.77362;1.73807;1.90257;0.92541;0.92532;2.69873;1.86088;0.92656;1.89911;0.92519;0.92612;0.92309;0.92654;1.80261;0.92703;1.82906;1.75921;1.82199;0;1.89053;1.88502;1.88505;1.88563;1.89478;1.90212;1.08891;0.9684;1.11304;1.75211;
2.8013;1.92109;0.98796;1.88235;1.85276;1.98796;2.78023;2.71433;2.78035;1.94626;2.75015;1.98073;2.70763;2.66471;2.72359;2.69044;1.9036;2.67516;1.88381;1.8446;1.90737;1.89053;0;1.96664;1.95336;1.97079;1.97317;1.98751;0.99126;0.98806;0.99073;1.83749;
2.70195;1.91558;0.98245;1.87684;1.84725;1.98245;2.71785;2.70882;0.81371;1.94075;2.74464;1.96902;2.70212;2.6592;2.71808;2.68493;1.89189;2.66965;1.87313;1.83909;1.75755;1.88502;1.96664;0;1.94339;1.65914;1.96229;1.81371;0.97809;0.97858;0.97902;1.83198;
2.79581;1.91561;0.98247;1.87687;1.84728;1.98247;2.77475;2.70884;2.75711;1.94078;2.74467;1.96177;2.70215;2.65923;2.71811;2.68496;1.88913;2.66968;1.86034;1.83911;1.90189;1.88505;1.95336;1.94339;0;1.9476;1.9495;1.98202;0.9653;0.9653;0.9824;1.83201;
2.73366;1.91619;0.98306;1.87745;1.84786;1.98306;2.74956;2.70943;0.84543;1.94136;2.74525;1.97311;2.70273;2.65981;2.71869;2.68554;1.89598;2.67026;1.87734;1.8397;1.78926;1.88563;1.97079;1.65914;1.9476;0;1.9665;1.84543;0.9823;0.98272;0.98311;1.83259;
2.726;1.92534;0.9922;1.79008;1.5296;0.9217;2.78448;2.39117;2.77601;1.86501;2.44287;1.97428;2.38448;2.34155;2.40043;2.36728;1.89715;2.352;1.87924;1.84884;1.91162;1.89478;1.97317;1.96229;1.9495;1.9665;0;1.99175;0.9842;0.98511;0.98428;1.84174;
2.78282;1.93268;0.99955;1.8469;1.81135;1.99955;2.79182;2.67292;1;1.9401;2.7147;1.99609;2.66622;0.9994;2.68218;2.64903;1.92118;2.63375;1.92603;1.85619;1.91897;1.90212;1.98751;1.81371;1.98202;1.84543;1.99175;0;1.18589;1.20557;1.21001;1.84908;
1.9947;1.11947;0.18634;1.08074;0.9656;1.18634;1.97861;1.82717;1.79181;1.14464;1.87887;0.9969;1.82048;1.77755;1.82493;1.80328;0.92577;1.788;0.89504;1.04298;1.10576;1.08891;0.99126;0.97809;0.9653;0.9823;0.9842;1.18589;0;0.39236;0.3968;0.9006;
1.99427;1.13915;0.20602;1.10041;0.9026;1.20602;1.89381;1.76417;1.79229;1.16432;1.81587;0.99647;1.75748;1.71455;1.77343;1.74028;0.92383;1.725;0.89575;1.06266;1.12543;0.9684;0.98806;0.97858;0.9653;0.98272;0.98511;1.20557;0.39236;0;0.41648;1.05555;
1.9878;1.1436;0.21046;1.10486;0.8881;1.21046;2.00274;1.74967;1.79273;1.16876;1.80137;0.99;1.74298;1.70005;1.75893;1.72578;0.91287;1.7105;0.8962;1.0671;1.12988;1.11304;0.99073;0.97902;0.9824;0.98311;0.98428;1.21001;0.3968;0.41648;0;0.9026;
2.66287;1.78267;0.84953;1.74393;1.71434;1.84953;1.92403;1.92403;2.64569;1.80784;2.61173;1.84607;2.56921;2.52629;0.92433;2.55202;1.77117;0.92212;1.77602;1.70617;1.76895;1.75211;1.83749;1.83198;1.83201;1.83259;1.84174;1.84908;0.9006;1.05555;0.9026;0;
