0;0.93643;1.37765;0.83573;0.94795;2.36497;0.93592;1.85972;1.86935;2.35576;1.76259;2.33596;0.9978;1.78342;1.85342;3.34909;1.8745;1.8827;3.0784;0.9567;0.9444;2.28023;2.3601;2.36071;3.37385;2.3772;2.29305;2.35329;2.35915;
0.93643;0;0.93313;1.47506;1.5803;1.92045;1.82753;1.79794;1.89712;1.91124;1.88066;1.89144;1.92967;1.88143;1.89962;2.90457;1.86693;1.87608;2.63388;1.78977;0.93682;1.83571;1.91558;1.91619;2.92933;1.93268;1.84853;1.90877;1.91463;
1.37765;0.93313;0;0.54193;0.64716;0.98732;0.8944;0.8648;1.56856;0.9781;1.46879;0.9583;0.99654;1.67675;1.59446;1.97144;1.59996;1.6005;1.70074;0.85664;0.91942;0.90257;0.98245;0.98306;1.9962;0.99955;0.9154;0.97564;0.9815;
0.83573;1.47506;0.54193;0;1.18909;1.52925;1.43632;1.40673;2.11049;1.52003;0.92687;1.50023;1.53847;2.21868;2.13639;2.51337;2.14189;2.14242;2.24267;1.39857;1.46134;1.4445;1.52437;1.52498;2.53813;1.54148;1.45733;1.51757;1.52343;
0.94795;1.5803;0.64716;1.18909;0;1.63448;1.54156;1.51196;0.9214;1.62527;0.97299;1.60546;1.6437;2.32391;0.9473;2.6186;0.9528;0.95333;2.34791;1.5038;1.56658;1.54974;1.62961;1.63022;2.64336;1.64671;1.56256;1.6228;1.62866;
2.36497;1.92045;0.98732;1.52925;1.63448;0;1.88171;1.85212;2.55588;1.9525;0.9587;1.94562;1.98386;2.66407;2.58178;2.9484;2.58728;2.58782;2.67514;1.84396;1.90254;1.88989;1.77241;1.80413;2.95535;1.9587;1.90272;1.9526;1.9584;
0.93592;1.82753;0.8944;1.43632;1.54156;1.88171;0;0.9238;1.9172;1.8725;2.36319;1.7882;1.8457;0.8475;0.9175;2.84464;1.76148;1.7462;2.59514;1.75104;1.7921;1.77362;1.87684;1.87745;2.84355;1.8469;1.8098;1.87003;1.8759;
1.85972;1.79794;0.8648;1.40673;1.51196;1.85212;0.9238;0;1.87053;1.84291;2.3336;1.75265;1.81015;0.81195;0.87083;2.80909;0.83768;0.8224;2.56555;1.72144;1.75655;1.73807;1.84725;1.84786;2.808;1.81135;1.7802;1.84044;1.8463;
1.86935;1.89712;1.56856;2.11049;0.9214;2.55588;1.9172;1.87053;0;2.54667;1.89439;2.52686;1.99292;1.85153;0.9997;3.54;1.85195;1.85244;3.26931;0.93563;0.9603;0.92541;2.55101;2.55162;3.56476;2.56811;2.48396;2.5442;2.55006;
2.35576;1.91124;0.9781;1.52003;1.62527;1.9525;1.8725;1.84291;2.54667;0;0.9938;1.93641;1.97464;2.65486;2.57257;2.71678;2.57807;2.5786;0.72264;1.83474;1.89752;1.88068;1.80751;1.83923;2.71569;1.71904;1.8935;1.95374;1.9596;
1.76259;1.88066;1.46879;0.92687;0.97299;0.9587;2.36319;2.3336;1.89439;0.9938;0;2.4271;2.46533;1.88844;1.90664;1.9897;1.87394;1.88309;1.71644;2.32543;0.94384;2.37137;0.81371;0.84543;1.99665;1;1.97206;0.9939;0.9997;
2.33596;1.89144;0.9583;1.50023;1.60546;1.94562;1.7882;1.75265;2.52686;1.93641;2.4271;0;1.9389;0.9407;2.55276;2.92974;2.55826;2.5588;2.65905;1.81494;1.87772;1.86088;1.94075;1.94136;2.93675;1.9401;1.8737;1.93394;1.9398;
0.9978;1.92967;0.99654;1.53847;1.6437;1.98386;1.8457;1.81015;1.99292;1.97464;2.46533;1.9389;0;0.9982;0.99322;2.96798;0.99733;0.9935;2.69728;1.85318;1.91596;1.89911;1.97899;1.9796;2.99274;1.99609;1.91194;1.97218;1.97804;
1.78342;1.88143;1.67675;2.21868;2.32391;2.66407;0.8475;0.81195;1.85153;2.65486;1.88844;0.9407;0.9982;0;1.68278;1.99714;1.64963;1.63435;1.9958;0.94325;0.9446;0.92612;2.6592;2.65981;1.99605;0.9994;1.97146;2.65239;2.65825;
1.85342;1.89963;1.59446;2.13639;0.9473;2.58178;0.9175;0.87083;0.9997;2.57257;1.90664;2.55276;0.99322;1.68278;0;3.5659;1.70851;1.69323;3.29521;0.9311;0.9628;0.92309;2.57691;2.57752;3.59066;2.59401;2.50986;2.5701;2.57596;
3.34909;2.90457;1.97144;2.51337;2.6186;2.9484;2.84464;2.80909;3.54;2.71678;1.9897;2.92974;2.96798;1.99714;3.5659;0;3.5714;3.57193;1.99414;2.82808;2.89085;2.87401;2.80341;2.83513;1.99439;0.99774;1.9698;0.9958;2.95294;
1.8745;1.86693;1.59996;2.14189;0.9528;2.58728;1.76148;0.83768;1.85195;2.57807;1.87394;2.55826;0.99733;1.64963;1.70851;3.5714;0;1.66008;3.30071;0.93292;0.9301;0.92654;2.58241;2.58302;3.59616;2.59951;2.51536;2.5756;2.58146;
1.8827;1.87608;1.6005;2.14242;0.95333;2.58782;1.7462;0.8224;1.85244;2.5786;1.88309;2.5588;0.9935;1.63435;1.69323;3.57193;1.66008;0;3.30124;0.926;0.93925;0.92703;2.58294;2.58355;3.5967;2.60005;2.5159;2.57613;2.582;
3.0784;2.63388;1.70074;2.24267;2.34791;2.67514;2.59514;2.56555;3.26931;0.72264;1.71644;2.65905;2.69728;1.9958;3.29521;1.99414;3.30071;3.30124;0;2.55738;2.62016;2.60332;2.53015;2.56187;1.99305;0.9964;1.96846;2.67638;2.68224;
0.9567;1.78977;0.85664;1.39857;1.5038;1.84396;1.75104;1.72144;0.93563;1.83474;2.32543;1.81494;1.85318;0.94325;0.9311;2.82808;0.93292;0.926;2.55738;0;1.77606;1.75921;1.83909;1.8397;2.85284;1.85619;1.77204;1.83228;1.83814;
0.9444;0.93682;0.91942;1.46134;1.56658;1.90254;1.7921;1.75655;0.9603;1.89752;0.94384;1.87772;1.91596;0.9446;0.9628;2.89085;0.9301;0.93925;2.62016;1.77606;0;1.82199;1.75755;1.78926;2.91562;1.91897;1.83482;1.89505;1.90092;
2.28023;1.83571;0.90257;1.4445;1.54974;1.88989;1.77362;1.73807;0.92541;1.88068;2.37137;1.86088;1.89911;0.92612;0.92309;2.87401;0.92654;0.92703;2.60332;1.75921;1.82199;0;1.88502;1.88563;2.89877;1.90212;1.81797;1.87821;1.88407;
2.3601;1.91558;0.98245;1.52437;1.62961;1.77241;1.87684;1.84725;2.55101;1.80751;0.81371;1.94075;1.97899;2.6592;2.57691;2.80341;2.58241;2.58294;2.53015;1.83909;1.75755;1.88502;0;1.65914;2.81036;1.81371;1.89785;1.80761;1.81341;
2.36071;1.91619;0.98306;1.52498;1.63022;1.80413;1.87745;1.84786;2.55162;1.83923;0.84543;1.94136;1.9796;2.65981;2.57752;2.83513;2.58302;2.58355;2.56187;1.8397;1.78926;1.88563;1.65914;0;2.84208;1.84543;1.89846;1.83933;1.84513;
3.37385;2.92933;1.9962;2.53813;2.64336;2.95535;2.84355;2.808;3.56476;2.71569;1.99665;2.93675;2.99274;1.99605;3.59066;1.99439;3.59616;3.5967;1.99305;2.85284;2.91562;2.89877;2.81036;2.84208;0;0.99665;1.96871;2.97184;2.9777;
2.3772;1.93268;0.99955;1.54148;1.64671;1.9587;1.8469;1.81135;2.56811;1.71904;1;1.9401;1.99609;0.9994;2.59401;0.99774;2.59951;2.60005;0.9964;1.85619;1.91897;1.90212;1.81371;1.84543;0.99665;0;0.97206;1.97519;1.98105;
2.29305;1.84853;0.9154;1.45733;1.56256;1.90272;1.8098;1.7802;2.48396;1.8935;1.97206;1.8737;1.91194;1.97146;2.50986;1.9698;2.51536;2.5159;1.96846;1.77204;1.83482;1.81797;1.89785;1.89846;1.96871;0.97206;0;1.89104;1.8969;
2.35329;1.90877;0.97564;1.51757;1.6228;1.9526;1.87003;1.84044;2.5442;1.95374;0.9939;1.93394;1.97218;2.65239;2.5701;0.9958;2.5756;2.57613;2.67638;1.83228;1.89505;1.87821;1.80761;1.83933;2.97184;1.97519;1.89104;0;1.95714;
