0;1.89803;1.91712;1.31595;0.9611;1.88637;1.89278;1.8731;1.85473;0.93997;1.48189;0.93189;1.95154;1.83436;1.58427;1.88841;1.93997;1.93019;1.91228;1.76829;1.87673;1.76641;1.74756;1.89412;1.50594;1.93651;1.94763;1.79661;1.86415;1.85938;1.86161;0.95885;1.56769;1.62697;
1.89803;0;1.93522;1.31816;0.96403;1.90447;1.91088;1.8912;1.87283;0.95807;1.49999;1.60523;1.95374;1.85246;1.60237;1.90651;1.95807;1.94829;1.92788;1.78639;1.87966;1.78451;1.76566;1.91222;1.52404;1.95461;1.95056;1.81471;1.88225;1.87748;1.87971;0.96106;1.58579;1.64507;
1.91712;1.93522;0;1.33906;0.9811;1.92355;1.92996;1.91028;1.89191;0.97715;1.51908;1.62431;1.97379;1.87155;1.62146;1.92559;1.97715;1.96737;1.94496;1.80548;1.89674;1.80359;1.78475;1.9313;1.54312;1.97369;1.96764;1.83379;1.90134;1.89657;1.89879;0.98196;1.60487;1.66415;
1.31595;1.31816;1.33906;0;0.4166;1.32883;1.31811;1.29275;1.28854;1.3553;1.25233;1.36455;1.34978;1.35252;1.28743;1.38529;1.57662;1.34756;1.38045;1.33935;1.33223;1.37076;1.39033;1.32046;1.38345;1.4144;1.40313;1.3733;1.36707;1.361;2.27694;0.3571;1.08445;1.245;
0.9611;0.96403;0.9811;0.4166;0;0.97996;0.97012;0.93643;0.93979;1.29557;0.83573;0.94795;0.99268;0.93592;0.87083;0.96869;1.16002;0.99125;0.96385;0.92275;0.91563;0.95416;0.97373;0.97035;0.96685;0.9978;0.98653;0.9567;0.95047;0.9444;1.97835;0.7737;0.66785;0.8284;
1.88637;1.90447;1.92355;1.32883;0.97996;0;1.89921;1.87953;1.86116;0.9464;1.48833;1.59356;1.96441;1.8408;1.59071;1.89484;1.9464;1.93662;1.91871;1.77473;1.8956;1.77284;1.754;1.90055;1.51237;1.94294;1.9665;1.80304;1.87059;1.86582;1.86804;0.97173;1.57412;1.6334;
1.89278;1.91088;1.92996;1.31811;0.97012;1.89921;0;1.88595;1.86758;0.95281;1.49474;1.59998;1.95369;1.84721;1.59712;1.90126;1.95281;1.94303;1.92513;1.78114;1.88575;1.77926;1.76041;1.90696;1.51879;1.94935;1.95665;1.80945;1.877;1.87223;1.87446;0.96101;1.58053;1.63981;
1.8731;1.8912;1.91028;1.29275;0.93643;1.87953;1.88595;0;1.8479;0.93313;1.47506;1.5803;1.92834;1.82753;1.57744;1.88158;1.93313;1.92335;1.90028;1.76146;1.85206;1.75958;1.74073;1.88728;1.4991;1.92967;1.92296;1.78977;1.85732;0.93682;1.85478;0.93565;1.56085;1.62013;
1.85473;1.87283;1.89191;1.28854;0.93979;1.86116;1.86758;1.8479;0;0.91476;1.45669;1.56193;1.92412;1.80916;1.55907;1.86321;1.91476;1.90498;1.88708;1.74309;1.85543;1.74121;1.72236;1.86891;1.48074;1.9113;1.92633;1.7714;1.83895;1.83418;1.83641;0.93144;1.54248;1.60176;
0.93997;0.95807;0.97715;1.3553;1.29557;0.9464;0.95281;0.93313;0.91476;0;0.54193;0.64716;1.99088;0.8944;0.64431;0.94844;1;0.99022;0.97231;0.82833;0.95597;0.82644;0.8076;0.95415;0.56597;0.99654;2.2821;0.85664;0.92419;0.91942;0.92164;0.9982;0.62772;0.687;
1.48189;1.49999;1.51908;1.25233;0.83573;1.48833;1.49474;1.47506;1.45669;0.54193;0;1.18909;1.82841;1.43632;1.18624;1.49037;1.54193;1.53215;1.51424;1.37025;1.4979;1.36837;1.34952;1.49608;1.1079;1.53847;1.82226;1.39857;1.46611;1.46134;1.46357;1.54013;1.16965;1.22893;
0.93189;1.60523;1.62431;1.36455;0.94795;1.59356;1.59998;1.5803;1.56193;0.64716;1.18909;0;1.94063;1.54156;1.29147;1.59561;1.64716;1.63738;1.61947;1.47549;1.60313;1.47361;1.45476;1.60131;1.21313;1.6437;1.93448;1.5038;1.57135;1.56658;1.56881;1.64536;1.27488;1.33416;
1.95154;1.95374;1.97379;1.34978;0.99268;1.96441;1.95369;1.92834;1.92412;1.99088;1.82841;1.94063;0;1.9286;1.86351;1.96137;2.15271;1.98314;1.95653;1.91543;1.90832;1.94685;1.96641;1.95605;1.95953;1.99048;1.97922;1.94938;1.94316;1.93708;2.91253;0.99268;1.66053;1.82108;
1.83436;1.85246;1.87155;1.35252;0.93592;1.8408;1.84721;1.82753;1.80916;0.8944;1.43632;1.54156;1.9286;0;1.5387;1.55088;0.86838;1.88462;1.83114;1.12958;1.43328;1.07424;1.70199;1.84855;1.46037;1.89094;1.92245;1.75104;1.81858;1.81381;1.81604;1.70962;1.52212;1.5814;
1.58427;1.60237;1.62146;1.28743;0.87083;1.59071;1.59712;1.57744;1.55907;0.64431;1.18624;1.29147;1.86351;1.5387;0;1.59275;1.64431;1.63453;1.61662;1.47263;1.60028;1.47075;1.4519;1.59846;1.21028;1.64085;1.85736;1.50095;1.56849;1.56372;1.56595;1.64251;1.27203;1.33131;
1.88841;1.90651;1.92559;1.38529;0.96869;1.89484;1.90126;1.88158;1.86321;0.94844;1.49037;1.59561;1.96137;1.55088;1.59275;0;0.6825;1.93866;1.64525;0.9437;1.2474;0.88836;1.6351;1.90259;1.51442;1.94498;1.95522;1.80508;1.87263;1.86786;1.87009;1.74239;1.57616;1.63544;
