0;1.89803;1.91712;1.31595;0.9611;1.88637;1.89278;1.8731;1.85473;0.93997;1.48189;0.93189;1.95154;1.83436;1.58427;1.88841;1.93019;1.91228;1.76829;1.87673;1.76641;1.74756;2.93232;1.89412;1.50594;1.84539;1.93651;2.68186;2.69076;1.87919;2.93384;1.88469;1.88523;1.94763;2.87577;1.79661;1.86415;1.85938;1.80671;2.65811;1.12631;1.14598;1.15043;0.95885;1.56769;1.62697;
1.89803;0;1.93522;1.31816;0.96403;1.90447;1.91088;1.8912;1.87283;0.95807;1.49999;1.60523;1.95374;1.85246;1.60237;1.90651;1.94829;1.92788;1.78639;1.87966;1.78451;1.76566;2.95042;1.91222;1.52404;2.51873;1.95461;2.69996;2.70886;2.55253;2.95194;2.55803;2.55856;1.95056;2.89387;1.81471;1.88225;1.87748;1.82481;2.67621;1.14441;1.16408;1.16853;0.96106;1.58579;1.64507;
1.91712;1.93522;0;1.33906;0.9811;1.92355;1.92996;1.91028;1.89191;0.97715;1.51908;1.62431;1.97379;1.87155;1.62146;1.92559;1.96737;1.94496;1.80548;1.89674;1.80359;1.78475;2.9695;1.9313;1.54312;2.53781;1.97369;2.71905;2.72795;2.57161;2.97102;2.57711;2.57765;1.96764;2.91295;1.83379;1.90134;1.89657;1.8439;2.6953;1.16349;1.18317;1.18761;0.98196;1.60487;1.66415;
1.31595;1.31816;1.33906;0;0.4166;1.32883;1.31811;1.29275;1.28854;1.3553;1.25233;1.36455;1.34978;1.35252;1.28743;1.38529;1.34756;1.38045;1.33935;1.33223;1.37076;1.39033;2.41021;1.32046;1.38345;2.22672;1.4144;2.20002;2.20892;2.27002;2.41173;2.2911;2.2993;1.40313;2.30211;1.3733;1.36707;1.361;2.22205;2.39613;1.54164;1.56132;1.56576;0.3571;1.08445;1.245;
0.9611;0.96403;0.9811;0.4166;0;0.97996;0.97012;0.93643;0.93979;1.29557;0.83573;0.94795;0.99268;0.93592;0.87083;0.96869;0.99125;0.96385;0.92275;0.91563;0.95416;0.97373;1.99361;0.97035;0.96685;1.81012;0.9978;1.78342;1.79232;1.85342;1.99513;1.8745;1.8827;0.98653;1.952;0.9567;0.95047;0.9444;2.16232;1.97953;1.48191;1.50159;1.50603;0.7737;0.66785;0.8284;
1.88637;1.90447;1.92355;1.32883;0.97996;0;1.89921;1.87953;1.86116;0.9464;1.48833;1.59356;1.96441;1.8408;1.59071;1.89484;1.93662;1.91871;1.77473;1.8956;1.77284;1.754;2.93875;1.90055;1.51237;2.50706;1.94294;2.6883;2.6972;2.54086;2.94027;2.54636;2.5469;1.9665;2.8822;1.80304;1.87059;1.86582;1.81315;2.66455;1.13274;1.15242;1.15686;0.97173;1.57412;1.6334;
1.89278;1.91088;1.92996;1.31811;0.97012;1.89921;0;1.88595;1.86758;0.95281;1.49474;1.59998;1.95369;1.84721;1.59712;1.90126;1.94303;1.92513;1.78114;1.88575;1.77926;1.76041;2.94516;1.90696;1.51879;2.51348;1.94935;2.69471;2.70361;0.9808;2.94669;2.55278;2.55331;1.95665;2.88861;1.80945;1.877;1.87223;1.81956;2.67096;1.13915;1.15883;1.16328;0.96101;1.58053;1.63981;
1.8731;1.8912;1.91028;1.29275;0.93643;1.87953;1.88595;0;1.8479;0.93313;1.47506;1.5803;1.92834;1.82753;1.57744;1.88158;1.92335;1.90028;1.76146;1.85206;1.75958;1.74073;2.92548;1.88728;1.4991;2.4938;1.92967;1.88143;2.68393;1.89962;2.92701;1.86693;1.87608;1.92296;2.86893;1.78977;1.85732;0.93682;1.79988;2.65128;1.11947;1.13915;1.1436;0.93565;1.56085;1.62013;
1.85473;1.87283;1.89191;1.28854;0.93979;1.86116;1.86758;1.8479;0;0.91476;1.45669;1.56193;1.92412;1.80916;1.55907;1.86321;1.90498;1.88708;1.74309;1.85543;1.74121;1.72236;2.90711;1.86891;1.48074;2.47543;1.9113;2.65666;2.66556;2.50923;2.90864;2.51473;2.51526;1.92633;2.85056;1.7714;1.83895;1.83418;1.78151;2.63291;1.1011;1.12078;1.12523;0.93144;1.54248;1.60176;
0.93997;0.95807;0.97715;1.3553;1.29557;0.9464;0.95281;0.93313;0.91476;0;0.54193;0.64716;1.99088;0.8944;0.64431;0.94844;0.99022;0.97231;0.82833;0.95597;0.82644;0.8076;1.99235;0.95415;0.56597;1.56066;0.99654;1.7419;1.7508;1.59446;1.99387;1.59996;1.6005;2.2821;1.9358;0.85664;0.92419;0.91942;0.86675;1.71815;0.18634;0.20602;0.21046;0.9982;0.62772;0.687;
1.48189;1.49999;1.51908;1.25233;0.83573;1.48833;1.49474;1.47506;1.45669;0.54193;0;1.18909;1.82841;1.43632;1.18624;1.49037;1.53215;1.51424;1.37025;1.4979;1.36837;1.34952;2.53428;1.49608;1.1079;2.10259;1.53847;2.28382;2.29272;2.13639;2.5358;2.14189;2.14242;1.82226;2.47773;1.39857;1.46611;1.46134;1.40867;2.26007;0.72827;0.74794;0.75239;1.54013;1.16965;1.22893;
0.93189;1.60523;1.62431;1.36455;0.94795;1.59356;1.59998;1.5803;1.56193;0.64716;1.18909;0;1.94063;1.54156;1.29147;1.59561;1.63738;1.61947;1.47549;1.60313;1.47361;1.45476;2.63951;1.60131;1.21313;0.9135;1.6437;2.38906;2.39796;0.9473;2.64104;0.9528;0.95333;1.93448;2.58296;1.5038;1.57135;1.56658;1.51391;2.36531;0.8335;0.85318;0.85762;1.64536;1.27488;1.33416;
1.95154;1.95374;1.97379;1.34978;0.99268;1.96441;1.95369;1.92834;1.92412;1.99088;1.82841;1.94063;0;1.9286;1.86351;1.96137;1.98314;1.95653;1.91543;1.90832;1.94685;1.96641;2.98629;1.95605;1.95953;2.8028;1.99048;2.7761;2.785;2.8461;2.98782;2.86718;2.87538;1.97922;2.9377;1.94938;1.94316;1.93708;2.85763;2.97222;2.17722;2.1969;2.20135;0.99268;1.66053;1.82108;
1.83436;1.85246;1.87155;1.35252;0.93592;1.8408;1.84721;1.82753;1.80916;0.8944;1.43632;1.54156;1.9286;0;1.5387;1.84284;1.88462;1.86671;1.72272;1.85037;1.72084;1.70199;2.84151;1.84855;1.46037;0.8742;1.8457;0.8475;0.8564;0.9175;2.84303;2.49436;2.49489;1.92245;2.8302;1.75104;1.81858;1.7921;1.76114;2.61254;1.08074;1.10041;1.10486;1.70962;1.52212;1.5814;
1.58427;1.60237;1.62146;1.28743;0.87083;1.59071;1.59712;1.57744;1.55907;0.64431;1.18624;1.29147;1.86351;1.5387;0;1.59275;1.63453;1.61662;1.47263;1.60028;1.47075;1.4519;2.63666;1.59846;1.21028;2.20497;1.64085;2.3862;2.3951;2.23877;2.63818;2.24427;2.2448;1.85736;2.58011;1.50095;1.56849;1.56372;1.51105;2.36245;0.83065;0.85033;0.85477;1.64251;1.27203;1.33131;
1.88841;1.90651;1.92559;1.38529;0.96869;1.89484;1.90126;1.88158;1.86321;0.94844;1.49037;1.59561;1.96137;1.84284;1.59275;0;1.93866;1.92076;1.77677;1.88432;1.77489;1.75604;2.94079;1.90259;1.51442;2.50911;1.94498;2.69034;2.69924;2.54291;2.94232;2.54841;2.54894;1.95522;2.88424;1.80508;1.87263;1.86786;1.81519;2.66659;1.13478;1.15446;1.15891;1.74239;1.57616;1.63544;
