0;1.81334;0.93592;1.93432;1.85972;1.8043;1.89233;1.81842;1.83565;1.81012;1.83794;2.72412;1.80372;0.9978;1.83852;1.78342;1.79232;1.85342;1.8745;1.8827;0.9567;0.9444;2.70954;2.78282;
1.81334;0;0.8944;1.8928;0.8648;1;1.79227;1.72637;1.79412;1.7686;0.79729;0.9583;1.7622;0.99654;1.71968;1.67675;1.7508;1.73564;1.70248;1.6872;0.85664;0.91942;0.90257;0.99955;
0.93592;0.8944;0;0.9984;0.9238;0.86838;1.9172;0.8825;0.89973;0.8742;0.90202;1.7882;0.8678;1.8457;0.9026;0.8475;0.8564;0.9175;1.76148;1.7462;1.75104;1.7921;1.77362;1.8469;
1.93432;1.8928;0.9984;0;1.9222;1.86678;2.9156;1.8809;1.89813;1.8726;1.90042;2.7866;1.8662;2.8441;1.901;1.8459;1.8548;1.9159;2.75988;2.7446;2.74944;2.7905;2.77202;2.8453;
1.85972;0.8648;0.9238;1.9222;0;0.6079;1.87053;0.86157;1.70346;1.798;1.46665;1.55121;0.91327;1.81015;0.85488;0.81195;1.7802;0.87083;0.83768;0.8224;1.72144;1.75655;1.73807;1.81135;
1.8043;1;0.86838;1.86678;0.6079;0;2.47843;1.46947;1.76811;1.74258;0.85875;0.94331;1.52117;1.99654;1.46277;1.41985;1.72478;1.47873;1.44558;1.4303;1.85664;1.91942;1.90257;1.99955;
1.89233;1.79227;1.9172;2.9156;1.87053;2.47843;0;1.85073;2.7335;1.84785;2.58956;2.75058;1.85197;1.99292;1.8506;1.85153;1.84698;0.9997;1.85195;1.85244;0.93563;0.9603;0.92541;2.79182;
1.81842;1.72637;0.8825;1.8809;0.86157;1.46947;1.85073;0;1.78223;1.7567;1.78452;2.41278;1.7503;1.99292;1.71644;1.67352;1.7389;0.9997;1.69925;1.68397;0.93414;1.9625;0.92532;2.67292;
1.83565;1.79412;0.89973;1.89813;1.70346;1.76811;2.7335;1.78223;0;1.77393;1.80175;2.68793;1.76753;1.87456;1.80233;1.74723;1.75613;1.81723;2.54114;0.88106;1.80706;1.82031;1.80809;2.74663;
1.81012;1.7686;0.8742;1.8726;1.798;1.74258;1.84785;1.7567;1.77393;0;1.77622;2.6624;1.742;0.9982;1.7768;1.7217;1.7306;1.7917;1.84899;1.84947;0.9452;2.6663;0.92244;2.7211;
1.83794;0.79729;0.90202;1.90042;1.46665;0.85875;2.58956;1.78452;1.80175;1.77622;0;1.75559;1.76982;1.79383;1.80462;1.74952;1.75842;1.81952;2.30433;2.28905;1.65393;1.7167;1.69986;1.79684;
2.72412;0.9583;1.7882;2.7866;1.55121;0.94331;2.75058;2.41278;2.68793;2.6624;1.75559;0;2.46448;1.9389;0.9398;0.9407;2.6446;2.42204;2.38889;2.37361;1.81494;1.87772;1.86088;1.9401;
1.80372;1.7622;0.8678;1.8662;0.91327;1.52117;1.85197;1.7503;1.76753;1.742;1.76982;2.46448;0;2.7135;1.76814;1.7153;1.7242;1.7841;1.75095;1.73567;0.94067;2.6599;0.92656;2.7147;
0.9978;0.99654;1.8457;2.8441;1.81015;1.99654;1.99292;1.99292;1.87456;0.9982;1.79383;1.9389;2.7135;0;2.66502;0.9982;0.9997;0.99322;0.99733;0.9935;1.85318;1.91596;1.89911;1.99609;
1.83852;1.71968;0.9026;1.901;0.85488;1.46278;1.8506;1.71644;1.80233;1.7768;1.80462;0.9398;1.76814;2.66502;0;1.66683;1.759;1.72571;1.69256;1.67727;0.94116;2.61143;0.92519;2.66623;
