0;0.8944;0.96913;0.94844;0.8648;1;0.97231;0.82833;0.90957;0.95597;0.82644;0.295;0.8076;0.56597;0.79729;0.9583;0.90539;0.84634;0.80963;0.86675;0.96886;0.9922;0.96126;0.90096;0.88663;0.96399;1.89608;0.94663;0.9298;0.93175;0.72044;
0.8944;0;1.62602;1.55088;0.9238;0.86838;1.83114;1.12958;1.66013;1.43328;1.07424;1.1894;1.70199;1.46037;0.90202;1.81169;1.79978;1.74074;1.70402;1.76114;1.44203;1.79008;1.84613;1.79535;1.78102;1.82979;1.76446;1.84035;1.8242;1.82614;1.61484;
0.96913;1.62602;0;1.44013;1.36553;0.75763;1.72039;1.01883;1.54938;1.32253;0.96349;1.26413;1.71023;1.5351;1.61638;1.70094;1.7087;1.73863;1.72337;1.67033;1.33128;1.67933;1.73538;1.69002;1.69285;1.71904;0.9866;1.7296;1.72639;1.73589;1.68957;
0.94844;1.55088;1.44013;0;1.2904;0.6825;1.64525;0.9437;1.47425;1.2474;0.88836;1.24344;1.6351;1.51442;1.54125;1.62581;1.63357;1.6635;1.64824;1.59519;1.25615;1.6042;1.66024;1.61488;1.61772;1.64391;1.57858;1.65446;1.65126;1.66075;1.65689;
0.8648;0.9238;1.36553;1.2904;0;0.6079;1.57065;0.8691;1.39965;1.1728;0.81376;1.1598;1.5605;1.43077;1.46665;1.55121;1.55897;1.5889;1.57364;1.52059;1.18155;1.5296;1.58564;1.54028;1.54312;1.56931;1.50398;1.57986;1.57666;1.58615;1.58229;
1;0.86838;0.75763;0.6825;0.6079;0;0.96275;0.2612;0.79175;0.5649;0.20586;0.79847;0.9526;0.91403;0.85875;0.94331;0.95107;0.981;0.96574;0.91269;0.57365;0.9217;0.97774;0.93238;0.93522;0.96141;0.89608;0.97196;0.96876;0.97825;0.97439;
0.97231;1.83114;1.72039;1.64525;1.57065;0.96275;0;1.22395;1.7545;1.52765;1.16861;1.26731;1.77991;1.53828;1.7696;1.90606;1.8777;1.81865;1.78194;1.83906;1.5364;1.88445;1.93357;1.87327;1.85894;1.92416;1.85883;1.91894;1.90211;1.90406;1.69275;
0.82833;1.12958;1.01883;0.9437;0.8691;0.2612;1.22395;0;1.05295;0.8261;0.46706;1.05967;1.2138;1.17523;1.11995;1.20451;1.21227;1.2422;1.22694;1.17389;0.83485;1.1829;1.23894;1.19358;1.19642;1.22261;1.15728;1.23316;1.22996;1.23945;1.23559;
0.90957;1.66013;1.54938;1.47425;1.39965;0.79175;1.7545;1.05295;0;1.35665;0.99761;1.20457;1.71716;1.47554;1.6505;1.73506;1.74282;1.75591;1.7192;1.70444;1.3654;1.71345;1.76949;1.72413;1.72697;1.75316;1.68783;1.76371;1.76051;1.77;1.63001;
0.95597;1.43328;1.32253;1.2474;1.1728;0.5649;1.52765;0.8261;1.35665;0;0.77076;1.25097;1.5175;1.47893;1.42365;1.50821;1.51597;1.5459;1.53064;1.47759;1.13855;1.4866;1.54264;1.49728;1.50012;1.52631;1.46098;1.53686;1.53366;1.54315;1.53929;
0.82644;1.07424;0.96349;0.88836;0.81376;0.20586;1.16861;0.46706;0.99761;0.77076;0;1.00433;1.15846;1.11989;1.06461;1.14917;1.15693;1.18686;1.1716;1.11855;0.77951;1.12756;1.1836;1.13824;1.14108;1.16727;1.10194;1.17782;1.17462;1.18411;1.18025;
0.295;1.1894;1.26413;1.24344;1.1598;0.79847;1.26731;1.05967;1.20457;1.25097;1.00433;0;1.1026;0.86097;1.09229;1.2533;1.20039;1.14134;1.10463;1.16175;1.26386;1.2872;1.25626;1.19596;1.18163;1.25899;1.69454;1.24163;1.2248;1.22675;1.01544;
0.8076;1.70199;1.71023;1.6351;1.5605;0.9526;1.77991;1.2138;1.71716;1.5175;1.15846;1.1026;0;1.37357;1.60488;1.7659;1.71298;1.65394;1.61722;1.67434;1.52625;1.7998;1.76885;1.70855;1.69423;1.77158;1.84867;1.75422;1.7374;1.73934;1.52804;
0.56597;1.46037;1.5351;1.51442;1.43077;0.91403;1.53828;1.17523;1.47554;1.47893;1.11989;0.86097;1.37357;0;1.36326;1.52427;1.47136;1.41231;1.3756;1.43272;1.48768;1.55817;1.52723;1.46693;1.4526;1.52996;1.81011;1.5126;1.49577;1.49772;1.28641;
0.79729;0.90202;1.61638;1.54125;1.46665;0.85875;1.7696;1.11995;1.6505;1.42365;1.06461;1.09229;1.60488;1.36326;0;1.75559;1.70268;1.64363;1.60692;1.66403;1.4324;1.78045;1.75854;1.69824;1.68392;1.76128;1.75482;1.74391;1.72709;1.72904;1.51773;
0.9583;1.81169;1.70094;1.62581;1.55121;0.94331;1.90606;1.20451;1.73506;1.50821;1.14917;1.2533;1.7659;1.52427;1.75559;0;1.86369;1.80464;1.76793;1.82505;1.51696;1.86501;1.91956;1.85926;1.84493;1.90471;1.83939;1.90493;1.88811;1.89005;1.67874;
0.90539;1.79978;1.7087;1.63357;1.55897;0.95107;1.8777;1.21227;1.74282;1.51597;1.15693;1.20039;1.71298;1.47136;1.70268;1.86369;0;1.75173;1.71502;1.77213;1.52472;1.87277;1.86664;1.80634;1.79202;1.86938;1.84715;1.85201;1.83519;1.83714;1.62583;
0.84634;1.74074;1.73863;1.6635;1.5889;0.981;1.81865;1.2422;1.75591;1.5459;1.18686;1.14134;1.65394;1.41231;1.64363;1.80464;1.75173;0;1.65597;1.71309;1.55465;1.83854;1.8076;1.7473;1.73297;1.81033;1.87708;1.79297;1.77614;1.77809;1.56678;
0.80963;1.70402;1.72337;1.64824;1.57364;0.96574;1.78194;1.22694;1.7192;1.53064;1.1716;1.10463;1.61722;1.3756;1.60692;1.76793;1.71502;1.65597;0;1.67637;1.53939;1.80183;1.77088;1.71058;1.69626;1.77362;1.86182;1.75625;1.73943;1.74138;1.53007;
0.86675;1.76114;1.67033;1.59519;1.52059;0.91269;1.83906;1.17389;1.70444;1.47759;1.11855;1.16175;1.67434;1.43272;1.66403;1.82505;1.77213;1.71309;1.67637;0;1.48634;1.83439;1.828;1.7677;1.75338;1.83073;1.80877;1.81337;1.79655;1.79849;1.58719;
0.96886;1.44203;1.33128;1.25615;1.18155;0.57365;1.5364;0.83485;1.3654;1.13855;0.77951;1.26386;1.52625;1.48768;1.4324;1.51696;1.52472;1.55465;1.53939;1.48634;0;1.49535;1.55139;1.50603;1.50887;1.53506;1.46973;1.54561;1.54241;1.5519;1.54804;
0.9922;1.79008;1.67933;1.6042;1.5296;0.9217;1.88445;1.1829;1.71345;1.4866;1.12756;1.2872;1.7998;1.55817;1.78045;1.86501;1.87277;1.83854;1.80183;1.83439;1.49535;0;1.89944;1.85408;1.85692;1.88311;1.81778;1.89366;1.89046;1.89995;1.71264;
0.96126;1.84613;1.73538;1.66024;1.58564;0.97774;1.93357;1.23894;1.76949;1.54264;1.1836;1.25626;1.76885;1.52723;1.75854;1.91956;1.86664;1.8076;1.77088;1.828;1.55139;1.89944;0;1.86221;1.84788;1.92524;1.87382;1.90788;1.89106;1.893;1.6817;
0.90096;1.79535;1.69002;1.61488;1.54028;0.93238;1.87327;1.19358;1.72413;1.49728;1.13824;1.19596;1.70855;1.46693;1.69824;1.85926;1.80634;1.7473;1.71058;1.7677;1.50603;1.85408;1.86221;0;1.78758;1.86494;1.82846;1.84758;1.83076;1.8327;1.6214;
0.88663;1.78102;1.69285;1.61772;1.54312;0.93522;1.85894;1.19642;1.72697;1.50012;1.14108;1.18163;1.69423;1.4526;1.68392;1.84493;1.79202;1.73297;1.69626;1.75338;1.50887;1.85692;1.84788;1.78758;0;1.85062;1.8313;1.83326;1.81643;1.81838;1.60707;
0.96399;1.82979;1.71904;1.64391;1.56931;0.96141;1.92416;1.22261;1.75316;1.52631;1.16727;1.25899;1.77158;1.52996;1.76128;1.90471;1.86938;1.81033;1.77362;1.83073;1.53506;1.88311;1.92524;1.86494;1.85062;0;1.85748;1.91061;1.89379;1.89574;1.68443;
1.89608;1.76446;0.9866;1.57858;1.50398;0.89608;1.85883;1.15728;1.68783;1.46098;1.10194;1.69454;1.84867;1.81011;1.75482;1.83939;1.84715;1.87708;1.86182;1.80877;1.46973;1.81778;1.87382;1.82846;1.8313;1.85748;0;1.86804;1.86483;1.87433;1.87047;
0.94663;1.84035;1.7296;1.65446;1.57986;0.97196;1.91894;1.23316;1.76371;1.53686;1.17782;1.24163;1.75422;1.5126;1.74391;1.90493;1.85201;1.79297;1.75625;1.81337;1.54561;1.89366;1.90788;1.84758;1.83326;1.91061;1.86804;0;1.87643;1.87837;1.66707;
0.9298;1.8242;1.72639;1.65126;1.57666;0.96876;1.90211;1.22996;1.76051;1.53366;1.17462;1.2248;1.7374;1.49577;1.72709;1.88811;1.83519;1.77614;1.73943;1.79655;1.54241;1.89046;1.89106;1.83076;1.81643;1.89379;1.86483;1.87643;0;1.86155;1.65025;
0.93175;1.82614;1.73589;1.66075;1.58615;0.97825;1.90406;1.23945;1.77;1.54315;1.18411;1.22675;1.73934;1.49772;1.72904;1.89005;1.83714;1.77809;1.74138;1.79849;1.5519;1.89995;1.893;1.8327;1.81838;1.89574;1.87433;1.87837;1.86155;0;1.65219;
0.72044;1.61484;1.68957;1.65689;1.58229;0.97439;1.69275;1.23559;1.63001;1.53929;1.18025;1.01544;1.52804;1.28641;1.51773;1.67874;1.62583;1.56678;1.53007;1.58719;1.54804;1.71264;1.6817;1.6214;1.60707;1.68443;1.87047;1.66707;1.65025;1.65219;0;
