0;0.95415;0.9781;1.9719;1.99895;1.94525;0.98511;0.97711;2.67486;1.70074;0.97935;0.97688;0.97679;0.98247;1.9962;2.69105;0.99955;0.9154;0.93788;
0.95415;0;1.70429;2.69809;2.9531;0.9911;1.92864;1.93126;1.95576;0.98165;1.9335;1.93103;1.93094;1.93662;2.94471;1.97195;1.9537;1.86955;1.89203;
0.9781;1.70429;0;0.9938;2.71844;2.66291;1.66963;1.69204;1.69675;0.72264;1.70766;1.70682;1.70579;1.69313;2.6857;1.71294;1.71904;1.8935;1.70198;
1.9719;2.69809;0.9938;0;1.9994;1.99774;2.66343;2.68584;2.69055;1.71644;2.70146;2.70062;2.69959;2.68693;1.99665;2.70674;1;1.97206;2.69578;
1.99895;2.9531;2.71844;1.9994;0;1.99714;2.94279;2.9652;2.96991;1.9958;2.9783;2.97583;2.97574;2.96629;1.99605;2.9688;0.9994;1.97146;2.93683;
1.94525;0.9911;2.66291;1.99774;1.99714;0;0.99328;0.9749;2.91438;1.94027;2.9246;2.92213;0.98004;2.91075;1.99439;2.93057;0.99774;1.9698;2.88313;
0.98511;1.92864;1.66963;2.66343;2.94279;0.99328;0;1.91639;1.9211;0.94699;1.93201;1.93117;1.93014;1.91747;2.91004;1.93729;1.94339;1.90051;1.92299;
0.97711;1.93126;1.69204;2.68584;2.9652;0.9749;1.91639;0;1.94351;0.9694;1.95442;1.95358;1.95255;1.93989;2.93246;1.9597;1.9658;1.89251;1.91499;
2.67486;1.95576;1.69675;2.69055;2.96991;2.91438;1.9211;1.94351;0;0.97411;1.95914;1.95829;1.95726;1.9446;2.93717;1.96442;1.97051;2.94257;1.95346;
1.70074;0.98165;0.72264;1.71644;1.9958;1.94027;0.94699;0.9694;0.97411;0;0.98502;0.98418;0.98315;0.97049;1.96306;0.9903;0.9964;1.96846;0.97934;
0.97935;1.9335;1.70766;2.70146;2.9783;2.9246;1.93201;1.95442;1.95914;0.98502;0;1.95623;1.95614;1.95551;2.94808;1.97533;1.9789;1.89475;1.91723;
0.97688;1.93103;1.70682;2.70062;2.97583;2.92213;1.93117;1.95358;1.95829;0.98418;1.95623;0;1.95367;1.95467;2.94724;1.97448;1.97643;1.89228;1.91476;
0.97679;1.93094;1.70579;2.69959;2.97574;0.98004;1.93014;1.95255;1.95726;0.98315;1.95614;1.95367;0;1.95364;2.94621;1.97345;1.97634;1.89219;1.91467;
0.98247;1.93662;1.69313;2.68693;2.96629;2.91075;1.91747;1.93989;1.9446;0.97049;1.95551;1.95467;1.95364;0;2.93355;1.96079;1.96689;1.89787;1.92035;
1.9962;2.94471;2.6857;1.99665;1.99605;1.99439;2.91004;2.93246;2.93717;1.96306;2.94808;2.94724;2.94621;2.93355;0;0.97275;0.99665;1.96871;2.93408;
2.69105;1.97195;1.71294;2.70674;2.9688;2.93057;1.93729;1.9597;1.96442;0.9903;1.97533;1.97448;1.97345;1.96079;0.97275;0;1.9694;2.94146;1.96965;
0.99955;1.9537;1.71904;1;0.9994;0.99774;1.94339;1.9658;1.97051;0.9964;1.9789;1.97643;1.97634;1.96689;0.99665;1.9694;0;0.97206;1.93743;
0.9154;1.86955;1.8935;1.97206;1.97146;1.9698;1.90051;1.89251;2.94257;1.96846;1.89475;1.89228;1.89219;1.89787;1.96871;2.94146;0.97206;0;1.85328;
0.93788;1.89203;1.70198;2.69578;2.93683;2.88313;1.92299;1.91499;1.95346;0.97934;1.91723;1.91476;1.91467;1.92035;2.93408;1.96965;1.93743;1.85328;0;
