0;0.97012;1.92293;2.57009;2.87708;1.87982;2.99072;0.9978;1.99102;2.84456;2.77957;2.84012;2.80523;2.78968;2.91089;2.90599;2.89179;2.80182;1.9947;1.99427;2.77246;1.93112;
0.97012;0;0.95281;1.59998;1.90696;0.9097;2.7436;1.96792;1.9094;1.87445;1.80945;1.87;1.83511;1.81956;1.94077;1.93587;1.92167;1.8317;2.91817;2.79828;1.80235;0.96101;
1.92293;0.95281;0;0.64716;0.95415;1.56856;1.79078;2.76709;1.77387;0.92163;0.85664;2.52886;0.90257;0.86675;0.98796;0.98306;0.96886;0.88822;1.96536;1.84547;0.84953;0.9982;
2.57009;1.59998;0.64716;0;1.60131;0.9214;2.43794;2.91432;1.9211;1.5688;1.5038;1.8817;1.54974;1.51391;1.63512;1.63022;1.61602;1.53538;2.61252;2.49263;1.4967;1.64536;
2.87708;1.90696;0.95415;1.60131;0;2.52271;2.74493;3.72124;2.72802;1.87578;1.81079;3.48301;1.85672;1.8209;1.94211;1.93721;1.92301;1.84237;2.91951;2.79962;1.80368;0.96336;
1.87982;0.9097;1.56856;0.9214;2.52271;0;1.85073;1.99292;0.9997;2.4902;1.9308;0.9603;0.92541;0.9511;2.55652;2.55162;2.53742;0.922;2.98983;1.89381;1.92403;1.87071;
2.99072;2.7436;1.79078;2.43794;2.74493;1.85073;0;1.99292;0.9997;2.71242;0.93414;1.9625;0.92532;2.65753;2.77874;2.77384;2.75964;1.9225;2.98983;1.89372;1.92403;2.78898;
0.9978;1.96792;2.76709;2.91432;3.72124;1.99292;1.99292;0;0.99322;1.9203;1.92432;1.95602;1.91631;2.94402;1.98453;1.97919;1.95897;1.91602;0.9969;0.99647;1.91756;2.92892;
1.99102;1.9094;1.77387;1.9211;2.72802;0.9997;0.9997;0.99322;0;2.6955;0.9311;0.9628;0.92309;1.9508;2.76182;2.75692;2.74273;0.9228;1.99012;1.89149;0.92433;2.77207;
2.84456;1.87445;0.92163;1.5688;1.87578;2.4902;2.71242;1.9203;2.6955;0;1.77827;3.4505;1.82421;1.78838;1.90959;1.90469;1.88633;1.80985;2.88699;0.92383;1.77117;1.91983;
2.77957;1.80945;0.85664;1.5038;1.81079;1.9308;0.93414;1.92432;0.9311;1.77827;0;1.8939;1.75921;1.72339;1.8446;1.8397;1.8255;1.74486;2.822;2.70211;1.70617;1.85484;
2.84012;1.87;2.52886;1.8817;3.48301;0.9603;1.9625;1.95602;0.9628;3.4505;1.8939;0;1.88571;1.9114;3.51682;3.51192;3.49772;1.8823;2.95292;2.85411;1.88713;2.83101;
2.80523;1.83511;0.90257;1.54974;1.85672;0.92541;0.92532;1.91631;0.92309;1.82421;1.75921;1.88571;0;1.76932;1.89053;1.88563;1.87143;1.79079;2.86793;0.9684;1.75211;1.90077;
2.78968;1.81956;0.86675;1.51391;1.8209;0.9511;2.65753;2.94402;1.9508;1.78838;1.72339;1.9114;1.76932;0;1.8547;1.8498;1.83561;1.75496;2.8321;2.71221;1.71628;1.86495;
2.91089;1.94077;0.98796;1.63512;1.94211;2.55652;2.77874;1.98453;2.76182;1.90959;1.8446;3.51682;1.89053;1.8547;0;1.97079;1.95056;1.87617;2.95309;0.98806;1.83749;1.98616;
2.90599;1.93587;0.98306;1.63022;1.93721;2.55162;2.77384;1.97919;2.75692;1.90469;1.8397;3.51192;1.88563;1.8498;1.97079;0;1.94523;1.87127;0.9823;0.98272;1.83259;1.98126;
2.89179;1.92167;0.96886;1.61602;1.92301;2.53742;2.75964;1.95897;2.74273;1.88633;1.8255;3.49772;1.87143;1.83561;1.95056;1.94522;0;1.85708;2.92753;0.9625;1.81839;1.96706;
2.80182;1.8317;0.88822;1.53538;1.84237;0.922;1.9225;1.91602;0.9228;1.80985;1.74486;1.8823;1.79079;1.75496;1.87617;1.87127;1.85708;0;2.85357;2.73368;1.73775;1.88642;
1.9947;2.91817;1.96536;2.61252;2.91951;2.98982;2.98982;0.9969;1.99012;2.88699;2.822;2.95292;2.86793;2.8321;2.95309;0.9823;2.92753;2.85357;0;1.96503;2.81489;2.96356;
1.99427;2.79828;1.84547;2.49263;2.79962;1.89381;1.89372;0.99647;1.89149;0.92383;2.70211;2.85411;0.9684;2.71221;0.98806;0.98272;0.9625;2.73368;1.96503;0;2.695;2.84367;
2.77246;1.80235;0.84953;1.4967;1.80368;1.92403;1.92403;1.91756;0.92433;1.77117;1.70617;1.88713;1.75211;1.71628;1.83749;1.83259;1.81839;1.73775;2.81489;2.695;0;1.84773;
1.93112;0.96101;0.9982;1.64536;0.96336;1.87071;2.78898;2.92892;2.77207;1.91983;1.85484;2.83101;1.90077;1.86495;1.98616;1.98126;1.96706;1.88642;2.96356;2.84367;1.84773;0;
