0;1.92513;0.9611;1.94106;1.89753;2.01072;1.79683;0.93189;2.79669;1.83193;2.87876;2.80362;2.70763;2.12112;1.95235;1.92495;1.88385;2.91287;1.91526;2.30572;1.93483;2.96487;1.85329;1.86753;1.90488;2.82249;1.84539;2.96902;1.9589;2.9571;1.87919;3.90262;2.98783;1.88469;2.91611;2.83349;1.88523;2.85706;2.82035;1.9178;2.81479;2.59079;2.98751;2.69477;3.00292;2.97197;2.97471;2.90488;2.92612;2.94487;2.77529;2.19706;2.68402;1.62895;1.7895;1.81399;2.24152;
1.92513;0;0.96403;1.90447;1.8912;0.95807;1.49999;1.91198;1.85246;1.60237;1.9272;1.90651;1.82287;1.99037;1.94829;1.92788;1.78639;1.86764;1.78451;1.25307;1.76566;1.91222;2.76828;2.78596;2.88497;1.90601;2.82548;1.91637;1.95461;2.63482;2.6937;2.85648;1.93518;2.76883;1.86346;1.8797;2.64527;1.80441;1.7677;1.81471;1.87748;1.86064;1.93486;1.92693;1.95027;1.91932;1.92206;1.95762;1.87347;1.89222;1.84628;1.14441;1.63137;1.58579;1.64507;1.15479;1.18887;
0.9611;0.96403;0;0.97996;0.93643;1.29557;0.83573;0.94795;2.02841;0.87083;1.91766;1.84252;2.16037;1.16002;0.99125;0.96385;0.92275;1.95177;0.95416;1.59057;0.97373;2.24972;1.86935;1.88358;1.92094;2.24352;1.86145;2.10333;0.9978;1.996;1.89525;3.10698;2.27268;1.90075;2.11109;2.2172;1.90128;2.14102;2.1052;0.9567;2.21499;2.19814;2.27236;1.73367;2.28777;2.13777;2.12143;2.29512;2.21097;2.22973;2.18379;1.48191;1.96887;0.66785;0.8284;1.49229;1.52637;
1.94106;1.90447;0.97996;0;1.87953;0.9464;1.48833;1.92791;1.8408;1.59071;1.91553;1.89484;1.8112;1.9787;1.93662;1.91871;1.77473;1.85597;1.77284;1.2414;1.754;1.90055;2.75662;2.77429;2.9009;1.89435;2.84141;1.9047;1.94294;2.62315;2.68204;2.84482;1.92351;2.75716;1.85179;1.86803;2.6336;1.79274;1.75603;1.80304;1.86582;1.84897;1.92319;1.91526;1.9386;1.90766;1.91039;1.94595;1.8618;1.88056;1.83462;1.13274;1.6197;1.57412;1.6334;1.14312;1.1772;
1.89753;1.8912;0.93643;1.87953;0;0.93313;1.47506;1.88438;1.82753;1.57744;1.90227;1.88158;1.79794;1.96544;1.92335;1.90028;1.76146;1.8427;1.75958;1.22813;1.74073;1.88728;2.74335;2.76103;2.85737;1.88108;2.79788;1.89144;1.92967;2.60989;2.66877;2.83155;1.91024;2.74389;1.83852;1.85477;2.62034;1.77947;1.74276;1.78977;1.85255;1.83571;1.90993;1.90199;1.92534;1.89439;1.89712;1.93268;1.84853;1.86729;1.82135;1.11947;1.60643;1.56085;1.62013;1.12986;1.16393;
2.01072;0.95807;1.29557;0.9464;0.93313;0;0.54193;1.07882;0.8944;0.64431;0.96913;0.94844;0.8648;1.0323;0.99022;0.97231;0.82833;0.90957;0.82644;0.295;0.8076;0.95415;1.81022;1.82789;1.99955;0.94795;1.99232;0.9583;0.99654;1.67675;1.73564;1.89842;0.97711;1.81076;0.90539;0.92163;1.6872;0.84634;0.80963;0.85664;0.91942;0.90257;0.97679;0.96886;0.9922;0.96126;0.96399;0.99955;0.9154;0.93416;0.88822;0.18634;0.6733;0.62772;0.687;0.19672;0.2308;
1.79683;1.49999;0.83573;1.48833;1.47506;0.54193;0;1.62075;1.43632;1.18624;1.51106;1.49037;1.40673;1.57423;1.53215;1.51424;1.37025;1.4515;1.36837;0.83693;1.34952;1.49608;2.35215;2.36982;2.54148;1.48988;2.53425;1.50023;1.53847;2.21868;2.27756;2.44034;1.51904;2.35269;1.44732;1.46356;2.22913;1.38827;1.35156;1.39857;1.46134;1.4445;1.51872;1.51079;1.53413;1.50318;1.50592;1.54148;1.45733;1.47608;1.43015;0.72827;1.21523;1.16965;1.22893;0.73865;0.77273;
0.93189;1.91198;0.94795;1.92791;1.88438;1.07882;1.62075;0;1.8648;1.72313;2.04796;2.02727;1.77573;2.10797;1.9392;1.9118;1.8707;1.98839;1.90211;1.37382;1.88642;2.03297;0.9214;0.93563;0.97299;1.8906;0.9135;2.03713;1.9117;2.58502;0.9473;2.97073;2.05594;0.9528;1.98421;1.9016;0.95333;1.92516;1.88845;1.90465;1.8829;1.6589;2.05562;2.04768;2.07103;2.04008;2.04281;1.97299;1.99422;2.01298;1.8434;1.26516;1.75212;1.6158;1.76582;0.8821;1.30962;
2.79669;1.85246;2.02841;1.8408;1.82753;0.8944;1.43632;1.8648;0;1.5387;1.62602;1.55088;0.9238;0.86838;1.88462;1.86671;1.12958;1.66013;1.07424;1.1894;1.70199;1.84855;1.9172;1.9172;2.83779;1.84234;2.7783;1.81169;1.8457;0.8475;0.9175;2.79281;1.87151;2.70017;1.79978;1.81603;1.7462;1.74074;1.70402;1.75104;1.81381;1.77362;1.87119;1.44203;1.8866;1.84613;1.82979;1.89395;1.8098;1.82855;1.78261;1.08074;1.5677;1.52212;1.5814;1.09112;1.1252;
1.83193;1.60237;0.87083;1.59071;1.57744;0.64431;1.18624;1.72313;1.5387;0;1.61344;1.59275;1.50911;1.67661;1.63453;1.61662;1.47263;1.55388;1.47075;0.93931;1.4519;1.59846;2.45453;2.4722;2.64386;1.59226;2.63663;1.60261;1.64085;2.32106;2.37994;2.54273;1.62142;2.45507;1.5497;1.56594;2.33151;1.49065;1.45394;1.50095;1.56372;1.54688;1.6211;1.61317;1.63651;1.60556;1.6083;1.64386;1.55971;1.57846;1.53253;0.83065;1.31761;1.27203;1.33131;0.84103;0.87511;
