0;0.9611;1.89278;1.85473;0.93997;1.48189;1.58713;1.89702;1.88841;1.80477;1.93997;1.93019;1.91228;1.76829;1.84954;1.87673;1.76641;1.93483;2.91045;1.89412;2.50853;1.88791;1.50594;2.50063;1.73726;1.83359;1.9589;2.53443;2.53993;1.84536;2.87577;1.93199;1.7496;1.79661;1.85938;1.84254;1.86161;1.89508;1.90396;1.93952;1.86977;1.91561;1.12631;1.15043;1.7895;1.62697;3.45193;1.13669;
0.9611;0;0.97012;0.93979;1.37765;0.83573;2.02482;0.93592;1.84252;1.76792;1.16002;0.99125;0.96385;1.42122;1.95177;0.91563;0.95416;0.97373;1.99361;0.97035;2.85312;2.3256;0.96685;1.81012;1.83794;2.10333;0.9978;1.85342;1.99513;2.11109;1.952;2.14102;2.12576;2.2343;0.9444;2.28023;2.2993;2.33277;2.12143;2.3772;2.12878;2.35329;1.56399;1.58812;2.22719;0.8284;2.77092;1.57438;
1.89278;0.97012;0;1.86758;0.95281;1.49474;1.59998;1.90604;1.90126;1.81762;1.95281;1.94303;1.92513;1.78114;1.86238;1.88575;1.77926;1.94384;2.92329;1.90696;2.52138;1.90076;1.51879;2.51348;1.7501;1.84644;1.96792;2.54728;2.55278;1.8582;2.88861;1.94484;1.76244;1.80945;1.87223;1.85539;1.87446;1.90792;1.9168;1.95236;1.88262;1.92845;1.13915;1.16328;1.80235;1.63981;3.46478;1.14954;
1.85473;0.93979;1.86758;0;0.91476;1.45669;1.56193;1.87571;1.86321;1.77957;1.91476;1.90498;1.88708;1.74309;1.82433;1.85543;1.74121;1.91352;2.88524;1.86891;2.48333;1.86271;1.48074;2.47543;1.71205;1.80839;1.93759;2.50923;2.51473;1.82015;2.85056;1.90679;1.72439;1.7714;1.83418;1.81734;1.83641;1.86987;1.87875;1.91431;1.84457;1.8904;1.1011;1.12523;1.7643;1.60176;3.42673;1.11149;
0.93997;1.37765;0.95281;0.91476;0;0.54193;0.64716;1.69931;0.94844;0.8648;1;0.99022;0.97231;0.82833;0.90957;1.5649;0.82644;1.9526;1.97048;0.95415;1.56856;0.94795;0.56597;1.56066;0.79729;0.89362;1.18324;1.59446;1.59996;0.90539;1.9358;0.99202;0.80963;0.85664;0.91942;0.90257;0.92164;0.95511;0.96399;0.99955;0.9298;0.97564;0.18634;0.21046;0.84953;0.687;2.51196;0.19672;
1.48189;0.83573;1.49474;1.45669;0.54193;0;1.18909;1.77165;1.49037;1.40673;1.54193;1.53215;1.51424;1.37025;1.4515;1.75136;1.36837;1.80945;2.51241;1.49608;2.11049;1.48988;1.1079;2.10259;1.33922;1.43555;1.72517;2.13639;2.14189;1.44732;2.47773;1.53395;1.35156;1.39857;1.46134;1.4445;1.46357;1.49704;1.50592;1.54148;1.47173;1.51757;0.72827;0.75239;1.39146;1.22893;3.05389;0.73865;
1.58713;2.02482;1.59998;1.56193;0.64716;1.18909;0;1.7877;1.59561;1.51196;1.64716;1.63738;1.61947;1.47549;1.55673;2.21206;1.47361;2.59976;2.61764;1.60131;0.9214;1.59511;1.21313;0.9135;1.44445;1.54079;1.8304;0.9473;0.9528;1.55255;2.58296;1.63919;1.45679;1.5038;1.56658;1.54974;1.56881;1.60227;1.61115;1.64671;1.57697;1.6228;0.8335;0.85762;1.4967;1.33416;1.8648;0.84389;
1.89702;0.93592;1.90604;1.87571;1.69931;1.77165;1.7877;0;1.55088;0.9238;0.86838;1.92717;1.83114;1.12958;1.66013;1.43328;1.07424;1.82098;2.86821;1.90627;1.9172;2.64726;1.90277;0.8742;0.90202;1.81169;1.8724;0.9175;2.7405;1.81945;2.88792;1.84938;1.83412;1.8486;1.8803;1.84059;2.36282;2.44932;1.82979;2.69886;1.83714;2.67495;1.88565;1.90977;1.84183;1.76432;1.835;1.55902;
1.88841;1.84252;1.90126;1.86321;0.94844;1.49037;1.59561;1.55088;0;1.2904;0.6825;1.93866;1.64525;0.9437;1.47425;1.2474;0.88836;1.6351;2.91892;1.90259;2.51701;1.89639;1.51442;2.42508;1.54125;1.62581;2.13168;2.16123;2.54841;1.63357;2.88424;1.6635;1.64824;1.80508;1.86786;1.85102;1.87009;1.90355;1.64391;1.94799;1.65126;1.92408;1.13478;1.15891;1.79798;1.63544;3.07873;1.14517;
1.80477;1.76792;1.81762;1.77957;0.8648;1.40673;1.51196;0.9238;1.2904;0;0.6079;1.85502;1.57065;0.8691;1.39965;1.1728;0.81376;1.5605;2.83528;1.81895;1.87053;1.81275;1.43077;1.798;1.46665;1.55121;1.86406;0.87083;2.46476;1.55897;2.8006;1.5889;1.57364;1.72144;1.78422;1.76738;1.78645;1.81991;1.56931;1.86435;1.57666;1.84044;1.05114;1.07526;1.71434;1.5518;1.78833;1.06153;
1.93997;1.16002;1.95281;1.91476;1;1.54193;1.64716;0.86838;0.6825;0.6079;0;1.99022;0.96275;0.2612;0.79175;0.5649;0.20586;0.9526;2.97048;1.95415;2.47843;1.94795;1.56597;1.74258;0.85875;0.94331;2.15782;1.47873;2.59996;0.95107;2.9358;0.981;0.96574;1.85664;1.91942;1.90257;1.92164;1.95511;0.96141;1.99955;0.96876;1.97564;1.18634;1.21046;1.84953;1.687;2.39623;1.19672;
1.93019;0.99125;1.94303;1.90498;0.99022;1.53215;1.63738;1.92717;1.93866;1.85502;1.99022;0;1.9551;1.81855;1.89979;1.90688;1.81666;1.96498;2.9607;1.94437;2.55878;1.93817;1.55619;2.55088;1.78751;1.88384;1.98905;2.58468;2.59018;1.89561;2.92602;1.98224;1.79985;1.84686;1.90964;1.89279;1.91186;1.94533;1.95421;1.98977;1.92002;1.96586;1.17656;1.20068;1.83975;1.67722;3.50218;1.18694;
