0;1.89803;1.91712;1.31595;0.9611;1.89278;1.8731;1.85473;0.93997;0.93189;1.95154;1.92729;1.83436;1.58427;1.88841;2.04858;1.93997;1.93019;1.91228;1.76829;1.87673;1.76641;1.89412;1.85329;2.76786;1.90488;1.92795;2.70856;1.73726;1.83359;2.70216;1.93651;2.73696;2.68186;2.74151;1.87919;2.73287;1.92508;1.91708;2.72953;1.8616;1.88523;1.86645;2.87207;1.93199;1.7496;1.79661;1.85938;1.84254;1.86161;1.91931;1.80671;1.91685;1.92792;1.91676;1.92244;1.92302;1.90883;1.93217;1.84092;1.90396;1.93952;1.88659;1.87171;1.87412;2.89878;1.12631;1.14598;2.77447;2.80353;0.95885;1.56769;1.13669;1.17077;
1.89803;0;1.93522;1.31816;0.96403;1.91088;1.8912;1.87283;0.95807;1.91198;1.95374;1.94539;1.85246;1.60237;1.90651;2.06668;1.95807;1.94829;1.92788;1.78639;1.87966;1.78451;1.91222;2.75034;2.78596;2.78655;1.93088;2.72666;1.75536;1.85169;2.72026;1.95461;2.75506;2.69996;2.75961;2.74581;2.75097;1.94318;1.93518;2.74763;1.8797;2.74071;1.88455;2.89017;1.95009;1.7677;1.81471;1.87748;1.86064;1.87971;1.93741;1.82481;1.93495;1.94602;1.93486;1.94054;1.94112;1.92693;1.95027;1.85902;1.92206;1.95762;1.90469;1.88981;1.89222;3.74677;1.14441;1.16408;2.79257;3.67014;0.96106;1.58579;1.15479;1.18887;
1.91712;1.93522;0;1.33906;0.9811;1.92996;1.91028;1.89191;0.97715;1.92905;1.97379;1.96447;1.87155;1.62146;1.92559;2.08577;1.97715;1.96737;1.94496;1.80548;1.89674;1.80359;1.9313;2.76942;2.80504;2.80563;1.94795;2.74575;1.77444;1.87077;2.73935;1.97369;2.77415;2.71905;2.77869;2.76489;2.77005;1.96226;1.95426;2.76672;1.89878;2.75979;1.90363;2.90925;1.96917;1.78678;1.83379;1.89657;1.87972;1.89879;1.9565;1.8439;1.95403;1.96511;1.95394;1.95962;1.96021;1.94601;1.96935;1.87811;1.94114;1.9767;1.92378;1.9089;1.91131;3.76585;1.16349;1.18317;2.81165;3.68922;0.98196;1.60487;1.17387;1.20795;
1.31595;1.31816;1.33906;0;0.4166;1.38672;1.35303;1.28854;1.71217;1.36455;1.34978;1.34401;1.35252;1.28743;1.38529;2.27632;1.57662;1.34756;1.38045;1.33935;1.33223;1.37076;1.32046;2.28595;3.26972;2.30484;1.38345;2.22672;2.43537;2.60579;2.22032;1.4144;2.25512;2.20002;2.3182;2.27002;2.31156;2.69728;2.68928;2.2911;2.6338;2.2993;2.63865;2.30211;2.55762;2.5218;1.3733;1.361;2.61474;2.63381;2.69152;2.48932;2.68905;1.34545;2.68896;2.69464;2.69523;2.68103;2.49832;2.50901;2.53803;2.71172;2.54859;2.55488;2.64633;3.29874;1.89851;1.91819;2.33619;3.19435;0.3571;1.08445;1.90889;1.94297;
0.9611;0.96403;0.9811;0.4166;0;0.97012;0.93643;1.70514;1.29557;0.94795;0.99268;1.76061;0.93592;0.87083;0.96869;1.85972;1.16002;0.99125;0.96385;0.92275;0.91563;0.95416;1.73706;1.86935;2.85312;1.88824;0.96685;1.81012;2.01877;2.18919;1.80372;0.9978;1.83852;1.78342;1.9016;1.85342;2.72816;2.28068;2.27268;1.8745;2.2172;1.8827;2.22205;2.71871;2.14102;2.1052;0.9567;0.9444;2.19814;2.21721;2.27492;2.07272;2.27245;1.76205;2.27236;2.27804;2.27863;2.26443;2.08172;2.09241;2.12143;2.29512;2.13199;2.13828;2.22973;2.88214;1.48191;1.50159;1.9878;2.77775;0.7737;0.66785;1.49229;1.52637;
1.89278;1.91088;1.92996;1.38672;0.97012;0;1.88595;1.86758;0.95281;1.8311;1.9628;1.94013;1.84721;1.59712;1.90126;1.82778;1.95281;1.94303;1.92513;1.78114;1.88575;1.77926;1.90696;0.9097;1.9805;2.7813;1.93697;2.72141;1.7501;1.84644;2.71501;1.94935;0.9729;2.63972;2.75435;0.9808;2.74571;1.93793;1.92993;2.74238;1.87445;2.73545;1.8793;2.88491;1.94484;1.76244;1.80945;1.87;1.83511;1.87446;1.93216;1.81956;1.92969;1.94077;1.92961;1.93529;1.93587;1.92167;1.94502;1.85377;1.9168;1.95236;1.89944;1.88456;1.88697;3.74151;1.13915;1.15883;2.71588;1.90513;1.74382;1.58053;1.14954;1.18361;
1.8731;1.8912;1.91028;1.35303;0.93643;1.88595;0;1.8479;0.93313;1.88438;1.92911;1.92045;1.82753;1.57744;1.88158;2.04175;1.93313;1.92335;1.90028;1.76146;1.85206;1.75958;1.88728;1.89712;2.76103;1.88066;1.90328;2.70173;1.73042;1.82676;2.69533;1.92967;2.73013;1.88143;2.73467;1.89962;2.72603;1.91825;1.91024;1.86693;1.85477;1.87608;1.85962;2.86523;1.92516;1.74276;1.78977;0.93682;1.83571;1.85478;1.91248;1.79988;1.91001;1.92109;1.90993;1.91561;1.91619;1.90199;1.92534;1.83409;1.89712;1.93268;1.87976;1.86488;1.86729;2.87456;1.11947;1.13915;2.76763;2.82396;1.71013;1.56085;1.12986;1.16393;
1.85473;1.87283;1.89191;1.28854;1.70514;1.86758;1.8479;0;0.91476;1.99359;1.92412;1.90208;1.80916;1.55907;1.86321;2.02338;1.91476;1.90498;1.88708;1.74309;1.87073;1.74121;1.86891;2.70704;2.74266;2.74325;2.67199;2.68336;1.71205;1.80839;2.67696;1.9113;2.71176;2.65666;2.7163;2.7025;2.70766;1.89988;1.89188;2.70433;1.8364;2.6974;1.84125;2.84686;1.90679;1.72439;1.7714;1.83418;1.81734;1.83641;1.89411;1.78151;1.89164;1.90272;1.89156;1.89724;1.89782;1.88362;1.90697;1.81572;1.87875;1.91431;1.86139;1.84651;1.84892;3.70346;1.1011;1.12078;2.74926;3.62684;0.93144;1.54248;1.11149;1.14556;
0.93997;0.95807;0.97715;1.71217;1.29557;0.95281;0.93313;0.91476;0;1.07882;2.28825;0.98732;0.8944;0.64431;0.94844;1.10862;1;0.99022;0.97231;0.82833;0.95597;0.82644;0.95415;1.79227;1.82789;1.82848;1.91403;1.7686;0.79729;0.89362;1.7622;0.99654;1.797;1.7419;1.80154;1.78774;1.7929;0.98511;0.97711;1.78957;0.92163;1.78264;0.92648;1.9321;0.99202;0.80963;0.85664;0.91942;0.90257;0.92164;0.97935;0.86675;0.97688;0.98796;0.97679;0.98247;0.98306;0.96886;0.9922;0.90096;0.96399;0.99955;0.94663;0.93175;0.93416;2.7887;0.18634;0.20602;1.8345;2.71207;1.8462;0.62772;0.19672;0.2308;
0.93189;1.91198;1.92905;1.36455;0.94795;1.8311;1.88438;1.99359;1.07882;0;1.94063;2.06614;1.8648;1.72313;1.91663;2.18744;2.07882;1.9392;1.9118;1.8707;1.86358;1.90211;2.03297;0.9214;1.947;0.97299;1.9148;2.58134;1.5391;1.579;2.58546;1.94052;2.5188;2.5197;2.58047;0.9473;2.87172;2.06394;2.05594;2.58544;2.00046;0.95333;2.00531;2.96939;1.6774;1.88845;1.85703;1.8817;1.6589;1.9046;2.05817;1.8725;2.0557;2.06678;2.05562;2.0613;1.81842;2.04768;2.07103;1.97978;2.04281;1.97299;2.02545;2.01057;2.01298;1.96689;1.26516;1.28484;2.77423;1.87163;1.72165;1.6158;0.8821;1.30962;
