0;1.87984;0.93997;0.93189;1.93646;1.83436;2.83276;1.9091;2.62247;1.93997;1.89594;1.23497;2.85019;1.73726;1.83359;1.87919;2.91305;2.04663;1.84254;1.86161;2.13471;1.84092;1.87171;1.15043;1.13669;
1.87984;0;1.59511;0.94795;2.5916;2.4895;3.4879;2.40882;0.96869;1.65119;0.91563;1.89011;0.97035;2.3924;2.48873;1.89525;1.96145;2.70177;2.49768;2.51675;2.57289;2.49606;2.52686;1.80557;1.79183;
0.93997;1.59511;0;0.64716;0.99649;0.8944;1.8928;0.96913;1.6825;1;0.95597;0.295;2.56546;0.79729;0.89362;1.59446;1.97308;1.10666;0.90257;0.92164;1.19474;0.90096;0.93175;0.21046;0.19672;
0.93189;0.94795;0.64716;0;1.64365;1.54156;2.53996;1.61629;1.91663;1.64716;1.60313;0.94216;1.9183;1.44445;1.54079;0.9473;2.62024;1.75382;1.54974;1.56881;1.8419;1.54812;1.57891;0.85762;0.84389;
1.93646;2.5916;0.99649;1.64365;0;1.89088;0.9986;1.96562;2.67899;1.99649;1.95246;1.29149;3.56195;1.79378;1.89011;2.59095;2.96957;2.10315;1.89906;1.91813;2.19123;1.89744;1.92824;1.20695;1.19321;
1.83436;2.4895;0.8944;1.54156;1.89088;0;0.9984;1.62602;1.55088;0.86838;1.85037;1.1894;3.45985;0.90202;1.78802;0.9175;2.86748;2.00106;1.79697;1.81604;1.79008;1.79535;1.82614;1.10486;1.09112;
2.83276;3.4879;1.8928;2.53996;0.9986;0.9984;0;2.62442;2.54928;1.86678;2.84877;2.1878;4.45825;1.90042;2.78642;1.9159;3.86588;2.99946;2.79537;2.81444;2.78848;2.79375;2.82454;2.10326;2.08952;
1.9091;2.40882;0.96913;1.61629;1.96562;1.62602;2.62442;0;1.44013;0.75763;1.9251;1.26413;3.37917;1.76642;1.70094;2.54352;2.94221;2.07579;1.87171;1.89078;1.67933;1.69002;1.73589;1.17959;1.16586;
2.62247;0.96869;1.6825;1.91663;2.67899;1.55088;2.54928;1.44013;0;0.6825;1.88432;1.48097;1.93904;2.45291;1.62581;2.46838;2.93014;2.78916;2.58507;2.60414;1.6042;1.61488;1.66075;1.89296;1.87922;
1.93997;1.65119;1;1.64716;1.99649;0.86838;1.86678;0.75763;0.6825;0;1.95597;0.79847;2.62154;1.77041;0.94331;1.78588;2.97308;2.10666;1.90257;1.92164;0.9217;0.93238;0.97825;1.21046;1.19672;
1.89594;0.91563;0.95597;1.60313;1.95246;1.85037;2.84877;1.9251;1.88432;1.95597;0;1.25097;1.88598;1.75326;1.84959;2.55043;2.87708;2.06263;1.85854;1.87762;2.15071;1.85693;1.88772;1.16643;1.15269;
1.23497;1.89011;0.295;0.94216;1.29149;1.1894;2.1878;1.26413;1.48097;0.79847;1.25097;0;2.86046;1.09229;1.18862;1.88946;2.26808;1.40166;1.19757;1.21664;1.48974;1.19596;1.22675;0.50546;0.49172;
2.85019;0.97035;2.56546;1.9183;3.56195;3.45985;4.45825;3.37917;1.93904;2.62154;1.88598;2.86046;0;3.36275;3.45908;2.8656;0.9911;1.85752;3.46803;3.4871;3.54324;3.46641;3.49721;2.75372;2.76218;
1.73726;2.3924;0.79729;1.44445;1.79378;0.90202;1.90042;1.76642;2.45291;1.77041;1.75326;1.09229;3.36275;0;1.3539;1.81952;2.77037;1.90395;1.4338;1.4608;1.99203;1.69824;1.72904;1.00775;0.657;
1.83359;2.48873;0.89362;1.54079;1.89011;1.78802;2.78642;1.70094;1.62581;0.94331;1.84959;1.18862;3.45908;1.3539;0;2.48809;2.8667;2.00029;1.4737;1.5007;1.86501;1.79458;1.82537;1.10409;0.6969;
1.87919;1.89525;1.59446;0.9473;2.59095;0.9175;1.9159;2.54352;2.46838;1.78588;2.55043;1.88946;2.8656;1.81952;2.48809;0;3.56754;2.70112;2.49704;2.51611;2.70758;2.49542;2.52621;1.80492;1.79119;
2.91305;1.96145;1.97308;2.62024;2.96957;2.86748;3.86588;2.94221;2.93014;2.97308;2.87708;2.26808;0.9911;2.77037;2.8667;3.56754;0;0.86642;2.87565;2.89472;2.7469;2.87404;2.90483;1.76262;2.1698;
2.04663;2.70177;1.10666;1.75382;2.10315;2.00106;2.99946;2.07579;2.78916;2.10666;2.06263;1.40166;1.85752;1.90395;2.00029;2.70112;0.86642;0;2.00924;2.02831;1.88048;2.00762;2.03841;0.8962;1.30339;
1.84254;2.49768;0.90257;1.54974;1.89906;1.79697;2.79537;1.87171;2.58507;1.90257;1.85854;1.19757;3.46803;1.4338;1.4737;2.49704;2.87565;2.00924;0;1.5806;2.09731;1.80353;1.83432;1.11304;0.7768;
1.86161;2.51675;0.92164;1.56881;1.91813;1.81604;2.81444;1.89078;2.60414;1.92164;1.87762;1.21664;3.4871;1.4608;1.5007;2.51611;2.89472;2.02831;1.5806;0;2.11639;1.8226;1.85339;1.13211;0.8038;
2.13471;2.57289;1.19474;1.8419;2.19123;1.79008;2.78848;1.67933;1.6042;0.9217;2.15071;1.48974;3.54324;1.99203;1.86501;2.70758;2.7469;1.88048;2.09731;2.11639;0;1.85408;1.89995;0.98428;1.39147;
1.84092;2.49606;0.90096;1.54812;1.89744;1.79535;2.79375;1.69002;1.61488;0.93238;1.85693;1.19596;3.46641;1.69824;1.79458;2.49542;2.87404;2.00762;1.80353;1.8226;1.85408;0;1.8327;1.11142;1.09768;
1.87171;2.52686;0.93175;1.57891;1.92824;1.82614;2.82454;1.73589;1.66075;0.97825;1.88772;1.22675;3.49721;1.72904;1.82537;2.52621;2.90483;2.03841;1.83432;1.85339;1.89995;1.8327;0;1.14221;1.12847;
1.15043;1.80557;0.21046;0.85763;1.20695;1.10486;2.10326;1.17959;1.89296;1.21046;1.16643;0.50546;2.75372;1.00775;1.10409;1.80492;1.76262;0.8962;1.11304;1.13211;0.98428;1.11142;1.14221;0;0.40719;
1.13669;1.79183;0.19672;0.84389;1.19321;1.09112;2.08952;1.16586;1.87922;1.19672;1.15269;0.49172;2.76218;0.657;0.6969;1.79119;2.1698;1.30339;0.7768;0.8038;1.39147;1.09768;1.12847;0.40719;0;
