0;1.89803;1.91712;0.9611;0.93997;1.90905;1.83436;1.88841;2.03853;1.93997;1.93019;1.91228;1.76829;1.84954;1.87673;1.91526;1.89412;2.76786;1.50594;2.14043;2.71383;1.92508;1.91708;1.84536;1.8616;2.72261;1.94763;2.87207;1.79661;1.85938;1.84254;1.86161;1.80671;2.12945;1.91676;1.92244;1.8266;1.90396;1.93952;1.88659;1.86977;1.87171;1.66041;1.61327;1.15043;1.7895;1.17077;
1.89803;0;1.93522;0.96403;0.95807;1.91198;1.85246;1.90651;2.05663;1.95807;1.94829;1.92788;1.78639;1.86764;1.87966;1.91819;1.91222;2.78596;1.52404;2.15853;2.73193;1.94318;1.93518;1.86346;1.8797;2.74071;1.95056;2.89017;1.81471;1.87748;1.86064;1.87971;1.82481;2.14755;1.93486;1.94054;1.8447;1.92206;1.95762;1.90469;1.88787;1.88981;1.67851;1.63137;1.16853;1.8076;1.18887;
1.91712;1.93522;0;0.9811;0.97715;1.92905;1.87155;1.92559;2.07571;1.97715;1.96737;1.94496;1.80548;1.88672;1.89674;1.93527;1.9313;2.80504;1.54312;2.17761;2.75102;1.96226;1.95426;1.88254;1.89878;2.75979;1.96764;2.90925;1.83379;1.89657;1.87972;1.89879;1.8439;2.16663;1.95394;1.95962;1.86378;1.94114;1.9767;1.92378;1.90695;1.9089;1.69759;1.65045;1.18761;1.82668;1.20795;
0.9611;0.96403;0.9811;0;1.53282;0.94795;0.93592;0.96869;1.76792;1.16002;0.99125;0.96385;0.92275;1.95177;0.91563;0.95416;0.97035;1.88358;0.96685;2.73328;1.8878;2.51794;2.50993;2.11109;2.45445;1.8827;0.98653;1.952;0.9567;0.9444;2.43539;1.97835;2.07272;2.7223;2.50961;2.51529;2.09524;2.12143;2.53237;2.13199;2.12878;2.13828;2.13441;2.20612;1.74328;2.38235;1.76362;
0.93997;0.95807;0.97715;1.53282;0;2.48077;0.8944;0.94844;1.09856;1;0.99022;0.97231;0.82833;0.90957;0.95597;1.20586;0.95415;1.82789;0.56597;1.20046;1.77387;0.98511;0.97711;0.90539;0.92163;1.78264;2.51935;1.9321;0.85664;0.91942;0.90257;0.92164;0.86675;1.18948;0.97679;0.98247;0.88663;0.96399;0.99955;0.94663;0.9298;0.93175;0.72044;0.6733;0.21046;0.84953;0.2308;
1.90905;1.91198;1.92905;0.94795;2.48077;0;1.88386;1.91663;1.77573;2.10797;1.9392;1.9118;1.8707;2.89972;1.86358;1.90211;1.9183;0.93563;1.9148;1.94683;1.93533;3.46588;3.45788;3.05904;3.4024;0.95333;1.93448;2.89995;1.87933;1.89235;1.86095;2.9263;3.02066;3.64285;3.45756;3.46324;3.04319;3.06938;3.48032;3.07994;3.07673;3.08622;3.08236;2.82935;2.66383;2.85967;2.71157;
1.83436;1.85246;1.87155;0.93592;0.8944;1.88386;0;1.84284;0.9238;0.86838;1.88462;1.83114;1.72272;1.66013;1.85037;1.07424;1.84855;2.72229;1.46037;2.09486;1.79463;1.87951;1.87151;1.79978;1.81603;1.7462;1.92245;2.82649;1.75104;1.81381;1.79697;1.81604;1.76114;2.08388;1.87119;1.87687;1.78102;1.82979;1.89395;1.84035;1.8242;1.82614;1.61484;1.5677;1.10486;1.74393;1.1252;
1.88841;1.90651;1.92559;0.96869;0.94844;1.91663;1.84284;0;2.04701;1.94844;1.93866;1.92076;1.77677;1.85801;1.88432;1.92285;1.90259;2.77634;1.51442;2.14891;2.72231;1.93356;1.92556;1.85383;1.87008;2.73108;1.95522;2.88054;1.80508;1.86786;1.85102;1.87009;1.81519;2.13793;1.92524;1.93092;1.83507;1.91243;1.94799;1.89507;1.87825;1.88019;1.66889;1.62174;1.15891;1.79798;1.17924;
2.03853;2.05663;2.07571;1.76792;1.09856;1.77573;0.9238;2.04701;0;0.6079;2.08878;1.57065;1.92689;1.39965;2.05453;0.81376;2.05271;1.87053;1.52193;1.8159;0.87083;2.08368;2.07567;1.55897;1.80097;0.8224;2.75446;3.03066;1.7484;1.76165;2.00114;2.02021;1.52059;1.86712;2.07536;1.8705;1.54312;1.56931;2.09811;1.57986;1.57666;1.58615;1.58229;1.77186;0.8881;1.79517;1.32936;
1.93997;1.95807;1.97715;1.16002;1;2.10797;0.86838;1.94844;0.6079;0;1.99022;0.96275;1.82833;0.79175;1.95597;0.20586;1.95415;2.47843;0.91403;2.20046;1.47873;1.98511;1.97711;0.95107;1.92163;1.4303;2.14656;2.9321;1.85664;1.91942;1.90257;1.92164;0.91269;2.18948;1.97679;1.98247;0.93522;0.96141;1.99955;0.97196;0.96876;0.97825;0.97439;1.6733;1.21046;1.84953;1.2308;
