0;1.8731;0.93997;1.91725;0.95885;
1.8731;0;0.93313;1.91042;0.93565;
0.93997;0.93313;0;0.97728;1.86879;
1.91725;1.91042;0.97728;0;0.98321;
0.95885;0.93565;1.86879;0.98321;0;
