0;0.93643;1.86956;1.84252;1.16002;0.96385;0.95416;0.97373;0.9978;3.10698;2.11109;2.7912;2.14102;2.84636;1.73367;2.13777;2.12143;2.80372;2.69617;2.08003;
0.93643;0;0.93313;1.88158;2.09646;1.90028;1.8906;1.91016;1.92967;2.83155;1.83852;1.85477;1.77947;1.90993;1.90199;1.89439;3.05786;1.86729;2.7786;1.1436;
1.86956;0.93313;0;0.94844;1.54251;0.97231;1.74837;2.49511;0.99654;1.89842;0.90539;0.92163;0.84634;0.97679;0.96886;0.96126;2.50392;0.93416;1.84547;0.21046;
1.84252;1.88158;0.94844;0;0.6825;1.92076;0.88836;1.6351;1.94498;2.62946;1.63357;1.87008;1.6635;1.92524;1.25615;1.66024;1.64391;1.8826;2.21865;1.15891;
1.16002;2.09646;1.54251;0.6825;0;2.12388;0.20586;0.9526;2.15782;1.94696;0.95107;2.45998;0.981;2.5193;0.57365;0.97774;0.96141;2.47667;1.53615;1.75297;
0.96385;1.90028;0.97231;1.92076;2.12388;0;1.91802;1.93758;1.96165;2.87073;1.8777;1.89394;1.81865;1.9491;1.94117;1.93357;3.08528;1.90647;2.81778;1.18277;
0.95416;1.8906;1.74837;0.88836;0.20586;1.91802;0;1.15846;1.95196;2.15282;1.15693;2.66584;1.18686;2.72516;0.77951;1.1836;1.16727;2.68253;1.74201;1.95883;
0.97373;1.91016;2.49511;1.6351;0.9526;1.93758;1.15846;0;1.97153;2.89955;1.90367;3.41258;1.9336;3.4719;1.52625;1.93034;1.914;3.42926;2.48875;2.70557;
0.9978;1.92967;0.99654;1.94498;2.15782;1.96165;1.95196;1.97153;0;2.89496;1.90193;1.91817;1.84288;1.97333;1.9654;1.9578;3.11923;1.9307;2.84201;1.207;
3.10698;2.83155;1.89842;2.62946;1.94696;2.87073;2.15282;2.89955;2.89496;0;2.80381;2.82005;2.74476;0.98004;2.52061;2.85967;0.98555;0.96426;3.48311;2.10888;
2.11109;1.83852;0.90539;1.63357;0.95107;1.8777;1.15693;1.90367;1.90193;2.80381;0;1.82702;1.75173;1.88218;1.52472;1.86664;1.91247;1.83954;2.48722;1.11585;
2.7912;1.85477;0.92163;1.87008;2.45998;1.89394;2.66584;3.41258;1.91817;2.82005;1.82702;0;1.76797;1.89843;1.88633;1.88289;3.42139;1.85579;0.92383;0.91287;
2.14102;1.77947;0.84634;1.6635;0.981;1.81865;1.18686;1.9336;1.84288;2.74476;1.75173;1.76797;0;1.82313;1.55465;1.8076;1.9424;1.7805;2.51715;1.0568;
2.84636;1.90993;0.97679;1.92524;2.5193;1.9491;2.72516;3.4719;1.97333;0.98004;1.88218;1.89843;1.82313;0;1.94565;1.93805;1.96559;1.91095;2.82226;1.18726;
1.73367;1.90199;0.96886;1.25615;0.57365;1.94117;0.77951;1.52625;1.9654;2.52061;1.52472;1.88633;1.55465;1.94565;0;1.55139;1.53506;1.90302;0.9625;1.17932;
2.13777;1.89439;0.96126;1.66024;0.97774;1.93357;1.1836;1.93034;1.9578;2.85967;1.86664;1.88289;1.8076;1.93805;1.55139;0;1.93915;1.89541;2.51389;1.17172;
2.12143;3.05786;2.50392;1.64391;0.96141;3.08528;1.16727;1.914;3.11923;0.98555;1.91247;3.42139;1.9424;1.96559;1.53506;1.93915;0;1.94981;2.49756;2.71438;
2.80372;1.86729;0.93416;1.8826;2.47667;1.90647;2.68253;3.42926;1.9307;0.96426;1.83954;1.85579;1.7805;1.91095;1.90302;1.89541;1.94981;0;2.77962;1.14462;
2.69617;2.7786;1.84547;2.21865;1.53615;2.81778;1.74201;2.48875;2.84201;3.48311;2.48722;0.92383;2.51715;2.82226;0.9625;2.51389;2.49756;2.77962;0;1.8367;
2.08003;1.1436;0.21046;1.15891;1.75297;1.18277;1.95883;2.70557;1.207;2.10888;1.11585;0.91287;1.0568;1.18726;1.17932;1.17172;2.71438;1.14462;1.8367;0;
