0;1.93522;0.96403;1.90447;2.91727;1.8912;0.95807;1.49999;1.60523;1.94539;1.89995;1.82287;1.95807;1.94829;1.93038;1.86764;1.87966;1.78451;1.76566;1.91222;2.83778;2.78245;1.93617;2.75422;2.77415;2.80197;2.76775;1.95461;2.80255;2.74745;2.75635;2.55253;2.75097;2.55803;1.86346;2.07017;2.76913;1.88455;2.65881;1.80441;1.92073;1.88225;1.87748;3.48457;1.93741;1.93495;1.94602;1.94051;1.93486;1.94054;2.12671;1.92693;1.95027;1.92206;3.74871;1.88787;1.89222;1.67851;1.84628;1.93371;1.14441;1.16408;1.16853;1.8076;1.95627;3.47003;
1.93522;0;0.9811;1.92355;2.93636;1.91028;0.97715;1.51908;1.62431;1.96447;1.91702;1.84195;1.97715;1.96737;1.94946;1.88672;1.89674;1.80359;1.78475;1.9313;2.85687;2.79952;1.95525;2.77331;2.79122;2.81905;2.78482;1.97369;2.81962;2.76452;2.77342;2.57161;2.77005;2.57711;1.88254;2.08926;2.78822;1.90363;2.67789;1.82349;1.9378;1.90134;1.89657;3.50366;1.9565;1.95403;1.96511;1.9596;1.95394;1.95962;2.14579;1.94601;1.96935;1.94114;3.76779;1.90695;1.91131;1.69759;1.86537;1.95279;1.16349;1.18317;1.18761;1.82668;1.97535;3.48911;
0.96403;0.9811;0;0.97996;2.80203;0.93643;1.37765;0.83573;0.94795;2.36497;0.93592;1.85972;1.48053;0.99125;2.34997;2.27228;0.91563;1.68639;2.18525;0.97035;1.89233;1.81842;2.35576;2.81709;1.81012;1.83794;1.80372;2.37419;1.83852;1.78342;1.79232;1.85342;1.90687;1.88963;2.28304;2.48976;2.81251;2.30414;1.952;2.22399;0.9567;0.95047;1.87326;2.70954;2.357;2.35453;2.36561;2.3601;2.35445;2.36013;2.54629;2.05418;2.36986;2.34164;2.90461;2.30746;2.31181;2.0981;2.26587;2.35329;1.56399;1.58367;1.58812;2.22719;1.87209;2.77092;
1.90447;1.92355;0.97996;0;1.93274;1.87953;0.9464;1.48833;1.59356;1.93372;1.91588;1.8112;1.9464;1.93662;1.91871;1.85597;1.8956;1.77284;1.754;1.90055;2.82612;2.79838;1.9245;2.74256;2.79008;2.80515;2.78368;1.94294;2.81848;2.76338;2.77228;2.54086;2.7393;2.54636;1.85179;2.05851;2.75747;1.87288;2.64714;1.79274;1.93666;1.87059;1.86582;3.47291;1.92575;1.92328;1.93436;1.92885;1.92319;1.92887;2.11504;1.91526;1.9386;1.91039;3.73704;1.8762;1.88056;1.66684;1.83462;1.92204;1.13274;1.15242;1.15686;1.79593;0.97173;3.45836;
2.91727;2.93636;2.80203;1.93274;0;1.89666;1.95921;2.50113;1.9281;1.94792;1.8983;1.85163;2.45953;1.95147;2.93152;2.86878;2.91518;2.66539;2.7668;2.91336;0.9097;1.9805;2.93731;2.81384;2.7725;2.80032;2.7661;1.97402;2.8009;2.7458;2.7547;0.9808;3.75211;2.68931;2.8646;3.07131;2.80925;2.88569;3.65995;2.80555;1.84533;2.88339;1.87;2.90582;2.93855;2.93609;1.94936;2.94165;2.936;2.94168;3.12785;2.92807;2.95141;2.9232;3.81384;2.88901;2.89336;2.67965;1.9036;2.93485;2.14555;2.16522;2.16967;2.80874;0.96101;1.8983;
1.8912;1.91028;0.93643;1.87953;1.89666;0;0.93313;1.47506;1.5803;1.92045;1.87235;1.79794;1.93313;1.92335;1.90545;1.8427;1.85206;1.75958;1.74073;1.88728;1.89712;2.75485;1.91124;1.88066;2.74655;2.77437;2.74015;1.92967;2.77495;2.71985;2.72875;1.89962;2.72603;1.86693;1.83852;2.04524;1.87608;1.85962;2.63388;1.77947;1.89313;1.85732;0.93682;2.79347;1.91248;1.91001;1.92109;1.91558;1.90993;1.91561;2.10177;1.90199;1.92534;1.89712;2.88066;1.86294;1.86729;1.65358;1.82135;1.90877;1.11947;1.13915;1.1436;1.78267;0.93565;2.79983;
0.95807;0.97715;1.37765;0.9464;1.95921;0.93313;0;0.54193;0.64716;0.98732;1.7886;0.8648;1;0.99022;0.97231;0.90957;0.95597;0.82644;0.8076;0.95415;1.87972;2.59416;0.9781;1.79616;1.99474;1.85875;2.6564;0.99654;2.6912;1.99474;1.99624;1.59446;1.7929;1.59996;0.90539;1.11211;1.81107;0.92648;1.70074;0.84634;2.33435;0.92419;0.91942;2.52651;0.97935;0.97688;0.98796;0.98245;0.97679;0.98247;1.16864;0.96886;0.9922;0.96399;2.79064;0.9298;0.93416;0.72044;0.88822;0.97564;0.18634;0.20602;0.21046;0.84953;0.9982;2.51196;
1.49999;1.51908;0.83573;1.48833;2.50113;1.47506;0.54193;0;1.18909;1.52925;1.77165;1.40673;1.54193;1.53215;1.51424;1.4515;1.4979;1.36837;1.34952;1.49608;2.42164;2.65415;1.52003;2.33808;2.53667;2.40067;2.63945;1.53847;2.67425;2.53667;2.53817;2.13639;2.33483;2.14189;1.44732;1.65403;2.353;1.46841;2.24267;1.38827;1.79243;1.46611;1.46134;3.06843;1.52128;1.51881;1.52988;1.52437;1.51872;1.5244;1.71057;1.51079;1.53413;1.50592;3.33257;1.47173;1.47608;1.26237;1.43015;1.51757;0.72827;0.74794;0.75239;1.39146;1.54013;3.05389;
1.60523;1.62431;0.94795;1.59356;1.9281;1.5803;0.64716;1.18909;0;1.63448;1.8648;1.51196;1.64716;1.63738;1.61947;1.55673;1.60313;1.47361;1.45476;1.60131;1.947;1.947;1.62527;2.44332;2.6419;2.50591;2.7326;1.6437;2.7674;2.6419;2.6434;0.9473;2.44006;0.9528;1.55255;1.75927;2.45823;1.57364;2.34791;1.4935;1.8784;1.57135;1.56658;1.87934;1.62651;1.62404;1.63512;1.62961;1.62396;1.62964;1.8158;1.61602;1.63936;1.61115;3.4378;1.57697;1.58132;1.3676;1.53538;1.6228;0.8335;0.85318;0.85762;1.4967;1.64536;1.8648;
1.94539;1.96447;2.36497;1.93372;1.94792;1.92045;0.98732;1.52925;1.63448;0;2.77592;1.85212;1.98732;1.97738;1.95963;1.89689;1.94329;1.81376;1.79492;1.94147;2.85762;3.58148;1.96542;2.78348;2.98206;2.84607;3.64372;1.98386;3.67852;2.98206;2.98356;2.58178;2.78022;2.58728;1.89271;2.09943;2.79839;1.9138;2.68806;1.83366;3.32167;1.91151;1.90674;3.51383;1.96667;1.9642;1.97527;1.96977;1.96411;1.96979;2.15596;1.95618;1.97952;1.95131;3.77796;1.91712;1.92148;1.70776;1.87554;1.96296;1.17366;1.19334;1.19778;1.83685;0.98691;3.49928;
1.89995;1.91702;0.93592;1.91588;1.8983;1.87235;1.7886;1.77165;1.8648;2.77592;0;0.9238;0.86838;1.92717;1.83114;1.66013;1.43328;1.07424;1.82098;1.90627;1.9172;0.8825;2.76671;2.82414;0.8742;0.90202;0.8678;1.8457;0.9026;0.8475;0.8564;0.9175;2.84279;1.76148;1.81945;2.71028;2.70065;2.71508;2.88792;1.84938;1.8486;1.88639;1.8803;1.77362;2.76795;2.76548;2.77656;2.77105;2.76539;2.77108;2.8717;1.44203;1.79008;2.75259;3.82414;1.83714;2.72276;1.84277;1.8403;2.76424;1.8894;1.99462;1.99906;2.63814;2.7868;1.835;
1.82287;1.84195;1.85972;1.8112;1.85163;1.79794;0.8648;1.40673;1.51196;1.85212;0.9238;0;0.6079;1.85502;1.57065;1.39965;1.1728;0.81376;1.5605;1.81895;1.87053;1.8063;1.84291;2.66096;1.798;1.46665;1.7916;1.83501;1.8264;1.7713;1.7802;0.87083;2.6577;0.83768;1.55897;1.78648;2.67587;1.79128;2.56555;1.5889;1.7706;1.78899;1.76778;1.76422;1.84415;1.84168;1.85276;1.84725;1.84159;1.84728;1.9479;1.18155;1.5296;1.82879;3.65544;1.57666;1.79896;1.58229;1.75302;1.84044;0.9656;1.07082;1.07526;1.71434;1.863;1.77058;
1.95807;1.97715;1.48053;1.9464;2.45953;1.93313;1;1.54193;1.64716;1.98732;0.86838;0.6079;0;1.99022;0.96275;0.79175;0.5649;0.20586;0.9526;1.95415;2.47843;1.75088;1.9781;2.79616;1.74258;0.85875;1.73618;1.99654;1.77098;1.71588;1.72478;1.47873;2.7929;1.44558;0.95107;2.11211;2.81107;1.92648;2.70074;0.981;2.3785;1.92419;1.91942;2.37212;1.97935;1.97688;1.98796;1.98245;1.97679;1.98247;2.16864;0.57365;0.9217;1.96399;3.79064;0.96876;1.93416;0.97439;1.88822;1.97564;1.18634;1.20602;1.21046;1.84953;1.9982;2.37848;
1.94829;1.96737;0.99125;1.93662;1.95147;1.92335;0.99022;1.53215;1.63738;1.97738;1.92717;1.85502;1.99022;0;1.96253;1.89979;1.90688;1.81666;1.79782;1.94437;2.86117;2.80967;1.96832;2.78638;2.80137;2.82919;2.79497;1.98676;2.82977;2.77467;2.78357;2.58468;2.78312;2.59018;1.89561;2.10233;2.80129;1.9167;2.69096;1.83656;1.94795;1.91441;1.90964;3.51673;1.96957;1.9671;1.97818;1.97267;1.96701;1.97269;2.15886;1.95908;1.98242;1.95421;3.78086;1.92002;1.92438;1.71066;1.87844;1.96586;1.17656;1.19624;1.20068;1.83975;0.99046;3.50218;
1.93038;1.94946;2.34997;1.91871;2.93152;1.90545;0.97231;1.51424;1.61947;1.95963;1.83114;1.57065;0.96275;1.96253;0;1.7545;1.52765;1.16861;1.77991;1.92646;2.85203;2.71364;1.95042;2.76847;2.70534;1.8215;2.69894;1.96885;2.73374;2.67864;2.68754;2.44149;2.76521;2.40833;1.8777;2.08442;2.78338;1.89879;2.67306;1.81865;3.30667;1.8965;1.89173;3.33488;1.95166;1.94919;1.96027;1.95476;1.9491;1.95478;2.14095;1.5364;1.88445;1.9363;3.76295;1.90211;1.90647;1.69275;1.86053;1.94795;1.15865;1.17833;1.18277;1.82185;1.97051;3.34123;
1.86764;1.88672;2.27228;1.85597;2.86878;1.8427;0.90957;1.4515;1.55673;1.89689;1.66013;1.39965;0.79175;1.89979;1.7545;0;1.35665;0.99761;1.71716;1.86372;2.78928;2.54263;1.88767;2.70573;2.53433;1.6505;2.52793;1.90611;2.56273;2.50763;2.51653;2.27048;2.70247;2.23733;1.74282;2.02168;2.72064;1.83605;2.61031;1.75591;3.17026;1.83376;1.82898;3.16387;1.88892;1.88645;1.89753;1.89202;1.88636;1.89204;2.07821;1.3654;1.71345;1.87356;3.70021;1.76051;1.84372;1.63001;1.79779;1.88521;1.09591;1.11559;1.12003;1.7591;1.90777;3.17023;
1.87966;1.89674;0.91563;1.8956;2.91518;1.85206;0.95597;1.4979;1.60313;1.94329;1.43328;1.1728;0.5649;1.90688;1.52765;1.35665;0;0.77076;1.5175;1.88598;2.80797;2.31578;1.93407;2.75213;2.30748;1.42365;2.30108;1.95251;2.33588;2.28078;2.28968;2.04363;2.74887;2.01048;1.51597;2.06808;2.76704;1.88245;2.65671;1.5459;1.87233;1.86611;1.87539;2.93702;1.93532;1.93285;1.94393;1.93842;1.93276;1.93844;2.12461;1.13855;1.4866;1.91996;3.74661;1.53366;1.89013;1.53929;1.84419;1.93161;1.14231;1.16199;1.16643;1.8055;1.95417;2.94338;
1.78451;1.80359;1.68639;1.77284;2.66539;1.75958;0.82644;1.36837;1.47361;1.81376;1.07424;0.81376;0.20586;1.81666;1.16861;0.99761;0.77076;0;1.15846;1.78059;2.68429;1.95674;1.80455;2.6226;1.94844;1.06461;1.94204;1.82298;1.97684;1.92174;1.93064;1.68459;2.61934;1.65144;1.15693;1.93855;2.63751;1.75293;2.52719;1.18686;2.58436;1.75063;1.74586;2.57798;1.80579;1.80332;1.8144;1.80889;1.80324;1.80892;1.99508;0.77951;1.12756;1.79043;3.61708;1.17462;1.7606;1.18025;1.71466;1.80208;1.01278;1.03246;1.03691;1.67598;1.82464;2.58434;
1.76566;1.78475;2.18525;1.754;2.7668;1.74073;0.8076;1.34952;1.45476;1.79492;1.82098;1.5605;0.9526;1.79782;1.77991;1.71716;1.5175;1.15846;0;1.76175;2.68731;2.70348;1.7857;2.60375;2.69518;1.81134;2.68878;1.80414;2.72358;2.66848;2.67738;2.40206;2.6005;2.39818;1.71298;1.9197;2.61866;1.73408;2.50834;1.65394;3.14195;1.73178;1.72701;3.32472;1.78694;1.78448;1.79555;1.79004;1.78439;1.79007;1.97624;1.52625;1.7998;1.77158;3.59824;1.7374;1.74175;1.52804;1.69581;1.78323;0.99394;1.01361;1.01806;1.65713;1.8058;3.31956;
1.91222;1.9313;0.97035;1.90055;2.91336;1.88728;0.95415;1.49608;1.60131;1.94147;1.90627;1.81895;1.95415;1.94437;1.92646;1.86372;1.88598;1.78059;1.76175;0;2.83387;2.78877;1.70429;2.69809;2.78047;2.80829;2.77407;1.95069;2.80887;2.75377;2.76267;2.54861;0.9911;2.55411;1.85954;2.06626;2.76522;1.85752;0.98165;1.80049;1.92705;0.94827;1.87357;3.48066;1.9335;1.93103;1.94211;1.9366;1.93094;1.93662;2.12279;1.92301;1.94635;1.91814;1.98884;1.88395;1.88831;1.67459;1.84237;1.92979;1.14049;1.16017;1.16461;1.80368;1.95235;3.46611;
2.83778;2.85687;1.89233;2.82612;0.9097;1.89712;1.87972;2.42164;1.947;2.85762;1.9172;1.87053;2.47843;2.86117;2.85203;2.78928;2.80797;2.68429;2.68731;2.83387;0;1.9994;2.85782;1.90414;2.7914;2.81922;2.785;1.99292;2.8198;2.7647;2.7736;0.9997;3.67262;1.86856;2.7851;2.81736;1.89955;2.8062;3.58046;2.72606;0.93563;2.8039;0.9603;2.7951;2.85906;2.8566;2.85906;2.71785;2.85651;2.86219;2.74956;2.84858;2.87192;2.8437;2.90414;2.80952;2.81387;2.60016;1.9225;2.85535;2.06606;2.08573;2.09018;2.72925;1.87071;1.9172;
2.78245;2.79952;1.81842;2.79838;1.9805;2.75485;2.59416;2.65415;1.947;3.58148;0.8825;1.8063;1.75088;2.80967;2.71364;2.54263;2.31578;1.95674;2.70348;2.78877;1.9994;0;3.57227;2.90634;1.7567;1.78452;1.7503;1.99292;1.7851;1.73;1.7389;0.9997;3.72529;1.85186;2.70195;2.80066;1.85235;3.52064;3.77042;2.73188;1.9308;2.76889;1.9625;0.92532;3.57351;3.57104;3.58212;3.57661;3.57096;3.57664;3.75176;2.32453;2.67258;3.55815;3.90634;2.71964;3.52832;2.72527;1.9225;3.5698;2.7719;2.80018;2.80462;3.4437;2.94151;1.9172;
