0;0.93979;1.29557;0.83573;0.93592;1.84252;1.76792;1.16002;1.72492;0.95416;1.59057;0.97373;1.83794;2.85444;2.21721;2.07272;2.08172;2.09241;2.09524;2.12143;1.87123;0.66785;1.49229;
0.93979;0;0.91476;1.45669;1.80916;1.86321;1.77957;1.94707;1.87073;1.74121;1.20976;1.72236;1.71205;1.91465;1.83641;1.78151;1.90697;1.81572;1.80139;1.87875;0.93144;1.54248;1.11149;
1.29557;0.91476;0;0.54193;0.8944;0.94844;0.8648;1.0323;0.95597;0.82644;0.295;0.8076;0.79729;1.89466;0.92164;0.86675;0.9922;0.90096;0.88663;0.96399;1.8462;0.62772;0.19672;
0.83573;1.45669;0.54193;0;1.43632;1.49037;1.40673;1.57423;1.4979;1.36837;0.83693;1.34952;1.33922;2.43658;1.46357;1.40867;1.53413;1.44288;1.42856;1.50592;2.38813;1.16965;0.73865;
0.93592;1.80916;0.8944;1.43632;0;1.55088;1.47628;0.86838;1.43328;1.07424;1.1894;1.70199;0.90202;2.78905;1.81604;1.76114;1.79008;1.79535;1.78102;1.82979;2.7406;1.52212;1.09112;
1.84252;1.86321;0.94844;1.49037;1.55088;0;1.2904;0.6825;1.2474;0.88836;1.24344;1.6351;1.54125;2.8431;1.87009;1.59519;1.6042;1.61488;1.61772;1.64391;2.79465;1.57616;1.14517;
1.76792;1.77957;0.8648;1.40673;1.47628;1.2904;0;0.6079;1.1728;0.81376;1.1598;1.5605;1.46665;2.75946;1.78645;1.52059;1.5296;1.54028;1.54312;1.56931;2.711;1.49252;1.06153;
1.16002;1.94707;1.0323;1.57423;0.86838;0.6825;0.6079;0;0.5649;0.20586;0.79847;0.9526;0.85875;2.92696;1.95395;0.91269;0.9217;0.93238;0.93522;0.96141;2.87851;1.66002;1.22903;
1.72492;1.87073;0.95597;1.4979;1.43328;1.2474;1.1728;0.5649;0;0.77076;1.25097;1.5175;1.42365;2.85063;1.87762;1.47759;1.4866;1.49728;1.50012;1.52631;2.80217;1.58369;1.15269;
0.95416;1.74121;0.82644;1.36837;1.07424;0.88836;0.81376;0.20586;0.77076;0;1.00433;1.15846;1.06461;2.7211;1.74809;1.11855;1.12756;1.13824;1.14108;1.16727;2.67265;1.45416;1.02317;
1.59057;1.20976;0.295;0.83693;1.1894;1.24344;1.1598;0.79847;1.25097;1.00433;0;1.1026;1.09229;2.18966;1.21664;1.16175;1.2872;1.19596;1.18163;1.25899;2.1412;0.92272;0.49172;
0.97373;1.72236;0.8076;1.34952;1.70199;1.6351;1.5605;0.9526;1.5175;1.15846;1.1026;0;1.60488;2.70225;1.72924;1.67434;1.7998;1.70855;1.69423;1.77158;2.6538;1.43532;1.00432;
1.83794;1.71205;0.79729;1.33922;0.90202;1.54125;1.46665;0.85875;1.42365;1.06461;1.09229;1.60488;0;2.69194;1.71893;1.66403;1.78045;1.69824;1.68392;1.76128;2.64349;1.42501;0.99401;
2.85444;1.91465;1.89466;2.43658;2.78905;2.8431;2.75946;2.92696;2.85063;2.7211;2.18966;2.70225;2.69194;0;0.97301;2.7614;2.88686;2.79561;2.78128;2.85864;0.98321;2.52238;1.77681;
2.21721;1.83641;0.92164;1.46357;1.81604;1.87009;1.78645;1.95395;1.87762;1.74809;1.21664;1.72924;1.71893;0.97301;0;1.78839;1.91385;1.8226;1.80827;1.88563;1.95622;1.54936;0.8038;
2.07272;1.78151;0.86675;1.40867;1.76114;1.59519;1.52059;0.91269;1.47759;1.11855;1.16175;1.67434;1.66403;2.7614;1.78839;0;1.83439;1.7677;1.75338;1.83073;2.71295;1.49447;1.06347;
2.08172;1.90697;0.9922;1.53413;1.79008;1.6042;1.5296;0.9217;1.4866;1.12756;1.2872;1.7998;1.78045;2.88686;1.91385;1.83439;0;1.85408;1.85692;1.88311;2.8384;1.61992;1.18893;
2.09241;1.81572;0.90096;1.44288;1.79535;1.61488;1.54028;0.93238;1.49728;1.13824;1.19596;1.70855;1.69824;2.79561;1.8226;1.7677;1.85408;0;1.78758;1.86494;2.74716;1.52868;1.09768;
2.09524;1.80139;0.88663;1.42856;1.78102;1.61772;1.54312;0.93522;1.50012;1.14108;1.18163;1.69423;1.68392;2.78128;1.80827;1.75338;1.85692;1.78758;0;1.85062;2.73283;1.51435;1.08335;
2.12143;1.87875;0.96399;1.50592;1.82979;1.64391;1.56931;0.96141;1.52631;1.16727;1.25899;1.77158;1.76128;2.85864;1.88563;1.83073;1.88311;1.86494;1.85062;0;2.81019;1.59171;1.16071;
1.87123;0.93144;1.8462;2.38813;2.7406;2.79465;2.711;2.87851;2.80217;2.67265;2.1412;2.6538;2.64349;0.98321;1.95622;2.71295;2.8384;2.74716;2.73283;2.81019;0;2.47392;2.04293;
0.66785;1.54248;0.62772;1.16965;1.52212;1.57616;1.49252;1.66002;1.58369;1.45416;0.92272;1.43532;1.42501;2.52238;1.54936;1.49447;1.61992;1.52868;1.51435;1.59171;2.47392;0;0.82444;
1.49229;1.11149;0.19672;0.73865;1.09112;1.14517;1.06153;1.22903;1.15269;1.02317;0.49172;1.00432;0.99401;1.77681;0.8038;1.06347;1.18893;1.09768;1.08335;1.16071;2.04293;0.82444;0;
