0;1.89803;0.9611;1.8731;1.85473;0.93997;1.58713;1.93646;1.92729;1.83436;2.83276;1.58427;1.9091;1.80477;1.93997;1.76829;1.84954;1.87673;1.76641;1.74756;1.89412;2.71686;2.76845;1.50594;1.93111;2.70856;1.73726;1.83359;1.91725;1.93651;2.61672;2.72771;2.82055;1.92508;2.91368;1.88309;2.53993;2.5371;2.62717;2.50902;1.78631;1.7496;1.79661;1.86415;1.85938;1.84254;1.89508;1.80671;1.92792;1.91676;1.92244;1.92302;1.90883;1.93217;1.90122;1.84092;1.90396;1.93952;1.85537;1.87171;1.87412;3.46247;1.91561;1.12631;1.61327;1.15043;0.95885;1.62697;1.13669;1.17077;
1.89803;0;0.96403;1.8912;1.87283;0.95807;1.60523;1.95456;1.94539;1.85246;2.85086;1.60237;1.9272;1.82287;1.95807;1.78639;1.86764;1.87966;1.78451;1.76566;1.91222;2.73496;2.78655;1.52404;1.94921;2.72666;1.75536;1.85169;1.93535;1.95461;2.63482;2.74581;2.83865;1.94318;2.93178;1.90119;2.55803;2.5552;2.64527;2.52712;1.80441;1.7677;1.81471;1.88225;1.87748;1.86064;1.91318;1.82481;1.94602;1.93486;1.94054;1.94112;1.92693;1.95027;1.91932;1.85902;1.92206;1.95762;1.87347;1.88981;1.89222;3.48057;1.93371;1.14441;1.63137;1.16853;0.96106;1.64507;1.15479;1.18887;
0.9611;0.96403;0;0.93643;0.93979;1.51514;2.1623;2.51163;2.50246;0.93592;1.93432;0.87083;2.48427;1.85972;1.8043;0.92275;2.42471;0.91563;2.01016;0.97373;0.97035;1.81842;3.34362;2.08111;2.50629;1.81012;1.83794;2.40876;2.49242;0.9978;1.78342;1.85342;1.90687;2.50025;1.99513;2.45826;1.88963;2.83842;1.8827;2.77329;2.36148;2.32477;0.9567;0.95047;2.43456;2.41771;2.47025;2.38189;2.5031;2.49193;2.49761;2.4982;2.37795;2.50734;2.47639;2.41609;2.47913;2.51469;2.43054;2.44689;2.44929;2.77622;2.49078;1.70148;2.18844;1.7256;1.87123;0.8284;1.71186;1.74594;
1.8731;1.8912;0.93643;0;1.8479;0.93313;1.5803;1.92962;1.92045;1.82753;2.82593;1.57744;1.90227;1.79794;1.93313;1.76146;1.8427;1.85206;1.75958;1.74073;1.88728;2.71003;2.76162;1.4991;1.92428;2.70173;1.73042;1.82676;1.91042;1.92967;2.60989;2.72087;2.81372;1.91825;2.90685;1.87626;2.5331;2.53027;2.62034;2.50218;1.77947;1.74276;1.78977;1.85732;1.85255;1.83571;1.88824;1.79988;1.92109;1.90993;1.91561;1.91619;1.90199;1.92534;1.89439;1.83409;1.89712;1.93268;1.84853;1.86488;1.86729;3.45564;1.90877;1.11947;1.60643;1.1436;0.93565;1.62013;1.12986;1.16393;
1.85473;1.87283;0.93979;1.8479;0;0.91476;1.56193;1.91125;1.90208;1.80916;2.80756;1.55907;1.8839;1.77957;1.91476;1.74309;1.82433;1.85543;1.74121;1.72236;1.86891;2.69166;2.74325;1.48074;1.90591;2.68336;1.71205;1.80839;1.89205;1.9113;2.59152;2.7025;2.79535;1.89988;2.88848;1.85789;2.51473;2.5119;2.60197;2.48381;1.7611;1.72439;1.7714;1.83895;1.83418;1.81734;1.86987;1.78151;1.90272;1.89156;1.89724;1.89782;1.88362;1.90697;1.87602;1.81572;1.87875;1.91431;1.83016;1.84651;1.84892;3.43727;1.8904;1.1011;1.58806;1.12523;0.93144;1.60176;1.11149;1.14556;
0.93997;0.95807;1.51514;0.93313;0.91476;0;0.64716;0.99649;0.98732;0.8944;1.8928;0.64431;0.96913;0.8648;1;0.82833;0.90957;0.95597;0.82644;0.8076;0.95415;1.7769;1.82848;0.56597;0.99115;1.7686;0.79729;0.89362;0.97728;0.99654;1.67675;1.78774;1.88059;0.98511;1.97371;0.94313;1.59996;1.59713;1.6872;1.56905;0.84634;0.80963;0.85664;0.92419;0.91942;0.90257;0.95511;0.86675;0.98796;0.97679;0.98247;0.98306;0.96886;0.9922;0.96126;0.90096;0.96399;0.99955;0.9154;0.93175;0.93416;2.5225;0.97564;0.18634;0.6733;0.21046;0.9982;0.687;0.19672;0.2308;
1.58713;1.60523;2.1623;1.5803;1.56193;0.64716;0;1.64365;1.63448;1.54156;2.53996;1.29147;1.61629;1.51196;1.64716;1.47549;1.55673;1.60313;1.47361;1.45476;1.60131;2.42406;2.47565;1.21313;1.63831;2.41576;1.44445;1.54079;1.62444;1.6437;2.32391;2.4349;2.52775;1.63228;2.62088;1.59029;0.9528;1.9016;2.33436;2.21621;1.4935;1.45679;1.5038;1.57135;1.56658;1.54974;1.60227;1.51391;1.63512;1.62396;1.62964;1.63022;1.61602;1.63936;1.60842;1.54812;1.61115;1.64671;1.56256;1.57891;1.58132;1.87534;1.6228;0.8335;1.32046;0.85762;1.64536;1.33416;0.84389;0.87796;
1.93646;1.95456;2.51163;1.92962;1.91125;0.99649;1.64365;0;1.98381;1.89088;0.9986;1.6408;1.96562;1.86129;1.99649;1.82481;1.90606;1.95246;1.82293;1.80409;1.95064;2.77338;2.82497;1.56246;1.98764;2.76508;1.79378;1.89011;1.97377;1.99303;2.67324;2.78423;2.87708;1.9816;2.9702;1.93961;2.59645;2.59362;2.68369;2.56554;1.84283;1.80612;1.85313;1.92068;1.91591;1.89906;1.9516;1.86324;1.98445;1.97328;1.97896;1.97955;1.96535;1.98869;1.95774;1.89744;1.96048;1.99604;1.91189;1.92824;1.93064;3.51899;1.97213;1.18283;1.66979;1.20695;1.99469;1.68349;1.19321;1.22729;
1.92729;1.94539;2.50246;1.92045;1.90208;0.98732;1.63448;1.98381;0;1.88171;2.88011;1.63163;1.95645;1.85212;1.98732;1.81565;1.89689;1.94329;1.81376;1.79492;1.94147;2.76421;2.8158;1.55329;1.97767;2.75591;1.78461;1.88094;1.9646;1.98386;2.66407;2.77506;2.86791;1.97243;2.96103;1.93044;2.58728;2.58445;2.67452;2.55637;1.83366;1.79695;1.84396;1.91151;1.90674;1.88989;1.94243;1.85407;1.97528;1.96411;1.96979;1.97038;1.95618;1.97952;1.94857;1.88827;1.95131;1.98687;1.90272;1.91907;1.92148;3.50982;1.96296;1.17366;1.66062;1.19778;0.98691;1.67432;1.18404;1.21812;
1.83436;1.85246;0.93592;1.82753;1.80916;0.8944;1.54156;1.89088;1.88171;0;0.9984;1.5387;1.62602;0.9238;0.86838;1.72272;1.66013;1.85037;1.07424;1.70199;1.84855;0.8825;2.72288;1.46037;1.88554;0.8742;0.90202;1.78802;1.87168;1.89094;0.8475;0.9175;2.77498;1.87951;2.86811;1.83752;1.76148;2.49153;1.7462;2.46345;1.74074;1.70402;1.75104;1.81858;1.81381;1.77362;1.84951;1.76114;1.88235;1.87119;1.87687;1.87745;1.44203;1.8866;1.84613;1.79535;1.85838;1.89395;1.8098;1.82614;1.82855;1.8403;1.87003;1.08074;1.5677;1.10486;1.8926;1.5814;1.09112;1.1252;
