1.77444;2.01877;1.71205;0.79729;1.44445;1.69168;1.61638;1.54125;1.46665;0.85875;1.78751;1.7696;1.42365;1.06461;1.36326;0;1.75559;1.72148;1.78525;1.77976;1.78035;1.68392;1.51773;0.98363;2.35475;
1.93545;2.10333;1.87307;0.9583;1.60546;1.81169;1.70094;1.62581;1.55121;0.94331;1.94852;1.93061;1.50821;1.14917;1.52427;1.75559;0;1.88249;1.94626;1.94078;1.94136;1.84493;1.67874;1.14464;2.43931;
1.90134;0.95047;1.83895;0.92419;1.57135;1.81858;1.89332;1.87263;1.78899;1.92419;1.91441;1.8965;1.86611;1.75063;1.49016;1.72148;1.88249;0;1.91214;1.90666;1.90724;1.81082;1.64463;1.11053;2.67709;
1.96511;2.52078;1.90272;0.98796;1.63512;1.88235;1.95709;1.9364;1.85276;1.98796;1.97818;1.96027;1.94393;1.8144;1.55393;1.78525;1.94626;1.91214;0;1.97043;1.97101;1.87459;1.7084;1.1743;0.99073;
1.95962;2.51529;1.89724;0.98247;1.62964;1.87687;1.95161;1.93092;1.84728;1.98247;1.97269;1.95478;1.93844;1.80892;1.54844;1.77976;1.94078;1.90666;1.97043;0;1.96551;1.8691;1.70292;1.16881;0.9824;
1.96021;2.51588;1.89782;0.98306;1.63022;1.87745;1.95219;1.9315;1.84786;1.98306;1.97328;1.95537;1.93903;1.8095;1.54903;1.78035;1.94136;1.90724;1.97101;1.96551;0;1.86969;1.7035;0.9823;0.98311;
1.86378;2.09524;1.80139;0.88663;1.53379;1.78102;1.69285;1.61772;1.54312;0.93522;1.87685;1.85894;1.50012;1.14108;1.4526;1.68392;1.84493;1.81082;1.87459;1.8691;1.86969;0;1.60707;1.07297;2.43122;
1.69759;2.13441;1.63521;0.72044;1.3676;1.61484;1.68957;1.65689;1.58229;0.97439;1.71066;1.69275;1.53929;1.18025;1.28641;1.51773;1.67874;1.64463;1.7084;1.70292;1.7035;1.60707;0;0.90678;2.47039;
1.16349;1.71916;1.1011;0.18634;0.8335;1.08074;1.15547;1.13478;1.05114;1.18634;1.17656;1.15865;1.14231;1.01278;0.75231;0.98363;1.14464;1.11053;1.1743;1.16881;0.9823;1.07297;0.90678;0;1.93924;
2.73005;2.65602;2.66767;1.7529;2.40006;2.36438;2.25363;2.1785;0.8881;1.496;2.74312;2.72521;2.0609;1.70186;2.31887;2.35475;2.43931;2.67709;0.99073;0.9824;0.98311;2.43122;2.47039;1.93924;0;
