0;1.8731;0.93997;1.83436;1.80477;2.596;2.70856;1.73726;1.91725;2.12321;2.69076;2.75186;3.11671;2.02135;3.63566;2.11757;2.57857;2.57577;2.59838;1.12631;1.61327;2.91755;0.95885;3.66936;1.13669;1.17077;
1.8731;0;0.93313;1.82753;1.79794;2.58917;2.70173;1.73042;1.91042;2.11637;2.68393;2.74503;3.10987;2.01451;3.62883;2.11073;2.57173;2.56893;2.59155;1.11947;1.60643;2.91071;0.93565;3.66253;1.12986;1.16393;
0.93997;0.93313;0;0.8944;0.8648;1.65604;1.7686;0.79729;0.97728;1.18324;1.7508;1.8119;2.17674;1.08138;2.6957;1.1776;1.6386;1.6358;1.65841;0.18634;0.6733;1.97758;1.86879;2.7294;0.19672;0.2308;
1.83436;1.82753;0.8944;0;0.9238;1.76077;0.8742;0.90202;1.87168;1.8561;0.8564;0.9175;2.7764;1.97578;1.8013;2.072;2.533;2.33442;2.55281;1.08074;1.5677;2.8461;2.76318;1.835;1.09112;1.1252;
1.80477;1.79794;0.8648;0.9238;0;2.43875;1.798;1.66209;1.84208;2.04804;1.7802;1.8413;3.04154;1.94618;2.7251;1.89066;1.8679;1.8651;1.88771;1.05114;0.9026;2.84238;2.73359;2.7588;1.06153;1.0956;
2.596;2.58917;1.65604;1.76077;2.43875;0;2.63497;0.85875;2.63332;2.83928;2.61717;2.67827;3.83278;2.73742;3.56207;2.52421;2.50145;0.57365;2.52126;1.84238;1.53615;3.48385;3.52482;3.59577;1.51575;1.88684;
2.70856;2.70173;1.7686;0.8742;1.798;2.63497;0;1.77622;2.74588;0.9982;1.7306;1.7917;1.9917;2.84998;2.6755;2.9462;2.9706;3.20862;2.97248;1.95494;2.4419;1.9882;3.63738;2.7092;1.96532;1.9994;
1.73726;1.73042;0.79729;0.90202;1.66209;0.85875;1.77622;0;1.77457;1.98053;1.75842;1.81952;2.97403;1.87867;2.70332;1.97489;2.43589;1.4324;2.4557;0.98363;1.47059;2.77487;2.66608;2.73702;0.657;1.02809;
1.91725;1.91042;0.97728;1.87168;1.84208;2.63332;2.74588;1.77457;0;2.16052;2.72808;2.78918;3.15402;2.05866;3.67298;2.15488;2.61588;2.61308;2.6357;1.16362;1.65058;2.95486;0.98321;3.70668;1.17401;1.20808;
2.12321;2.11637;1.18324;1.8561;2.04804;2.83928;0.9982;1.98053;2.16052;0;0.9997;0.99322;0.9935;1.8862;1.92432;1.98073;1.9724;2.81904;1.97428;0.9969;1.85654;0.99;3.05203;1.91072;1.37996;1.41404;
2.69076;2.68393;1.7508;0.8564;1.7802;2.61717;1.7306;1.75842;2.72808;0.9997;0;1.7739;1.9932;2.83218;0.9449;2.9284;2.9721;3.19082;2.97398;1.93714;2.4241;1.9897;3.61958;2.6914;1.94752;1.9816;
2.75186;2.74503;1.8119;0.9175;1.8413;2.67827;1.7917;1.81952;2.78918;0.99322;1.7739;0;1.8589;2.87942;0.9311;2.97396;2.96563;3.25192;2.9675;1.99012;2.4852;1.98322;3.68068;0.9175;2.00862;2.0427;
3.11671;3.10987;2.17674;2.7764;3.04154;3.83278;1.9917;2.97403;3.15402;0.9935;1.9932;1.8589;0;2.8797;2.79;2.97423;2.9659;3.81254;2.96778;1.9904;2.85004;1.9835;4.04553;0.9414;2.37346;2.40754;
2.02135;2.01451;1.08138;1.97578;1.94618;2.73742;2.84998;1.87867;2.05866;1.8862;2.83218;2.87942;2.8797;0;3.77708;1.8863;1.8786;2.71718;1.88048;0.89504;1.75468;0.8962;2.95017;3.79692;1.2781;1.31218;
3.63566;3.62883;2.6957;1.8013;2.7251;3.56207;2.6755;2.70332;3.67298;1.92432;0.9449;0.9311;2.79;3.77708;0;3.8733;3.89672;4.13572;3.8986;2.88204;3.369;2.91432;4.56448;1.8486;2.89242;2.9265;
2.11757;2.11073;1.1776;2.072;1.89066;2.52421;2.9462;1.97489;2.15488;1.98073;2.9284;2.97396;2.97423;1.8863;3.8733;0;1.95336;1.95056;1.97317;0.99126;0.98806;0.99073;3.04639;3.89146;1.37432;1.4084;
2.57857;2.57173;1.6386;2.533;1.8679;2.50145;2.9706;2.43589;2.61588;1.9724;2.9721;2.96563;2.9659;1.8786;3.89672;1.95336;0;1.9278;1.95041;1.82494;0.9653;0.9824;3.50739;3.88312;1.83532;1.4078;
2.57577;2.56893;1.6358;2.33442;1.8651;0.57365;3.20862;1.4324;2.61308;2.81904;3.19082;3.25192;3.81254;2.71718;4.13572;1.95056;1.9278;0;1.94761;1.82214;0.9625;2.9102;3.50459;4.16942;1.83252;1.405;
2.59838;2.59155;1.65841;2.55281;1.88771;2.52126;2.97248;2.4557;2.6357;1.97428;2.97398;2.9675;2.96778;1.88048;3.8986;1.97317;1.95041;1.94761;0;1.84475;0.98511;0.98428;3.5272;3.885;1.85514;1.42761;
1.12631;1.11947;0.18634;1.08074;1.05114;1.84238;1.95494;0.98363;1.16362;0.9969;1.93714;1.99012;1.9904;0.89504;2.88204;0.99126;1.82494;1.82214;1.84475;0;0.85964;1.79124;2.05513;2.90762;0.38306;0.41714;
1.61327;1.60643;0.6733;1.5677;0.9026;1.53615;2.4419;1.47059;1.65058;1.85654;2.4241;2.4852;2.85004;1.75468;3.369;0.98806;0.9653;0.9625;0.98511;0.85964;0;1.9477;2.54209;3.4027;0.87002;0.4425;
2.91755;2.91071;1.97758;2.8461;2.84238;3.48385;1.9882;2.77487;2.95486;0.99;1.9897;1.98322;1.9835;0.8962;2.91433;0.99073;0.9824;2.9102;0.98428;1.79124;1.9477;0;3.84637;2.90072;2.1743;2.20838;
0.95885;0.93565;1.86879;2.76318;2.73359;3.52482;3.63738;2.66608;0.98321;3.05203;3.61958;3.68068;4.04553;2.95017;4.56448;3.04639;3.50739;3.50459;3.5272;2.05513;2.54209;3.84637;0;4.59818;2.06551;2.09959;
3.66936;3.66253;2.7294;1.835;2.7588;3.59577;2.7092;2.73702;3.70668;1.91072;2.6914;0.9175;0.9414;3.79692;1.8486;3.89146;3.88312;4.16942;3.885;2.90762;3.4027;2.90072;4.59818;0;2.92612;2.9602;
1.13669;1.12986;0.19672;1.09112;1.06153;1.51575;1.96532;0.657;1.17401;1.37996;1.94752;2.00862;2.37346;1.2781;2.89242;1.37432;1.83532;1.83252;1.85514;0.38306;0.87002;2.1743;2.06551;2.92612;0;0.42752;
1.17077;1.16393;0.2308;1.1252;1.0956;1.88684;1.9994;1.02809;1.20808;1.41404;1.9816;2.0427;2.40754;1.31218;2.9265;1.4084;1.4078;1.405;1.42761;0.41714;0.4425;2.20838;2.09959;2.9602;0.42752;0;
