0;0.96403;1.90447;1.8912;0.95807;1.49999;1.60523;2.11001;1.95807;1.94829;1.93038;1.87966;1.91222;3.61651;2.75422;2.14131;2.83865;2.55803;2.07017;2.76913;2.03945;2.89387;1.80441;1.92073;1.88225;2.82802;3.48457;2.13567;1.94051;1.93486;2.12671;1.92693;2.12861;1.92206;3.75422;1.89222;1.84628;3.74812;1.14441;3.10943;1.16853;1.8076;1.95627;
0.96403;0;0.97996;0.93643;1.37765;0.83573;0.94795;2.08843;1.48053;0.99125;2.34997;0.91563;0.97035;2.67464;2.81709;2.56089;1.90687;1.88963;2.48976;3.18872;2.45903;1.952;2.22399;0.9567;0.95047;1.87326;2.81617;2.55525;2.3601;2.35445;2.54629;2.05418;2.40223;2.34164;2.90461;2.31181;2.26587;2.90267;1.56399;3.38735;1.58812;2.22719;1.87209;
1.90447;0.97996;0;1.87953;0.9464;1.48833;1.59356;2.09834;1.9464;1.93662;1.91871;1.8956;1.90055;3.60484;2.74256;2.12964;2.82699;2.54636;2.05851;2.75747;2.02778;2.8822;1.79274;1.93666;1.87059;2.81636;3.47291;1.96008;1.92885;1.92319;2.11504;1.91526;2.11694;1.91039;3.74256;1.88056;1.83462;3.73646;1.13274;3.09777;1.15686;1.79593;0.97173;
1.8912;0.93643;1.87953;0;0.93313;1.47506;1.5803;2.08507;1.93313;1.92335;1.90545;1.85206;1.88728;2.87446;1.88066;2.11637;2.81372;1.86693;2.04524;2.7442;2.01451;2.86893;1.77947;1.89313;1.85732;0.93682;2.79347;1.92401;1.91558;1.90993;2.10177;1.90199;2.10367;1.89712;2.88066;1.86729;1.82135;2.87456;1.11947;3.0845;1.1436;1.78267;0.93565;
0.95807;1.37765;0.9464;0.93313;0;0.54193;0.64716;1.15194;1;0.99022;0.97231;0.95597;0.95415;2.65844;1.79616;1.18324;1.88059;1.59996;1.11211;1.81107;1.08138;1.9358;0.84634;2.33435;0.92419;1.86996;2.52651;1.1776;0.98245;0.97679;1.16864;0.96886;1.17054;0.96399;2.79616;0.93416;0.88822;2.79006;0.18634;2.15137;0.21046;0.84953;0.9982;
1.49999;0.83573;1.48833;1.47506;0.54193;0;1.18909;1.69387;1.54193;1.53215;1.51424;1.4979;1.49608;3.20037;2.33808;1.72517;2.42251;2.14189;1.65403;2.353;1.62331;2.47773;1.38827;1.79243;1.46611;2.41189;3.06843;1.71953;1.52437;1.51872;1.71057;1.51079;1.71247;1.50592;3.33808;1.47608;1.43015;3.33198;0.72827;2.69329;0.75239;1.39146;1.54013;
1.60523;0.94795;1.59356;1.5803;0.64716;1.18909;0;1.79048;1.64716;1.63738;1.61947;1.60313;1.60131;3.3056;2.44332;1.8304;2.52775;0.9528;1.75927;2.45823;1.72854;2.58296;1.4935;1.88572;1.57135;1.8829;1.87934;1.82476;1.62961;1.62396;1.8158;1.61602;1.8177;1.61115;3.44332;1.58132;1.53538;3.43722;0.8335;2.79853;0.85762;1.4967;1.64536;
2.11001;2.08843;2.09834;2.08507;1.15194;1.69387;1.79048;0;0.6079;2.14216;1.57065;1.1728;2.10609;3.70542;2.71162;1.83501;2.72706;0.83768;1.78648;2.69125;1.86064;3.08774;1.5889;1.7706;2.07613;1.76778;1.76422;1.95686;2.13439;2.12873;1.9479;1.18155;1.5296;2.11593;3.71162;2.0861;1.8873;3.70552;0.9656;2.51471;1.3624;1.8662;2.15014;
1.95807;1.48053;1.9464;1.93313;1;1.54193;1.64716;0.6079;0;1.99022;0.96275;0.5649;1.95415;3.65844;2.79616;2.18324;2.88059;1.44558;2.11211;2.81107;2.08138;2.9358;0.981;2.3785;1.92419;2.37568;2.37212;2.1776;1.98245;1.97679;2.16864;0.57365;0.9217;1.96399;3.79616;1.93416;1.88822;3.79006;1.18634;1.90681;1.21046;1.84953;1.9982;
1.94829;0.99125;1.93662;1.92335;0.99022;1.53215;1.63738;2.14216;1.99022;0;1.96253;1.90688;1.94437;3.64866;2.78638;2.17346;2.87081;2.59018;2.10233;2.80129;2.0716;2.92602;1.83656;1.94795;1.91441;2.86018;3.51673;1.97881;1.97267;1.96701;2.15886;1.95908;2.16076;1.95421;3.78638;1.92438;1.87844;3.78028;1.17656;3.14159;1.20068;1.83975;0.99046;
1.93038;2.34997;1.91871;1.90545;0.97231;1.51424;1.61947;1.57065;0.96275;1.96253;0;1.52765;1.92646;3.63075;2.76847;2.15555;2.8529;2.40833;2.08442;2.78338;2.05369;2.90811;1.81865;3.30667;1.8965;2.84227;3.33488;2.14991;1.95476;1.9491;2.14095;1.5364;1.88445;1.9363;3.76847;1.90647;1.86053;3.76237;1.15865;2.86957;1.18277;1.82185;1.97051;
1.87966;0.91563;1.8956;1.85206;0.95597;1.4979;1.60313;1.1728;0.5649;1.90688;1.52765;0;1.88598;3.59027;2.75213;2.13921;2.82251;2.01048;2.06808;2.76704;2.03735;2.86763;1.5459;1.87233;1.86611;2.78889;2.93702;2.13357;1.93842;1.93276;2.12461;1.13855;1.4866;1.91996;3.75213;1.89013;1.84419;3.74603;1.14231;2.47171;1.16643;1.8055;1.95417;
1.91222;0.97035;1.90055;1.88728;0.95415;1.49608;1.60131;2.10609;1.95415;1.94437;1.92646;1.88598;0;1.70429;2.69809;2.13739;0.9911;2.55411;2.06626;2.76522;1.85752;0.98165;1.80049;1.92705;0.94827;2.82411;3.48066;2.13175;1.9366;1.93094;2.12279;1.92301;2.12469;1.91814;1.98884;1.88831;1.84237;1.9869;1.14049;3.10552;1.16461;1.80368;1.95235;
3.61651;2.67464;3.60484;2.87446;2.65844;3.20037;3.3056;3.70542;3.65844;3.64866;3.63075;3.59027;1.70429;0;0.9938;3.81843;2.69539;2.86774;3.7473;4.46951;3.56181;0.72264;3.50478;3.63134;2.65256;1.93764;3.79428;3.81279;1.80751;1.70579;1.83923;3.6273;3.80573;3.62243;1.9938;3.5926;3.54666;1.9877;2.82153;2.82195;2.82234;3.50797;3.65664;
2.75422;2.81709;2.74256;1.88066;1.79616;2.33808;2.44332;2.71162;2.79616;2.78638;2.76847;2.75213;2.69809;0.9938;0;2.82463;1.9897;1.87394;2.7535;3.60723;2.72277;1.71644;2.6425;2.80686;2.72034;0.94384;2.80048;2.81899;0.81371;2.69959;0.84543;2.76502;2.81193;2.76015;1;2.73031;2.68438;0.9939;1.82773;1.82815;1.82854;2.64569;2.79436;
2.14131;2.56089;2.12964;2.11637;1.18324;1.72517;1.8304;1.83501;2.18324;2.17346;2.15555;2.13921;2.13739;3.81843;2.82463;0;2.75836;0.99733;1.92267;2.84145;1.89194;3.11904;2.02958;1.93026;2.10743;1.92743;1.92388;1.98816;2.16569;2.16003;1.9792;2.1521;1.9811;2.14723;3.7561;2.1174;1.9186;3.75416;0.9969;2.96193;1.3937;1.8975;2.18144;
2.83865;1.90687;2.82699;2.81372;1.88059;2.42251;2.52775;2.72706;2.88059;2.87081;2.8529;2.82251;0.9911;2.69539;1.9897;2.75836;0;3.48055;2.68722;3.60601;0.86642;1.97275;2.72693;2.86357;0.9564;2.93354;4.40709;2.75272;2.80341;2.85738;2.74376;2.84945;2.74566;0.98555;0.99774;0.96426;2.68316;0.9958;1.76146;3.72648;2.09105;2.66206;2.87879;
2.55803;1.88963;2.54636;1.86693;1.59996;2.14189;0.9528;0.83768;1.44558;2.59018;2.40833;2.01048;2.55411;2.86774;1.87394;0.99733;3.48055;0;0.9488;1.85357;2.68134;3.53576;2.42658;0.93292;2.52415;0.9301;0.92654;2.77756;2.58241;2.57676;2.71936;2.01923;2.36728;2.56395;2.87394;2.53412;2.48818;2.86784;1.7863;3.35239;1.81042;2.4495;2.59816;
2.07017;2.48976;2.05851;2.04524;1.11211;1.65403;1.75927;1.78648;2.11211;2.10233;2.08442;2.06808;2.06626;3.7473;2.7535;1.92267;2.68722;0.9488;0;2.77032;1.82081;3.04791;1.95845;1.88172;2.03629;1.8789;1.87534;1.91703;2.09455;2.0889;1.90807;2.08097;1.90997;2.0761;3.68496;2.04626;1.84747;3.68302;0.92577;2.89079;1.32257;1.82637;2.11031;
2.76913;3.18872;2.75747;2.7442;1.81107;2.353;2.45823;2.69125;2.81107;2.80129;2.78338;2.76704;2.76522;4.46951;3.60723;2.84145;3.60601;1.85357;2.77032;0;2.73959;3.74687;2.65741;2.7865;2.73525;2.78367;0.92703;2.83581;2.79351;2.78786;2.82685;2.77993;2.82875;2.77506;4.60375;2.74522;0.92285;4.60113;1.84455;3.80958;2.02153;2.6606;2.80927;
2.03945;2.45903;2.02778;2.01451;1.08138;1.62331;1.72854;1.86064;2.08138;2.0716;2.05369;2.03735;1.85752;3.56181;2.72277;1.89194;0.86642;2.68134;1.82081;2.73959;0;2.83917;1.92772;3.41573;1.82282;2.95134;3.60789;1.8863;2.06383;2.05817;1.87734;2.05024;1.87924;1.85197;1.86416;1.83068;1.81674;1.86222;0.89504;2.86007;1.29184;1.79564;2.07958;
2.89387;1.952;2.8822;2.86893;1.9358;2.47773;2.58296;3.08774;2.9358;2.92602;2.90811;2.86763;0.98165;0.72264;1.71644;3.11904;1.97275;3.53576;3.04791;3.74687;2.83917;0;2.78214;2.9087;1.92992;2.66028;4.46231;3.1134;2.53015;0.98315;2.56187;2.90466;3.10634;2.89979;2.71644;2.86996;2.82402;2.71034;2.12214;3.54459;2.14626;2.78533;2.934;
1.80441;2.22399;1.79274;1.77947;0.84634;1.38827;1.4935;1.5889;0.981;1.83656;1.81865;1.5459;1.80049;3.50478;2.6425;2.02958;2.72693;2.42658;1.95845;2.65741;1.92772;2.78214;0;3.18069;1.77053;2.7163;3.35312;2.02394;1.82879;1.82313;2.01498;1.55465;1.9027;1.81033;3.6425;1.7805;1.73456;3.6364;1.03268;2.88781;1.0568;1.69587;1.84454;
1.92073;0.9567;1.93666;1.89313;2.33435;1.79243;1.88572;1.7706;2.3785;1.94795;3.30667;1.87233;1.92705;3.63134;2.80686;1.93026;2.86357;0.93292;1.88172;2.7865;3.41573;2.9087;3.18069;0;1.90717;1.86302;1.85947;3.51195;3.3168;3.31115;3.50299;2.95215;3.30021;3.29834;3.80686;3.26851;3.22257;3.80076;2.52069;4.28532;2.54482;3.18389;2.82879;
1.88225;0.95047;1.87059;1.85732;0.92419;1.46611;1.57135;2.07613;1.92419;1.91441;1.8965;1.86611;0.94827;2.65256;2.72034;2.10743;0.9564;2.52415;2.03629;2.73525;1.82282;1.92992;1.77053;1.90717;0;2.79414;3.45069;2.10179;1.90663;1.90098;2.09283;1.89305;2.09473;1.88818;1.95414;1.85834;1.8124;1.9522;1.11053;3.07555;1.13465;1.77372;1.92239;
2.82802;1.87326;2.81636;0.93682;1.86996;2.41189;1.8829;1.76778;2.37568;2.86018;2.84227;2.78889;2.82411;1.93764;0.94384;1.92743;2.93354;0.9301;1.8789;2.78367;2.95134;2.66028;2.7163;1.86302;2.79414;0;1.85664;2.86083;1.75755;2.84675;1.78926;2.83882;3.0405;2.83395;1.94384;2.80411;2.75818;1.93774;2.0563;2.77199;2.08042;2.71949;1.87248;
