0;1.91992;1.31595;0.9611;1.89278;1.89753;1.85473;0.93997;1.48189;1.58713;1.95154;1.92729;1.89702;1.88841;1.80477;1.93997;1.93019;1.91228;1.76829;1.84954;1.87673;1.76641;1.93483;2.91045;1.89412;2.50853;2.73075;2.56012;1.88791;1.50594;2.50063;1.73726;1.83359;1.94207;2.71804;1.9589;2.48543;2.61672;2.53443;1.88309;2.53993;1.84536;2.5371;2.62717;2.87577;1.93199;1.7496;1.79661;1.85938;1.84254;1.86161;1.89508;2.85266;1.92792;2.1044;2.09161;1.93217;1.90396;2.95702;1.93952;1.86977;3.45723;1.91561;1.12631;1.61327;1.15043;1.7895;0.95885;1.62697;3.45193;1.13669;1.17077;
1.91992;0;1.31816;0.96403;1.93415;1.90046;1.8925;1.95926;1.79976;2.60642;1.95374;1.94798;1.89995;2.80655;2.73195;2.12405;1.95528;1.92788;2.38525;2.86883;1.87966;1.91819;1.93776;2.95764;1.92443;2.86873;2.78245;2.85227;2.90721;1.93088;2.77415;2.75655;2.85289;1.94427;2.76775;1.96183;2.90705;2.96003;2.81745;2.90239;2.83853;2.86465;3.5564;2.84768;2.90608;2.95129;2.76889;2.8159;1.90843;2.86184;2.88091;2.91437;3.03675;2.94722;3.1237;3.1109;2.95146;2.92325;2.95996;2.95881;2.88907;3.74025;2.9349;2.1456;2.63256;2.16972;2.8088;0.96106;1.79243;3.59415;2.15599;2.19006;
1.31595;1.31816;0;0.4166;1.38672;1.35303;1.28854;1.3553;1.25233;2.00246;1.34978;1.34401;1.35252;2.25912;2.18452;1.57662;1.40785;1.38045;1.83782;2.26487;1.33223;1.37076;1.39033;2.41021;1.32046;2.3213;2.23502;2.30271;2.30325;1.38345;2.22672;2.15259;2.24892;1.34031;2.22032;1.4144;2.35962;2.4126;2.27002;2.29842;2.2911;2.26069;2.95243;2.30025;2.30211;2.34732;2.16493;2.21194;1.361;2.25787;2.27694;2.31041;2.48932;2.34326;2.51973;2.50694;2.3475;2.31929;2.41252;2.35485;2.2851;3.19282;2.33094;1.54164;2.0286;1.56576;2.20483;0.3571;1.245;3.04672;1.55202;1.5861;
0.9611;0.96403;0.4166;0;0.97012;0.93643;0.93979;1.37765;0.83573;2.02482;0.99268;1.76061;0.93592;1.84252;1.76792;1.16002;0.99125;0.96385;1.42122;1.95177;0.91563;0.95416;0.97373;1.99361;0.97035;1.9047;1.81842;1.88824;2.3256;0.96685;1.81012;1.83794;2.10333;1.75691;1.80372;0.9978;1.94302;1.996;1.85342;2.32078;1.8745;2.11109;2.8233;1.88365;1.952;2.14102;2.12576;2.2343;0.9444;2.28023;2.2993;2.33277;2.07272;2.36561;2.54209;2.52929;2.36986;2.12143;1.99592;2.3772;2.12878;2.77622;2.35329;1.56399;2.05095;1.58812;2.22719;0.7737;0.8284;2.63012;1.57438;1.60845;
1.89278;1.93415;1.38672;0.97012;0;1.90655;1.86758;0.95281;1.49474;1.59998;1.9628;1.94013;1.90604;1.90126;1.81762;1.95281;1.94303;1.92513;1.78114;1.86238;1.88575;1.77926;1.94384;2.92329;1.90696;2.52138;2.7436;2.57297;1.90076;1.51879;2.51348;1.7501;1.84644;2.72703;2.73088;1.96792;0.9729;2.62957;2.54728;1.89594;2.55278;1.8582;2.54995;2.64002;2.88861;1.94484;1.76244;1.80945;1.87223;1.85539;1.87446;1.90792;2.86551;1.94077;2.11725;2.10445;1.94502;1.9168;2.96604;1.95236;1.88262;3.47008;1.92845;1.13915;1.62611;1.16328;1.80235;1.74382;1.63981;3.46478;1.14954;1.18361;
1.89753;1.90046;1.35303;0.93643;1.90655;0;1.87623;1.85624;1.77216;2.5034;1.92911;2.69704;1.87235;2.77896;2.69848;2.09646;1.92768;1.90028;2.35766;2.76581;1.85206;1.8906;1.91016;2.93004;1.90678;1.89712;2.75485;1.88066;2.80419;1.90328;2.74655;2.65353;2.74986;2.69334;2.74015;1.93423;2.87945;2.93243;1.89962;2.79188;1.86693;2.76163;2.81572;1.87608;2.88843;2.84826;2.66587;2.71288;0.93682;2.75881;2.77789;2.81135;3.00915;2.8442;2.69437;3.00788;2.84844;2.82023;2.93236;2.85579;2.78604;2.78947;2.83188;2.04258;2.52954;2.0667;2.70577;1.71013;1.76483;2.79983;2.05296;2.08704;
1.85473;1.8925;1.28854;0.93979;1.86758;1.87623;0;0.91476;1.45669;1.56193;1.92412;1.90208;1.87571;1.86321;1.77957;1.91476;1.90498;1.88708;1.74309;1.82433;1.85543;1.74121;1.91352;2.88524;1.86891;2.48333;2.70555;2.53492;1.86271;1.48074;2.47543;1.71205;1.80839;1.91465;2.69283;1.93759;2.46023;2.59152;2.50923;1.85789;2.51473;1.82015;2.5119;2.60197;2.85056;1.90679;1.72439;1.7714;1.83418;1.81734;1.83641;1.86987;2.82746;1.90272;2.0792;2.0664;1.90697;1.87875;2.93572;1.91431;1.84457;3.43203;1.8904;1.1011;1.58806;1.12523;1.7643;0.93144;1.60176;3.42673;1.11149;1.14556;
0.93997;1.95926;1.3553;1.37765;0.95281;1.85624;0.91476;0;0.54193;0.64716;1.99088;0.98732;1.69931;0.94844;0.8648;1;0.99022;0.97231;0.82833;0.90957;1.5649;0.82644;1.9526;1.97048;0.95415;1.56856;1.79078;1.62015;0.94795;0.56597;1.56066;0.79729;0.89362;1.89466;1.77807;1.18324;1.54546;1.67675;1.59446;0.94313;1.59996;0.90539;1.59713;1.6872;1.9358;0.99202;0.80963;0.85664;0.91942;0.90257;0.92164;0.95511;1.91269;0.98796;1.16443;1.15164;0.9922;0.96399;2.18136;0.99955;0.9298;2.51726;0.97564;0.18634;0.6733;0.21046;0.84953;0.9982;0.687;2.51196;0.19672;0.2308;
1.48189;1.79976;1.25233;0.83573;1.49474;1.77216;1.45669;0.54193;0;1.18909;1.82841;1.52925;1.77165;1.49037;1.40673;1.54193;1.53215;1.51424;1.37025;1.4515;1.75136;1.36837;1.80945;2.51241;1.49608;2.11049;2.33271;2.16208;1.48988;1.1079;2.10259;1.33922;1.43555;2.43658;2.32;1.72517;2.08739;2.21868;2.13639;1.48505;2.14189;1.44732;2.13906;2.22913;2.47773;1.53395;1.35156;1.39857;1.46134;1.4445;1.46357;1.49704;2.45462;1.52988;1.70636;1.69357;1.53413;1.50592;2.72329;1.54148;1.47173;3.05919;1.51757;0.72827;1.21523;0.75239;1.39146;1.54013;1.22893;3.05389;0.73865;0.77273;
1.58713;2.60642;2.00246;2.02482;1.59998;2.5034;1.56193;0.64716;1.18909;0;2.63805;1.63448;1.7877;1.59561;1.51196;1.64716;1.63738;1.61947;1.47549;1.55673;2.21206;1.47361;2.59976;2.61764;1.60131;0.9214;1.947;0.97299;1.59511;1.21313;0.9135;1.44445;1.54079;2.54182;2.42523;1.8304;0.8983;2.32391;0.9473;1.59029;0.9528;1.55255;1.9016;2.33436;2.58296;1.63919;1.45679;1.5038;1.56658;1.54974;1.56881;1.60227;2.55985;1.63512;1.7867;1.7988;1.63936;1.61115;2.82853;1.64671;1.57697;1.8701;1.6228;0.8335;1.32046;0.85762;1.4967;1.64536;1.33416;1.8648;0.84389;0.87796;
