0;1.89803;1.94081;0.9611;1.88637;1.93122;1.8731;1.85473;0.93997;1.48189;1.58713;1.92729;1.89702;1.88841;2.04858;2.02949;1.94932;1.91228;1.76829;1.87673;1.76641;1.23497;1.74756;2.91045;1.89412;2.75781;2.40876;1.50594;1.93111;2.9728;1.91725;1.93651;2.79962;2.73986;2.71383;2.75073;1.8616;2.73718;1.86645;1.79661;1.86415;1.85938;1.84254;1.89508;1.80671;1.92792;1.92302;2.10848;1.93217;2.86734;1.88011;1.84092;1.90396;1.93952;1.87171;1.82818;1.91561;1.12631;1.14598;1.7895;1.92147;0.95885;1.56769;1.62697;1.13669;
1.89803;0;1.94302;0.96403;1.90447;1.93415;1.8912;1.87283;0.95807;1.49999;1.60523;1.94539;1.89995;1.90651;2.06668;2.04759;1.95152;1.92788;1.78639;1.87966;1.78451;1.25307;1.76566;2.92855;1.91222;2.77591;2.42686;1.52404;1.94921;2.9909;1.93535;1.95461;2.80255;2.75796;2.73193;2.76883;1.8797;2.75528;1.88455;1.81471;1.88225;1.87748;1.86064;1.91318;1.82481;1.94602;1.94112;2.12658;1.95027;2.88544;1.89821;1.85902;1.92206;1.95762;1.88981;1.84628;1.93371;1.14441;1.16408;1.8076;1.93957;0.96106;1.58579;1.64507;1.15479;
1.94081;1.94302;0;0.9811;1.96107;1.95122;1.91754;1.9209;1.98016;1.81683;1.92905;1.96887;1.91702;1.94979;3.08878;2.16505;1.97235;1.94496;1.90385;1.89674;1.93527;2.27516;1.95483;2.97472;1.95145;3.79801;2.7437;1.94795;1.97272;3.10836;1.96517;1.9789;2.81962;2.88105;2.83452;2.97624;2.90179;2.9724;2.90664;1.9378;1.93158;2.89958;2.88273;2.93527;2.84691;1.97031;2.96322;2.7387;2.97236;3.90754;2.92031;2.88111;2.94415;2.97971;2.91191;2.86838;2.9558;2.1665;2.18618;2.82969;2.96166;0.98196;1.64895;1.8095;2.17688;
0.9611;0.96403;0.9811;0;0.97996;0.97012;0.93643;0.93979;1.29557;0.83573;0.94795;2.28289;0.93592;0.96869;2.40419;1.18395;0.99125;0.96385;0.92275;0.91563;0.95416;1.59057;0.97373;1.99361;0.97035;2.85312;1.76259;0.96685;2.28672;2.12726;2.27285;0.9978;1.83852;1.89995;1.85342;1.99513;2.2172;1.9913;2.22205;0.9567;0.95047;2.21499;2.19814;2.25068;2.16232;2.28353;2.27863;1.7576;2.28777;3.22295;2.23572;2.11633;2.14536;2.29512;2.1622;2.18379;2.27121;1.48191;1.50159;2.1451;2.27707;1.87209;0.66785;0.8284;1.49229;
1.88637;1.90447;1.96107;0.97996;0;1.95008;1.87953;1.86116;0.9464;1.48833;1.59356;1.93372;1.91588;1.89484;2.05502;2.03593;1.97121;1.91871;1.77473;1.8956;1.77284;1.2414;1.754;2.91688;1.90055;2.76425;2.41519;1.51237;1.93755;2.97923;1.92368;1.94294;2.81848;2.74629;2.72027;2.75716;1.86803;2.74361;1.87288;1.80304;1.87059;1.86582;1.84897;1.90151;1.81315;1.93436;1.92946;2.11492;1.9386;2.87378;1.88655;1.84736;1.91039;1.94595;1.87815;1.83462;1.92204;1.13274;1.15242;1.79593;1.9279;1.9446;1.57412;1.6334;1.14312;
1.93122;1.93415;1.95122;0.97012;1.95008;0;1.90655;1.90991;2.26569;1.80584;1.91806;3.25301;1.8983;1.9388;1.85163;2.15407;1.96137;1.93397;1.89287;1.88575;1.92428;2.56069;1.94384;2.96373;1.94047;1.9805;2.73271;1.93697;3.25683;3.09738;3.24297;1.96792;2.8009;2.83001;0.9808;2.83043;3.18732;2.83092;3.19217;1.92682;1.92059;1.9436;1.90389;3.2208;2.9316;3.25364;3.24874;2.72772;3.25789;4.19307;3.20583;3.08645;3.11547;3.26524;3.13232;3.15391;3.24133;2.45203;2.4717;1.90513;3.24719;2.8422;1.63797;1.79852;2.46241;
1.8731;1.8912;1.91754;0.93643;1.87953;1.90655;0;1.8479;0.93313;1.47506;1.5803;1.92045;1.87235;1.88158;2.04175;2.02266;1.92612;1.90028;1.76146;1.85206;1.75958;1.22813;1.74073;2.90361;1.88728;2.75098;2.40193;1.4991;1.92428;2.96597;1.91042;1.92967;2.77495;2.73302;2.707;2.74389;1.85477;2.73035;1.85962;1.78977;1.85732;1.85255;1.83571;1.88824;1.79988;1.92109;1.91619;2.10165;1.92534;2.86051;1.87328;1.83409;1.89712;1.93268;1.86488;1.82135;1.90877;1.11947;1.13915;1.78267;1.91463;0.93565;1.56085;1.62013;1.12986;
1.85473;1.87283;1.9209;0.93979;1.86116;1.90991;1.8479;0;0.91476;1.45669;1.56193;1.90208;1.87571;1.86321;2.02338;2.00429;1.93104;1.88708;1.74309;1.85543;1.74121;1.20976;1.72236;2.88524;1.86891;2.73261;2.38356;1.48074;1.90591;2.9476;1.89205;1.9113;2.77831;2.71465;2.68863;2.72552;1.8364;2.71198;1.84125;1.7714;1.83895;1.83418;1.81734;1.86987;1.78151;1.90272;1.89782;2.08328;1.90697;2.84214;1.85491;1.81572;1.87875;1.91431;1.84651;1.80298;1.8904;1.1011;1.12078;1.7643;1.89626;1.91296;1.54248;1.60176;1.11149;
0.93997;0.95807;1.98016;1.29557;0.9464;2.26569;0.93313;0.91476;0;0.54193;0.64716;0.98732;1.95791;0.94844;1.10862;1.08953;1.98866;0.97231;0.82833;0.95597;0.82644;0.295;0.8076;1.97048;0.95415;1.81785;1.46879;0.56597;0.99115;2.03283;0.97728;0.99654;2.86051;1.79989;1.77387;1.81076;0.92163;1.79721;0.92648;0.85664;0.92419;0.91942;0.90257;0.95511;0.86675;0.98796;0.98306;1.16852;0.9922;1.92738;0.94015;0.90096;0.96399;0.99955;0.93175;0.88822;0.97564;0.18634;0.20602;0.84953;0.9815;0.9982;0.62772;0.687;0.19672;
1.48189;1.49999;1.81683;0.83573;1.48833;1.80584;1.47506;1.45669;0.54193;0;1.18909;1.52925;1.77165;1.49037;1.65054;1.63145;1.82698;1.51424;1.37025;1.4979;1.36837;0.83693;1.34952;2.51241;1.49608;2.35977;0.92687;1.1079;1.53307;2.57476;1.51921;1.53847;2.67425;2.34182;2.31579;2.35269;1.46356;2.33914;1.46841;1.39857;1.46611;1.46134;1.4445;1.49704;1.40867;1.52988;1.52498;1.71044;1.53413;2.46931;1.48207;1.44288;1.50592;1.54148;1.47367;1.43015;1.51757;0.72827;0.74794;1.39146;1.52343;1.54013;1.16965;1.22893;0.73865;
