0;1.91712;0.9611;1.88637;1.93122;1.85473;0.93997;1.48189;1.58713;1.83436;1.9091;1.80477;1.97227;1.91228;1.87673;1.76641;1.93483;1.89412;2.50853;2.73075;1.91807;1.50594;2.74181;1.73726;3.09116;2.73727;2.48543;2.73986;2.6756;2.83838;3.5877;1.91708;2.64245;1.84536;1.8616;2.54046;1.86645;2.64071;2.95327;1.7496;1.79661;1.91157;1.85938;1.84254;1.89508;1.80671;1.92792;1.91676;1.92244;2.10861;1.90122;1.84092;1.8266;1.93952;2.86835;1.88659;1.87171;1.87412;1.87784;1.82818;1.91561;1.12631;1.15043;2.05303;1.93817;1.56769;3.48186;2.39426;
1.91712;0;0.9811;1.92355;1.95122;1.89191;0.97715;1.51908;1.62431;1.87155;1.94628;1.84195;2.00945;1.94496;1.89674;1.80359;1.95483;1.9313;2.54571;2.76793;1.95525;1.54312;2.77899;1.77444;3.12834;2.77446;2.52261;2.77704;2.71279;2.87557;3.62488;1.95426;2.67963;1.88254;1.89878;2.57765;1.90363;2.67789;2.99045;1.78678;1.83379;1.93158;1.89657;1.87972;1.93226;1.8439;1.96511;1.95394;1.95962;2.14579;1.93841;1.87811;1.86378;1.9767;2.90553;1.92378;1.9089;1.91131;1.91503;1.86537;1.95279;1.16349;1.18761;2.09021;1.97535;1.60487;3.51905;2.43144;
0.9611;0.9811;0;0.97996;0.97012;0.93979;1.29557;0.83573;0.94795;0.93592;2.2647;1.76792;1.16002;0.96385;0.91563;0.95416;0.97373;1.89874;1.86935;1.89084;2.27367;0.96685;1.9019;2.09286;2.52695;1.89737;1.83852;1.89995;1.9072;1.90687;2.90015;2.27268;1.88963;2.11109;2.2172;1.88365;2.22205;2.88039;2.14102;2.1052;0.9567;0.95047;0.9444;2.19814;2.25068;2.16232;2.28353;2.27236;2.27804;2.46421;2.13777;2.09241;2.09524;2.29512;2.0561;2.13199;2.13828;2.22973;2.23345;2.18379;2.27121;1.48191;1.50603;2.40863;1.93112;0.66785;2.72377;1.83005;
1.88637;1.92355;0.97996;0;1.95008;1.86116;0.9464;1.48833;1.59356;1.8408;1.91553;1.8112;1.9787;1.91871;1.8956;1.77284;1.95369;1.90055;2.51496;2.73718;1.9245;1.51237;2.74824;1.74369;3.09759;2.74371;2.49186;2.74629;2.68204;2.84482;3.59413;1.92351;2.64888;1.85179;1.86803;2.5469;1.87288;2.64714;2.9597;1.75603;1.80304;1.93044;1.86582;1.84897;1.90151;1.81315;1.93436;1.92319;1.92887;2.11504;1.90766;1.84736;1.83303;1.94595;2.87478;1.89303;1.87815;1.88056;1.88428;1.83462;1.92204;1.13274;1.15686;2.05946;1.9446;1.57412;3.4883;2.40069;
1.93122;1.95122;0.97012;1.95008;0;1.90991;1.95921;1.80584;1.8311;1.8755;2.92834;1.82778;2.13014;1.93397;1.88575;1.92428;1.94384;2.86886;0.9097;2.82341;2.93731;1.93697;2.82053;2.7565;1.9127;2.82465;0.9729;2.8534;2.69861;2.87699;3.87027;2.93632;2.66545;2.8646;2.88084;2.65017;2.88569;3.65995;3.11114;2.76883;1.91406;1.92059;1.91452;1.89809;2.91432;1.8608;2.94716;2.936;2.94168;3.12785;2.92046;2.86016;2.84584;2.95876;3.02622;2.90583;2.89095;2.89336;2.89708;1.8317;2.93485;2.14555;2.16967;3.07227;0.96101;1.63797;3.59157;2.6096;
1.85473;1.89191;0.93979;1.86116;1.90991;0;0.91476;1.45669;1.56193;1.80916;1.8839;1.77957;1.94707;1.88708;1.85543;1.74121;1.91352;1.86891;2.48333;2.70555;1.89287;1.48074;2.7166;1.71205;3.06595;2.71207;2.46023;2.71465;2.6504;2.81318;3.56249;1.89188;2.61725;1.82015;1.8364;2.51526;1.84125;2.61551;2.92807;1.72439;1.7714;1.89027;1.83418;1.81734;1.86987;1.78151;1.90272;1.89156;1.89724;2.0834;1.87602;1.81572;1.80139;1.91431;2.84315;1.86139;1.84651;1.84892;1.85264;1.80298;1.8904;1.1011;1.12523;2.02783;1.91296;1.54248;3.45666;2.36905;
0.93997;0.97715;1.29557;0.9464;1.95921;0.91476;0;0.54193;0.64716;0.8944;0.96913;0.8648;1.0323;0.97231;1.5972;0.82644;1.9849;0.95415;1.56856;1.79078;0.9781;0.56597;1.80184;0.79729;2.15119;1.79731;1.54546;1.79989;1.73564;1.89842;2.64773;0.97711;1.70248;0.90539;0.92163;1.6005;0.92648;1.70074;2.0133;0.80963;0.85664;1.90242;0.91942;0.90257;0.95511;0.86675;0.98796;0.97679;0.98247;1.16864;0.96126;0.90096;0.88663;0.99955;1.92838;0.94663;0.93175;0.93416;0.93788;0.88822;0.97564;0.18634;0.21046;1.11306;0.9982;0.62772;2.5419;1.45429;
1.48189;1.51908;0.83573;1.48833;1.80584;1.45669;0.54193;0;1.18909;1.43632;1.51106;1.40673;1.57423;1.51424;1.75136;1.36837;1.80945;1.49608;2.11049;2.33271;1.52003;1.1079;2.34377;1.33922;2.69312;2.33923;2.08739;2.34182;2.27756;2.44034;3.18966;1.51904;2.24441;1.44732;1.46356;2.14242;1.46841;2.24267;2.55523;1.35156;1.39857;1.7862;1.46134;1.4445;1.49704;1.40867;1.52988;1.51872;1.5244;1.71057;1.50318;1.44288;1.42856;1.54148;2.47031;1.48855;1.47367;1.47608;1.4798;1.43015;1.51757;0.72827;0.75239;1.65499;1.54013;1.16965;3.08382;1.99622;
1.58713;1.62431;0.94795;1.59356;1.8311;1.56193;0.64716;1.18909;0;1.54156;1.61629;1.51196;1.67947;1.61947;1.86358;1.47361;1.92167;1.60131;0.9214;2.43794;1.62527;1.21313;2.449;1.44445;1.579;2.44447;0.8983;2.44705;2.3828;2.54558;3.29489;1.62427;2.34964;1.55255;1.5688;0.95333;1.57364;2.34791;1.6774;1.45679;1.5038;1.89842;1.56658;1.54974;1.60227;1.51391;1.63512;1.62396;1.62964;1.8158;1.60842;1.54812;1.53379;1.64671;2.57554;1.59379;1.57891;1.58132;1.58504;1.53538;1.6228;0.8335;0.85762;1.76022;1.64536;1.27488;1.89473;0.8821;
1.83436;1.87155;0.93592;1.8408;1.8755;1.80916;0.8944;1.43632;1.54156;0;1.86353;1.75748;1.9267;1.86671;1.85155;1.72084;1.90964;1.84855;2.46296;2.68518;1.8725;1.46037;2.69624;1.69168;1.8424;2.6917;0.9026;2.69429;2.62831;2.79281;3.54212;1.87151;2.59516;1.79978;1.81603;2.49489;1.82088;2.59514;2.9077;1.70402;1.75104;1.88639;1.81381;1.79697;1.84951;1.76114;1.88235;1.87119;1.87687;2.06304;1.85565;1.79535;1.78102;1.89395;2.82278;1.84102;1.82614;1.82855;1.83227;1.78261;1.87003;1.08074;1.10486;2.00746;1.8926;1.52212;3.43629;2.34868;
