0;0.97012;0.93643;1.86382;2.51098;2.75821;2.81226;2.71218;2.89612;2.83613;2.77338;2.81979;2.69026;1.87982;1.88824;2.88282;2.86036;1.94302;1.95092;1.8745;2.83684;1.88365;0.9444;2.76639;2.85177;2.73366;2.8278;2.81044;2.05016;2.07428;2.06054;
0.97012;0;1.88595;0.95281;1.59998;1.84721;1.90126;1.82778;1.98512;1.92513;1.86238;1.90878;1.77926;0.9097;2.81384;1.9127;1.94935;0.9729;0.9808;2.55278;1.92584;2.55331;1.87;1.85539;1.94077;2.12145;1.9168;1.89944;1.13915;1.16328;1.14954;
0.93643;1.88595;0;0.93313;1.5803;1.82753;1.88158;2.0317;1.96544;1.90545;1.8427;1.8891;1.75958;1.89712;1.88066;2.90875;1.92967;2.73013;2.5276;1.86693;1.90616;1.87608;0.93682;1.83571;1.92109;2.10177;1.89712;1.87976;1.11947;1.1436;1.12986;
1.86382;0.95281;0.93313;0;0.64716;0.8944;0.94844;1.09856;1.0323;0.97231;0.90957;0.95597;0.82644;1.86251;1.86325;1.97561;0.99654;1.797;1.59446;1.59996;0.97302;1.6005;0.91942;0.90257;0.98796;1.16864;0.96399;0.94663;0.18634;0.21046;0.19672;
2.51098;1.59998;1.5803;0.64716;0;1.54156;1.59561;1.74572;1.67947;1.61947;1.55673;1.60313;1.47361;2.50968;2.51041;2.62278;1.6437;2.44416;0.9473;0.9528;1.62019;0.95333;1.56658;1.54974;1.63512;1.8158;1.61115;1.59379;0.8335;0.85762;0.84389;
2.75821;1.84721;1.82753;0.8944;1.54156;0;1.55088;1.47628;0.86838;1.83114;1.66013;1.43328;1.07424;2.75691;2.75765;1.81169;1.89094;0.9026;2.48886;2.31396;1.81945;2.49489;1.81381;1.79697;1.88235;2.06304;1.82979;1.84035;1.08074;1.10486;1.09112;
2.81226;1.90126;1.88158;0.94844;1.59561;1.55088;0;1.2904;0.6825;1.64525;1.47425;1.2474;0.88836;2.81096;2.8117;1.62581;1.94498;2.14527;2.54291;2.12808;1.63357;2.54894;1.86786;1.85102;1.9364;2.11708;1.64391;1.65446;1.13478;1.15891;1.14517;
2.71218;1.82778;2.0317;1.09856;1.74572;1.47628;1.2904;0;0.6079;1.57065;1.39965;1.1728;0.81376;2.72808;2.71162;1.55121;2.0951;0.85488;2.69302;0.83768;1.55897;2.69906;1.76778;1.78006;2.08652;2.2672;1.56931;1.57986;1.2849;0.8881;1.29529;
2.89612;1.98512;1.96544;1.0323;1.67947;0.86838;0.6825;0.6079;0;0.96275;0.79175;0.5649;0.20586;2.89482;2.89556;0.94331;2.02884;1.46277;2.62677;1.44558;0.95107;2.6328;1.95172;1.93488;2.02026;2.20094;0.96141;0.97196;1.21864;1.24277;1.22903;
2.83613;1.92513;1.90545;0.97231;1.61947;1.83114;1.64525;1.57065;0.96275;0;1.7545;1.52765;1.16861;2.83483;2.83556;1.90606;1.96885;2.42553;2.56677;2.40833;1.91382;2.57281;1.89173;1.87488;1.96027;2.14095;1.92416;1.91894;1.15865;1.18277;1.16904;
2.77338;1.86238;1.8427;0.90957;1.55673;1.66013;1.47425;1.39965;0.79175;1.7545;0;1.35665;0.99761;2.77208;2.77282;1.73506;1.90611;2.25453;2.50403;2.23733;1.74282;2.51006;1.82898;1.81214;1.89753;2.07821;1.75316;1.76371;1.09591;1.12003;1.10629;
2.81979;1.90878;1.8891;0.95597;1.60313;1.43328;1.2474;1.1728;0.5649;1.52765;1.35665;0;0.77076;2.81848;2.81922;1.50821;1.95251;2.02768;2.55043;2.01048;1.51597;2.55647;1.87539;1.85854;1.94393;2.12461;1.52631;1.53686;1.14231;1.16643;1.15269;
2.69026;1.77926;1.75958;0.82644;1.47361;1.07424;0.88836;0.81376;0.20586;1.16861;0.99761;0.77076;0;2.68896;2.6897;1.14917;1.82298;1.66864;2.42091;1.65144;1.15693;2.42694;1.74586;1.72902;1.8144;1.99508;1.16727;1.17782;1.01278;1.03691;1.02317;
