0;1.91712;0.9611;1.89278;1.8731;0.93997;1.48189;1.58713;1.93646;1.89702;2.89542;1.9091;1.88841;2.03853;2.02949;1.93019;1.76829;1.84954;1.87673;1.76641;1.23497;1.74756;1.89412;2.76795;2.77952;2.79675;1.93111;2.50063;2.79904;1.89827;2.76482;1.93651;2.73986;2.75342;2.81452;1.92508;2.91368;2.78948;2.06982;2.79863;1.86645;1.94763;2.85719;1.79661;1.85938;1.84254;1.89508;1.91931;2.13404;1.92241;1.91676;1.92244;1.92302;2.10848;1.93217;1.90122;1.93952;2.8957;1.86977;1.87171;1.87784;1.66041;3.6118;1.91561;2.6901;1.14598;1.15043;1.7895;1.93817;1.62697;3.41813;1.17077;
1.91712;0;0.9811;1.92996;1.91028;0.97715;1.51908;1.62431;1.97364;1.91702;2.91542;1.94628;1.92559;2.07571;2.06668;1.96737;1.80548;1.88672;1.89674;1.80359;1.27215;1.78475;1.9313;2.80513;2.79952;2.81675;1.9683;2.53781;2.81905;1.93545;2.78482;1.97369;2.76452;2.77342;2.83452;1.96226;2.95086;2.82667;2.107;2.83582;1.90363;1.96764;2.89437;1.83379;1.89657;1.87972;1.93226;1.9565;2.17123;1.9596;1.95394;1.95962;1.96021;2.14567;1.96935;1.93841;1.9767;2.93288;1.90695;1.9089;1.91503;1.69759;3.64898;1.95279;2.72728;1.18317;1.18761;1.82668;1.97535;1.66415;3.45531;1.20795;
0.9611;0.9811;0;2.33047;0.93643;1.37765;0.83573;0.94795;2.37414;0.93592;1.93432;1.94158;0.96869;1.79185;1.18395;0.99125;0.92275;1.9757;0.91563;0.95416;1.67265;0.97373;0.97035;2.83356;1.81842;1.83565;2.3688;1.81012;1.83794;2.33596;1.80372;0.9978;1.78342;1.79232;1.85342;2.36277;1.99513;1.99513;2.5075;1.9913;2.30414;0.98653;1.96065;0.9567;1.87326;2.28023;2.33277;2.357;2.57173;2.3601;2.35445;2.36013;2.36071;1.7576;2.10565;2.16169;2.3772;2.08003;2.15271;2.1622;2.31553;2.0981;2.91415;2.35329;1.9947;1.58367;1.58812;2.22719;1.93371;0.8284;2.72762;1.60845;
1.89278;1.92996;2.33047;0;1.88595;0.95281;1.49474;1.59998;1.9493;1.8983;2.8967;1.92195;1.90126;2.05138;2.04234;1.94303;1.78114;1.86238;1.90878;1.77926;1.24781;1.76041;1.90696;2.7808;1.9805;2.79803;1.94396;2.51348;2.80032;1.91112;2.7661;1.94935;2.7458;2.7547;0.9808;1.93793;2.92653;2.80233;2.08266;2.81148;1.8793;3.317;2.87003;1.80945;1.87223;1.85539;1.90792;1.93216;2.14689;1.93526;1.92961;1.93529;1.93587;2.12133;1.94502;1.91407;1.95236;2.90855;1.88262;1.88456;1.89069;1.67326;3.62465;1.92845;2.70295;1.15883;1.16328;1.80235;1.95101;1.63981;3.43098;1.18361;
1.8731;1.91028;0.93643;1.88595;0;0.93313;1.47506;1.5803;1.92962;1.87235;2.87075;1.90227;1.88158;2.0317;2.02266;1.92335;1.76146;1.8427;1.85206;1.75958;1.22813;1.74073;1.88728;1.89712;2.75485;2.75714;1.92428;2.4938;2.77437;1.89144;2.74015;1.92967;1.88143;2.72875;2.78985;1.91825;2.90685;1.86693;2.06298;1.87608;1.85962;1.92296;2.85035;1.78977;0.93682;1.83571;1.88824;1.91248;2.12721;1.91558;1.90993;1.91561;1.91619;2.10165;1.92534;1.89439;1.93268;2.88887;1.86294;1.86488;1.87101;1.65358;2.79893;1.90877;2.68327;1.13915;1.1436;1.78267;1.93133;1.62013;2.79983;1.16393;
0.93997;0.97715;1.37765;0.95281;0.93313;0;0.54193;0.64716;0.99649;2.02236;1.99509;0.96913;0.94844;1.09856;1.08953;0.99022;0.82833;0.90957;0.95597;0.82644;0.295;0.8076;0.95415;1.82798;1.96013;2.73973;0.99115;1.56066;1.94827;0.9583;2.01183;0.99654;1.79989;1.99624;1.93361;0.98511;1.97371;1.84952;1.12985;1.85867;0.92648;2.36419;1.91722;0.85664;0.91942;0.90257;0.95511;0.97935;1.19408;0.98245;0.97679;0.98247;0.98306;1.16852;0.9922;0.96126;0.99955;1.95573;0.9298;0.93175;0.93788;0.72044;2.67183;0.97564;1.75013;0.20602;0.21046;0.84953;0.9982;0.687;2.47816;0.2308;
1.48189;1.51908;0.83573;1.49474;1.47506;0.54193;0;1.18909;1.53842;1.77165;2.53702;1.51106;1.49037;1.64049;1.63145;1.53215;1.37025;1.4515;1.4979;1.36837;0.83693;1.34952;1.49608;2.36991;2.50206;2.67137;1.53307;2.10259;2.4902;1.50023;2.55376;1.53847;2.34182;2.53817;2.47554;1.52704;2.51564;2.39144;1.67178;2.40059;1.46841;1.82226;2.45915;1.39857;1.46134;1.4445;1.49704;1.52128;1.736;1.52437;1.51872;1.5244;1.52498;1.71044;1.53413;1.50318;1.54148;2.49766;1.47173;1.47367;1.4798;1.26237;3.21376;1.51757;2.29206;0.74794;0.75239;1.39146;1.54013;1.22893;3.02009;0.77273;
1.58713;1.62431;0.94795;1.59998;1.5803;0.64716;1.18909;0;1.64365;1.7877;2.64225;1.61629;1.59561;1.74572;1.73669;1.63738;1.47549;1.55673;1.60313;1.47361;0.94216;1.45476;1.60131;2.47514;2.60729;2.68743;1.63831;0.9135;2.59544;1.60546;2.6555;1.6437;2.44705;2.6434;2.58078;1.63228;2.62088;2.49668;1.77701;2.50583;1.57364;1.93448;2.56438;1.5038;1.56658;1.54974;1.60227;1.62651;1.84124;1.62961;1.62396;1.62964;1.63022;1.81568;1.63936;1.60842;1.64671;2.60289;1.57697;1.57891;1.58504;1.3676;3.319;1.6228;2.3973;0.85318;0.85762;1.4967;1.64536;1.33416;1.831;0.87796;
1.93646;1.97364;2.37414;1.9493;1.92962;0.99649;1.53842;1.64365;0;1.997;0.9986;1.96562;1.94493;2.09505;2.08601;1.98671;1.82481;1.90606;1.95246;1.82293;1.29149;1.80409;1.95064;2.82447;2.8795;2.89673;1.98764;2.55715;2.89902;1.95479;2.8648;1.99303;2.79638;2.8534;2.9145;1.9816;2.9702;2.84601;2.12634;2.85516;1.92297;3.36068;2.91371;1.85313;1.91591;1.89906;1.9516;1.97584;2.19057;1.97894;1.97328;1.97896;1.97955;2.16501;1.98869;1.95774;1.99604;2.95222;1.92629;1.92824;1.93437;1.71693;3.66832;1.97213;2.74662;1.20251;1.20695;1.84602;1.99469;1.68349;3.47465;1.22729;
1.89702;1.91702;0.93592;1.8983;1.87235;2.02236;1.77165;1.7877;1.997;0;0.9984;2.28933;1.9046;0.9238;1.5317;1.92717;1.7929;2.32345;1.85155;1.89008;2.31736;1.90964;1.90627;2.69903;0.8825;0.89973;3.01351;0.8742;0.90202;1.7882;0.8678;1.8561;0.8475;0.8564;0.9175;3.00748;2.85343;1.76148;2.75023;1.7462;2.78444;1.92245;2.89657;1.79075;1.7921;1.77362;2.97747;3.00171;2.80263;2.80498;2.99916;2.7917;2.8717;2.10535;2.4534;2.50944;3.02191;2.42778;2.50046;2.50995;2.96024;2.50609;2.66905;2.998;1.8894;1.8264;1.8119;2.79;2.86963;1.76432;1.7917;2.25316;
