0;1.89803;1.91712;0.9611;1.88637;0.93997;1.58713;1.92729;1.83436;1.80477;2.52276;2.73409;1.50594;1.73726;1.91725;2.70216;1.8616;2.73718;3.4569;1.82818;1.12631;1.14598;0.95885;
1.89803;0;1.93522;2.49089;1.90447;0.95807;1.60523;1.94539;1.85246;1.82287;2.54086;2.75219;1.52404;1.75536;1.93535;2.72026;1.8797;2.75528;3.475;1.84628;1.14441;1.16408;0.96106;
1.91712;1.93522;0;2.50997;1.92355;0.97715;1.62431;1.96447;1.87155;1.84195;2.55995;2.77127;1.54312;1.77444;1.95443;2.73935;1.89878;2.77436;3.49409;1.86537;1.16349;1.18317;0.98196;
0.9611;2.49089;2.50997;0;2.47922;1.53282;2.17998;2.52014;0.93592;1.85972;2.72128;1.83565;0.96685;1.83794;2.5101;1.80372;2.45445;2.71671;3.64271;2.42104;1.71916;1.73884;1.91995;
1.88637;1.90447;1.92355;2.47922;0;0.9464;1.59356;1.93372;1.8408;1.8112;2.5292;2.74052;1.51237;1.74369;1.92368;2.7086;1.86803;2.74361;3.46334;1.83462;1.13274;1.15242;0.97173;
0.93997;0.95807;0.97715;1.53282;0.9464;0;0.64716;0.98732;0.8944;0.8648;1.5828;1.79412;0.56597;0.79729;0.97728;1.7622;0.92163;1.79721;2.51694;0.88822;0.18634;0.20602;1.89882;
1.58713;1.60523;1.62431;2.17998;1.59356;0.64716;0;1.63448;1.54156;1.51196;0.93563;2.44129;1.21313;1.44445;1.62444;2.40936;1.5688;2.44438;1.86977;1.53538;0.8335;0.85318;2.54598;
1.92729;1.94539;1.96447;2.52014;1.93372;0.98732;1.63448;0;1.88171;1.85212;2.57012;2.78144;1.55329;1.78461;1.9646;2.74951;1.90895;2.78453;3.50426;1.87554;1.17366;1.19334;0.98691;
1.83436;1.85246;1.87155;0.93592;1.8408;0.8944;1.54156;1.88171;0;0.9238;1.78537;0.89973;1.46037;0.90202;1.87168;0.8678;1.81603;1.78079;2.70679;1.78261;1.08074;1.10041;2.79322;
1.80477;1.82287;1.84195;1.85972;1.8112;0.8648;1.51196;1.85212;0.9238;0;0.86157;1.82353;1.43077;1.66209;1.84208;0.91327;1.78644;2.66202;1.79571;1.75302;1.05114;1.07082;2.76362;
2.52276;2.54086;2.55995;2.72128;2.5292;1.5828;0.93563;2.57012;1.78537;0.86157;0;2.6851;2.14877;2.38008;2.56008;1.77483;2.50443;1.86014;0.93414;2.47101;1.76914;1.78881;3.48162;
2.73409;2.75219;2.77127;1.83565;2.74052;1.79412;2.44129;2.78144;0.89973;1.82353;2.6851;0;2.3601;1.80175;2.77141;1.76753;1.75664;0.88106;1.80706;1.80391;1.98046;2.00014;3.69295;
1.50594;1.52404;1.54312;0.96685;1.51237;0.56597;1.21313;1.55329;1.46037;1.43077;2.14877;2.3601;0;1.36326;1.54325;2.32817;1.4876;2.36319;3.08291;1.45419;0.75231;0.77199;2.46479;
1.73726;1.75536;1.77444;1.83794;1.74369;0.79729;1.44445;1.78461;0.90202;1.66209;2.38008;1.80175;1.36326;0;1.77457;1.76982;1.71892;2.5945;3.31423;1.68551;0.98363;1.00331;2.69611;
1.91725;1.93535;1.95443;2.5101;1.92368;0.97728;1.62444;1.9646;1.87168;1.84208;2.56008;2.77141;1.54325;1.77457;0;2.73948;1.89892;2.7745;3.49422;1.8655;1.16362;1.1833;0.98321;
2.70216;2.72026;2.73935;1.80372;2.7086;1.7622;2.40936;2.74951;0.8678;0.91327;1.77483;1.76753;2.32817;1.76982;2.73948;0;2.68383;2.64859;2.70897;2.65041;1.94854;1.96821;3.66102;
1.8616;1.8797;1.89878;2.45445;1.86803;0.92163;1.5688;1.90895;1.81603;1.78644;2.50443;1.75664;1.4876;1.71892;1.89892;2.68383;0;0.87558;1.80158;1.79843;0.92577;0.92383;2.82045;
2.73718;2.75528;2.77436;2.71671;2.74361;1.79721;2.44438;2.78453;1.78079;2.66202;1.86014;0.88106;2.36319;2.5945;2.7745;2.64859;0.87558;0;0.926;0.92285;1.80135;1.79942;3.69604;
3.4569;3.475;3.49409;3.64271;3.46334;2.51694;1.86977;3.50426;2.70679;1.79571;0.93414;1.80706;3.08291;3.31423;3.49422;2.70897;1.80158;0.926;0;1.84885;2.70328;2.72295;4.41576;
1.82818;1.84628;1.86537;2.42104;1.83462;0.88822;1.53538;1.87554;1.78261;1.75302;2.47101;1.80391;1.45419;1.68551;1.8655;2.65041;1.79843;0.92285;1.84885;0;1.07456;1.09423;2.78704;
1.12631;1.14441;1.16349;1.71916;1.13274;0.18634;0.8335;1.17366;1.08074;1.05114;1.76914;1.98046;0.75231;0.98363;1.16362;1.94854;0.92577;1.80135;2.70328;1.07456;0;0.39236;2.08516;
1.14598;1.16408;1.18317;1.73884;1.15242;0.20602;0.85318;1.19334;1.10041;1.07082;1.78881;2.00014;0.77199;1.00331;1.1833;1.96821;0.92383;1.79942;2.72295;1.09423;0.39236;0;2.10484;
0.95885;0.96106;0.98196;1.91995;0.97173;1.89882;2.54598;0.98691;2.79322;2.76362;3.48162;3.69295;2.46479;2.69611;0.98321;3.66102;2.82045;3.69604;4.41576;2.78704;2.08516;2.10484;0;
