0;1.89803;0.9611;1.8731;1.85473;0.93997;0.93189;1.93646;1.92729;1.89702;2.89542;1.58427;1.80477;1.93997;1.76829;1.74756;1.92222;1.86753;1.90488;1.94961;2.74181;1.73726;1.83359;1.9589;2.61672;1.87919;2.82055;1.92508;2.91368;1.88309;1.88469;1.79661;1.86415;1.85938;1.84254;1.89508;1.91676;1.90396;1.93952;1.85537;1.87412;1.91561;0.95885;1.62697;1.13669;
1.89803;0;0.96403;1.8912;1.87283;0.95807;1.60523;1.95456;1.94539;1.89995;2.89835;1.60237;1.82287;1.95807;1.78639;1.76566;1.92443;2.54086;2.57822;1.95182;2.75991;1.75536;1.85169;1.96183;2.63482;2.55253;2.83865;1.94318;2.93178;1.90119;2.55803;1.81471;1.88225;1.87748;1.86064;1.91318;1.93486;1.92206;1.95762;1.87347;1.89222;1.93371;0.96106;1.64507;1.15479;
0.9611;0.96403;0;0.93643;0.93979;1.51514;1.89299;2.51163;2.50246;0.93592;1.93432;0.87083;1.85972;1.8043;0.92275;0.97373;0.97035;1.81842;2.86598;2.86199;1.81012;1.83794;2.40876;0.9978;1.78342;1.85342;1.90687;2.50025;1.99513;2.45826;1.88963;0.9567;0.95047;2.43456;2.41771;2.47025;2.49193;2.47913;2.51469;2.43054;2.44929;2.49078;1.87123;0.8284;1.71186;
1.8731;1.8912;0.93643;0;1.8479;0.93313;1.5803;1.92962;1.92045;1.87235;2.87075;1.57744;1.79794;1.93313;1.76146;1.74073;1.89902;2.51593;2.55328;1.92641;2.73497;1.73042;1.82676;1.93423;2.60989;2.5276;2.81372;1.91825;2.90685;1.87626;2.5331;1.78977;1.85732;1.85255;1.83571;1.88824;1.90993;1.89712;1.93268;1.84853;1.86729;1.90877;0.93565;1.62013;1.12986;
1.85473;1.87283;0.93979;1.8479;0;0.91476;1.56193;1.91125;1.90208;1.87571;2.87411;1.55907;1.77957;1.91476;1.74309;1.72236;1.8948;2.49756;2.53492;1.9222;2.7166;1.71205;1.80839;1.93759;2.59152;2.50923;2.79535;1.89988;2.88848;1.85789;2.51473;1.7714;1.83895;1.83418;1.81734;1.86987;1.89156;1.87875;1.91431;1.83016;1.84892;1.8904;0.93144;1.60176;1.11149;
0.93997;0.95807;1.51514;0.93313;0.91476;0;0.64716;0.99649;0.98732;1.69931;1.99509;0.64431;0.8648;1;0.82833;0.8076;1.96156;1.5828;1.62015;1.94586;1.80184;0.79729;0.89362;2.51294;1.67675;1.59446;1.88059;0.98511;1.97371;0.94313;1.59996;0.85664;0.92419;0.91942;0.90257;0.95511;0.97679;0.96399;0.99955;0.9154;0.93416;0.97564;0.9982;0.687;0.19672;
0.93189;1.60523;1.89299;1.5803;1.56193;0.64716;0;1.64365;1.63448;1.81813;2.64225;1.29147;1.51196;1.64716;1.47549;1.45476;2.60873;0.93563;0.97299;2.59302;2.449;1.44445;1.54079;1.95013;2.32391;0.9473;2.52775;1.63228;2.62088;1.59029;0.9528;1.5038;1.57135;1.56658;1.54974;1.60227;1.62396;1.61115;1.64671;1.56256;1.58132;1.6228;1.64536;1.33416;0.84389;
1.93646;1.95456;2.51163;1.92962;1.91125;0.99649;1.64365;0;1.98381;1.997;0.9986;1.6408;1.86129;1.99649;1.82481;1.80409;2.95805;2.57929;2.61664;2.94235;2.79833;1.79378;1.89011;3.50943;2.67324;2.59095;2.87708;1.9816;2.9702;1.93961;2.59645;1.85313;1.92068;1.91591;1.89906;1.9516;1.97328;1.96048;1.99604;1.91189;1.93064;1.97213;1.99469;1.68349;1.19321;
1.92729;1.94539;2.50246;1.92045;1.90208;0.98732;1.63448;1.98381;0;2.68663;2.98241;1.63163;1.85212;1.98732;1.81565;1.79492;1.95028;2.57012;2.60747;1.97767;2.78916;1.78461;1.88094;3.50026;2.66407;2.58178;2.86791;1.97243;2.96103;1.93044;2.58728;1.84396;1.91151;1.90674;1.88989;1.94243;1.96411;1.95131;1.98687;1.90272;1.92148;1.96296;0.98691;1.67432;1.18404;
1.89702;1.89995;0.93592;1.87235;1.87571;1.69931;1.81813;1.997;2.68663;0;0.9984;1.80675;0.9238;0.86838;1.85867;1.82098;1.90627;0.8825;2.79112;3.64517;0.8742;0.90202;1.7882;1.93372;0.8475;0.9175;2.84279;2.68443;2.93105;2.64244;1.76148;1.81664;1.88639;2.61873;1.77362;2.65442;2.6761;2.6633;2.69886;2.61471;2.63347;2.67495;2.69751;1.76432;1.55902;
