0;1.89803;0.9611;1.88637;1.89278;1.8731;0.93997;2.01879;1.83436;1.58427;1.88841;1.80477;1.93997;1.93019;1.91228;1.76829;1.84954;1.89594;1.76641;1.74756;1.89412;2.76795;2.66634;2.80322;2.73409;1.50594;2.70856;1.73726;1.83359;2.70216;1.93651;2.76773;2.61672;2.69076;2.75186;2.76908;1.84536;1.8616;2.62717;1.78631;1.79661;1.86415;1.85938;1.84254;1.92792;2.1044;1.92244;1.92302;2.1311;1.84092;1.8266;1.90396;1.88659;1.86977;1.87171;1.66041;1.82818;1.12631;1.14598;1.15043;1.7895;1.62697;3.56857;1.13669;1.17077;
1.89803;0;0.96403;1.90447;1.91088;1.8912;0.95807;2.03689;1.85246;1.60237;1.90651;1.82287;1.95807;1.94829;1.93038;1.78639;1.86764;1.91404;1.78451;1.76566;1.91222;2.78605;2.68444;2.82132;2.75219;1.52404;2.72666;1.75536;1.85169;2.72026;1.95461;2.78583;2.63482;2.70886;2.76996;2.78718;1.86346;1.8797;2.64527;1.80441;1.81471;1.88225;1.87748;1.86064;1.94602;2.1225;1.94054;1.94112;2.1492;1.85902;1.8447;1.92206;1.90469;1.88787;1.88981;1.67851;1.84628;1.14441;1.16408;1.16853;1.8076;1.64507;3.58667;1.15479;1.18887;
0.9611;0.96403;0;0.97996;2.46795;0.93643;1.51514;2.59396;2.02841;0.87083;0.96869;1.76792;1.16002;0.99125;2.12278;0.92275;1.95177;1.72492;0.95416;2.11262;0.97035;1.9047;2.62949;1.88824;2.76471;0.96685;2.90261;2.01877;2.10333;2.89621;2.51168;3.3429;1.889;2.88481;1.9072;1.8745;2.11109;2.43677;1.88365;2.14102;2.37178;0.95047;0.9444;2.41771;2.5031;2.67957;2.49761;2.4982;2.08172;2.09241;2.09524;2.12143;2.13199;2.12878;2.13828;2.13441;2.40336;1.70148;1.72116;1.7256;2.36467;0.8284;2.82505;1.71186;1.74594;
1.88637;1.90447;0.97996;0;1.89921;1.87953;0.9464;2.02522;1.8408;1.59071;1.89484;1.8112;1.9464;1.93662;1.91871;1.77473;1.85597;1.90237;1.77284;1.754;1.90055;2.77438;2.67277;2.80965;2.74052;1.51237;2.715;1.74369;1.84002;2.7086;1.94294;2.77416;2.62315;2.6972;2.7583;2.77552;1.85179;1.86803;2.6336;1.79274;1.80304;1.87059;1.86582;1.84897;1.93436;2.11083;1.92887;1.92946;2.13753;1.84736;1.83303;1.91039;1.89303;1.8762;1.87815;1.66684;1.83462;1.13274;1.15242;1.15686;1.79593;1.6334;3.575;1.14312;1.1772;
1.89278;1.91088;2.46795;1.89921;0;1.88595;0.95281;1.8712;1.84721;1.59712;1.90126;1.81762;1.95281;1.94303;1.92513;1.78114;1.86238;1.90878;1.77926;1.76041;1.90696;0.9097;2.67918;2.81384;2.74694;1.51879;2.72141;1.7501;1.84644;2.71501;1.94935;0.9729;2.62957;2.70361;1.9094;2.76165;1.8582;1.87445;2.64002;1.79915;1.80945;1.877;1.87;1.83511;1.94077;2.11725;1.93529;1.93587;2.14394;1.85377;1.83944;1.9168;1.89944;1.88262;1.88456;1.67326;1.84103;1.13915;1.15883;1.16328;1.80235;1.63981;1.8585;1.14954;1.18361;
1.8731;1.8912;0.93643;1.87953;1.88595;0;0.93313;2.01196;1.82753;1.57744;1.88158;1.79794;1.93313;1.92335;1.90545;1.76146;1.8427;1.8891;1.75958;1.74073;1.88728;1.89712;2.6595;1.88066;2.72726;1.4991;2.70173;1.73042;1.82676;2.69533;1.92967;2.7609;1.88143;2.68393;1.89962;1.86693;1.83852;1.85477;1.87608;1.77947;1.78977;1.85732;0.93682;1.83571;1.92109;2.09757;1.91561;1.91619;2.12426;1.83409;1.81976;1.89712;1.87976;1.86294;1.86488;1.65358;1.82135;1.11947;1.13915;1.1436;1.78267;1.62013;2.81748;1.12986;1.16393;
0.93997;0.95807;1.51514;0.9464;0.95281;0.93313;0;1.07882;0.8944;0.64431;0.94844;0.8648;1;0.99022;0.97231;0.82833;0.90957;0.95597;0.82644;0.8076;0.95415;1.82798;1.72637;1.86325;1.79412;0.56597;1.7686;0.79729;0.89362;1.7622;0.99654;1.82776;1.67675;1.7508;1.8119;1.82912;0.90539;0.92163;1.6872;0.84634;0.85664;0.92419;0.91942;0.90257;0.98796;1.16443;0.98247;0.98306;1.19113;0.90096;0.88663;0.96399;0.94663;0.9298;0.93175;0.72044;0.88822;0.18634;0.20602;0.21046;0.84953;0.687;2.6286;0.19672;0.2308;
2.01879;2.03689;2.59396;2.02522;1.8712;2.01196;1.07882;0;1.97322;1.72313;2.02727;1.77573;2.07882;2.06904;2.05114;1.90715;1.98839;2.03479;1.90527;1.88642;2.03297;2.58431;0.93563;2.83642;1.8344;1.6448;2.58134;1.5391;1.579;2.58546;2.07536;0.8983;2.5197;2.58047;2.85538;2.58544;1.98421;2.00046;0.95333;1.92516;1.87933;2.00301;1.89258;1.6589;2.06678;2.24326;2.0613;2.06188;2.26995;1.97978;1.96545;2.04281;2.02545;2.00863;2.01057;1.79927;1.87618;1.26516;1.28484;1.28929;1.87545;1.76582;1.89473;0.8821;1.30962;
1.83436;1.85246;2.02841;1.8408;1.84721;1.82753;0.8944;1.97322;0;1.5387;1.84284;0.9238;0.86838;1.88462;1.83114;1.12958;1.66013;1.43328;1.07424;1.70199;1.84855;1.9172;1.78537;2.73594;0.89973;1.46037;0.8742;0.90202;1.78802;0.8678;1.89094;2.69881;0.8475;0.8564;0.9175;2.70017;1.79978;1.81603;1.7462;1.74074;1.75104;1.81858;1.7921;1.77362;1.88235;2.05883;1.87687;1.87745;1.79008;1.79535;1.78102;1.82979;1.84035;1.8242;1.82614;1.61484;1.78261;1.08074;1.10041;1.10486;1.74393;1.5814;2.6876;1.09112;1.1252;
1.58427;1.60237;0.87083;1.59071;1.59712;1.57744;0.64431;1.72313;1.5387;0;1.59275;1.50911;1.64431;1.63453;1.61662;1.47263;1.55388;1.60028;1.47075;1.4519;1.59846;2.47229;2.37068;2.50756;2.43843;1.21028;2.4129;1.4416;1.53793;2.4065;1.64085;2.47207;2.32106;2.3951;2.4562;2.47343;1.5497;1.56594;2.33151;1.49065;1.50095;1.56849;1.56372;1.54688;1.63226;1.80874;1.62678;1.62736;1.83544;1.54526;1.53094;1.6083;1.59093;1.57411;1.57606;1.36475;1.53253;0.83065;0.85033;0.85477;1.49384;1.33131;3.27291;0.84103;0.87511;
