0;1.91712;1.31595;0.9611;1.88637;1.89278;1.85473;0.93997;1.48189;1.58713;1.83436;1.9091;1.80477;1.97227;1.93019;1.91228;1.87673;1.76641;1.93483;1.89412;2.71686;1.91807;1.50594;2.70856;1.73726;3.09116;2.73727;1.93651;2.48543;2.73986;2.69076;2.6756;2.83838;3.5877;1.91708;2.64245;1.84536;1.8616;2.54046;1.86645;2.64071;1.78631;1.7496;1.79661;1.91157;1.85938;1.84254;1.89508;1.92792;1.91676;1.92244;2.10861;1.93217;1.90122;1.84092;1.8266;1.93952;2.86835;1.88659;1.87171;1.87412;1.87784;1.82818;1.91561;1.12631;1.14598;1.15043;2.05303;0.95885;1.56769;3.48186;2.39426;1.17077;
1.91712;0;1.33906;0.9811;1.92355;1.92996;1.89191;0.97715;1.51908;1.62431;1.87155;1.94628;1.84195;2.00945;1.96737;1.94496;1.89674;1.80359;1.95483;1.9313;2.75405;1.95525;1.54312;2.74575;1.77444;3.12834;2.77446;1.97369;2.52261;2.77704;2.72795;2.71279;2.87557;3.62488;1.95426;2.67963;1.88254;1.89878;2.57765;1.90363;2.67789;1.82349;1.78678;1.83379;1.93158;1.89657;1.87972;1.93226;1.96511;1.95394;1.95962;2.14579;1.96935;1.93841;1.87811;1.86378;1.9767;2.90553;1.92378;1.9089;1.91131;1.91503;1.86537;1.95279;1.16349;1.18317;1.18761;2.09021;0.98196;1.60487;3.51905;2.43144;1.20795;
1.31595;1.33906;0;0.4166;1.39656;1.31811;1.35639;1.3553;1.25233;1.36455;1.35252;2.32443;2.18452;1.57662;1.34756;1.38045;1.33223;1.37076;1.39033;2.30945;2.23502;2.3334;1.38345;2.22672;2.15259;2.94355;2.31397;1.4144;2.25512;2.31655;2.20892;2.29891;2.32347;3.31675;2.33241;2.30622;2.26069;2.27693;2.30025;2.28178;3.05604;2.20164;2.16493;1.3733;1.36707;1.361;2.25787;2.31041;1.34545;2.33209;2.33777;2.52394;2.3475;2.31656;2.25625;2.24193;2.35485;2.4727;2.30193;2.28705;2.28946;2.29318;2.24352;2.33094;1.54164;1.56132;1.56576;2.46836;0.3571;1.08445;3.14037;2.24665;1.5861;
0.9611;0.9811;0.4166;0;0.97996;0.97012;0.93979;1.29557;0.83573;0.94795;0.93592;2.2647;1.76792;1.16002;1.76416;0.96385;0.91563;0.95416;0.97373;1.89874;1.81842;2.27367;0.96685;1.81012;2.09286;2.52695;1.89737;0.9978;1.83852;1.89995;1.79232;1.9072;1.90687;2.90015;2.27268;1.88963;2.11109;2.2172;1.88365;2.22205;2.88039;2.14102;2.1052;0.9567;0.95047;0.9444;2.19814;2.25068;1.76205;2.27236;2.27804;2.46421;2.28777;2.13777;2.09241;2.09524;2.29512;2.0561;2.13199;2.13828;2.22973;2.23345;2.18379;2.27121;1.48191;1.50159;1.50603;2.40863;0.7737;0.66785;2.72377;1.83005;1.52637;
1.88637;1.92355;1.39656;0.97996;0;1.89921;1.86116;0.9464;1.48833;1.59356;1.8408;1.91553;1.8112;1.9787;1.93662;1.91871;1.8956;1.77284;1.95369;1.90055;2.7233;1.9245;1.51237;2.715;1.74369;3.09759;2.74371;1.94294;2.49186;2.74629;2.6972;2.68204;2.84482;3.59413;1.92351;2.64888;1.85179;1.86803;2.5469;1.87288;2.64714;1.79274;1.75603;1.80304;1.93044;1.86582;1.84897;1.90151;1.93436;1.92319;1.92887;2.11504;1.9386;1.90766;1.84736;1.83303;1.94595;2.87478;1.89303;1.87815;1.88056;1.88428;1.83462;1.92204;1.13274;1.15242;1.15686;2.05946;1.75366;1.57412;3.4883;2.40069;1.1772;
1.89278;1.92996;1.31811;0.97012;1.89921;0;1.86758;0.95281;1.49474;1.59998;1.84721;1.92195;1.81762;1.98512;1.94303;1.92513;1.88575;1.77926;1.94384;1.90696;1.9805;1.93092;1.51879;2.72141;1.7501;1.9127;2.7247;1.94935;0.9729;2.7527;2.70361;0.9808;2.85123;3.60054;1.92993;2.6553;1.8582;1.87445;2.55331;1.8793;2.65356;1.79915;1.76244;1.80945;1.92059;1.87223;1.85539;1.90792;1.94077;1.92961;1.93529;2.12145;1.94502;1.91407;1.85377;1.83944;1.95236;2.8812;1.89944;1.88456;1.88697;1.89069;1.84103;1.92845;1.13915;1.15883;1.16328;2.06588;0.96101;1.58053;1.8983;2.4071;1.18361;
1.85473;1.89191;1.35639;0.93979;1.86116;1.86758;0;0.91476;1.45669;1.56193;1.80916;1.8839;1.77957;1.94707;1.90498;1.88708;1.85543;1.74121;1.91352;1.86891;2.69166;1.89287;1.48074;2.68336;1.71205;3.06595;2.71207;1.9113;2.46023;2.71465;2.66556;2.6504;2.81318;3.56249;1.89188;2.61725;1.82015;1.8364;2.51526;1.84125;2.61551;1.7611;1.72439;1.7714;1.89027;1.83418;1.81734;1.86987;1.90272;1.89156;1.89724;2.0834;1.90697;1.87602;1.81572;1.80139;1.91431;2.84315;1.86139;1.84651;1.84892;1.85264;1.80298;1.8904;1.1011;1.12078;1.12523;2.02783;1.71349;1.54248;3.45666;2.36905;1.14556;
0.93997;0.97715;1.3553;1.29557;0.9464;0.95281;0.91476;0;0.54193;0.64716;0.8944;0.96913;0.8648;1.0323;0.99022;0.97231;1.5972;0.82644;1.9849;0.95415;1.7769;0.9781;0.56597;1.7686;0.79729;2.15119;1.79731;0.99654;1.54546;1.79989;1.7508;1.73564;1.89842;2.64773;0.97711;1.70248;0.90539;0.92163;1.6005;0.92648;1.70074;0.84634;0.80963;0.85664;1.90242;0.91942;0.90257;0.95511;0.98796;0.97679;0.98247;1.16864;0.9922;0.96126;0.90096;0.88663;0.99955;1.92838;0.94663;0.93175;0.93416;0.93788;0.88822;0.97564;0.18634;0.20602;0.21046;1.11306;0.9982;0.62772;2.5419;1.45429;0.2308;
1.48189;1.51908;1.25233;0.83573;1.48833;1.49474;1.45669;0.54193;0;1.18909;1.43632;1.51106;1.40673;1.57423;1.53215;1.51424;1.75136;1.36837;1.80945;1.49608;2.31882;1.52003;1.1079;2.31052;1.33922;2.69312;2.33923;1.53847;2.08739;2.34182;2.29272;2.27756;2.44034;3.18966;1.51904;2.24441;1.44732;1.46356;2.14242;1.46841;2.24267;1.38827;1.35156;1.39857;1.7862;1.46134;1.4445;1.49704;1.52988;1.51872;1.5244;1.71057;1.53413;1.50318;1.44288;1.42856;1.54148;2.47031;1.48855;1.47367;1.47608;1.4798;1.43015;1.51757;0.72827;0.74794;0.75239;1.65499;1.54013;1.16965;3.08382;1.99622;0.77273;
1.58713;1.62431;1.36455;0.94795;1.59356;1.59998;1.56193;0.64716;1.18909;0;1.54156;1.61629;1.51196;1.67947;1.63738;1.61947;1.86358;1.47361;1.92167;1.60131;2.42406;1.62527;1.21313;2.41576;1.44445;1.579;2.44447;1.6437;0.8983;2.44705;2.39796;2.3828;2.54558;3.29489;1.62427;2.34964;1.55255;1.5688;0.95333;1.57364;2.34791;1.4935;1.45679;1.5038;1.89842;1.56658;1.54974;1.60227;1.63512;1.62396;1.62964;1.8158;1.63936;1.60842;1.54812;1.53379;1.64671;2.57554;1.59379;1.57891;1.58132;1.58504;1.53538;1.6228;0.8335;0.85318;0.85762;1.76022;1.64536;1.27488;1.89473;0.8821;0.87796;
