2.596;2.6141;3.17118;2.60244;2.58917;1.65604;0.86838;2.30034;2.60448;1.79218;0;2.64626;2.48436;2.48248;3.52849;2.22201;0.85875;2.61434;1.73618;2.65258;1.71588;1.72478;2.57767;3.42769;2.65913;2.58022;2.57545;2.55861;2.64399;2.63909;2.54425;1.84238;1.86205;1.8665;2.50557;2.34304;1.51575;1.88684;
1.93019;1.94829;0.99125;1.93662;1.92335;0.99022;1.88462;1.63453;1.93866;2.80842;2.64626;0;1.81855;1.81666;1.9616;1.55619;1.78751;1.94852;2.75242;1.98676;2.73212;2.74102;1.91185;2.76187;3.67537;1.91441;1.90964;1.89279;1.97818;1.97328;1.87844;1.17656;1.19624;1.20068;1.83975;1.67722;1.18694;1.22102;
1.76829;1.78639;0.92275;1.77473;1.76146;0.82833;1.72272;1.47263;1.77677;2.64652;2.48436;1.81855;0;1.65477;1.8931;1.3943;1.62561;1.78663;2.59052;1.82487;2.57022;2.57912;1.74996;2.59998;3.51347;1.75251;1.74774;1.7309;1.81628;1.81138;1.71654;1.01467;1.03434;1.03879;1.67786;1.51533;1.02505;1.05913;
1.76641;1.78451;0.95416;1.77284;1.75958;0.82644;1.72084;1.47075;1.77489;2.64464;2.48248;1.81666;1.65477;0;1.92451;1.39242;1.62373;1.78475;2.58864;1.82298;2.56834;2.57724;1.74808;2.5981;3.51159;1.75063;1.74586;1.72902;1.8144;1.8095;1.71466;1.01278;1.03246;1.03691;1.67598;1.51344;1.02317;1.05724;
1.93145;1.93438;0.97035;1.95031;1.90678;1.87245;2.76685;1.84118;1.93904;3.6713;3.52849;1.9616;1.8931;1.92451;0;1.9372;2.66974;2.83076;3.63465;2.86899;2.85935;3.62325;2.79409;3.64411;3.8026;0.94827;1.91475;2.77503;2.86041;2.85551;2.76067;2.05879;2.07847;2.08292;2.72199;1.79875;2.06918;2.10325;
1.50594;1.52404;0.96685;1.51237;1.4991;0.56597;1.46037;1.21028;1.51442;2.38417;2.22201;1.55619;1.3943;1.39242;1.9372;0;1.36326;1.52427;2.32817;1.56251;2.30787;2.31677;1.4876;2.33762;3.25112;1.49016;1.48539;1.46854;1.55393;1.54903;1.45419;0.75231;0.77199;0.77643;1.4155;1.25297;0.7627;0.79677;
1.73726;1.75536;2.31243;1.74369;1.73042;0.79729;0.90202;1.4416;1.74573;1.82582;0.85875;1.78751;1.62561;1.62373;2.66974;1.36326;0;1.75559;1.76982;1.79383;1.74952;1.75842;1.71892;2.56894;2.69277;1.72148;1.7167;1.69986;1.78525;1.78035;1.68551;0.98363;1.00331;1.00775;1.64682;1.48429;0.657;1.02809;
1.89827;1.91637;2.47344;1.9047;1.89144;0.9583;1.7882;1.60261;1.90675;1.75265;2.61434;1.94852;1.78663;1.78475;2.83076;1.52427;1.75559;0;2.656;1.95484;0.9407;2.6446;1.87994;2.72996;1.88395;1.88249;1.87772;1.86088;1.94626;1.94136;1.84652;1.14464;1.16432;1.16876;1.80784;1.6453;1.15503;1.1891;
2.70216;2.72026;3.27733;2.7086;2.69533;1.7622;0.8678;2.4065;2.71064;1.7916;1.73618;2.75242;2.59052;2.58864;3.63465;2.32817;1.76982;2.656;0;2.7239;1.7153;1.7242;2.68383;1.86667;0.94067;2.68638;2.6599;0.92656;2.75015;2.74525;2.65041;1.94854;1.89496;1.97266;2.61173;2.4492;1.95892;1.993;
1.93651;1.95461;2.51168;1.94294;1.92967;0.99654;1.8561;1.64085;1.94498;2.7799;2.65258;1.98676;1.82487;1.82298;2.86899;1.56251;1.79383;1.95484;2.7239;0;2.7036;0.9997;1.91817;2.76819;1.9446;1.92073;1.91596;1.89911;1.9845;1.9796;1.88476;1.18288;1.20256;1.207;1.84607;1.68354;1.19326;1.22734;
2.68186;2.69996;1.889;2.6883;2.67503;1.7419;0.8475;2.3862;2.69034;0.81195;1.71588;2.73212;2.57022;2.56834;2.85935;2.30787;1.74952;0.9407;1.7153;2.7036;0;1.7039;2.66353;1.86925;0.94325;2.66608;0.9446;0.92612;2.72985;2.72495;2.63011;1.92824;1.89452;1.95236;2.59143;2.4289;1.93862;1.9727;
2.69076;2.70886;3.26593;2.6972;2.68393;1.7508;0.8564;2.3951;2.69924;1.7802;1.72478;2.74102;2.57912;2.57724;3.62325;2.31677;1.75842;2.6446;1.7242;0.9997;1.7039;0;2.67243;1.8709;0.9449;2.67498;2.6485;0.92157;2.73875;2.73385;2.63901;1.93714;1.88997;1.96126;2.60033;2.4378;1.94752;1.9816;
1.8616;1.8797;2.43677;1.86803;1.85477;0.92163;1.81603;1.56594;1.87008;2.73983;2.57767;1.91185;1.74996;1.74808;2.79409;1.4876;1.71892;1.87994;2.68383;1.91817;2.66353;2.67243;0;2.69329;3.60678;1.84582;1.84105;1.82421;1.90959;1.90469;1.80985;1.10797;0.92383;1.1321;1.77117;1.60863;1.11836;1.15243;
2.71162;2.72972;3.28679;2.71805;2.70479;1.77165;2.66605;2.41596;2.7201;2.6812;3.42769;2.76187;2.59998;2.5981;3.64411;2.33762;2.56894;2.72996;1.86667;2.76819;1.86925;1.8709;2.69329;0;0.926;2.69584;2.69107;2.67423;2.75961;2.75471;0.92285;1.95799;1.97767;1.98212;0.92212;2.45865;1.96838;2.00245;
3.62511;3.64321;2.83225;3.63155;3.61828;2.68515;1.79075;3.32945;3.63359;1.7552;2.65913;3.67537;3.51347;3.51159;3.8026;3.25112;2.69277;1.88395;0.94067;1.9446;0.94325;0.9449;3.60678;0.926;0;3.60933;1.88785;1.86647;3.6731;3.6682;1.84885;2.87149;2.83487;2.89561;1.84812;3.37215;2.88187;2.91595;
1.86415;1.88225;0.95047;1.87059;1.85732;0.92419;1.81858;1.56849;1.87263;2.74238;2.58022;1.91441;1.75251;1.75063;0.94827;1.49016;1.72148;1.88249;2.68638;1.92073;2.66608;2.67498;1.84582;2.69584;3.60933;0;1.8436;1.82676;1.91214;1.90724;1.8124;1.11053;1.1302;1.13465;1.77372;1.61119;1.12091;1.15499;
1.85938;1.87748;0.9444;1.86582;1.85255;0.91942;1.7921;1.56372;1.86786;1.75655;2.57545;1.90964;1.74774;1.74586;1.91475;1.48539;1.7167;1.87772;2.6599;1.91596;0.9446;2.6485;1.84105;2.69107;1.88785;1.8436;0;1.82199;1.90737;1.90247;1.80763;1.10576;1.12543;1.12988;1.76895;1.60642;1.11614;1.15022;
1.84254;1.86064;2.41771;1.84897;1.83571;0.90257;1.77362;1.54688;1.85102;1.73807;2.55861;1.89279;1.7309;1.72902;2.77503;1.46854;1.69986;1.86088;0.92656;1.89911;0.92612;0.92157;1.82421;2.67423;1.86647;1.82676;1.82199;0;1.89053;1.88563;1.79079;1.08891;0.9684;1.11304;1.75211;1.58957;1.0993;1.13337;
1.92792;1.94602;2.5031;1.93436;1.92109;0.98796;1.88235;1.63226;1.9364;2.80615;2.64399;1.97818;1.81628;1.8144;2.86041;1.55393;1.78525;1.94626;2.75015;1.9845;2.72985;2.73875;1.90959;2.75961;3.6731;1.91214;1.90737;1.89053;0;1.97079;1.87617;0.99126;0.98806;0.99073;1.83749;1.67496;1.18468;1.21876;
1.92302;1.94112;2.4982;1.92946;1.91619;0.98306;1.87745;1.62736;1.9315;2.80125;2.63909;1.97328;1.81138;1.8095;2.85551;1.54903;1.78035;1.94136;2.74525;1.9796;2.72495;2.73385;1.90469;2.75471;3.6682;1.90724;1.90247;1.88563;1.97079;0;1.87127;1.1694;0.98272;1.19352;1.83259;1.67006;1.17978;1.21386;
1.82818;1.84628;2.40336;1.83462;1.82135;0.88822;1.78261;1.53253;1.83666;2.70641;2.54425;1.87844;1.71654;1.71466;2.76067;1.45419;1.68551;1.84652;2.65041;1.88476;2.63011;2.63901;1.80985;0.92285;1.84885;1.8124;1.80763;1.79079;1.87617;1.87127;0;1.07456;1.09423;1.09868;1.73775;1.57522;1.08494;1.11902;
1.12631;1.14441;1.70148;1.13274;1.11947;0.18634;1.08074;0.83065;1.13478;2.00454;1.84238;1.17656;1.01467;1.01278;2.05879;0.75231;0.98363;1.14464;1.94854;1.18288;1.92824;1.93714;1.10797;1.95799;2.87149;1.11053;1.10576;1.08891;0.99126;1.1694;1.07456;0;0.39236;0.3968;1.03587;0.87334;0.38306;0.41714;
1.14598;1.16408;1.72116;1.15242;1.13915;0.20602;1.10041;0.85033;1.15446;2.02421;1.86205;1.19624;1.03434;1.03246;2.07847;0.77199;1.00331;1.16432;1.89496;1.20256;1.89452;1.88997;0.92383;1.97767;2.83487;1.1302;1.12543;0.9684;0.98806;0.98272;1.09423;0.39236;0;0.41648;1.05555;0.89302;0.40274;0.43682;
1.15043;1.16853;1.7256;1.15686;1.1436;0.21046;1.10486;0.85477;1.15891;2.02866;1.8665;1.20068;1.03879;1.03691;2.08292;0.77643;1.00775;1.16876;1.97266;1.207;1.95236;1.96126;1.1321;1.98212;2.89561;1.13465;1.12988;1.11304;0.99073;1.19352;1.09868;0.3968;0.41648;0;1.06;0.89746;0.40719;0.44126;
1.7895;1.8076;2.36467;1.79593;1.78267;0.84953;1.74393;1.49384;1.79798;2.66773;2.50557;1.83975;1.67786;1.67598;2.72199;1.4155;1.64682;1.80784;2.61173;1.84607;2.59143;2.60033;1.77117;0.92212;1.84812;1.77372;1.76895;1.75211;1.83749;1.83259;1.73775;1.03587;1.05555;1.06;0;1.53653;1.04626;1.08033;
1.62697;1.64507;0.8284;1.6334;1.62013;0.687;1.5814;1.33131;1.63544;2.5052;2.34304;1.67722;1.51533;1.51344;1.79875;1.25297;1.48429;1.6453;2.4492;1.68354;2.4289;2.4378;1.60863;2.45865;3.37215;1.61119;1.60642;1.58957;1.67496;1.67006;1.57522;0.87334;0.89302;0.89746;1.53653;0;0.88372;0.9178;
1.13669;1.15479;1.71186;1.14312;1.12986;0.19672;1.09112;0.84103;1.14517;2.01492;1.51575;1.18694;1.02505;1.02317;2.06918;0.7627;0.657;1.15503;1.95892;1.19326;1.93862;1.94752;1.11836;1.96838;2.88187;1.12091;1.11614;1.0993;1.18468;1.17978;1.08494;0.38306;0.40274;0.40719;1.04626;0.88372;0;0.42752;
1.17077;1.18887;1.74594;1.1772;1.16393;0.2308;1.1252;0.87511;1.17924;2.049;1.88684;1.22102;1.05913;1.05724;2.10325;0.79677;1.02809;1.1891;1.993;1.22734;1.9727;1.9816;1.15243;2.00245;2.91595;1.15499;1.15022;1.13337;1.21876;1.21386;1.11902;0.41714;0.43682;0.44126;1.08033;0.9178;0.42752;0;
