0;1.89803;0.9611;1.88637;1.89278;1.85473;0.93997;1.48189;0.93189;1.83436;1.58427;1.88841;1.80477;1.93997;1.93019;1.87673;1.76641;1.23497;1.74756;1.89412;1.85329;1.90488;1.88791;1.92795;1.93111;1.84539;1.73726;1.91725;2.70216;2.14245;1.83019;2.69076;1.87919;1.92508;1.88469;1.8616;1.88523;1.86645;2.87207;1.7496;1.79661;1.86415;1.85938;1.91349;1.86161;1.89508;1.80671;1.91685;2.13404;1.92241;2.11128;1.92302;1.93217;1.84092;1.8266;1.90396;1.82818;2.76149;1.14598;2.76265;2.78617;1.56769;1.13669;
1.89803;0;0.96403;1.90447;1.91088;1.87283;0.95807;1.49999;1.91198;1.85246;1.60237;1.90651;1.82287;1.95807;1.94829;1.87966;1.78451;1.25307;1.76566;1.91222;2.83338;2.75422;1.90601;1.93088;1.94921;2.75991;1.75536;1.93535;2.72026;2.16055;2.75506;2.70886;2.6937;1.94318;2.80758;1.8797;2.81673;1.88455;2.89017;1.7677;1.81471;1.88225;1.87748;1.93159;1.87971;1.91318;1.82481;1.93495;2.15214;1.94051;2.12938;1.94112;1.95027;1.85902;1.8447;1.92206;1.84628;2.77959;1.16408;2.78075;0.96106;1.58579;1.15479;
0.9611;0.96403;0;0.97996;0.97012;0.93979;1.29557;0.83573;0.94795;0.93592;0.87083;1.84252;1.76792;1.16002;0.99125;0.91563;0.95416;1.59057;0.97373;0.97035;1.86935;1.88824;2.24352;0.96685;2.28672;1.86145;1.83794;2.27285;1.80372;2.49805;1.83852;1.79232;1.89525;2.28068;1.8745;2.2172;1.88365;2.22205;3.22767;2.1052;0.9567;0.95047;0.9444;2.26909;2.21721;2.25068;2.07272;2.27245;2.48965;2.27802;2.46689;2.27863;2.08172;2.09241;2.09524;2.12143;2.18379;3.11709;1.50159;3.066;1.87123;0.66785;1.49229;
1.88637;1.90447;0.97996;0;1.89921;1.86116;0.9464;1.48833;1.92791;1.8408;1.59071;1.89484;1.8112;1.9464;1.93662;1.8956;1.77284;1.2414;1.754;1.90055;2.84533;2.74256;1.89435;1.94681;1.93755;2.74824;1.74369;1.92368;2.7086;2.14888;2.7434;2.6972;2.68204;1.93151;2.79592;1.86803;2.80507;1.87288;2.8785;1.75603;1.80304;1.87059;1.86582;1.91992;1.86804;1.90151;1.81315;1.92328;2.14048;1.92885;2.11772;1.92946;1.9386;1.84736;1.83303;1.91039;1.83462;2.76792;1.15242;2.76908;2.7926;1.57412;1.14312;
1.89278;1.91088;0.97012;1.89921;0;1.86758;0.95281;1.49474;1.91806;1.84721;1.59712;1.90126;1.81762;1.95281;1.94303;1.88575;1.77926;1.24781;1.76041;1.90696;1.9805;2.74897;1.90076;1.93697;1.94396;2.75465;1.7501;1.9301;2.71501;2.1553;2.74981;2.70361;0.9808;1.93793;2.80233;1.87445;2.81148;1.8793;2.88491;1.76244;1.80945;1.877;1.87223;1.90389;1.87446;1.90792;1.81956;1.92969;2.14689;1.93526;2.12413;1.93587;1.94502;1.85377;1.83944;1.9168;1.84103;2.77434;1.15883;2.7755;0.96101;1.58053;1.14954;
1.85473;1.87283;0.93979;1.86116;1.86758;0;0.91476;1.45669;1.88774;1.80916;1.55907;1.86321;1.77957;1.91476;1.90498;1.85543;1.74121;1.20976;1.72236;1.86891;2.80914;2.71092;1.86271;1.90664;1.90591;2.7166;1.71205;1.89205;2.67696;2.11725;2.71176;2.66556;2.6504;1.89988;2.76428;1.8364;2.77343;1.84125;2.84686;1.72439;1.7714;1.83895;1.83418;1.88829;1.83641;1.86987;1.78151;1.89164;2.10884;1.89721;2.08608;1.89782;1.90697;1.81572;1.80139;1.87875;1.80298;2.73629;1.12078;2.73745;0.93144;1.54248;1.11149;
0.93997;0.95807;1.29557;0.9464;0.95281;0.91476;0;0.54193;1.07882;0.8944;0.64431;0.94844;0.8648;1;0.99022;0.95597;0.82644;0.295;0.8076;0.95415;1.89893;1.79616;0.94795;1.91403;0.99115;1.80184;0.79729;0.97728;1.7622;1.20248;1.797;1.7508;1.73564;0.98511;1.84952;0.92163;1.85867;0.92648;1.9321;0.80963;0.85664;0.92419;0.91942;0.97352;0.92164;0.95511;0.86675;0.97688;1.19408;0.98245;1.17132;0.98306;0.9922;0.90096;0.88663;0.96399;0.88822;1.82152;0.20602;1.82268;1.8462;0.62772;0.19672;
1.48189;1.49999;0.83573;1.48833;1.49474;1.45669;0.54193;0;1.62075;1.43632;1.18624;1.49037;1.40673;1.54193;1.53215;1.4979;1.36837;0.83693;1.34952;1.49608;2.44086;2.33808;1.48988;1.80258;1.53307;2.34377;1.33922;1.51921;2.30412;1.74441;2.33892;2.29272;2.27756;1.52704;2.39144;1.46356;2.40059;1.46841;2.47403;1.35156;1.39857;1.46611;1.46134;1.51545;1.46357;1.49704;1.40867;1.51881;1.736;1.52437;1.71324;1.52498;1.53413;1.44288;1.42856;1.50592;1.43015;2.36345;0.74794;2.36461;2.38813;1.16965;0.73865;
0.93189;1.91198;0.94795;1.92791;1.91806;1.88774;1.07882;1.62075;0;1.8009;1.72313;2.02727;1.81813;2.07882;1.9392;1.86358;1.90211;1.37382;1.88642;1.9183;0.9214;0.97299;1.8906;1.9148;2.06997;0.9135;1.87611;2.05611;2.58546;1.9117;0.8983;2.58047;0.9473;2.06394;0.9528;2.00046;0.95333;2.00531;3.01092;1.88845;1.8587;1.89842;1.8829;1.6589;1.6859;2.03393;1.94557;2.0557;2.2729;1.7867;2.25014;1.81842;2.07103;1.97978;1.96545;2.04281;1.8701;2.90035;1.28484;2.76572;2.81918;1.6158;0.8821;
1.83436;1.85246;0.93592;1.8408;1.84721;1.80916;0.8944;1.43632;1.8009;0;1.5387;1.55088;1.47628;0.86838;1.88462;1.43328;1.07424;1.1894;1.70199;1.84855;2.70337;2.69055;1.84234;1.78242;1.88554;2.69624;0.90202;1.87168;0.8678;2.09688;0.9026;0.8564;2.34712;1.87951;2.70451;1.81603;2.70499;1.82088;2.82649;1.70402;1.75104;1.81858;1.81381;1.77797;1.81604;1.84951;1.76114;1.87128;2.08847;1.87684;2.06571;1.87745;1.79008;1.79535;1.78102;1.82979;1.78261;2.71592;1.10041;2.71708;2.7406;1.52212;1.09112;
1.58427;1.60237;0.87083;1.59071;1.59712;1.55907;0.64431;1.18624;1.72313;1.5387;0;1.59275;1.50911;1.64431;1.63453;1.60028;1.47075;0.93931;1.4519;1.59846;2.54324;2.44047;1.59226;1.83768;1.63546;2.44615;1.4416;1.62159;2.4065;1.84679;2.4413;2.3951;2.37994;1.62942;2.49382;1.56594;2.50297;1.57079;2.57641;1.45394;1.50095;1.56849;1.56372;1.61783;1.56595;1.59942;1.51105;1.62119;1.83839;1.62675;1.81563;1.62736;1.63651;1.54526;1.53094;1.6083;1.53253;2.46583;0.85033;2.46699;2.49051;1.27203;0.84103;
1.88841;1.90651;1.84252;1.89484;1.90126;1.86321;0.94844;1.49037;2.02727;1.55088;1.59275;0;1.2904;0.6825;1.93866;1.2474;0.88836;1.24344;1.6351;1.90259;2.84738;2.7446;1.89639;1.59653;1.93959;2.75028;1.54125;1.92573;2.41868;2.15093;2.45348;2.40728;2.16123;1.93356;2.79796;1.87008;2.80711;1.87493;2.88054;1.64824;1.80508;1.87263;1.86786;1.92197;1.87009;1.90355;1.59519;1.92532;2.14252;1.93089;2.11976;1.9315;1.6042;1.61488;1.61772;1.64391;1.83666;2.76997;1.15446;2.58848;2.79465;1.57616;1.14517;
1.80477;1.82287;1.76792;1.8112;1.81762;1.77957;0.8648;1.40673;1.81813;1.47628;1.50911;1.2904;0;0.6079;1.85502;1.1728;0.81376;1.1598;1.5605;1.81895;1.87053;2.66096;1.81275;1.52193;1.85595;2.66664;1.46665;1.84208;2.34408;1.89907;2.37888;2.33268;0.87083;1.84992;2.71432;1.78644;2.72095;1.79128;2.7969;1.57364;1.72144;1.78899;1.78422;1.79392;1.78645;1.81991;1.52059;1.84168;1.89066;1.84725;1.8679;1.84786;1.5296;1.54028;1.54312;1.56931;1.75302;2.68632;0.9026;2.51388;2.711;1.49252;1.06153;
1.93997;1.95807;1.16002;1.9464;1.95281;1.91476;1;1.54193;2.07882;0.86838;1.64431;0.6825;0.6079;0;1.99022;0.5649;0.20586;0.79847;0.9526;1.95415;2.47843;2.79616;1.94795;0.91403;1.99115;2.80184;0.85875;1.97728;1.73618;2.20248;1.77098;1.72478;1.47873;1.98511;2.84952;1.92163;2.85867;1.92648;2.9321;0.96574;1.85664;1.92419;1.91942;1.97352;1.92164;1.95511;0.91269;1.97688;2.19408;1.98245;2.17132;1.98306;0.9217;0.93238;0.93522;0.96141;1.88822;2.82152;1.20602;1.90598;2.8462;1.62772;1.19672;
1.93019;1.94829;0.99125;1.93662;1.94303;1.90498;0.99022;1.53215;1.9392;1.88462;1.63453;1.93866;1.85502;1.99022;0;1.90688;1.81666;1.28522;1.79782;1.94437;2.8606;2.78638;1.93817;1.9581;1.98137;2.79206;1.78751;1.9675;2.75242;2.1927;2.78722;2.74102;2.72586;1.97533;2.83974;1.91185;2.84889;1.9167;2.92232;1.79985;1.84686;1.91441;1.90964;1.96374;1.91186;1.94533;1.85697;1.9671;2.1843;1.97267;2.16154;1.97328;1.98242;1.89118;1.87685;1.95421;1.87844;2.81174;1.19624;2.8129;2.83642;1.61794;1.18694;
