0;0.96403;1.93415;0.95807;2.91598;1.90651;2.04759;1.78639;1.91404;1.25307;2.9909;1.93535;1.95461;3.81858;2.73193;1.87748;1.85902;1.92206;1.14441;1.16853;1.8076;0.96106;
0.96403;0;0.97012;1.9221;2.86842;2.87054;3.01162;2.75042;2.87807;2.2171;3.95493;2.89938;2.91864;3.77102;1.95092;2.84151;2.82305;2.88609;2.10844;2.13256;2.77163;1.92509;
1.93415;0.97012;0;2.75467;1.8983;3.44918;2.76668;3.02788;3.33158;3.04967;3.70999;3.73195;1.97402;2.8009;0.9808;1.9436;3.65562;3.71866;2.94101;2.80773;1.90513;2.89521;
0.95807;1.9221;2.75467;0;1.95791;0.94844;1.08953;0.82833;0.95597;0.295;2.03283;0.97728;0.99654;2.86051;1.77387;0.91942;0.90096;0.96399;0.18634;0.21046;0.84953;0.9982;
2.91598;2.86842;1.8983;1.95791;0;1.55088;0.86838;1.12958;1.43328;1.66685;1.81169;2.93519;1.91072;0.9026;0.9175;1.8803;1.80077;1.82979;2.14425;2.16837;1.84183;2.95611;
1.90651;2.87054;3.44918;0.94844;1.55088;0;0.6825;0.9437;1.2474;1.24344;1.62581;1.92573;1.94498;2.45348;2.46838;1.86786;1.61488;1.64391;1.13478;1.15891;1.79798;1.94664;
2.04759;3.01162;2.76668;1.08953;0.86838;0.6825;0;0.2612;0.5649;0.79847;0.94331;2.06681;2.08607;1.77098;1.78588;2.00894;0.93238;0.96141;1.27587;1.29999;1.93906;2.08773;
1.78639;2.75042;3.02788;0.82833;1.12958;0.9437;0.2612;0;0.8261;1.05967;1.20451;1.80561;1.82487;2.03218;2.04708;1.74774;1.19358;1.22261;1.01467;1.03879;1.67786;1.82653;
1.91404;2.87807;3.33158;0.95597;1.43328;1.2474;0.5649;0.8261;0;1.25097;1.50821;1.93325;1.95251;2.33588;2.35078;1.87539;1.49728;1.52631;1.14231;1.16643;1.8055;1.95417;
1.25307;2.2171;3.04967;0.295;1.66685;1.24344;0.79847;1.05967;1.25097;0;1.74178;1.27228;1.29154;2.56945;2.06887;1.21442;1.19596;1.25899;0.48134;0.50546;1.14453;1.2932;
2.9909;3.95493;3.70999;2.03283;1.81169;1.62581;0.94331;1.20451;1.50821;1.74178;0;3.01012;3.02937;0.9398;2.72919;2.95225;1.87569;1.90471;2.21917;2.2433;2.88237;3.03103;
1.93535;2.89938;3.73195;0.97728;2.93519;1.92573;2.06681;1.80561;1.93325;1.27228;3.01012;0;1.97382;3.83779;2.75115;1.8967;1.87824;1.94127;1.16362;1.18774;1.82682;0.98321;
1.95461;2.91864;1.97402;0.99654;1.91072;1.94498;2.08607;1.82487;1.95251;1.29154;3.02937;1.97382;0;2.81332;0.99322;1.91596;1.8975;1.96053;0.9969;1.207;1.84607;1.99474;
3.81858;3.77102;2.8009;2.86051;0.9026;2.45348;1.77098;2.03218;2.33588;2.56945;0.9398;3.83779;2.81332;0;1.8201;2.7829;2.70337;2.73239;3.04685;3.07097;2.74443;3.85871;
2.73193;1.95092;0.9808;1.77387;0.9175;2.46838;1.78588;2.04708;2.35078;2.06887;2.72919;2.75115;0.99322;1.8201;0;0.9628;2.67482;2.73786;1.96021;1.82693;0.92433;2.77207;
1.87748;2.84151;1.9436;0.91942;1.8803;1.86786;2.00894;1.74774;1.87539;1.21442;2.95225;1.8967;1.91596;2.7829;0.9628;0;1.82037;1.8834;1.10576;1.12988;1.76895;1.91762;
1.85902;2.82305;3.65562;0.90096;1.80077;1.61488;0.93238;1.19358;1.49728;1.19596;1.87569;1.87824;1.8975;2.70337;2.67482;1.82037;0;1.86494;1.0873;1.11142;1.75049;1.89916;
1.92206;2.88609;3.71866;0.96399;1.82979;1.64391;0.96141;1.22261;1.52631;1.25899;1.90471;1.94127;1.96053;2.73239;2.73786;1.8834;1.86494;0;1.15033;1.17445;1.81352;1.96219;
1.14441;2.10844;2.94101;0.18634;2.14425;1.13478;1.27587;1.01467;1.14231;0.48134;2.21917;1.16362;0.9969;3.04685;1.96021;1.10576;1.0873;1.15033;0;0.3968;1.03587;1.18454;
1.16853;2.13256;2.80773;0.21046;2.16837;1.15891;1.29999;1.03879;1.16643;0.50546;2.2433;1.18774;1.207;3.07097;1.82693;1.12988;1.11142;1.17445;0.3968;0;0.9026;1.20866;
1.8076;2.77163;1.90513;0.84953;1.84183;1.79798;1.93906;1.67786;1.8055;1.14453;2.88237;1.82682;1.84607;2.74443;0.92433;1.76895;1.75049;1.81352;1.03587;0.9026;0;1.84773;
0.96106;1.92509;2.89521;0.9982;2.95611;1.94664;2.08773;1.82653;1.95417;1.2932;3.03103;0.98321;1.99474;3.85871;2.77207;1.91762;1.89916;1.96219;1.18454;1.20866;1.84773;0;
