0;1.91992;1.31595;0.9611;1.89278;1.85473;0.93997;1.48189;1.58713;1.95154;1.94577;1.89702;1.88841;1.80477;1.93997;1.93019;1.91228;1.76829;1.84954;1.87673;1.76641;1.93483;2.91045;1.89412;2.50853;2.73075;2.56012;1.88791;1.50594;2.50063;1.73726;1.83359;1.94207;2.71804;1.9589;2.48543;2.53443;1.88309;2.53993;1.84536;2.72261;2.87577;1.93199;1.7496;1.79661;1.85938;1.84254;1.86161;1.89508;1.92792;1.90396;1.93952;1.86977;3.45723;1.91561;1.12631;1.15043;1.7895;0.95885;1.62697;3.45193;1.13669;
1.91992;0;1.31816;0.96403;1.93415;1.8925;1.95926;1.79976;2.60642;1.95374;1.94798;1.89995;2.80655;2.73195;2.12405;1.95528;1.92788;2.38525;2.86883;1.87966;1.91819;1.93776;2.95764;1.92443;3.52782;2.78245;2.85227;2.90721;1.93088;2.77415;2.75655;2.85289;1.94427;2.76775;1.96183;3.50472;2.81745;2.90239;2.95916;2.86465;2.95533;2.90608;2.95129;2.76889;2.8159;1.90843;2.86184;2.88091;2.91437;2.94722;2.92325;2.95881;2.88907;3.74025;2.9349;2.1456;2.16972;2.8088;0.96106;1.79243;3.59415;2.15599;
1.31595;1.31816;0;0.4166;1.38672;1.28854;1.3553;1.25233;2.00246;1.34978;1.34401;1.35252;2.25912;2.18452;1.57662;1.40785;1.38045;1.83782;2.26487;1.33223;1.37076;1.39033;2.41021;1.32046;2.92386;2.23502;2.30271;2.30325;1.38345;2.22672;2.15259;2.24892;1.34031;2.22032;1.4144;2.90076;2.27002;2.29842;2.41173;2.26069;2.4079;2.30211;2.34732;2.16493;2.21194;1.361;2.25787;2.27694;2.31041;2.34326;2.31929;2.35485;2.2851;3.19282;2.33094;1.54164;1.56576;2.20483;0.3571;1.245;3.04672;1.55202;
0.9611;0.96403;0.4166;0;0.97012;0.93979;1.37765;0.83573;2.02482;0.99268;1.76061;0.93592;1.84252;1.76792;1.16002;0.99125;0.96385;1.42122;1.95177;0.91563;0.95416;0.97373;1.99361;0.97035;2.85312;1.81842;1.88824;2.3256;0.96685;1.81012;1.83794;2.10333;1.75691;1.80372;0.9978;2.92312;1.85342;2.32078;1.99513;2.11109;1.9913;1.952;2.14102;2.12576;2.2343;0.9444;2.28023;2.2993;2.33277;2.36561;2.12143;2.3772;2.12878;2.77622;2.35329;1.56399;1.58812;2.22719;0.7737;0.8284;2.63012;1.57438;
1.89278;1.93415;1.38672;0.97012;0;1.86758;0.95281;1.49474;1.59998;1.9628;2.73073;1.90604;1.90126;1.81762;1.95281;1.94303;1.92513;1.78114;1.86238;1.88575;1.77926;1.94384;2.92329;1.90696;2.52138;2.7436;2.57297;1.90076;1.51879;2.51348;1.7501;1.84644;2.72703;2.73088;1.96792;2.49828;2.54728;1.89594;2.55278;1.8582;2.73545;2.88861;1.94484;1.76244;1.80945;1.87223;1.85539;1.87446;1.90792;1.94077;1.9168;1.95236;1.88262;3.47008;1.92845;1.13915;1.16328;1.80235;1.74382;1.63981;3.46478;1.14954;
1.85473;1.8925;1.28854;0.93979;1.86758;0;0.91476;1.45669;1.56193;1.92412;1.91835;1.87571;1.86321;1.77957;1.91476;1.90498;1.88708;1.74309;1.82433;1.85543;1.74121;1.91352;2.88524;1.86891;2.48333;2.70555;2.53492;1.86271;1.48074;2.47543;1.71205;1.80839;1.91465;2.69283;1.93759;2.46023;2.50923;1.85789;2.51473;1.82015;2.6974;2.85056;1.90679;1.72439;1.7714;1.83418;1.81734;1.83641;1.86987;1.90272;1.87875;1.91431;1.84457;3.43203;1.8904;1.1011;1.12523;1.7643;0.93144;1.60176;3.42673;1.11149;
0.93997;1.95926;1.3553;1.37765;0.95281;0.91476;0;0.54193;0.64716;1.99088;1.98511;1.69931;0.94844;0.8648;1;0.99022;0.97231;0.82833;0.90957;1.5649;0.82644;1.9526;1.97048;0.95415;1.56856;1.79078;1.62015;0.94795;0.56597;1.56066;0.79729;0.89362;1.89466;1.77807;1.18324;1.54546;1.59446;0.94313;1.59996;0.90539;1.78264;1.9358;0.99202;0.80963;0.85664;0.91942;0.90257;0.92164;0.95511;0.98796;0.96399;0.99955;0.9298;2.51726;0.97564;0.18634;0.21046;0.84953;0.9982;0.687;2.51196;0.19672;
1.48189;1.79976;1.25233;0.83573;1.49474;1.45669;0.54193;0;1.18909;1.82841;2.52704;1.77165;1.49037;1.40673;1.54193;1.53215;1.51424;1.37025;1.4515;1.75136;1.36837;1.80945;2.51241;1.49608;2.11049;2.33271;2.16208;1.48988;1.1079;2.10259;1.33922;1.43555;2.43658;2.32;1.72517;2.08739;2.13639;1.48505;2.14189;1.44732;2.32457;2.47773;1.53395;1.35156;1.39857;1.46134;1.4445;1.46357;1.49704;1.52988;1.50592;1.54148;1.47173;3.05919;1.51757;0.72827;0.75239;1.39146;1.54013;1.22893;3.05389;0.73865;
1.58713;2.60642;2.00246;2.02482;1.59998;1.56193;0.64716;1.18909;0;2.63805;1.93169;1.7877;1.59561;1.51196;1.64716;1.63738;1.61947;1.47549;1.55673;2.21206;1.47361;2.59976;2.61764;1.60131;0.9214;1.947;0.97299;1.59511;1.21313;0.9135;1.44445;1.54079;2.54182;2.42523;1.8304;0.8983;0.9473;1.59029;0.9528;1.55255;2.4298;2.58296;1.63919;1.45679;1.5038;1.56658;1.54974;1.56881;1.60227;1.63512;1.61115;1.64671;1.57697;1.8701;1.6228;0.8335;0.85762;1.4967;1.64536;1.33416;1.8648;0.84389;
1.95154;1.95374;1.34978;0.99268;1.9628;1.92412;1.99088;1.82841;2.63805;0;1.9796;1.9286;2.83521;2.76061;2.15271;1.98393;1.95653;2.41391;2.90045;1.90832;1.94685;1.96641;2.98629;1.95605;3.55945;2.8111;2.88092;2.93883;1.95953;2.8028;2.78817;2.88451;1.9759;2.7964;1.99048;3.53635;2.8461;2.93401;2.98782;2.89627;2.98398;2.9377;2.98291;2.80051;2.84752;1.93708;2.89346;2.91253;2.94599;2.97884;2.95487;2.99043;2.92069;3.7689;2.96652;2.17722;2.20135;2.84042;0.99268;1.82108;3.6228;2.18761;
