0;1.91992;1.94081;1.31595;0.9611;1.91986;1.89451;1.89029;1.95705;1.90905;1.95154;1.89702;2.87876;1.92979;2.72902;2.12112;1.94932;1.92495;1.87673;1.91526;1.92222;1.92795;3.78207;2.75434;2.91536;1.94207;2.76482;3.14029;2.74452;2.8627;3.59986;3.07219;3.55142;1.9178;1.91157;1.9055;2.85963;1.94721;3.91696;2.93953;2.94011;2.84368;2.6775;2.84527;2.14339;3.63162;2.93794;0.95885;3.59122;2.79115;
1.91992;0;1.93522;1.31816;1.73476;1.91088;1.89672;1.87283;0.95807;1.60523;1.95374;1.85246;1.9272;1.90651;1.82287;1.95807;1.94829;1.93038;1.91404;1.78451;1.91222;1.52404;2.78308;1.75536;1.91637;1.93535;2.72026;2.14131;2.69996;2.78221;2.6937;2.90914;2.64527;2.69146;1.88225;1.87748;1.86064;1.94602;3.68999;1.94054;1.94112;1.8447;1.67851;1.84628;1.14441;2.72547;2.71097;0.96106;3.54666;2.41236;
1.94081;1.93522;0;1.33906;0.9811;1.92996;1.91754;1.89191;0.97715;1.62431;1.97379;1.87155;1.94628;1.92559;1.84195;1.97715;1.96737;1.94496;1.89674;1.80359;1.9313;1.54312;2.80217;1.77444;1.93545;1.95443;2.73935;2.16039;2.71905;2.80129;2.71279;2.92822;2.66435;1.9378;1.90134;1.89657;1.87972;1.96511;3.70907;1.95962;1.96021;1.86378;1.69759;1.86537;1.16349;2.74455;2.73005;0.98196;3.56575;2.43144;
1.31595;1.31816;1.33906;0;0.4166;1.31811;1.29275;1.28854;1.3553;1.36455;1.34978;1.35252;2.32443;1.38529;2.18452;1.57662;1.34756;1.38045;1.33223;1.37076;1.32046;1.38345;3.18032;2.15259;2.3136;1.34031;2.22032;2.53854;2.20002;2.3182;3.05536;2.52769;3.00692;1.3733;1.36707;1.361;2.25787;1.34545;3.31521;2.33777;2.33836;2.24193;2.07574;2.24352;1.54164;3.08712;2.33619;0.3571;3.04672;2.24665;
0.9611;1.73476;0.9811;0.4166;0;1.73471;0.93643;0.93979;1.53282;0.94795;0.99268;0.93592;1.91766;0.96869;1.76792;1.16002;0.99125;0.96385;0.91563;0.95416;1.73706;0.96685;3.35784;2.01877;2.10333;1.75691;1.80372;2.71606;1.78342;1.9016;2.63876;2.11109;2.59032;0.9567;0.95047;0.9444;2.43539;1.76205;3.63505;2.51529;2.51588;2.09524;2.13441;2.42104;1.71916;2.67052;2.65602;0.7737;2.63012;1.83005;
1.91986;1.91088;1.92996;1.31811;1.73471;0;1.89666;1.86758;0.95281;1.59998;1.95369;1.84721;1.92195;1.90126;1.81762;1.95281;1.94303;1.92513;1.90878;1.77926;1.90696;1.51879;2.77783;1.7501;1.91112;1.9301;2.71501;2.13605;2.69471;2.77695;2.68845;2.90388;2.64002;2.69141;1.877;1.87223;1.85539;1.94077;3.68474;1.93529;1.93587;1.83944;1.67326;1.84103;1.13915;2.72022;2.70572;0.96101;3.54141;2.4071;
1.89451;1.89672;1.91754;1.29275;0.93643;1.89666;0;1.86709;1.93385;1.88438;1.92834;1.87235;2.85409;1.90512;2.70436;2.09646;1.92612;1.90028;1.85206;1.8906;1.89902;1.90328;3.75887;2.73114;2.89216;1.91887;2.74015;3.11709;2.71985;2.83803;3.57519;3.04752;3.52676;1.89313;1.8869;1.88083;2.83643;1.92401;3.89376;2.91633;2.91691;2.82048;2.6543;2.82207;2.12019;3.60696;2.91474;0.93565;3.56655;2.76648;
1.89029;1.87283;1.89191;1.28854;0.93979;1.86758;1.86709;0;0.91476;1.56193;1.92412;1.80916;1.8839;1.86321;1.77957;1.91476;1.90498;1.88708;1.85543;1.74121;1.86891;1.48074;2.73978;1.71205;1.87307;1.89205;2.67696;2.098;2.65666;2.7389;2.6504;2.86583;2.60197;1.89649;1.83895;1.83418;1.81734;1.90272;3.64669;1.89724;1.89782;1.80139;1.63521;1.80298;1.1011;2.68217;2.66767;0.93144;3.50336;2.36905;
1.95705;0.95807;0.97715;1.3553;1.53282;0.95281;1.93385;0.91476;0;0.64716;1.99088;0.8944;0.96913;0.94844;0.8648;1;0.99022;0.97231;0.95597;0.82644;0.95415;0.56597;1.82502;0.79729;0.9583;0.97728;1.7622;1.18324;1.7419;1.82414;1.73564;1.95107;1.6872;2.48952;0.92419;0.91942;0.90257;0.98796;2.73192;0.98247;0.98306;0.88663;0.72044;0.88822;0.18634;1.7674;1.7529;0.9982;2.5886;1.45429;
1.90905;1.60523;1.62431;1.36455;0.94795;1.59998;1.88438;1.56193;0.64716;0;1.94063;1.54156;1.61629;1.59561;1.51196;1.64716;1.63738;1.61947;1.60313;1.47361;1.60131;1.21313;2.47218;1.44445;1.60546;1.62444;2.40936;1.8304;2.38906;2.4713;2.3828;1.6584;2.33436;1.90465;1.57135;1.56658;1.54974;1.63512;3.37909;1.62964;1.63022;1.53379;1.3676;1.53538;0.8335;2.41456;2.40006;1.64536;3.23576;0.8821;
1.95154;1.95374;1.97379;1.34978;0.99268;1.95369;1.92834;1.92412;1.99088;1.94063;0;1.9286;2.91034;1.96137;2.76061;2.15271;1.98314;1.95653;1.90832;1.94685;1.95605;1.95953;3.8159;2.78817;2.94919;1.9759;2.7964;3.17412;2.7761;2.89428;3.63144;3.10378;3.58301;1.94938;1.94316;1.93708;2.89346;1.98104;3.95079;2.97336;2.97394;2.87751;2.71133;2.8791;2.17722;3.66321;2.97177;0.99268;3.6228;2.82273;
1.89702;1.85246;1.87155;1.35252;0.93592;1.84721;1.87235;1.80916;0.8944;1.54156;1.9286;0;1.62602;1.55088;0.9238;0.86838;1.88462;1.86671;1.43328;1.07424;1.84855;1.46037;2.69607;1.69168;1.81169;1.87168;0.8678;2.07764;0.8475;2.69519;1.79463;1.81945;1.7462;1.79075;1.81858;1.81381;1.77362;1.88235;2.79092;1.87687;1.87745;1.78102;1.61484;1.78261;1.08074;1.8264;1.8119;1.70962;1.6942;2.34868;
2.87876;1.9272;1.94628;2.32443;1.91766;1.92195;2.85409;1.8839;0.96913;1.61629;2.91034;1.62602;0;1.44013;1.36553;0.75763;1.95935;1.94144;1.32253;0.96349;1.92328;1.5351;2.79415;1.61638;1.70094;1.94641;2.2788;2.15237;2.47352;2.79327;2.23637;1.7087;2.18793;2.87436;1.89332;1.88855;1.87171;1.95709;3.23265;1.95161;1.95219;1.69285;1.68957;1.85735;1.15547;2.26813;2.25363;1.96733;3.1052;2.27338;
1.92979;1.90651;1.92559;1.38529;0.96869;1.90126;1.90512;1.86321;0.94844;1.59561;1.96137;1.55088;1.44013;0;1.2904;0.6825;1.93866;1.92076;1.2474;0.88836;1.90259;1.51442;2.77346;1.54125;1.62581;1.92573;2.20367;2.13168;2.39838;2.77258;2.16123;1.63357;2.1128;1.92539;1.87263;1.86786;1.85102;1.9364;3.15752;1.93092;1.9315;1.61772;1.65689;1.83666;1.13478;2.193;2.1785;1.74239;3.03007;2.19825;
2.72902;1.82287;1.84195;2.18452;1.76792;1.81762;2.70436;1.77957;0.8648;1.51196;2.76061;0.9238;1.36553;1.2904;0;0.6079;1.85502;1.83711;1.1728;0.81376;1.81895;1.43077;2.67187;1.46665;1.55121;1.84208;0.91327;1.8159;1.7713;2.67099;0.87083;1.55897;0.8224;1.85393;1.78899;1.78422;1.74943;1.85276;1.86712;1.84728;1.84786;1.54312;1.58229;1.75302;0.9656;0.9026;0.8881;1.863;1.73967;2.12365;
2.12112;1.95807;1.97715;1.57662;1.16002;1.95281;2.09646;1.91476;1;1.64716;2.15271;0.86838;0.75763;0.6825;0.6079;0;1.99022;1.97231;0.5649;0.20586;1.95415;1.56597;2.82502;0.85875;0.94331;1.97728;1.52117;2.18324;1.71588;2.82414;1.47873;0.95107;1.4303;2.11672;1.92419;1.91942;1.90257;1.98796;2.47502;1.98247;1.98306;0.93522;0.97439;1.88822;1.18634;1.5105;1.496;1.93372;2.34757;1.51575;
1.94932;1.94829;1.96737;1.34756;0.99125;1.94303;1.92612;1.90498;0.99022;1.63738;1.98314;1.88462;1.95935;1.93866;1.85502;1.99022;0;1.9551;1.90688;1.81666;1.94437;1.55619;2.81524;1.78751;1.94852;1.9675;2.75242;2.17346;2.73212;2.81436;2.72586;2.94129;2.67742;1.94795;1.91441;1.90964;1.89279;1.97818;3.72214;1.97269;1.97328;1.87685;1.71066;1.87844;1.17656;2.75762;2.74312;0.99046;3.57882;2.44451;
1.92495;1.93038;1.94496;1.38045;0.96385;1.92513;1.90028;1.88708;0.97231;1.61947;1.95653;1.86671;1.94144;1.92076;1.83711;1.97231;1.9551;0;1.87949;1.79876;1.92646;1.53828;2.79733;1.7696;1.93061;1.94959;2.73451;2.15555;2.71421;2.79645;2.70795;2.92338;2.65951;1.92055;1.8965;1.89173;1.87488;1.96027;3.70424;1.95478;1.95537;1.85894;1.69275;1.86053;1.15865;2.73971;2.72521;1.73755;3.56091;2.4266;
1.87673;1.91404;1.89674;1.33223;0.91563;1.90878;1.85206;1.85543;0.95597;1.60313;1.90832;1.43328;1.32253;1.2474;1.1728;0.5649;1.90688;1.87949;0;0.77076;1.91012;1.52194;2.78099;1.42365;1.50821;1.93325;2.08607;2.13921;2.28078;2.78011;2.04363;1.51597;1.9952;1.87233;1.86611;1.86003;1.85854;1.94393;3.03992;1.93844;1.93903;1.50012;1.53929;1.84419;1.14231;2.0754;2.0609;1.68933;2.91247;2.08065;
1.91526;1.78451;1.80359;1.37076;0.95416;1.77926;1.8906;1.74121;0.82644;1.47361;1.94685;1.07424;0.96349;0.88836;0.81376;0.20586;1.81666;1.79876;0.77076;0;1.78059;1.39242;2.65146;1.06461;1.14917;1.80373;1.72703;2.00968;1.92174;2.65058;1.68459;1.15693;1.63616;1.91086;1.75063;1.74586;1.72902;1.8144;2.68088;1.80892;1.8095;1.14108;1.18025;1.71466;1.01278;1.71636;1.70186;1.72786;2.55343;1.72161;
1.92222;1.91222;1.9313;1.32046;1.73706;1.90696;1.89902;1.86891;0.95415;1.60131;1.95605;1.84855;1.92328;1.90259;1.81895;1.95415;1.94437;1.92646;1.91012;1.78059;0;1.52012;2.77917;1.75144;1.91245;1.93143;2.71635;2.13739;2.69605;2.77829;2.68979;2.90522;2.64135;2.69376;1.87834;1.87357;1.85672;1.94211;3.68607;1.93662;1.93721;1.84078;1.67459;1.84237;1.14049;2.72155;2.70705;0.96336;3.54275;2.40844;
1.92795;1.52404;1.54312;1.38345;0.96685;1.51879;1.90328;1.48074;0.56597;1.21313;1.95953;1.46037;1.5351;1.51442;1.43077;1.56597;1.55619;1.53828;1.52194;1.39242;1.52012;0;2.39099;1.36326;1.52427;1.54325;2.32817;1.74921;2.30787;2.39011;2.30161;2.51704;2.25317;1.92355;1.49016;1.48539;1.46854;1.55393;3.29789;1.54844;1.54903;1.4526;1.28641;1.45419;0.75231;2.33337;2.31887;1.56417;3.15457;2.02026;
3.78207;2.78308;2.80217;3.18032;3.35784;2.77783;3.75887;2.73978;1.82502;2.47218;3.8159;2.69607;2.79415;2.77346;2.67187;2.82502;2.81524;2.79733;2.78099;2.65146;2.77917;2.39099;0;2.35624;2.78332;2.8023;1.849;0.9982;1.84857;1.84401;1.84553;2.47554;1.84947;2.78891;2.7492;2.74443;0.92244;2.81297;2.86942;2.80749;2.80807;2.71165;2.54546;2.71324;1.9951;1.89084;1.9882;2.82322;2.6754;1.69924;
