0;1.89803;0.9611;1.8731;1.85473;0.93997;0.93189;1.89702;1.58427;1.76829;1.74756;1.73726;1.83359;1.9589;1.87919;1.88309;1.88469;1.79661;1.86415;1.84254;1.62697;1.13669;
1.89803;0;0.96403;1.8912;1.87283;0.95807;1.60523;1.89995;1.60237;1.78639;1.76566;1.75536;1.85169;1.96183;2.55253;1.90119;2.55803;1.81471;1.88225;1.86064;1.64507;1.15479;
0.9611;0.96403;0;0.93643;0.93979;1.51514;1.89299;0.93592;0.87083;0.92275;0.97373;2.31243;2.40876;0.9978;1.85342;2.45826;1.99513;0.9567;0.95047;2.41771;0.8284;1.71186;
1.8731;1.8912;0.93643;0;1.8479;0.93313;1.5803;1.87235;1.57744;1.76146;1.74073;1.73042;1.82676;1.93423;2.5276;1.87626;2.5331;1.78977;1.85732;1.83571;1.62013;1.12986;
1.85473;1.87283;0.93979;1.8479;0;0.91476;1.56193;1.87571;1.55907;1.74309;1.72236;1.71205;1.80839;1.93759;2.50923;1.85789;2.51473;1.7714;1.83895;1.81734;1.60176;1.11149;
0.93997;0.95807;1.51514;0.93313;0.91476;0;0.64716;2.45106;0.64431;0.82833;0.8076;0.79729;0.89362;2.51294;1.59446;0.94313;1.59996;0.85664;0.92419;0.90257;0.687;0.19672;
0.93189;1.60523;1.89299;1.5803;1.56193;0.64716;0;1.8648;1.29147;1.47549;1.45476;1.44445;1.54079;1.94052;0.9473;1.59029;0.9528;1.5038;1.57135;1.54974;1.33416;0.84389;
1.89702;1.89995;0.93592;1.87235;1.87571;2.45106;1.8648;0;1.80675;1.85867;1.90964;3.24835;3.34468;1.91072;0.9175;3.39418;2.8176;1.8486;1.88639;3.35363;1.76432;2.64778;
1.58427;1.60237;0.87083;1.57744;1.55907;0.64431;1.29147;1.80675;0;1.47263;1.4519;1.4416;1.53793;1.86863;2.23877;1.58743;2.24427;1.50095;1.56849;1.54688;1.33131;0.84103;
1.76829;1.78639;0.92275;1.76146;1.74309;0.82833;1.47549;1.85867;1.47263;0;1.63592;1.62561;1.72195;1.92055;2.42279;1.77145;2.42829;1.68497;1.75251;1.7309;1.51533;1.02505;
1.74756;1.76566;0.97373;1.74073;1.72236;0.8076;1.45476;1.90964;1.4519;1.63592;0;1.60488;1.70122;1.97153;2.40206;1.75072;2.40756;1.66424;1.73178;1.71017;1.4946;1.00432;
1.73726;1.75536;2.31243;1.73042;1.71205;0.79729;1.44445;3.24835;1.4416;1.62561;1.60488;0;1.3539;3.31023;2.39175;1.74041;2.39725;1.65393;1.72148;1.69986;1.48429;0.657;
1.83359;1.85169;2.40876;1.82676;1.80839;0.89362;1.54079;3.34468;1.53793;1.72195;1.70122;1.3539;0;3.40656;2.48809;1.83675;2.49359;1.75026;1.81781;1.7962;1.58062;0.6969;
1.9589;1.96183;0.9978;1.93423;1.93759;2.51294;1.94052;1.91072;1.86863;1.92055;1.97153;3.31023;3.40656;0;0.99322;1.92229;0.99733;1.92432;1.94827;1.92388;1.8262;2.70966;
1.87919;2.55253;1.85342;2.5276;2.50923;1.59446;0.9473;0.9175;2.23877;2.42279;2.40206;2.39175;2.48809;0.99322;0;2.53759;1.9001;0.9311;2.51865;2.49704;2.28146;1.79119;
1.88309;1.90119;2.45826;1.87626;1.85789;0.94313;1.59029;3.39418;1.58743;1.77145;1.75072;1.74041;1.83675;1.92229;2.53759;0;0.92495;1.79977;1.86731;1.8457;1.63013;1.13985;
1.88469;2.55803;1.99513;2.5331;2.51473;1.59996;0.9528;2.8176;2.24427;2.42829;2.40756;2.39725;2.49359;0.99733;1.9001;0.92495;0;2.4566;2.52415;0.92654;2.28696;1.79669;
1.79661;1.81471;0.9567;1.78977;1.7714;0.85664;1.5038;1.8486;1.50095;1.68497;1.66424;1.65393;1.75026;1.92432;0.9311;1.79977;2.4566;0;1.78083;1.75921;1.54364;1.05336;
1.86415;1.88225;0.95047;1.85732;1.83895;0.92419;1.57135;1.88639;1.56849;1.75251;1.73178;1.72148;1.81781;1.94827;2.51865;1.86731;2.52415;1.78083;0;1.82676;1.61119;1.12091;
1.84254;1.86064;2.41771;1.83571;1.81734;0.90257;1.54974;3.35363;1.54688;1.7309;1.71017;1.69986;1.7962;1.92388;2.49704;1.8457;0.92654;1.75921;1.82676;0;1.58957;1.0993;
1.62697;1.64507;0.8284;1.62013;1.60176;0.687;1.33416;1.76432;1.33131;1.51533;1.4946;1.48429;1.58062;1.8262;2.28146;1.63013;2.28696;1.54364;1.61119;1.58957;0;0.88372;
1.13669;1.15479;1.71186;1.12986;1.11149;0.19672;0.84389;2.64778;0.84103;1.02505;1.00432;0.657;0.6969;2.70966;1.79119;1.13985;1.79669;1.05336;1.12091;1.0993;0.88372;0;
