0;0.97012;1.29557;0.94795;0.93592;0.87083;0.96869;0.99125;0.91563;1.86935;1.89084;3.12405;1.81012;2.25387;0.9978;3.12427;1.79232;1.85342;2.2172;0.9567;2.21499;2.19814;2.16232;2.28353;2.27863;2.26443;2.18379;2.27121;1.48191;1.99427;2.1451;1.93112;0.66785;0.8284;
0.97012;0;0.95281;1.59998;1.90604;1.59712;1.90126;1.94303;1.88575;0.9097;2.7436;2.7813;2.78024;1.91112;1.96792;2.76123;2.75435;1.9094;1.87445;1.80945;1.87;1.83511;1.81956;1.94077;1.93587;1.92167;1.8317;1.92845;1.13915;2.79828;1.80235;0.96101;1.58053;1.63981;
1.29557;0.95281;0;0.64716;2.23149;0.64431;0.94844;0.99022;0.95597;1.56856;1.79078;1.82848;2.18144;0.9583;1.18324;1.8287;1.80154;1.77387;0.92163;0.85664;0.91942;0.90257;0.86675;0.98796;0.98306;0.96886;0.88822;0.97564;0.18634;1.84547;0.84953;0.9982;0.62772;0.687;
0.94795;1.59998;0.64716;0;1.88386;1.29147;1.59561;1.63738;1.60313;0.9214;2.43794;2.47565;2.75806;1.60546;1.8304;2.47586;2.4487;1.9211;1.5688;1.5038;1.56658;1.54974;1.51391;1.63512;1.63022;1.61602;1.53538;1.6228;0.8335;2.49263;1.4967;1.64536;1.27488;1.33416;
0.93592;1.90604;2.23149;1.88386;0;1.80675;1.9046;1.92717;1.85155;1.9172;1.9172;4.05997;0.8742;3.18979;1.8724;2.76671;0.8564;0.9175;3.15312;1.8013;1.8803;1.84059;2.8683;3.21944;3.21454;3.20035;1.8403;3.20713;2.41783;2.80899;1.84183;2.86704;1.60377;1.76432;
0.87083;1.59712;0.64431;1.29147;1.80675;0;1.59275;1.63453;1.60028;2.21287;2.43509;2.47279;2.68095;1.60261;1.82755;2.473;2.44585;2.41818;1.56594;1.50095;1.56372;1.54688;1.51105;1.63226;1.62736;1.61317;1.53253;1.61995;0.83065;2.48977;1.49384;1.64251;1.27203;1.33131;
0.96869;1.90126;0.94844;1.59561;1.9046;1.59275;0;1.93866;1.88432;2.51701;2.73923;2.77693;2.7788;1.90675;1.96649;2.77714;2.74998;2.72231;1.87008;1.80508;1.86786;1.85102;1.81519;1.9364;1.9315;1.9173;1.83666;1.92408;1.13478;2.79391;1.79798;1.94664;1.57616;1.63544;
0.99125;1.94303;0.99022;1.63738;1.92717;1.63453;1.93866;0;1.90688;2.55878;2.781;2.8187;2.80137;1.94852;1.98905;2.81892;2.78357;2.76409;1.91185;1.84686;1.90964;1.89279;1.85697;1.97818;1.97328;1.95908;1.87844;1.96586;1.17656;2.83569;1.83975;1.98842;1.61794;1.67722;
0.91563;1.88575;0.95597;1.60313;1.85155;1.60028;1.88432;1.90688;0;2.52453;2.74675;2.78446;2.72575;1.91427;1.91343;2.78467;2.70795;2.72984;1.8776;1.81261;1.87539;1.85854;1.82272;1.94393;1.93903;1.92483;1.84419;1.93161;1.14231;2.80144;1.8055;1.95417;1.58348;1.64297;
1.86935;0.9097;1.56856;0.9214;1.9172;2.21287;2.51701;2.55878;2.52453;0;1.85073;3.39705;2.7914;2.52686;1.99292;1.85153;2.7736;0.9997;2.4902;1.9308;0.9603;0.92541;0.9511;2.55652;2.55162;2.53742;0.922;2.5442;1.7549;1.89381;1.92403;1.87071;2.19628;2.25556;
