0;1.31816;0.96403;1.90447;1.91088;1.8912;0.95807;1.60523;1.95374;1.94539;1.89995;1.60237;1.9272;1.90651;1.82287;1.95807;1.94829;1.87966;1.93776;1.91222;2.52663;2.74885;2.75422;2.77415;1.75536;1.91637;1.96183;2.78676;2.75635;2.73193;2.66055;1.86346;1.8797;2.64527;1.88455;2.91913;1.81471;1.87748;1.86064;1.87971;1.82481;1.93495;1.94602;1.94051;1.94054;1.94112;1.92693;2.95427;3.90943;1.8447;1.95762;1.87347;1.84628;1.93371;1.14441;1.16408;2.71097;1.8076;0.96106;1.58579;1.64507;3.59345;2.41236;
1.31816;0;0.4166;1.32883;1.31811;1.35303;1.3553;1.36455;1.34978;1.34401;1.35252;1.28743;2.32443;1.38529;2.2201;2.34292;1.40785;1.33223;1.39033;1.32046;2.22781;2.30744;2.30271;2.22672;2.15259;2.3136;1.4144;3.184;2.20892;2.27002;3.05778;2.26069;2.27693;3.0425;2.28178;3.31636;1.3733;2.27472;2.25787;2.27694;2.22205;2.33218;2.34326;2.33775;2.33777;2.33836;2.32416;3.3515;4.30666;2.24193;2.35485;2.2707;2.24352;2.33094;1.54164;1.56132;2.4044;2.20483;0.3571;1.08445;1.245;3.18752;2.24665;
0.96403;0.4166;0;0.97996;0.97012;0.93643;1.29557;0.94795;0.99268;1.76061;0.93592;0.87083;2.2647;0.96869;2.16037;1.92632;0.99125;0.91563;0.97373;1.73706;1.86935;1.89084;2.71931;1.81012;2.09286;2.25387;0.9978;3.12427;1.79232;1.85342;2.99805;2.20096;2.2172;2.98277;2.22205;3.25663;0.9567;2.21499;2.19814;2.21721;2.16232;2.27245;2.28353;2.27802;2.27804;2.27863;2.26443;3.29177;4.24693;2.1822;2.29512;2.21097;2.18379;2.27121;1.48191;1.50159;1.9878;2.1451;0.7737;0.66785;0.8284;2.77092;1.83005;
1.90447;1.32883;0.97996;0;1.89921;1.87953;0.9464;1.59356;1.96441;1.93372;1.91588;1.59071;1.91553;1.89484;1.8112;1.9464;1.93662;1.8956;1.95369;1.90055;2.51496;2.73718;2.74256;2.79008;1.74369;1.9047;1.97776;2.7751;2.74794;2.72027;2.64888;1.85179;1.86803;2.6336;1.87288;2.90746;1.80304;1.86582;1.84897;1.86804;1.81315;1.92328;1.93436;1.92885;1.92887;1.92946;1.91526;2.9426;3.89776;1.83303;1.94595;1.8618;1.83462;1.92204;1.13274;1.15242;2.6993;1.79593;0.97173;1.57412;1.6334;3.58178;2.40069;
1.91088;1.31811;0.97012;1.89921;0;1.88595;0.95281;1.59998;1.95369;1.94013;1.90604;1.59712;1.92195;1.90126;1.81762;1.95281;1.94303;1.88575;1.94384;1.90696;0.9097;2.7436;2.74897;2.78024;1.7501;1.91112;1.96792;2.76123;2.75435;1.9094;2.6553;1.8582;1.87445;2.64002;1.8793;2.91387;1.80945;1.87;1.83511;1.87446;1.81956;1.92969;1.94077;1.93526;1.93529;1.93587;1.92167;2.94901;3.90418;1.83944;1.95236;1.86821;1.8317;1.92845;1.13915;1.15883;2.70572;1.80235;0.96101;1.58053;1.63981;2.8269;2.4071;
1.8912;1.35303;0.93643;1.87953;1.88595;0;0.93313;1.5803;1.92911;1.92045;1.87235;1.57744;1.90227;1.88158;1.79794;1.93313;1.92335;1.85206;1.91016;1.88728;2.5017;2.72392;2.72929;2.74655;1.73042;1.89144;1.93423;2.76183;2.72875;2.707;2.63562;1.83852;1.85477;2.62034;1.85962;2.89419;1.78977;1.85255;1.83571;1.85478;1.79988;1.91001;1.92109;1.91558;1.91561;1.91619;1.90199;2.92933;3.8845;1.81976;1.93268;1.84853;1.82135;1.90877;1.11947;1.13915;2.68604;1.78267;1.71013;1.56085;1.62013;3.56852;2.38742;
0.95807;1.3553;1.29557;0.9464;0.95281;0.93313;0;0.64716;1.99088;0.98732;2.23149;0.64431;0.96913;0.94844;0.8648;1;0.99022;0.95597;1.9526;0.95415;1.56856;1.79078;1.79616;2.18144;0.79729;0.9583;1.18324;1.8287;1.80154;1.77387;1.70248;0.90539;0.92163;1.6872;0.92648;1.96106;0.85664;0.91942;0.90257;0.92164;0.86675;0.97688;0.98796;0.98245;0.98247;0.98306;0.96886;1.9962;2.95136;0.88663;0.99955;0.9154;0.88822;0.97564;0.18634;0.20602;1.7529;0.84953;0.9982;0.62772;0.687;2.63538;1.45429;
1.60523;1.36455;0.94795;1.59356;1.59998;1.5803;0.64716;0;1.94063;1.63448;1.88386;1.29147;1.61629;1.59561;1.51196;1.64716;1.63738;1.60313;1.92167;1.60131;0.9214;2.43794;2.44332;2.75806;1.44445;1.60546;1.8304;2.47586;2.4487;1.9211;2.34964;1.55255;1.5688;2.33436;1.57364;2.60822;1.5038;1.56658;1.54974;1.56881;1.51391;1.62404;1.63512;1.62961;1.62964;1.63022;1.61602;2.64336;3.59853;1.53379;1.64671;1.56256;1.53538;1.6228;0.8335;0.85318;2.40006;1.4967;1.64536;1.27488;1.33416;2.8386;0.8821;
1.95374;1.34978;0.99268;1.96441;1.95369;1.92911;1.99088;1.94063;0;1.9796;1.9286;1.86351;2.96002;1.96137;2.85569;2.91901;1.98393;1.90832;1.96641;1.95605;2.86203;2.88352;2.9383;2.8028;2.78817;2.94919;1.99048;3.81958;2.785;2.8461;3.69337;2.89627;2.91252;3.67809;2.91737;3.95194;1.94938;2.9103;2.89346;2.91253;2.85763;2.96776;2.97884;2.97333;2.97336;2.97394;2.95974;3.98708;4.94225;2.87751;2.99043;2.90628;2.8791;2.96652;2.17722;2.1969;2.98048;2.84042;0.99268;1.66053;1.82108;3.7636;2.82273;
1.94539;1.34401;1.76061;1.93372;1.94013;1.92045;0.98732;1.63448;1.9796;0;2.69653;1.63163;1.95645;1.93576;1.85212;1.98732;1.97754;1.94329;2.73434;1.94147;2.55588;2.7781;0.9587;3.16876;1.78461;1.94562;2.17056;2.81601;2.78886;2.76119;2.6898;1.89271;1.90895;2.67452;1.9138;2.94838;1.84396;1.90674;1.88989;1.90896;1.85407;1.9642;1.97528;1.77241;1.96979;1.80413;1.95618;2.95535;3.9281;1.87395;1.9587;1.90272;1.87554;1.9526;1.17366;1.19334;2.74022;1.83685;0.98691;1.61504;1.67432;3.6227;2.44161;
