0;1.89803;1.91712;0.9611;1.88637;1.91986;0.93997;1.58713;1.92729;1.83436;1.88841;1.80477;1.93997;1.91228;1.76829;1.74756;2.73409;1.50594;1.73726;1.91725;2.70216;3.53726;2.61672;2.6756;2.53993;1.8616;2.73718;3.47285;2.11438;1.80671;1.92792;2.1044;1.93217;1.90122;1.8266;1.90396;1.87171;1.66041;1.82818;1.12631;1.14598;1.7895;0.95885;3.47283;
1.89803;0;1.93522;2.49089;1.90447;1.92207;0.95807;1.60523;1.94539;1.85246;1.90651;1.82287;1.95807;1.93038;1.78639;1.76566;2.75219;1.52404;1.75536;1.93535;2.72026;3.55536;2.63482;2.6937;2.55803;1.8797;2.75528;3.49095;2.13248;1.82481;1.94602;2.1225;1.95027;1.91932;1.8447;1.92206;1.88981;1.67851;1.84628;1.14441;1.16408;1.8076;0.96106;3.49093;
1.91712;1.93522;0;2.50997;1.92355;1.94297;0.97715;1.62431;1.96447;1.87155;1.92559;1.84195;1.97715;1.94946;1.80548;1.78475;2.77127;1.54312;1.77444;1.95443;2.73935;3.57445;2.6539;2.71279;2.57711;1.89878;2.77436;3.51004;2.15157;1.8439;1.96511;2.14158;1.96935;1.93841;1.86378;1.94114;1.9089;1.69759;1.86537;1.16349;1.18317;1.82668;0.98196;3.51001;
0.9611;2.49089;2.50997;0;2.47922;0.97012;1.53282;2.17998;2.52014;0.93592;2.48127;1.85972;2.46762;2.50513;2.36115;2.34042;1.83565;0.96685;1.83794;2.5101;1.80372;2.84664;1.78342;1.85342;2.6974;2.45445;2.71671;3.63032;2.70724;2.39957;2.52078;2.69726;2.52502;2.49408;2.41945;2.49681;2.46457;2.25326;2.42104;1.71916;1.73884;2.38235;1.91995;2.77092;
1.88637;1.90447;1.92355;2.47922;0;1.93274;0.9464;1.59356;1.93372;1.8408;1.89484;1.8112;1.9464;1.91871;1.77473;1.754;2.74052;1.51237;1.74369;1.92368;2.7086;3.5437;2.62315;2.68204;2.54636;1.86803;2.74361;3.47929;2.12082;1.81315;1.93436;2.11083;1.9386;1.90766;1.83303;1.91039;1.87815;1.66684;1.83462;1.13274;1.15242;1.79593;0.97173;3.47926;
1.91986;1.92207;1.94297;0.97012;1.93274;0;2.50294;3.1501;1.94792;1.8983;3.14203;1.85163;2.45953;3.42229;2.72073;3.31053;2.79803;1.93697;2.80032;1.94422;2.7649;1.97402;2.66358;0.9808;2.68931;3.42457;2.82645;3.62224;1.90389;3.36968;3.49089;3.66737;3.38123;3.43728;3.38957;3.42094;3.43469;3.22338;1.9036;2.68928;2.70896;1.90513;0.96101;1.8983;
0.93997;0.95807;0.97715;1.53282;0.9464;2.50294;0;0.64716;0.98732;0.8944;0.94844;0.8648;1;0.97231;0.82833;0.8076;1.79412;0.56597;0.79729;0.97728;1.7622;2.5973;1.67675;1.73564;1.59996;0.92163;1.79721;2.53289;1.17442;0.86675;0.98796;1.16443;0.9922;0.96126;0.88663;0.96399;0.93175;0.72044;0.88822;0.18634;0.20602;0.84953;1.89882;2.53286;
1.58713;1.60523;1.62431;2.17998;1.59356;3.1501;0.64716;0;1.63448;1.54156;1.59561;1.51196;1.64716;1.61947;1.47549;1.45476;2.44129;1.21313;1.44445;1.62444;2.40936;1.95013;2.32391;2.3828;0.9528;1.5688;2.44438;1.88572;1.82158;1.51391;1.63512;1.8116;1.63936;1.60842;1.53379;1.61115;1.57891;1.3676;1.53538;0.8335;0.85318;1.4967;2.54598;1.8857;
1.92729;1.94539;1.96447;2.52014;1.93372;1.94792;0.98732;1.63448;0;1.88171;1.93576;1.85212;1.98732;1.95963;1.81565;1.79492;2.78144;1.55329;1.78461;1.9646;2.74951;3.58462;2.66407;2.72296;2.58728;1.90895;2.78453;3.52021;2.16174;1.85407;1.97528;2.15175;1.97952;1.94857;1.87395;1.95131;1.91907;1.70776;1.87554;1.17366;1.19334;1.83685;0.98691;3.52018;
1.83436;1.85246;1.87155;0.93592;1.8408;1.8983;0.8944;1.54156;1.88171;0;1.84284;0.9238;1.5317;1.86671;1.72272;1.70199;0.89973;1.46037;0.90202;1.87168;0.8678;1.91072;0.8475;0.9175;1.76148;1.81603;1.78079;2.6944;1.84059;1.76114;1.88235;2.05883;1.8866;1.85565;1.78102;1.85838;1.82614;1.61484;1.78261;1.08074;1.10041;1.74393;2.79322;1.835;
