0;1.89803;1.91712;2.23554;0.93997;1.48189;0.93189;1.93646;2.63928;2.93506;1.88841;2.72237;1.93997;1.91228;1.89594;2.14583;1.74756;2.91045;1.89412;1.85329;1.86753;1.90488;1.50594;1.84539;1.73726;1.83359;1.93651;1.83019;2.77429;2.74151;2.71383;1.92508;1.91708;1.88469;1.84536;2.05207;1.88523;1.86645;2.87207;1.78631;1.79661;1.86415;1.85938;1.91349;1.89508;1.91931;1.80671;1.91685;2.11757;1.92241;1.91676;1.92244;2.10861;1.93952;1.88659;1.86977;1.82818;1.91561;1.12631;1.14598;1.15043;1.7895;1.92147;1.93817;1.56769;2.76289;1.13669;
1.89803;0;1.93522;2.25364;0.95807;1.49999;1.60523;1.95456;2.65738;2.95316;1.90651;3.39571;1.95807;1.93038;1.91404;2.16393;1.76566;2.92855;1.91222;2.52663;2.54086;2.42686;1.52404;2.51873;1.75536;1.85169;1.95461;2.50353;2.79239;2.75961;2.73193;1.94318;1.93518;2.55803;1.86346;2.07017;2.55856;1.88455;2.89017;1.80441;1.81471;1.88225;1.87748;1.93159;1.91318;1.93741;1.82481;1.93495;1.94941;1.94051;1.93486;1.94054;2.12671;1.95762;1.90469;1.88787;1.84628;1.93371;1.14441;1.16408;1.16853;1.8076;1.93957;0.96106;1.58579;3.43623;1.15479;
1.91712;1.93522;0;2.27272;0.97715;1.51908;1.62431;1.97364;2.67646;2.97224;1.92559;3.41479;1.97715;1.94946;1.93312;2.18301;1.78475;2.94763;1.9313;2.54571;2.55995;2.44594;1.54312;2.53781;1.77444;1.87077;1.97369;2.52261;2.81147;2.77869;2.75102;1.96226;1.95426;2.57711;1.88254;2.08926;2.57765;1.90363;2.90925;1.82349;1.83379;1.90134;1.89657;1.95067;1.93226;1.9565;1.8439;1.95403;1.97031;1.9596;1.95394;1.95962;2.14579;1.9767;1.92378;1.90695;1.86537;1.95279;1.16349;1.18317;1.18761;1.82668;1.95865;0.98196;1.60487;3.45531;1.17387;
2.23554;2.25364;2.27272;0;1.29557;0.83573;1.94273;2.29206;0.93592;1.93432;1.84252;1.85972;1.16002;2.12278;1.72492;0.95416;0.97373;3.26605;2.24972;2.86413;1.81842;1.76259;0.96685;1.81012;1.83794;2.10333;0.9978;1.83852;1.996;1.79232;3.06944;2.28068;2.27268;1.99513;2.11109;2.40768;1.9913;2.22205;3.22767;2.14191;2.15221;2.21976;2.21499;2.26909;2.25068;2.27492;2.07272;2.27245;2.47317;2.27802;2.27236;2.27804;2.46421;2.29512;2.13199;2.12878;2.18379;2.27121;1.48191;1.50159;1.50603;2.1451;2.27707;2.29377;0.66785;2.72762;1.49229;
0.93997;0.95807;0.97715;1.29557;0;0.54193;0.64716;0.99649;1.69931;1.99509;0.94844;2.43764;1;0.97231;0.95597;1.20586;0.8076;1.97048;0.95415;1.56856;1.5828;1.46879;0.56597;1.56066;0.79729;0.89362;0.99654;1.54546;1.83432;1.80154;1.77387;0.98511;0.97711;1.59996;0.90539;1.11211;1.6005;0.92648;1.9321;0.84634;0.85664;0.92419;0.91942;0.97352;0.95511;0.97935;0.86675;0.97688;1.1776;0.98245;0.97679;0.98247;1.16864;0.99955;0.94663;0.9298;0.88822;0.97564;0.18634;0.20602;0.21046;0.84953;0.9815;0.9982;0.62772;2.47816;0.19672;
1.48189;1.49999;1.51908;0.83573;0.54193;0;1.18909;1.53842;1.77165;2.53702;1.49037;2.69545;1.54193;1.51424;1.4979;1.74779;1.34952;2.51241;1.49608;2.11049;2.12472;0.92687;1.1079;2.10259;1.33922;1.43555;1.53847;2.08739;2.37625;2.34347;2.31579;1.52704;1.51904;2.14189;1.44732;1.65403;2.14242;1.46841;2.47403;1.38827;1.39857;1.46611;1.46134;1.51545;1.49704;1.52128;1.40867;1.51881;1.71953;1.52437;1.51872;1.5244;1.71057;1.54148;1.48855;1.47173;1.43015;1.51757;0.72827;0.74794;0.75239;1.39146;1.52343;1.54013;1.16965;3.02009;0.73865;
0.93189;1.60523;1.62431;1.94273;0.64716;1.18909;0;1.64365;1.7877;2.64225;1.59561;1.79048;1.64716;1.61947;1.60313;1.85302;1.45476;2.61764;1.60131;0.9214;0.93563;0.97299;1.21313;0.9135;1.44445;1.54079;1.6437;0.8983;2.48149;2.4487;2.42103;1.63228;1.62427;0.9528;1.55255;1.75927;0.95333;1.57364;2.57926;1.4935;1.5038;1.57135;1.56658;1.62069;1.60227;1.62651;1.51391;1.62404;1.82476;1.62961;1.62396;1.62964;1.8158;1.64671;1.59379;1.57697;1.53538;1.6228;0.8335;0.85318;0.85762;1.4967;1.62866;1.64536;1.27488;1.831;0.84389;
1.93646;1.95456;1.97364;2.29206;0.99649;1.53842;1.64365;0;1.997;0.9986;1.94493;2.9208;1.99649;1.9688;1.95246;2.20235;1.80409;0.9959;1.95064;2.56505;2.57929;2.46528;1.56246;2.55715;1.79378;1.89011;1.99303;2.54195;2.83081;2.79803;2.77036;1.9816;1.9736;2.59645;1.90188;2.1086;2.59699;1.92297;2.92859;1.84283;1.85313;1.92068;1.91591;1.97001;1.9516;1.97584;1.86324;1.97337;2.17409;1.97894;1.97328;1.97896;2.16513;1.99604;1.94311;1.92629;1.88471;1.97213;1.18283;1.20251;1.20695;1.84602;1.97799;1.99469;1.62421;3.47465;1.19321;
2.63928;2.65738;2.67646;0.93592;1.69931;1.77165;1.7877;1.997;0;0.9984;1.55088;0.9238;0.86838;1.83114;1.43328;1.07424;1.82098;2.9929;2.65346;2.7091;0.8825;2.69851;1.90277;0.8742;0.90202;1.81169;1.8561;0.9026;2.75239;0.8564;2.70106;2.68443;2.67642;1.76148;1.81945;2.71028;2.7331;2.62579;3.63141;2.54565;1.8013;2.6235;2.61873;1.77797;2.65442;2.67866;1.78108;2.67619;2.87691;2.68176;2.6761;2.68178;2.86795;2.69886;1.84035;1.83714;2.58753;2.67495;1.88565;1.90533;1.90977;2.54885;2.68081;2.69751;1.60377;1.7917;1.89604;
2.93506;2.95316;2.97224;1.93432;1.99509;2.53702;2.64225;0.9986;0.9984;0;2.54928;1.9222;1.86678;2.82954;2.43168;2.07264;2.80269;1.9945;2.94924;3.56365;1.8809;3.46388;2.56106;1.8726;1.90042;2.81009;2.8545;1.901;3.75079;1.8548;3.69946;2.9802;2.9722;2.75988;2.81785;3.1072;3.59559;2.92157;3.92719;2.84143;2.7997;2.91928;2.91451;2.77637;2.9502;2.97444;2.77948;2.97197;3.17269;2.97754;2.97188;2.97756;3.16373;2.99464;2.83875;2.83554;2.88331;2.97073;2.18143;2.20111;2.20555;2.84462;2.97659;2.99329;2.60217;2.7901;2.19181;
1.88841;1.90651;1.92559;1.84252;0.94844;1.49037;1.59561;1.94493;1.55088;2.54928;0;2.47468;0.6825;1.64525;1.2474;0.88836;1.6351;2.91892;1.90259;2.51701;2.43338;2.41724;1.51442;2.42508;1.54125;1.62581;1.94498;2.45348;2.56651;2.40728;2.72231;1.93356;1.92556;2.54841;1.63357;2.06055;2.54894;1.87493;2.88054;1.79478;1.80508;1.87263;1.86786;1.92197;1.90355;1.92779;1.59519;1.92532;2.12604;1.93089;1.92524;1.93092;2.11708;1.94799;1.65446;1.65126;1.83666;1.92408;1.13478;1.15446;1.15891;1.79798;1.92994;1.94664;1.57616;3.34258;1.14517;
2.72237;3.39571;3.41479;1.85972;2.43764;2.69545;1.79048;2.9208;0.9238;1.9222;2.47468;0;1.79218;2.75494;2.35708;1.99804;2.74478;3.9167;3.39179;2.68222;1.8063;2.76347;2.82657;1.798;1.82582;2.73549;1.83501;1.8264;2.71238;1.7802;2.68731;3.42276;3.41475;0.83768;2.74325;1.78648;2.71198;3.36412;4.36974;3.28398;2.7251;3.36183;1.76778;1.76422;3.39275;3.41699;2.70488;3.41452;3.61524;3.42009;3.41444;3.42012;3.60628;3.43719;2.76415;2.76094;1.76022;3.41328;2.62398;2.64366;2.64811;3.28718;3.41914;3.43584;2.52757;1.77058;2.54102;
