0;1.89803;1.91712;1.31595;0.9611;1.88637;1.91986;1.89753;1.85473;0.93997;1.48189;1.58713;1.93646;1.92729;1.83436;1.9091;1.88841;1.80477;1.93997;1.93019;1.91228;1.76829;1.74756;2.93236;1.92222;2.50853;2.52276;2.80322;2.73409;1.50594;1.93111;1.73726;2.88328;1.91725;2.70216;1.9589;2.61672;2.69076;2.6756;2.74809;1.92508;2.53993;1.8616;2.73718;1.7496;1.9178;1.86415;1.85938;2.11438;1.86161;1.83334;1.80671;1.92792;2.1044;1.93217;1.90122;1.8266;1.90396;1.93952;1.85537;1.86977;1.87171;1.66041;1.82818;1.12631;1.14598;1.7895;0.95885;1.62697;3.47283;
1.89803;0;1.93522;1.31816;0.96403;1.90447;1.92207;1.90046;1.87283;0.95807;1.49999;1.60523;1.95456;1.94539;1.85246;1.9272;1.90651;1.82287;1.95807;1.94829;1.92788;1.78639;1.76566;2.95046;1.92443;2.52663;2.54086;2.82132;2.75219;1.52404;1.94921;1.75536;2.90138;1.93535;2.72026;1.96183;2.63482;2.70886;2.6937;2.76619;1.94318;2.55803;1.8797;2.75528;1.7677;1.92073;1.88225;1.87748;2.13248;1.87971;1.85144;1.82481;1.94602;2.1225;1.95027;1.91932;1.8447;1.92206;1.95762;1.87347;1.88787;1.88981;1.67851;1.84628;1.14441;1.16408;1.8076;0.96106;1.64507;3.49093;
1.91712;1.93522;0;1.33906;0.9811;1.92355;1.94297;1.91754;1.89191;0.97715;1.51908;1.62431;1.97364;1.96447;1.87155;1.94628;1.92559;1.84195;1.97715;1.96737;1.94496;1.80548;1.78475;2.96954;1.94532;2.54571;2.55995;2.8404;2.77127;1.54312;1.9683;1.77444;2.92046;1.95443;2.73935;1.9789;2.6539;2.72795;2.71279;2.78528;1.96226;2.57711;1.89878;2.77436;1.78678;1.9378;1.90134;1.89657;2.15157;1.89879;1.87052;1.8439;1.96511;2.14158;1.96935;1.93841;1.86378;1.94114;1.9767;1.89255;1.90695;1.9089;1.69759;1.86537;1.16349;1.18317;1.82668;0.98196;1.66415;3.51001;
1.31595;1.31816;1.33906;0;0.4166;1.32883;1.31811;1.35303;1.35639;1.79425;1.25233;1.36455;2.79074;1.34401;1.35252;2.35818;1.38529;2.20845;1.60055;1.34756;1.38045;1.33935;1.39033;2.41021;1.32046;2.22781;2.23502;3.23369;2.25225;1.38345;1.34786;2.25454;2.54386;1.34031;2.22032;1.4144;2.20002;2.20892;2.27002;2.31156;2.77937;2.30622;2.71589;2.2993;2.56629;1.3733;2.71844;2.28986;2.96867;2.31332;2.68762;2.51324;2.78221;2.95869;2.52225;2.57829;2.53577;2.56196;2.7938;2.70965;2.56931;2.5788;2.5147;2.68247;1.98059;2.00027;2.64379;0.3571;1.245;3.18752;
0.9611;0.96403;0.9811;0.4166;0;0.97996;0.97012;0.93643;0.93979;1.37765;0.83573;0.94795;2.37414;1.76061;0.93592;1.94158;0.96869;1.79185;1.18395;1.76416;0.96385;0.92275;0.97373;1.99361;0.97035;1.86935;1.81842;2.81709;1.83565;0.96685;1.76446;1.83794;2.12726;1.75691;1.80372;0.9978;1.78342;1.79232;1.85342;1.96145;2.36277;1.88963;2.29929;1.8827;2.14969;0.9567;2.30184;1.87326;2.55207;2.2993;2.27102;2.09664;2.36561;2.54209;2.10565;2.16169;2.11917;2.14536;2.3772;2.29305;2.15271;2.1622;2.0981;2.26587;1.56399;1.58367;2.22719;0.7737;0.8284;2.77092;
1.88637;1.90447;1.92355;1.32883;0.97996;0;1.93274;1.91639;1.86116;0.9464;1.48833;1.59356;1.94289;1.93372;1.8408;1.91553;1.89484;1.8112;1.9464;1.93662;1.91871;1.77473;1.754;2.93879;1.93509;2.51496;2.5292;2.80965;2.74052;1.51237;1.93755;1.74369;2.88971;1.92368;2.7086;1.97776;2.62315;2.6972;2.68204;2.75453;1.93151;2.54636;1.86803;2.74361;1.75603;1.93666;1.87059;1.86582;2.12082;1.86804;1.83977;1.81315;1.93436;2.11083;1.9386;1.90766;1.83303;1.91039;1.94595;1.8618;1.8762;1.87815;1.66684;1.83462;1.13274;1.15242;1.79593;0.97173;1.6334;3.47926;
1.91986;1.92207;1.94297;1.31811;0.97012;1.93274;0;1.90655;1.90991;2.34777;1.80584;1.8311;3.34426;1.94792;1.8983;2.9117;1.9388;1.85163;2.15407;1.95147;1.93397;1.89287;1.94384;2.96373;1.92437;0.9097;2.7132;2.81384;2.79803;1.93697;1.95176;2.80032;3.09738;1.94422;2.7649;1.96792;2.66358;2.7547;0.9808;2.91547;3.33289;2.68931;3.2694;2.75455;3.11981;1.84533;3.27196;1.87;1.90389;1.8929;3.24114;1.8608;3.33573;3.51221;3.07577;3.13181;3.08929;3.11547;3.34732;3.26317;3.12282;3.13232;3.06821;1.8317;2.53411;2.55379;1.90513;0.96101;1.79852;1.8983;
1.89753;1.90046;1.91754;1.35303;0.93643;1.91639;1.90655;0;1.87623;1.85624;1.77216;1.88438;2.85273;2.69704;1.87235;2.82537;1.90512;2.69338;2.12038;2.70059;1.90028;1.85918;1.91016;2.93004;1.90678;1.89712;2.75485;1.88066;2.77208;1.90328;2.70089;2.65353;2.82213;2.69334;2.74015;1.93423;1.88143;2.72875;1.89962;2.89788;2.84135;2.82606;2.77787;2.81913;2.66587;1.89313;2.78043;0.93682;2.80755;2.77789;2.74961;2.72299;2.8442;3.02068;2.84844;2.8175;2.74287;2.82023;2.85579;2.77164;2.78604;2.78799;2.57668;2.74446;2.04258;2.06226;2.70577;1.71013;1.76483;2.81712;
1.85473;1.87283;1.89191;1.35639;0.93979;1.86116;1.90991;1.87623;0;0.91476;1.45669;1.56193;1.91125;1.90208;1.80916;1.8839;1.86321;1.77957;1.91476;1.90498;1.88708;1.74309;1.72236;2.90715;1.91014;2.48333;2.49756;2.77802;2.70889;1.48074;1.90591;1.71205;2.85807;1.89205;2.67696;1.93759;2.59152;2.66556;2.6504;2.72289;1.89988;2.51473;1.8364;2.71198;1.72439;1.89649;1.83895;1.83418;2.08918;1.83641;1.80813;1.78151;1.90272;2.0792;1.90697;1.87602;1.80139;1.87875;1.91431;1.83016;1.84457;1.84651;1.63521;1.80298;1.1011;1.12078;1.7643;1.71349;1.60176;3.44763;
0.93997;0.95807;0.97715;1.79425;1.37765;0.9464;2.34777;1.85624;0.91476;0;0.54193;0.64716;0.99649;0.98732;0.8944;0.96913;0.94844;0.8648;1;0.99022;0.97231;0.82833;0.8076;1.99239;2.348;1.56856;1.5828;1.86325;1.79412;0.56597;0.99115;0.79729;1.94331;0.97728;1.7622;2.37545;1.67675;1.7508;1.73564;1.80813;0.98511;1.59996;0.92163;1.79721;0.80963;2.33435;0.92419;0.91942;1.17442;0.92164;0.89337;0.86675;0.98796;1.16443;0.9922;0.96126;0.88663;0.96399;0.99955;0.9154;0.9298;0.93175;0.72044;0.88822;0.18634;0.20602;0.84953;1.89882;0.687;2.53286;
