0;1.89803;1.91712;0.9611;1.88637;1.89278;1.8731;1.85473;0.93997;0.93189;1.93646;1.92729;1.83436;2.83276;1.58427;1.9091;1.88841;1.80477;1.93997;1.93019;1.91228;1.76829;1.87673;1.23497;1.74756;1.93145;1.85329;2.73409;1.50594;1.73726;1.83359;2.65964;2.77429;1.87919;2.91305;1.92508;1.88523;2.04663;1.78631;1.7496;1.9178;1.86415;1.85938;1.84254;1.86161;1.80671;2.13471;1.90122;1.84092;1.93952;1.85537;1.87171;2.77529;1.15043;1.93817;1.62697;2.79669;1.13669;
1.89803;0;1.93522;0.96403;1.90447;1.91088;1.8912;1.87283;0.95807;1.60523;1.95456;1.94539;1.85246;2.85086;1.60237;1.9272;1.90651;1.82287;1.95807;1.94829;1.92788;1.78639;1.87966;1.25307;1.76566;1.92443;2.52663;2.75219;1.52404;1.75536;1.85169;2.67774;2.79239;2.55253;2.91553;1.94318;2.55856;2.06473;1.80441;1.7677;1.92073;1.88225;1.87748;1.86064;1.87971;1.82481;2.15281;1.91932;1.85902;1.95762;1.87347;1.88981;3.44863;1.16853;0.96106;1.64507;3.47003;1.15479;
1.91712;1.93522;0;2.49229;1.92355;1.92996;1.91028;1.89191;0.97715;1.62431;1.97364;1.96447;1.87155;2.86995;1.62146;1.94628;1.92559;1.84195;1.97715;1.96737;1.94946;1.80548;1.93312;1.27215;1.78475;1.94532;2.54571;2.77127;1.54312;1.77444;1.87077;2.69683;2.81147;2.57161;2.93642;1.96226;2.57765;2.08381;1.82349;1.78678;3.44899;1.90134;1.89657;1.87972;1.89879;1.8439;2.17189;1.93841;1.87811;1.9767;1.89255;1.9089;3.46771;1.18761;0.98196;1.66415;3.48911;1.17387;
0.9611;0.96403;2.49229;0;0.97996;2.46795;0.93643;0.93979;1.51514;0.94795;2.51163;2.50246;2.05233;3.05073;0.87083;1.94158;0.96869;1.79185;1.18395;0.99125;0.96385;0.92275;0.91563;1.81014;0.97373;0.97035;1.86935;2.78234;0.96685;2.31243;2.12726;1.89786;3.06796;1.89525;1.96145;2.50025;1.90128;2.6218;2.16495;2.14969;0.9567;0.95047;2.43456;2.41771;2.43678;2.38189;2.10565;2.16169;2.11633;2.51469;2.43054;2.1622;2.79135;1.7256;1.87123;0.8284;2.81275;1.71186;
1.88637;1.90447;1.92355;0.97996;0;1.89921;1.87953;1.86116;0.9464;1.59356;1.94289;1.93372;1.8408;2.8392;1.59071;1.91553;1.89484;1.8112;1.9464;1.93662;1.91871;1.77473;1.8956;1.2414;1.754;1.93509;2.51496;2.74052;1.51237;1.74369;1.84002;2.66608;2.78072;2.54086;2.91948;1.93151;2.5469;2.05306;1.79274;1.75603;1.93666;1.87059;1.86582;1.84897;1.86804;1.81315;2.14114;1.90766;1.84736;1.94595;1.8618;1.87815;3.43696;1.15686;0.97173;1.6334;3.45836;1.14312;
1.89278;1.91088;1.92996;2.46795;1.89921;0;1.88595;1.86758;0.95281;1.59998;1.9493;1.94013;1.84721;2.84561;1.59712;1.92195;1.90126;1.81762;1.95281;1.94303;1.92513;1.78114;1.90878;1.24781;1.76041;1.92437;2.52138;2.74694;1.51879;1.7501;1.84644;2.67249;2.78714;2.54728;2.91547;1.93793;2.55331;2.05948;1.79915;1.76244;3.42465;1.877;1.87223;1.85539;1.87446;1.81956;2.14756;1.91407;1.85377;1.95236;1.86821;1.88456;3.44338;1.16328;0.96101;1.63981;3.46478;1.14954;
1.8731;1.8912;1.91028;0.93643;1.87953;1.88595;0;1.8479;0.93313;1.5803;1.92962;1.92045;1.82753;2.82593;1.57744;1.90227;1.88158;1.79794;1.93313;1.92335;1.90028;1.76146;1.85206;1.22813;1.74073;1.90678;2.5017;2.72726;1.4991;1.73042;1.82676;2.65281;2.76746;2.5276;2.89788;1.91825;2.53363;2.0398;1.77947;1.74276;1.89313;1.85732;1.85255;1.83571;1.85478;1.79988;2.12787;1.89439;1.83409;1.93268;1.84853;1.86488;3.4237;1.1436;1.93133;1.62013;3.4451;1.12986;
1.85473;1.87283;1.89191;0.93979;1.86116;1.86758;1.8479;0;0.91476;1.56193;1.91125;1.90208;1.80916;2.80756;1.55907;1.8839;1.86321;1.77957;1.91476;1.90498;1.88708;1.74309;1.85543;1.20976;1.72236;1.8948;2.48333;2.70889;1.48074;1.71205;1.80839;2.63444;2.74909;2.50923;2.8859;1.89988;2.51526;2.02143;1.7611;1.72439;1.89649;1.83895;1.83418;1.81734;1.83641;1.78151;2.10951;1.87602;1.81572;1.91431;1.83016;1.84651;3.40533;1.12523;0.93144;1.60176;3.42673;1.11149;
0.93997;0.95807;0.97715;1.51514;0.9464;0.95281;0.93313;0.91476;0;0.64716;0.99649;0.98732;0.8944;1.8928;0.64431;0.96913;0.94844;0.8648;1;0.99022;0.97231;0.82833;0.95597;0.295;0.8076;1.96156;1.56856;1.79412;0.56597;0.79729;0.89362;1.71968;1.83432;1.59446;1.97308;0.98511;1.6005;1.10666;0.84634;0.80963;2.47184;0.92419;0.91942;0.90257;0.92164;0.86675;1.19474;0.96126;0.90096;0.99955;0.9154;0.93175;2.49056;0.21046;0.9982;0.687;2.51196;0.19672;
0.93189;1.60523;1.62431;0.94795;1.59356;1.59998;1.5803;1.56193;0.64716;0;1.64365;1.63448;1.54156;2.53996;1.29147;1.61629;1.59561;1.51196;1.64716;1.63738;1.61947;1.47549;1.60313;0.94216;1.45476;1.9183;0.9214;1.8344;1.21313;1.44445;1.54079;2.36684;2.48149;0.9473;2.62024;1.63228;0.95333;1.75382;1.4935;1.45679;1.85703;1.57135;1.56658;1.54974;1.56881;1.51391;1.8419;1.60842;1.54812;1.64671;1.56256;1.57891;1.8434;0.85762;1.64536;1.33416;1.8648;0.84389;
1.93646;1.95456;1.97364;2.51163;1.94289;1.9493;1.92962;1.91125;0.99649;1.64365;0;1.98381;1.89088;0.9986;1.6408;1.96562;1.94493;1.86129;1.99649;1.98671;1.9688;1.82481;1.95246;1.29149;1.80409;2.95805;2.56505;2.79061;1.56246;1.79378;1.89011;2.71617;2.83081;2.59095;2.96957;1.9816;2.59699;2.10315;1.84283;1.80612;3.46833;1.92068;1.91591;1.89906;1.91813;1.86324;2.19123;1.95774;1.89744;1.99604;1.91189;1.92824;3.48705;1.20695;1.99469;1.68349;3.50845;1.19321;
1.92729;1.94539;1.96447;2.50246;1.93372;1.94013;1.92045;1.90208;0.98732;1.63448;1.98381;0;1.88171;2.88011;1.63163;1.95645;1.93576;1.85212;1.98732;1.97738;1.95963;1.81565;1.94329;1.28232;1.79492;1.95028;2.55588;2.78144;1.55329;1.78461;1.88094;2.707;2.82164;2.58178;2.94138;1.97243;2.58782;2.09398;1.83366;1.79695;3.45916;1.91151;1.90674;1.88989;1.90896;1.85407;2.18206;1.94857;1.88827;1.98687;1.90272;1.91907;3.47788;1.19778;0.98691;1.67432;3.49928;1.18404;
