0;2.71992;1.8311;3.57695;3.67407;0.9097;2.82053;3.33189;2.82465;0.9729;2.82118;4.66517;3.69703;2.82463;3.63013;2.75455;3.57656;4.62233;3.63933;1.89809;1.8608;3.70787;1.8317;3.69556;2.93038;3.67667;3.65105;2.67489;
2.71992;0;2.33639;0.8648;0.95415;1.81022;1.80184;0.79729;1.79731;3.15628;3.15418;1.94525;0.97711;1.70248;1.12333;1.6872;0.85664;1.90242;0.91942;2.23109;0.86675;0.98796;0.88822;0.97564;0.21046;1.11306;2.62371;1.45429;
1.8311;2.33639;0;1.77573;3.29054;0.9214;2.58134;1.5391;2.58546;2.58409;2.58199;4.28164;3.3135;2.58544;1.82892;0.95333;3.19303;4.23881;1.89258;1.6589;1.8725;3.32435;1.8434;3.31203;2.54685;1.87545;1.89473;0.8821;
3.57695;0.8648;1.77573;0;1.81895;2.66725;2.66664;1.66209;2.5902;2.67462;2.67252;2.81005;1.84191;0.83768;1.69798;0.8224;1.72144;2.76722;1.76165;1.74943;1.73155;1.85276;1.74525;1.84044;0.8881;1.74452;1.7638;2.31909;
3.67407;0.95415;3.29054;1.81895;0;2.76437;2.75599;1.75144;2.75146;4.11043;4.10833;0.9911;1.93126;2.65663;2.07748;2.64135;1.81079;0.94827;1.87357;3.18524;1.8209;1.94211;1.84237;1.92979;1.16461;2.06721;3.57786;2.40844;
0.9097;1.81022;0.9214;2.66725;2.76437;0;3.50274;2.4605;3.50686;1.8826;3.50339;3.75547;2.78733;3.50493;2.72043;1.84485;2.66686;3.71263;2.72963;2.5803;0.9511;2.79817;0.922;2.78586;2.02068;2.76697;2.78625;1.8035;
2.82053;1.80184;2.58134;2.66664;2.75599;3.50274;0;2.35624;1.7439;1.84763;1.835;3.74709;2.77895;1.84899;2.72505;1.84947;0.9452;3.70426;2.72126;0.92244;2.66859;2.7898;2.69006;2.77748;2.0123;2.77159;0.9175;1.69924;
3.33189;0.79729;1.5391;1.66209;1.75144;2.4605;2.35624;0;2.36036;2.35899;2.35689;2.74254;1.7744;2.36034;1.92062;2.36083;1.65393;2.69971;1.7167;1.4338;1.66403;1.78525;1.68551;1.77293;1.00775;1.91035;3.18676;0.657;
2.82465;1.79731;2.58546;2.5902;2.75146;3.50686;1.7439;2.36036;0;1.85175;1.7439;3.74256;2.77442;1.7593;2.64338;1.7678;0.94067;3.69972;2.70705;0.92656;2.66405;2.78526;2.68553;2.77295;2.00777;2.68992;0.8264;1.70336;
0.9729;3.15628;2.58409;2.67462;4.11043;1.8826;1.84763;2.35899;1.85175;0;1.84828;5.10153;4.13339;1.85173;2.7278;1.85222;2.78466;5.05869;2.79147;0.92519;2.8337;4.14423;2.77507;4.13192;3.36674;2.77434;2.67815;1.70199;
2.82118;3.15418;2.58199;2.67252;4.10833;3.50339;1.835;2.35689;1.7439;1.84828;0;5.09943;4.13129;1.84963;2.7257;1.85012;2.68457;5.05659;2.78937;0.92309;4.02092;4.14213;2.77297;4.12982;3.36464;2.77224;0.9175;1.69989;
4.66517;1.94525;4.28164;2.81005;0.9911;3.75547;3.74709;2.74254;3.74256;5.10153;5.09943;0;0.9749;3.64773;3.06858;3.63245;2.80189;0.9564;2.86467;4.17634;2.812;2.93321;2.83347;0.9958;2.15571;3.05831;4.56896;3.39954;
3.69703;0.97711;3.3135;1.84191;1.93126;2.78733;2.77895;1.7744;2.77442;4.13339;4.13129;0.9749;0;2.67959;2.10044;2.66431;1.83375;1.9313;1.89653;3.2082;1.84386;1.96507;1.86533;1.95275;1.18757;2.09017;3.60082;2.4314;
2.82463;1.70248;2.58544;0.83768;2.65663;3.50493;1.84899;2.36034;1.7593;1.85173;1.84963;3.64773;2.67959;0;0.9488;1.66008;0.93292;3.6049;2.59933;0.92654;2.56923;2.69044;2.58293;2.67812;1.72578;2.5822;0.9329;1.70334;
3.63013;1.12333;1.82892;1.69798;2.07748;2.72043;2.72505;1.92062;2.64338;2.7278;2.7257;3.06858;2.10044;0.9488;0;0.87558;1.88172;3.02575;1.81483;1.80261;1.99008;1.9036;1.79843;2.09897;0.91287;1.7977;1.81698;2.57762;
2.75455;1.6872;0.95333;0.8224;2.64135;1.84485;1.84947;2.36083;1.7678;1.85222;1.85012;3.63245;2.66431;1.66008;0.87558;0;2.54384;3.58962;0.93925;0.92703;2.55395;2.67516;0.92285;2.66284;1.7105;0.92212;0.9414;1.70383;
3.57656;0.85664;3.19303;1.72144;1.81079;2.66686;0.9452;1.65393;0.94067;2.78466;2.68457;2.80189;1.83375;0.93292;1.88172;2.54384;0;2.75906;1.77606;1.85947;1.72339;1.8446;1.74486;1.83228;1.0671;1.9697;1.76707;2.31093;
4.62233;1.90242;4.23881;2.76722;0.94827;3.71263;3.70426;2.69971;3.69972;5.05869;5.05659;0.9564;1.9313;3.6049;3.02575;3.58962;2.75906;0;2.82183;4.13351;2.76916;2.89037;2.79063;1.9522;2.11288;3.01548;4.52612;3.35671;
3.63933;0.91942;1.89258;1.76165;1.87357;2.72963;2.72126;1.7167;2.70705;2.79147;2.78937;2.86467;1.89653;2.59933;1.81483;0.93925;1.77606;2.82183;0;1.86628;1.78616;1.90737;1.80763;1.89505;1.12988;1.86137;1.88065;2.3737;
1.89809;2.23109;1.6589;1.74943;3.18524;2.5803;0.92244;1.4338;0.92656;0.92519;0.92309;4.17634;3.2082;0.92654;1.80261;0.92703;1.85947;4.13351;1.86628;0;3.09783;3.21905;1.84988;3.20673;2.44155;1.84915;1.75296;0.7768;
