0;1.89803;2.45511;1.8731;1.85473;0.93997;1.48189;1.58713;1.95154;1.92729;1.83436;1.58427;1.80477;1.93997;1.93019;1.76829;1.89594;1.76641;1.23497;1.74756;1.89412;3.50707;2.52276;2.40876;2.73409;2.70856;1.73726;1.83359;1.91725;2.70216;1.93651;2.73696;2.69076;2.72771;1.88309;2.53993;1.84536;1.8616;2.54046;2.02135;2.90103;1.79661;1.86415;1.85938;2.58167;1.80671;1.91685;1.92792;2.09161;1.92302;1.90883;1.93217;1.90122;1.86977;1.82818;1.91561;1.12631;1.61327;2.91645;0.95885;1.62697;3.47283;1.13669;1.17077;
1.89803;0;0.96403;1.8912;1.87283;0.95807;1.49999;1.60523;1.95671;1.94539;1.85246;1.60237;1.82287;1.95807;1.94829;1.78639;1.91404;1.78451;1.25307;1.76566;1.91222;3.52517;2.54086;2.42686;2.75219;2.72666;1.75536;1.85169;1.93535;2.72026;1.95461;2.75506;2.70886;2.74581;1.90119;2.55803;1.86346;1.8797;2.55856;2.03945;2.91913;1.81471;1.88225;1.87748;2.59977;1.82481;1.93495;1.94602;2.10971;1.94112;1.92693;1.95027;1.91932;1.88787;1.84628;1.93371;1.14441;1.63137;2.93455;1.95627;1.64507;3.49093;1.15479;1.18887;
2.45511;0.96403;0;2.44827;0.93979;1.51514;2.05707;0.94795;0.99268;2.50246;2.40953;0.87083;1.79185;1.18395;0.99125;0.92275;1.74885;0.95416;1.81014;0.97373;2.46929;3.73431;1.88358;1.92094;2.78234;3.28373;2.0427;2.12726;2.49242;3.27733;2.51168;3.06706;3.26593;2.88328;2.45826;1.90075;2.13502;2.43677;1.90128;2.59652;3.4762;2.37178;0.95047;2.43456;2.8089;2.09664;2.49202;2.5031;2.66678;2.4982;1.7576;2.10565;2.16169;2.15271;2.40336;2.49078;1.70148;2.18844;3.08993;1.98537;0.8284;2.83365;1.71186;1.74594;
1.8731;1.8912;2.44827;0;1.8479;0.93313;1.47506;1.5803;1.92834;1.92045;1.82753;1.57744;1.79794;1.93313;1.92335;1.76146;1.8891;1.75958;1.22813;1.74073;1.88728;3.50024;2.51593;1.88066;2.72726;2.70173;1.73042;1.82676;1.91042;2.69533;1.92967;2.73013;2.68393;2.72087;1.87626;1.86693;1.83852;1.85477;1.87608;2.01451;2.89419;1.78977;1.85732;0.93682;2.57483;1.79988;1.91001;1.92109;2.08477;1.91619;1.90199;1.92534;1.89439;1.86294;1.82135;1.90877;1.11947;1.60643;2.90961;0.93565;1.62013;2.79983;1.12986;1.16393;
1.85473;1.87283;0.93979;1.8479;0;0.91476;1.45669;1.56193;1.93248;1.90208;1.80916;1.55907;1.77957;1.91476;1.90498;1.74309;1.87073;1.74121;1.20976;1.72236;1.86891;3.48187;2.49756;2.38356;2.70889;2.68336;1.71205;1.80839;1.89205;2.67696;1.9113;2.71176;2.66556;2.7025;1.85789;2.51473;1.82015;1.8364;2.51526;1.99614;2.87582;1.7714;1.83895;1.83418;2.55646;1.78151;1.89164;1.90272;2.0664;1.89782;1.88362;1.90697;1.87602;1.84457;1.80298;1.8904;1.1011;1.58806;2.89124;1.91296;1.60176;3.44763;1.11149;1.14556;
0.93997;0.95807;1.51514;0.93313;0.91476;0;0.54193;0.64716;1.99088;0.98732;0.8944;0.64431;0.8648;1;0.99022;0.82833;0.95597;0.82644;0.295;0.8076;0.95415;2.56711;1.5828;1.46879;1.79412;1.7686;0.79729;0.89362;0.97728;1.7622;0.99654;1.797;1.7508;1.78774;0.94313;1.59996;0.90539;0.92163;1.6005;1.08138;1.96106;0.85664;0.92419;0.91942;1.6417;0.86675;0.97688;0.98796;1.15164;0.98306;0.96886;0.9922;0.96126;0.9298;0.88822;0.97564;0.18634;0.6733;1.97648;0.9982;0.687;2.53286;0.19672;0.2308;
1.48189;1.49999;2.05707;1.47506;1.45669;0.54193;0;1.18909;2.53281;1.52925;1.43632;1.18624;1.40673;1.54193;1.53215;1.37025;1.4979;1.36837;0.83693;1.34952;1.49608;3.10904;2.12472;0.92687;2.33605;2.31052;1.33922;1.43555;1.51921;2.30412;1.53847;2.33892;2.29272;2.32967;1.48505;2.14189;1.44732;1.46356;2.14242;1.62331;2.50299;1.39857;1.46611;1.46134;2.18363;1.40867;1.51881;1.52988;1.69357;1.52498;1.51079;1.53413;1.50318;1.47173;1.43015;1.51757;0.72827;1.21523;2.51841;1.54013;1.22893;3.07479;0.73865;0.77273;
1.58713;1.60523;0.94795;1.5803;1.56193;0.64716;1.18909;0;1.94063;1.63448;1.54156;1.29147;1.51196;1.64716;1.63738;1.47549;1.60313;1.47361;0.94216;1.45476;1.60131;2.78636;0.93563;0.97299;1.8344;2.41576;1.44445;1.54079;1.62444;2.40936;1.6437;2.44416;2.39796;1.93533;1.59029;0.9528;1.55255;1.5688;0.95333;1.72854;2.60822;1.5038;1.57135;1.56658;1.86095;1.51391;1.62404;1.63512;1.7988;1.63022;1.61602;1.63936;1.60842;1.57697;1.53538;1.6228;0.8335;1.32046;2.62364;1.64536;1.33416;1.8857;0.84389;0.87796;
1.95154;1.95671;0.99268;1.92834;1.93248;1.99088;2.53281;1.94063;0;2.9782;2.88528;1.86351;2.78453;2.17663;1.98393;1.91543;2.74153;1.94685;2.28588;1.96641;1.95605;4.55799;2.87626;2.91362;3.77502;3.75948;2.78817;2.88451;1.9759;3.75308;2.98742;3.78788;3.74168;3.77862;2.93401;2.89343;2.89627;2.91252;2.89396;3.07226;3.95194;2.84752;1.94316;2.86516;3.63258;2.85763;2.96776;2.97884;3.14252;2.97394;2.75028;2.98309;2.95214;2.92069;2.8791;2.96652;2.17722;2.66418;3.96736;0.99268;1.82108;3.82633;2.18761;2.22168;
1.92729;1.94539;2.50246;1.92045;1.90208;0.98732;1.52925;1.63448;2.9782;0;1.88171;1.63163;1.85212;1.98732;1.97754;1.81565;1.94329;1.81376;1.28232;1.79492;1.94147;3.55443;2.57012;0.9587;2.78144;2.75591;1.78461;1.88094;1.9646;2.74951;1.98386;2.78431;2.73811;2.77506;1.93044;2.58728;1.89271;1.90895;2.58782;2.0687;2.94838;1.84396;1.91151;1.90254;2.62902;1.85407;1.9642;1.97528;2.13896;1.80413;1.95618;1.97952;1.94857;1.91712;1.87554;1.9526;1.17366;1.66062;2.9638;1.98552;1.67432;3.52018;1.18404;1.21812;
