0;1.89803;0.9611;1.8731;1.85473;0.93997;0.93189;1.93646;1.92729;1.89702;2.89542;1.58427;1.9091;1.80477;1.93997;1.76829;1.84954;1.76641;1.74756;1.89412;1.86753;1.90488;1.93111;2.74181;1.73726;1.83359;1.93651;2.61672;1.87919;2.82055;1.92508;2.91368;1.88309;1.88469;2.72261;1.78631;1.7496;1.79661;1.86415;1.85938;1.84254;1.89508;1.80671;1.91676;1.90883;1.90122;1.84092;1.90396;1.93952;1.85537;1.87171;1.87412;2.80199;1.91561;1.93817;1.62697;1.13669;
1.89803;0;0.96403;1.8912;1.87283;0.95807;1.60523;1.95456;1.94539;1.89995;2.89835;1.60237;1.9272;1.82287;1.95807;1.78639;1.86764;1.78451;1.76566;1.91222;2.54086;2.57822;1.94921;2.75991;1.75536;1.85169;1.95461;2.63482;2.55253;2.83865;1.94318;2.93178;1.90119;2.55803;2.74071;1.80441;1.7677;1.81471;1.88225;1.87748;1.86064;1.91318;1.82481;1.93486;1.92693;1.91932;1.85902;1.92206;1.95762;1.87347;1.88981;1.89222;3.47533;1.93371;0.96106;1.64507;1.15479;
0.9611;0.96403;0;0.93643;0.93979;1.51514;1.89299;2.51163;2.50246;0.93592;1.93432;0.87083;2.48427;1.85972;1.8043;0.92275;2.42471;2.01016;0.97373;0.97035;1.81842;2.86598;2.50629;1.81012;1.83794;2.40876;0.9978;1.78342;1.85342;1.90687;2.50025;1.99513;2.45826;1.88963;1.8827;2.36148;2.32477;0.9567;0.95047;2.43456;2.41771;2.47025;2.38189;2.49193;2.37795;2.47639;2.41609;2.47913;2.51469;2.43054;2.44689;2.44929;2.77622;2.49078;1.92509;0.8284;1.71186;
1.8731;1.8912;0.93643;0;1.8479;0.93313;1.5803;1.92962;1.92045;1.87235;2.87075;1.57744;1.90227;1.79794;1.93313;1.76146;1.8427;1.75958;1.74073;1.88728;2.51593;2.55328;1.92428;2.73497;1.73042;1.82676;1.92967;2.60989;2.5276;2.81372;1.91825;2.90685;1.87626;2.5331;2.71577;1.77947;1.74276;1.78977;1.85732;1.85255;1.83571;1.88824;1.79988;1.90993;1.90199;1.89439;1.83409;1.89712;1.93268;1.84853;1.86488;1.86729;3.4504;1.90877;1.93133;1.62013;1.12986;
1.85473;1.87283;0.93979;1.8479;0;0.91476;1.56193;1.91125;1.90208;1.87571;2.87411;1.55907;1.8839;1.77957;1.91476;1.74309;1.82433;1.74121;1.72236;1.86891;2.49756;2.53492;1.90591;2.7166;1.71205;1.80839;1.9113;2.59152;2.50923;2.79535;1.89988;2.88848;1.85789;2.51473;2.6974;1.7611;1.72439;1.7714;1.83895;1.83418;1.81734;1.86987;1.78151;1.89156;1.88362;1.87602;1.81572;1.87875;1.91431;1.83016;1.84651;1.84892;3.43203;1.8904;1.91296;1.60176;1.11149;
0.93997;0.95807;1.51514;0.93313;0.91476;0;0.64716;0.99649;0.98732;1.69931;1.99509;0.64431;0.96913;0.8648;1;0.82833;0.90957;0.82644;0.8076;0.95415;1.5828;1.62015;0.99115;1.80184;0.79729;0.89362;0.99654;1.67675;1.59446;1.88059;0.98511;1.97371;0.94313;1.59996;1.78264;0.84634;0.80963;0.85664;0.92419;0.91942;0.90257;0.95511;0.86675;0.97679;0.96886;0.96126;0.90096;0.96399;0.99955;0.9154;0.93175;0.93416;2.51726;0.97564;0.9982;0.687;0.19672;
0.93189;1.60523;1.89299;1.5803;1.56193;0.64716;0;1.64365;1.63448;1.81813;2.64225;1.29147;1.61629;1.51196;1.64716;1.47549;1.55673;1.47361;1.45476;1.60131;0.93563;0.97299;1.63831;2.449;1.44445;1.54079;1.6437;2.32391;0.9473;2.52775;1.63228;2.62088;1.59029;0.9528;2.4298;1.4935;1.45679;1.5038;1.57135;1.56658;1.54974;1.60227;1.51391;1.62396;1.61602;1.60842;1.54812;1.61115;1.64671;1.56256;1.57891;1.58132;1.8701;1.6228;1.64536;1.33416;0.84389;
1.93646;1.95456;2.51163;1.92962;1.91125;0.99649;1.64365;0;1.98381;1.997;0.9986;1.6408;1.96562;1.86129;1.99649;1.82481;1.90606;1.82293;1.80409;1.95064;2.57929;2.61664;1.98764;2.79833;1.79378;1.89011;1.99303;2.67324;2.59095;2.87708;1.9816;2.9702;1.93961;2.59645;2.77913;1.84283;1.80612;1.85313;1.92068;1.91591;1.89906;1.9516;1.86324;1.97328;1.96535;1.95774;1.89744;1.96048;1.99604;1.91189;1.92824;1.93064;3.51375;1.97213;1.99469;1.68349;1.19321;
1.92729;1.94539;2.50246;1.92045;1.90208;0.98732;1.63448;1.98381;0;2.68663;2.98241;1.63163;1.95645;1.85212;1.98732;1.81565;1.89689;1.81376;1.79492;1.94147;2.57012;2.60747;1.97767;2.78916;1.78461;1.88094;1.98386;2.66407;2.58178;2.86791;1.97243;2.96103;1.93044;2.58728;2.76996;1.83366;1.79695;1.84396;1.91151;1.90674;1.88989;1.94243;1.85407;1.96411;1.95618;1.94857;1.88827;1.95131;1.98687;1.90272;1.91907;1.92148;3.50458;1.96296;0.98691;1.67432;1.18404;
1.89702;1.89995;0.93592;1.87235;1.87571;1.69931;1.81813;1.997;2.68663;0;0.9984;1.80675;1.62602;0.9238;0.86838;1.85867;1.66013;1.07424;1.82098;1.90627;0.8825;2.79112;2.69046;0.8742;0.90202;1.7882;1.91072;0.8475;0.9175;2.84279;2.68443;2.90806;2.64244;1.76148;2.74264;1.84938;1.83412;1.81664;1.88639;2.61873;1.77362;2.65442;1.78108;2.6761;1.44203;1.84613;1.80077;2.6633;2.69886;2.61471;1.84664;2.63347;1.8403;2.67495;2.69751;1.76432;1.55902;
