0;1.91992;1.94081;0.9611;1.93059;1.91986;1.89451;1.89029;1.95705;1.90905;1.95154;1.94577;1.89702;1.92979;2.72902;2.12112;1.95235;2.92937;2.86662;1.87673;1.91526;2.25205;1.92222;2.82956;3.59059;2.84934;2.905;2.52303;2.75434;3.06443;1.94207;2.76482;1.9589;2.79962;2.90066;2.8356;2.93008;2.8438;2.88354;2.76668;1.9178;1.91157;1.9055;2.85963;2.8238;2.9395;2.93953;3.12569;2.94926;2.85801;2.92104;2.90368;2.88686;2.84527;2.14339;2.16307;2.16752;0.95885;1.62895;2.15378;
1.91992;0;1.94302;2.25364;1.90447;1.91088;1.8912;1.87283;0.95807;1.60523;1.95374;1.94539;1.85246;1.90651;2.05663;1.99037;1.94829;1.93038;1.86764;1.91404;1.78451;1.25307;1.91222;2.78605;2.78596;2.75422;1.90601;1.52404;1.75536;2.93368;1.93535;2.72026;1.95461;2.75506;2.89168;2.55803;1.93109;2.55856;1.88455;1.7677;1.81471;1.88225;1.87748;1.86064;1.82481;1.94051;1.94054;2.12671;1.95027;1.85902;1.92206;1.90469;1.88787;1.84628;1.14441;1.16408;1.16853;0.96106;1.58579;1.15479;
1.94081;1.94302;0;0.9811;1.95369;1.94297;1.91754;1.9134;1.98016;1.92905;1.97379;1.96887;1.91702;1.94979;2.74903;2.14113;1.97235;2.95247;2.88973;1.89674;1.93527;2.27516;1.94532;2.85267;3.61059;2.86934;2.92811;2.54613;2.77745;3.08444;1.96517;2.78482;1.9789;2.81962;2.92377;2.8556;2.95318;2.8638;2.90664;2.78979;1.9378;1.93158;1.9255;2.88273;2.84691;2.96261;2.96263;3.1488;2.97236;2.88111;2.94415;2.92679;2.90996;2.86838;2.1665;2.18618;2.19062;0.98196;1.64895;2.17688;
0.9611;2.25364;0.9811;0;2.24197;0.97012;0.93643;0.93979;1.29557;0.94795;0.99268;2.28289;0.93592;0.96869;1.76792;1.16002;0.99125;2.12278;1.95177;0.91563;0.95416;1.59057;1.89874;1.87982;2.62949;1.88824;2.24352;1.86154;2.01877;2.10333;2.27285;1.80372;0.9978;1.83852;1.95092;1.8745;2.11109;1.8827;2.22205;2.1052;0.9567;0.95047;0.9444;2.19814;2.07272;2.27802;2.27804;2.46421;2.08172;2.09241;2.12143;2.13199;2.12878;2.18379;1.48191;1.50159;1.50603;1.87123;0.66785;1.49229;
1.93059;1.90447;1.95369;2.24197;0;1.89921;1.87953;1.86116;0.9464;1.59356;1.96441;1.93372;1.8408;1.89484;2.04496;1.9787;1.93662;1.91871;1.85597;1.90237;1.77284;1.2414;1.90055;2.77438;2.77429;2.74256;1.89435;1.51237;1.74369;2.92201;1.92368;2.7086;1.94294;2.7434;2.88001;2.54636;1.91942;2.5469;1.87288;1.75603;1.80304;1.87059;1.86582;1.84897;1.81315;1.92885;1.92887;2.11504;1.9386;1.84736;1.91039;1.89303;1.8762;1.83462;1.13274;1.15242;1.15686;0.97173;1.57412;1.14312;
1.91986;1.91088;1.94297;0.97012;1.89921;0;1.88595;1.86758;0.95281;1.59998;1.95369;1.94013;1.84721;1.90126;1.82778;1.98512;1.94303;1.92513;1.86238;1.88575;1.77926;1.24781;1.90696;0.9097;2.68934;2.74897;1.90076;1.51879;1.7501;1.9127;1.9301;2.71501;1.94935;0.9729;0.9808;2.55278;1.92584;2.55331;1.8793;1.76244;1.80945;1.877;1.87;1.83511;1.81956;1.93526;1.93529;2.12145;1.94502;1.85377;1.9168;1.89944;1.88262;1.84103;1.13915;1.15883;1.16328;0.96101;1.58053;1.14954;
1.89451;1.8912;1.91754;0.93643;1.87953;1.88595;0;1.8479;0.93313;1.5803;1.92834;1.92045;1.82753;1.88158;2.0317;1.96544;1.92335;1.90545;1.8427;1.85206;1.75958;1.22813;1.88728;1.89712;2.76103;1.88066;1.88108;1.4991;1.73042;2.90875;1.91042;2.69533;1.92967;2.73013;2.86675;1.86693;1.90616;1.87608;1.85962;1.74276;1.78977;1.85732;0.93682;1.83571;1.79988;1.91558;1.91561;2.10177;1.92534;1.83409;1.89712;1.87976;1.86294;1.82135;1.11947;1.13915;1.1436;0.93565;1.56085;1.12986;
1.89029;1.87283;1.9134;0.93979;1.86116;1.86758;1.8479;0;0.91476;1.56193;1.92412;1.90208;1.80916;1.86321;2.01333;1.94707;1.90498;1.88708;1.82433;1.85543;1.74121;1.20976;1.86891;2.74275;2.74266;2.71092;1.86271;1.48074;1.71205;2.89038;1.89205;2.67696;1.9113;2.71176;2.84838;2.51473;1.88779;2.51526;1.84125;1.72439;1.7714;1.83895;1.83418;1.81734;1.78151;1.89721;1.89724;2.0834;1.90697;1.81572;1.87875;1.86139;1.84457;1.80298;1.1011;1.12078;1.12523;0.93144;1.54248;1.11149;
1.95705;0.95807;1.98016;1.29557;0.9464;0.95281;0.93313;0.91476;0;0.64716;1.99088;0.98732;0.8944;0.94844;1.09856;1.0323;0.99022;0.97231;0.90957;0.95597;0.82644;0.295;0.95415;1.82798;1.82789;1.79616;0.94795;0.56597;0.79729;1.97561;0.97728;1.7622;0.99654;1.797;1.93361;1.59996;0.97302;1.6005;0.92648;0.80963;0.85664;0.92419;0.91942;0.90257;0.86675;0.98245;0.98247;1.16864;0.9922;0.90096;0.96399;0.94663;0.9298;0.88822;0.18634;0.20602;0.21046;0.9982;0.62772;0.19672;
1.90905;1.60523;1.92905;0.94795;1.59356;1.59998;1.5803;1.56193;0.64716;0;1.94063;1.63448;1.54156;1.59561;1.74572;1.67947;1.63738;1.61947;1.55673;1.60313;1.47361;0.94216;1.60131;2.47514;2.47505;2.44332;1.59511;1.21313;1.44445;2.62278;1.62444;2.40936;1.6437;2.44416;2.58078;0.9528;1.62019;0.95333;1.57364;1.45679;1.5038;1.57135;1.56658;1.54974;1.51391;1.62961;1.62964;1.8158;1.63936;1.54812;1.61115;1.59379;1.57697;1.53538;0.8335;0.85318;0.85762;1.64536;1.27488;0.84389;
1.95154;1.95374;1.97379;0.99268;1.96441;1.95369;1.92834;1.92412;1.99088;1.94063;0;1.9796;1.9286;1.96137;2.76061;2.15271;1.98393;2.96319;2.90045;1.90832;1.94685;2.28588;1.95605;2.86339;3.62217;2.88092;2.93883;2.55685;2.78817;3.09602;1.9759;2.7964;1.99048;2.8312;2.93449;2.86718;2.96391;2.87538;2.91737;2.80051;1.94938;1.94316;1.93708;2.89346;2.85763;2.97333;2.97336;3.15952;2.98309;2.89184;2.95487;2.93751;2.92069;2.8791;2.17722;2.1969;2.20135;0.99268;1.66053;2.18761;
1.94577;1.94539;1.96887;2.28289;1.93372;1.94013;1.92045;1.90208;0.98732;1.63448;1.9796;0;1.88171;1.93576;2.08588;2.01962;1.97754;1.95963;1.89689;1.94329;1.81376;1.28232;1.94147;2.8153;2.81521;2.78348;1.93527;1.55329;1.78461;2.96293;1.9646;2.74951;1.98386;2.78431;2.92093;2.58728;1.96034;2.58782;1.9138;1.79695;1.84396;1.91151;1.90674;1.88989;1.85407;1.96977;1.96979;2.15596;1.97952;1.88827;1.95131;1.93395;1.91712;1.87554;1.17366;1.19334;1.19778;0.98691;1.61504;1.18404;
1.89702;1.85246;1.91702;0.93592;1.8408;1.84721;1.82753;1.80916;0.8944;1.54156;1.9286;1.88171;0;1.55088;0.9238;0.86838;1.88462;1.83114;1.66013;1.43328;1.07424;1.1894;1.84855;2.71977;1.78537;2.69055;1.84234;1.46037;1.69168;1.81169;1.87168;0.8678;1.89094;0.9026;1.79463;1.76148;1.81945;1.7462;1.82088;1.70402;1.75104;1.81858;1.81381;1.79436;1.76114;1.87684;1.87687;2.06304;1.79008;1.79535;1.82979;1.84035;1.8242;1.78261;1.08074;1.10041;1.10486;1.8926;1.52212;1.09112;
1.92979;1.90651;1.94979;0.96869;1.89484;1.90126;1.88158;1.86321;0.94844;1.59561;1.96137;1.93576;1.55088;0;1.2904;0.6825;1.93866;1.64525;1.47425;1.2474;0.88836;1.24344;1.90259;2.77643;2.15197;2.7446;1.89639;1.51442;1.54125;1.62581;1.92573;2.20367;1.94498;2.14527;2.16123;2.12808;1.63357;2.1128;1.87493;1.64824;1.80508;1.87263;1.86786;1.85102;1.59519;1.93089;1.93092;2.11708;1.6042;1.61488;1.64391;1.65446;1.65126;1.83666;1.13478;1.15446;1.15891;1.94664;1.57616;1.14517;
2.72902;2.05663;2.74903;1.76792;2.04496;1.82778;2.0317;2.01333;1.09856;1.74572;2.76061;2.08588;0.9238;1.2904;0;0.6079;2.08878;1.57065;1.39965;1.1728;0.81376;1.39356;2.05271;2.68963;0.86157;2.70549;1.77548;1.52193;1.46665;1.55121;2.07584;0.91327;1.83501;0.85488;0.87083;0.83768;1.55897;0.8224;1.7843;1.57364;1.7484;2.02275;1.76165;1.76422;1.52059;2.08101;1.8705;1.87121;1.5296;1.54028;1.56931;1.57986;1.57666;1.74525;1.2849;1.30458;0.8881;2.09676;1.72628;1.29529;
2.12112;1.99037;2.14113;1.16002;1.9787;1.98512;1.96544;1.94707;1.0323;1.67947;2.15271;2.01962;0.86838;0.6825;0.6079;0;2.02252;0.96275;0.79175;0.5649;0.20586;0.79847;1.98645;2.86029;1.46947;2.82846;1.98025;0.91403;0.85875;0.94331;2.00959;1.52117;2.02884;1.46277;1.47873;1.44558;0.95107;1.4303;1.95879;0.96574;1.88895;1.95649;1.95172;1.93488;0.91269;2.01475;2.01478;2.20094;0.9217;0.93238;0.96141;0.97196;0.96876;1.92052;1.21864;1.23832;1.24277;2.0305;1.66002;1.22903;
1.95235;1.94829;1.97235;0.99125;1.93662;1.94303;1.92335;1.90498;0.99022;1.63738;1.98393;1.97754;1.88462;1.93866;2.08878;2.02252;0;1.96253;1.89979;1.90688;1.81666;1.28522;1.94437;2.8182;2.81811;2.78638;1.93817;1.55619;1.78751;2.96583;1.9675;2.75242;1.98676;2.78722;2.92383;2.59018;1.96324;2.59072;1.9167;1.79985;1.84686;1.91441;1.90964;1.89279;1.85697;1.97267;1.97269;2.15886;1.98242;1.89118;1.95421;1.93685;1.92002;1.87844;1.17656;1.19624;1.20068;1.98842;1.61794;1.18694;
2.92937;1.93038;2.95247;2.12278;1.91871;1.92513;1.90545;1.88708;0.97231;1.61947;2.96319;1.95963;1.83114;1.64525;1.57065;0.96275;1.96253;0;1.7545;1.52765;1.16861;1.26731;1.92646;2.80029;2.43222;2.76847;1.92026;1.53828;1.7696;1.90606;1.94959;2.48392;1.96885;2.42553;2.44149;2.40833;1.91382;2.39305;1.89879;1.78194;1.82895;1.8965;1.89173;1.87488;1.83906;1.95476;1.95478;2.14095;1.88445;1.87327;1.92416;1.91894;1.90211;1.86053;1.15865;1.17833;1.18277;1.97051;1.60003;1.16904;
2.86662;1.86764;2.88973;1.95177;1.85597;1.86238;1.8427;1.82433;0.90957;1.55673;2.90045;1.89689;1.66013;1.47425;1.39965;0.79175;1.89979;1.7545;0;1.35665;0.99761;1.20457;1.86372;2.73755;2.26122;2.70573;1.85752;1.47554;1.6505;1.73506;1.88685;2.31292;1.90611;2.25453;2.27048;2.23733;1.74282;2.22205;1.83605;1.7192;1.76621;1.83376;1.82898;1.81214;1.70444;1.89202;1.89204;2.07821;1.71345;1.72413;1.75316;1.76371;1.76051;1.79779;1.09591;1.11559;1.12003;1.90777;1.53729;1.10629;
1.87673;1.91404;1.89674;0.91563;1.90237;1.88575;1.85206;1.85543;0.95597;1.60313;1.90832;1.94329;1.43328;1.2474;1.1728;0.5649;1.90688;1.52765;1.35665;0;0.77076;1.25097;1.91012;2.78395;2.03437;2.75213;1.90392;1.47893;1.42365;1.50821;1.93325;2.08607;1.91343;2.02768;2.04363;2.01048;1.51597;1.9952;1.88245;1.53064;1.81261;1.86611;1.86003;1.85854;1.47759;1.93842;1.93844;2.12461;1.4866;1.49728;1.52631;1.53686;1.53366;1.84419;1.14231;1.16199;1.16643;1.95417;1.58348;1.15269;
1.91526;1.78451;1.93527;0.95416;1.77284;1.77926;1.75958;1.74121;0.82644;1.47361;1.94685;1.81376;1.07424;0.88836;0.81376;0.20586;1.81666;1.16861;0.99761;0.77076;0;1.00433;1.78059;2.65443;1.67533;2.6226;1.77439;1.11989;1.06461;1.14917;1.80373;1.72703;1.82298;1.66864;1.68459;1.65144;1.15693;1.63616;1.75293;1.1716;1.68309;1.75063;1.74586;1.72902;1.11855;1.80889;1.80892;1.99508;1.12756;1.13824;1.16727;1.17782;1.17462;1.71466;1.01278;1.03246;1.03691;1.82464;1.45416;1.02317;
