0;1.89803;0.9611;1.88637;1.89278;1.8731;1.89029;0.93997;2.01879;1.95154;1.92729;1.83436;1.58427;1.88841;1.80477;1.93997;1.93019;1.91228;1.76829;1.84954;1.89594;1.76641;1.74756;1.89412;2.76795;2.66634;2.80322;2.73409;1.50594;2.70856;1.73726;1.83359;1.91725;2.70216;1.93651;2.76773;2.61672;2.69076;2.6756;2.64245;1.84536;1.8616;2.62717;2.87577;1.78631;1.79661;1.86415;1.85938;1.84254;1.92792;2.12456;1.91676;1.92244;1.92302;2.10848;2.1311;1.84092;1.8266;1.90396;1.93952;1.85537;1.88659;1.86977;1.87171;1.66041;1.82818;1.12631;1.14598;1.15043;1.7895;0.95885;1.62697;3.56857;1.13669;1.17077;
1.89803;0;0.96403;1.90447;1.91088;1.8912;1.8925;0.95807;2.03689;1.95374;1.94539;1.85246;1.60237;1.90651;1.82287;1.95807;1.94829;1.93038;1.78639;1.86764;1.91404;1.78451;1.76566;1.91222;2.78605;2.68444;2.82132;2.75219;1.52404;2.72666;1.75536;1.85169;1.93535;2.72026;1.95461;2.78583;2.63482;2.70886;2.6937;2.66055;1.86346;1.8797;2.64527;2.89387;1.80441;1.81471;1.88225;1.87748;1.86064;1.94602;2.14266;1.93486;1.94054;1.94112;2.12658;2.1492;1.85902;1.8447;1.92206;1.95762;1.87347;1.90469;1.88787;1.88981;1.67851;1.84628;1.14441;1.16408;1.16853;1.8076;0.96106;1.64507;3.58667;1.15479;1.18887;
0.9611;0.96403;0;0.97996;2.46795;0.93643;0.93979;1.51514;2.59396;0.99268;2.50246;2.02841;0.87083;0.96869;1.76792;1.16002;0.99125;2.12278;0.92275;1.95177;1.72492;0.95416;2.11262;0.97035;1.9047;2.62949;1.88824;2.76471;0.96685;2.90261;2.01877;2.10333;2.49242;2.89621;2.51168;3.3429;1.889;2.88481;1.9072;1.8745;2.11109;2.43677;1.88365;1.952;2.14102;2.37178;0.95047;0.9444;2.41771;2.5031;2.69974;2.49193;2.49761;2.4982;1.73367;2.08172;2.09241;2.09524;2.12143;2.51469;2.43054;2.13199;2.12878;2.13828;2.13441;2.40336;1.70148;1.72116;1.7256;2.36467;1.87123;0.8284;2.82505;1.71186;1.74594;
1.88637;1.90447;0.97996;0;1.89921;1.87953;1.91976;0.9464;2.02522;1.97265;1.93372;1.8408;1.59071;1.89484;1.8112;1.9464;1.93662;1.91871;1.77473;1.85597;1.90237;1.77284;1.754;1.90055;2.77438;2.67277;2.80965;2.74052;1.51237;2.715;1.74369;1.84002;1.92368;2.7086;1.94294;2.77416;2.62315;2.6972;2.68204;2.64888;1.85179;1.86803;2.6336;2.8822;1.79274;1.80304;1.87059;1.86582;1.84897;1.93436;2.131;1.92319;1.92887;1.92946;2.11492;2.13753;1.84736;1.83303;1.91039;1.94595;1.8618;1.89303;1.8762;1.87815;1.66684;1.83462;1.13274;1.15242;1.15686;1.79593;2.84522;1.6334;3.575;1.14312;1.1772;
1.89278;1.91088;2.46795;1.89921;0;1.88595;3.40775;0.95281;1.8712;3.46064;1.94013;1.84721;1.59712;1.90126;1.81762;1.95281;1.94303;1.92513;1.78114;1.86238;1.90878;1.77926;1.76041;1.90696;0.9097;2.67918;2.81384;2.74694;1.51879;2.72141;1.7501;1.84644;1.9301;2.71501;1.94935;0.9729;2.62957;2.70361;1.9094;2.6553;1.8582;1.87445;2.64002;2.88861;1.79915;1.80945;1.877;1.87;1.83511;1.94077;2.13741;1.92961;1.93529;1.93587;2.12133;2.14394;1.85377;1.83944;1.9168;1.95236;1.86821;1.89944;1.88262;1.88456;1.67326;1.84103;1.13915;1.15883;1.16328;1.80235;2.85163;1.63981;1.8585;1.14954;1.18361;
1.8731;1.8912;0.93643;1.87953;1.88595;0;1.87623;0.93313;2.01196;1.92911;1.92045;1.82753;1.57744;1.88158;1.79794;1.93313;1.92335;1.90545;1.76146;1.8427;1.8891;1.75958;1.74073;1.88728;1.89712;2.6595;1.88066;2.72726;1.4991;2.70173;1.73042;1.82676;1.91042;2.69533;1.92967;2.7609;1.88143;2.68393;1.89962;1.86693;1.83852;1.85477;1.87608;2.86893;1.77947;1.78977;1.85732;0.93682;1.83571;1.92109;2.11773;1.90993;1.91561;1.91619;2.10165;2.12426;1.83409;1.81976;1.89712;1.93268;1.84853;1.87976;1.86294;1.86488;1.65358;1.82135;1.11947;1.13915;1.1436;1.78267;2.80766;1.62013;2.81748;1.12986;1.16393;
1.89029;1.8925;0.93979;1.91976;3.40775;1.87623;0;2.45493;3.53376;1.92412;1.91835;2.9682;1.81063;1.90848;2.70772;2.09982;1.9219;3.06257;1.86254;2.89157;2.66472;1.89396;3.05242;1.91014;2.84449;3.56929;2.82803;3.70451;1.90664;3.8424;2.95857;3.04313;1.91465;3.836;3.45147;4.2827;2.82879;3.8246;2.84699;2.81429;3.05089;3.37657;2.82344;2.89179;3.08082;3.31157;1.89027;1.88419;3.35751;3.44289;3.63953;3.43173;3.43741;3.43799;2.67347;3.02152;3.0322;3.03504;3.06122;3.45448;3.37033;3.07178;3.06857;3.07807;3.07421;3.34315;2.64127;2.66095;2.6654;3.30447;0.93144;1.76819;3.76484;2.65166;2.68573;
0.93997;0.95807;1.51514;0.9464;0.95281;0.93313;2.45493;0;1.07882;2.50782;0.98732;0.8944;0.64431;0.94844;0.8648;1;0.99022;0.97231;0.82833;0.90957;0.95597;0.82644;0.8076;0.95415;1.82798;1.72637;1.86325;1.79412;0.56597;1.7686;0.79729;0.89362;0.97728;1.7622;0.99654;1.82776;1.67675;1.7508;1.73564;1.70248;0.90539;0.92163;1.6872;1.9358;0.84634;0.85664;0.92419;0.91942;0.90257;0.98796;1.1846;0.97679;0.98247;0.98306;1.16852;1.19113;0.90096;0.88663;0.96399;0.99955;0.9154;0.94663;0.9298;0.93175;0.72044;0.88822;0.18634;0.20602;0.21046;0.84953;1.89882;0.687;2.6286;0.19672;0.2308;
2.01879;2.03689;2.59396;2.02522;1.8712;2.01196;3.53376;1.07882;0;3.58665;2.06614;1.7877;1.72313;2.02727;1.77573;2.07882;2.06904;2.05114;1.90715;1.98839;2.03479;1.90527;1.88642;2.03297;2.58431;0.93563;2.83642;1.8344;1.6448;0.9135;1.5391;1.579;2.05611;2.58546;1.9117;0.8983;2.5197;2.58047;2.64657;2.58544;1.98421;2.00046;0.95333;3.01462;1.92516;1.87933;2.00301;1.89258;1.6589;2.06678;2.26342;2.05562;2.0613;2.06188;2.24734;2.26995;1.97978;1.96545;2.04281;2.07837;1.99422;2.02545;2.00863;2.01057;1.79927;1.87618;1.26516;1.28484;1.28929;1.87545;2.97764;1.76582;1.89473;0.8821;1.30962;
1.95154;1.95374;0.99268;1.97265;3.46064;1.92911;1.92412;2.50782;3.58665;0;1.9796;3.02109;1.86351;1.96137;2.76061;2.15271;1.98314;3.11546;1.91543;2.94446;2.71761;1.94685;3.1053;1.96303;2.89738;3.62217;2.88092;3.75739;1.95953;3.89529;3.01145;3.09602;1.9759;3.88889;3.50436;4.33558;2.88168;3.87749;2.89988;2.86718;3.10378;3.42946;2.87633;2.94468;3.13371;3.36446;1.94316;1.93708;3.4104;3.49578;3.69242;3.48461;3.49029;3.49088;2.72636;3.07441;3.08509;3.08793;3.11411;3.50737;3.42322;3.12467;3.12146;3.13096;3.1271;3.39604;2.69416;2.71384;2.71828;3.35736;0.99268;1.82108;3.81773;2.70455;2.73862;
1.92729;1.94539;2.50246;1.93372;1.94013;1.92045;1.91835;0.98732;2.06614;1.9796;0;1.88171;1.63163;1.93576;1.85212;1.98732;1.97738;1.95963;1.81565;1.89689;1.94329;1.81376;1.79492;1.94147;2.8153;2.71369;0.9587;2.78144;1.55329;2.75591;1.78461;1.88094;1.9646;2.74951;1.98386;2.81508;2.66407;2.73811;2.72296;2.6898;1.89271;1.90895;2.67452;2.92312;1.83366;1.84396;1.91151;1.90254;1.88989;1.97528;2.17192;1.96411;1.96979;1.97038;2.15584;2.17845;1.88827;1.87395;1.95131;1.9587;1.90272;1.93395;1.91712;1.91907;1.70776;1.87554;1.17366;1.19334;1.19778;1.83685;0.98691;1.67432;3.61592;1.18404;1.21812;
1.83436;1.85246;2.02841;1.8408;1.84721;1.82753;2.9682;0.8944;1.7877;3.02109;1.88171;0;1.5387;1.84284;0.9238;0.86838;1.88462;1.83114;1.12958;1.66013;1.43328;1.07424;1.70199;1.84855;1.9172;1.78537;2.73594;0.89973;1.46037;0.8742;0.90202;1.78802;1.87168;0.8678;1.8561;2.686;0.8475;0.8564;0.9175;1.76148;1.79978;1.81603;1.7462;2.8302;1.74074;1.75104;1.81858;1.7921;1.77362;1.88235;2.07899;1.87119;1.87687;1.87745;1.44203;1.79008;1.79535;1.78102;1.82979;1.89395;1.8098;1.84035;1.8242;1.82614;1.61484;1.78261;1.08074;1.10041;1.10486;1.74393;2.79322;1.5814;2.6876;1.09112;1.1252;
1.58427;1.60237;0.87083;1.59071;1.59712;1.57744;1.81063;0.64431;1.72313;1.86351;1.63163;1.5387;0;1.59275;1.50911;1.64431;1.63453;1.61662;1.47263;1.55388;1.60028;1.47075;1.4519;1.59846;2.47229;2.37068;2.50756;2.43843;1.21028;2.4129;1.4416;1.53793;1.62159;2.4065;1.64085;2.47207;2.32106;2.3951;2.37994;2.34679;1.5497;1.56594;2.33151;2.58011;1.49065;1.50095;1.56849;1.56372;1.54688;1.63226;1.82891;1.6211;1.62678;1.62736;1.81283;1.83544;1.54526;1.53094;1.6083;1.64386;1.55971;1.59093;1.57411;1.57606;1.36475;1.53253;0.83065;0.85033;0.85477;1.49384;2.54313;1.33131;3.27291;0.84103;0.87511;
1.88841;1.90651;0.96869;1.89484;1.90126;1.88158;1.90848;0.94844;2.02727;1.96137;1.93576;1.84284;1.59275;0;1.81325;1.94844;1.93866;1.92076;1.77677;1.85801;1.90441;1.77489;1.75604;1.90259;2.77643;2.67481;2.8117;2.74257;1.51442;2.71704;1.74573;1.84207;1.92573;2.71064;1.94498;2.77621;2.6252;2.69924;2.68408;2.65093;1.85383;1.87008;2.63565;2.88424;1.79478;1.80508;1.87263;1.86786;1.85102;1.9364;2.13304;1.92524;1.93092;1.9315;2.11696;2.13957;1.8494;1.83507;1.91243;1.94799;1.86384;1.89507;1.87825;1.88019;1.66889;1.83666;1.13478;1.15446;1.15891;1.79798;2.83992;1.63544;3.57705;1.14517;1.17924;
1.80477;1.82287;1.76792;1.8112;1.81762;1.79794;2.70772;0.8648;1.77573;2.76061;1.85212;0.9238;1.50911;1.81325;0;0.6079;1.85502;1.57065;0.8691;1.39965;1.1728;0.81376;1.5605;1.81895;1.87053;0.86157;2.70039;1.70346;1.43077;1.798;1.46665;1.55121;1.84208;1.7916;1.83501;2.66326;0.81195;1.7802;0.87083;0.83768;1.55897;1.78644;0.8224;2.8006;1.5889;1.72144;1.78899;1.75655;1.73807;1.85276;1.86712;1.84159;1.84728;1.84786;1.18155;1.5296;1.54028;1.54312;1.56931;1.86435;1.7802;1.57986;1.57666;1.58615;1.58229;1.74525;1.05114;1.07082;0.8881;1.71434;2.76362;1.5518;1.7638;1.06153;1.0956;
1.93997;1.95807;1.16002;1.9464;1.95281;1.93313;2.09982;1;2.07882;2.15271;1.98732;0.86838;1.64431;1.94844;0.6079;0;1.99022;0.96275;0.2612;0.79175;0.5649;0.20586;0.9526;1.95415;2.47843;1.46947;2.86325;1.76811;0.91403;1.74258;0.85875;0.94331;1.97728;1.73618;1.99654;2.82776;1.41985;1.72478;1.47873;1.44558;0.95107;1.92163;1.4303;2.9358;0.981;1.85664;1.92419;1.91942;1.90257;1.98796;2.1846;1.97679;1.98247;1.98306;0.57365;0.9217;0.93238;0.93522;0.96141;1.99955;1.9154;0.97196;0.96876;0.97825;0.97439;1.88822;1.18634;1.20602;1.21046;1.84953;2.89882;1.687;2.3717;1.19672;1.2308;
1.93019;1.94829;0.99125;1.93662;1.94303;1.92335;1.9219;0.99022;2.06904;1.98314;1.97738;1.88462;1.63453;1.93866;1.85502;1.99022;0;1.96253;1.81855;1.89979;1.94619;1.81666;1.79782;1.94437;2.8182;2.71659;2.85347;2.78434;1.55619;2.75882;1.78751;1.88384;1.9675;2.75242;1.98676;2.81798;2.66697;2.74102;2.72586;2.6927;1.89561;1.91185;2.67742;2.92602;1.83656;1.84686;1.91441;1.90964;1.89279;1.97818;2.17482;1.96701;1.97269;1.97328;2.15874;2.18135;1.89118;1.87685;1.95421;1.98977;1.90562;1.93685;1.92002;1.92197;1.71066;1.87844;1.17656;1.19624;1.20068;1.83975;0.99046;1.67722;3.61882;1.18694;1.22102;
1.91228;1.93038;2.12278;1.91871;1.92513;1.90545;3.06257;0.97231;2.05114;3.11546;1.95963;1.83114;1.61662;1.92076;1.57065;0.96275;1.96253;0;1.22395;1.7545;1.52765;1.16861;1.77991;1.92646;2.80029;2.43222;2.83556;2.73087;1.53828;2.70534;1.7696;1.86594;1.94959;2.69894;1.96885;2.80007;2.3826;2.68754;2.44149;2.40833;1.8777;1.89394;2.39305;2.90811;1.81865;1.82895;1.8965;1.89173;1.87488;1.96027;2.15691;1.9491;1.95478;1.95537;1.5364;1.88445;1.87327;1.85894;1.92416;1.97186;1.88771;1.91894;1.90211;1.90406;1.69275;1.86053;1.15865;1.17833;1.18277;1.82185;2.87113;1.65931;3.33445;1.16904;1.20311;
