1.76641;1.68639;1.77926;0.82644;3.49155;0.88836;1.93506;0.20586;1.65477;0.77076;0;1.78059;2.65443;2.62829;1.06461;2.62375;1.82298;2.62425;2.62799;2.61419;2.61601;2.60909;2.76224;1.68309;1.74586;1.72902;1.11855;1.80332;1.8144;1.80892;1.8095;1.7953;1.13824;1.16727;1.01278;1.03246;1.45416;1.02317;1.05724;
1.89412;2.24972;1.90696;0.95415;3.61926;1.90259;2.06277;1.95415;1.78248;1.91012;1.78059;0;2.78213;2.75599;1.80787;2.75146;1.95069;2.75195;2.75569;2.74189;2.74372;2.73679;0.98165;1.81079;1.87357;1.85672;1.8209;1.93103;1.94211;1.93662;1.93721;1.92301;1.8551;1.91814;1.14049;1.16017;1.58187;1.15087;1.18495;
2.76795;1.87982;0.9097;1.82798;2.71977;2.77643;2.70547;2.82798;2.65631;2.78395;2.65443;2.78213;0;1.84785;2.35921;1.85197;2.82452;1.8506;1.84698;1.8905;1.85195;1.85244;3.76378;2.68462;2.7474;0.92541;2.69473;2.80486;2.81594;2.81045;2.81104;2.79684;2.72894;2.79197;2.01432;1.89381;2.4557;1.70221;2.05878;
2.74181;1.9019;2.75465;1.80184;2.7168;2.75028;2.70251;2.80184;2.63017;2.75781;2.62829;2.75599;1.84785;0;2.35624;1.849;2.79838;1.84763;1.84401;1.8763;1.84899;1.84947;3.73764;0.9452;2.72126;0.92244;2.66859;2.77872;2.7898;2.78431;2.7849;2.7707;2.7028;2.76583;1.98818;1.89084;2.42956;1.69924;2.03264;
1.79369;2.14929;1.80654;0.85372;3.22816;1.54125;1.96234;0.85875;1.68205;1.42365;1.06461;1.80787;2.35921;2.35624;0;2.36036;1.85026;2.35899;2.35537;2.64146;2.36034;2.36083;2.78952;1.71036;1.77314;1.4338;1.72047;1.8306;1.84168;1.8362;1.83678;1.82258;1.75468;1.81771;1.04006;1.05974;1.48144;0.657;1.08452;
2.73727;1.89737;2.74104;1.79731;0.8678;2.74575;0.91327;2.79731;2.62563;2.75328;2.62375;2.75146;1.85197;1.849;2.36036;0;2.79385;1.76814;1.84813;1.87177;1.8531;1.85359;3.73311;0.94067;2.71672;0.92656;2.66405;2.77419;2.78526;2.77978;2.78036;2.76617;2.69826;2.7613;1.98365;1.81587;2.42503;1.70336;2.02811;
1.93651;0.9978;1.94935;0.99654;3.65654;1.94498;1.89907;1.99654;1.82487;1.91343;1.82298;1.95069;2.82452;2.79838;1.85026;2.79385;0;2.75394;0.9997;0.99322;0.99733;2.77918;2.93226;1.85318;1.91596;1.89911;1.86329;1.97342;1.9845;1.96177;1.97919;1.95897;1.8975;1.96053;0.9969;0.99647;1.62426;1.19326;1.22734;
2.73777;1.89786;0.9729;1.7978;0.9026;2.74625;0.85488;2.7978;2.62613;2.75378;2.62425;2.75195;1.8506;1.84763;2.35899;1.76814;2.75394;0;1.84676;1.87226;1.85173;1.85222;3.69326;0.94116;2.71722;0.92519;2.66455;2.77468;2.74554;2.72278;2.7402;2.71998;2.69876;2.76179;1.98414;1.75748;2.42552;1.70199;2.0286;
2.74151;1.9016;2.75435;1.80154;2.71593;2.74998;2.70163;2.80154;2.62987;2.75751;2.62799;2.75569;1.84698;1.84401;2.35537;1.84813;0.9997;1.84676;0;1.876;1.84811;1.84859;3.73734;0.9449;2.72096;0.92157;2.66829;2.77842;2.7895;2.78401;2.7846;2.7704;2.7025;2.76553;1.98788;1.88997;2.42926;1.69837;2.03234;
2.72771;1.8878;0.9808;1.78774;2.73957;2.73618;2.72714;2.78774;2.61607;2.74371;2.61419;2.74189;1.8905;1.8763;2.64146;1.87177;0.99322;1.87226;1.876;0;1.86403;1.8571;3.72354;0.9311;2.70716;2.69031;2.65449;2.76462;2.7757;2.77021;2.7708;2.7566;2.6887;2.75173;1.97408;1.98969;2.41546;1.98446;2.01854;
2.72953;1.88963;2.74238;1.78957;2.7209;2.73801;2.70661;2.78957;2.61789;2.74554;2.61601;2.74372;1.85195;1.84899;2.36034;1.8531;0.99733;1.85173;1.84811;1.86403;0;1.85357;3.72537;0.93292;2.70898;0.92654;2.65631;2.76645;2.77752;2.77204;2.77262;2.75843;2.69052;2.75355;1.97591;1.89494;2.41729;1.70334;2.02037;
2.72261;1.8827;2.73545;1.78264;2.72139;2.73108;2.70709;2.78264;2.61097;2.73861;2.60909;2.73679;1.85244;1.84947;2.36083;1.85359;2.77918;1.85222;1.84859;1.8571;1.85357;0;3.71844;0.926;0.93925;0.92703;2.64939;2.75952;2.7706;2.76511;2.7657;2.7515;2.6836;2.74663;1.96898;1.89543;2.41036;1.70383;2.01344;
2.87577;3.23137;2.88861;1.9358;4.59586;2.88424;2.83839;2.9358;2.76413;2.89177;2.76224;0.98165;3.76378;3.73764;2.78952;3.73311;2.93226;3.69326;3.73734;3.72354;3.72537;3.71844;0;2.79244;2.85522;2.83837;2.80255;0.98418;2.92376;0.97049;2.91851;2.89829;2.83676;2.89979;2.12214;1.93579;2.56352;2.13252;2.1666;
1.79661;0.9567;1.80945;0.85664;1.80847;1.80508;1.79604;1.85664;1.68497;1.81261;1.68309;1.81079;2.68462;0.9452;1.71036;0.94067;1.85318;0.94116;0.9449;0.9311;0.93292;0.926;2.79244;0;1.77606;1.75921;1.72339;1.83352;1.8446;1.83911;1.8397;1.8255;1.7576;1.82063;1.04298;1.06266;1.48436;1.05336;1.08744;
1.85938;0.9444;1.87223;0.91942;3.58452;1.86786;2.02803;1.91942;1.74774;1.86003;1.74586;1.87357;2.7474;2.72126;1.77314;2.71672;1.91596;2.71722;2.72096;2.70716;2.70898;0.93925;2.85522;1.77606;0;1.82199;1.78616;1.8963;1.90737;1.90189;1.90247;1.88828;1.82037;1.8834;1.10576;1.12543;1.54714;1.11614;1.15022;
1.84254;2.19814;1.83511;0.90257;1.79436;1.85102;1.78006;1.90257;1.7309;1.85854;1.72902;1.85672;0.92541;0.92244;1.4338;0.92656;1.89911;0.92519;0.92157;2.69031;0.92654;0.92703;2.83837;1.75921;1.82199;0;1.76932;1.87945;1.89053;1.88505;1.88563;1.87143;1.80353;1.86656;1.08891;0.9684;1.53029;0.7768;1.13337;
1.80671;2.16232;1.81956;0.86675;3.53185;1.59519;1.97536;0.91269;1.69507;1.47759;1.11855;1.8209;2.69473;2.66859;1.72047;2.66405;1.86329;2.66455;2.66829;2.65449;2.65631;2.64939;2.80255;1.72339;1.78616;1.76932;0;1.84363;1.8547;1.84922;1.8498;1.83561;1.7677;1.83073;1.05309;1.07276;1.49447;1.06347;1.09755;
1.91685;2.27245;1.92969;0.97688;3.64199;1.92532;2.0855;1.97688;1.80521;1.93285;1.80332;1.93103;2.80486;2.77872;1.8306;2.77419;1.97342;2.77468;2.77842;2.76462;2.76645;2.75952;0.98418;1.83352;1.8963;1.87945;1.84363;0;1.96484;1.95467;1.95994;1.94574;1.87784;1.94087;1.16322;1.1829;1.6046;1.1736;1.20768;
1.92792;2.28353;1.94077;0.98796;3.64813;1.9364;1.89066;1.98796;1.81628;1.94393;1.8144;1.94211;2.81594;2.7898;1.84168;2.78526;1.9845;2.74554;2.7895;2.7757;2.77752;2.7706;2.92376;1.8446;1.90737;1.89053;1.8547;1.96484;0;1.95336;1.97079;1.95056;1.88891;1.95195;1.1743;0.98806;1.61568;1.18468;1.21876;
1.92244;2.27804;1.93529;0.98247;3.62538;1.93092;1.8679;1.98247;1.8108;1.93844;1.80892;1.93662;2.81045;2.78431;1.8362;2.77978;1.96177;2.72278;2.78401;2.77021;2.77204;2.76511;0.97049;1.83911;1.90189;1.88505;1.84922;1.95467;1.95336;0;1.94803;1.9278;1.88343;1.94646;1.16881;0.9653;1.61019;1.1792;1.21327;
1.92302;2.27863;1.93587;0.98306;3.6428;1.9315;1.88532;1.98306;1.81138;1.93903;1.8095;1.93721;2.81104;2.7849;1.83678;2.78036;1.97919;2.7402;2.7846;2.7708;2.77262;2.7657;2.91851;1.8397;1.90247;1.88563;1.8498;1.95994;1.97079;1.94803;0;1.94523;1.88401;1.94705;1.1694;0.98272;1.61078;1.17978;1.21386;
1.90883;2.26443;1.92167;0.96886;3.62257;1.9173;1.8651;1.96886;1.79719;1.92483;1.7953;1.92301;2.79684;2.7707;1.82258;2.76617;1.95897;2.71997;2.7704;2.7566;2.75843;2.7515;2.89829;1.8255;1.88828;1.87143;1.83561;1.94574;1.95056;1.9278;1.94522;0;1.86981;1.93285;1.1552;0.9625;1.59658;1.16558;1.19966;
1.84092;2.19653;1.85377;0.90096;3.56606;1.61488;2.00957;0.93238;1.72928;1.49728;1.13824;1.8551;2.72894;2.7028;1.75468;2.69826;1.8975;2.69876;2.7025;2.6887;2.69052;2.6836;2.83676;1.7576;1.82037;1.80353;1.7677;1.87784;1.88891;1.88343;1.88401;1.86981;0;1.86494;1.0873;1.10697;1.52868;1.09768;1.13176;
1.90396;2.25956;1.9168;0.96399;3.6291;1.64391;2.07261;0.96141;1.79231;1.52631;1.16727;1.91814;2.79197;2.76583;1.81771;2.7613;1.96053;2.76179;2.76553;2.75173;2.75355;2.74663;2.89979;1.82063;1.8834;1.86656;1.83073;1.94087;1.95195;1.94646;1.94705;1.93285;1.86494;0;1.15033;1.17001;1.59171;1.16071;1.19479;
1.12631;1.48191;1.13915;0.18634;2.85145;1.13478;1.29496;1.18634;1.01467;1.14231;1.01278;1.14049;2.01432;1.98818;1.04006;1.98365;0.9969;1.98414;1.98788;1.97408;1.97591;1.96898;2.12214;1.04298;1.10576;1.08891;1.05309;1.16322;1.1743;1.16881;1.1694;1.1552;1.0873;1.15033;0;0.39236;0.81406;0.38306;0.41714;
1.14598;1.50159;1.15883;0.20602;2.66008;1.15446;0.9026;1.20602;1.03434;1.16199;1.03246;1.16017;1.89381;1.89084;1.05974;1.81587;0.99647;1.75748;1.88997;1.98969;1.89494;1.89543;1.93579;1.06266;1.12543;0.9684;1.07276;1.1829;0.98806;0.9653;0.98272;0.9625;1.10697;1.17001;0.39236;0;0.83374;0.40274;0.43682;
1.56769;0.66785;1.58053;0.62772;3.29283;1.57616;1.73634;1.62772;1.45605;1.58348;1.45416;1.58187;2.4557;2.42956;1.48144;2.42503;1.62426;2.42552;2.42926;2.41546;2.41729;2.41036;2.56352;1.48436;1.54714;1.53029;1.49447;1.6046;1.61568;1.61019;1.61078;1.59658;1.52868;1.59171;0.81406;0.83374;0;0.82444;0.85852;
1.13669;1.49229;1.14954;0.19672;2.57116;1.14517;1.30534;1.19672;1.02505;1.15269;1.02317;1.15087;1.70221;1.69924;0.657;1.70336;1.19326;1.70199;1.69837;1.98446;1.70334;1.70383;2.13252;1.05336;1.11614;0.7768;1.06347;1.1736;1.18468;1.1792;1.17978;1.16558;1.09768;1.16071;0.38306;0.40274;0.82444;0;0.42752;
1.17077;1.52637;1.18361;0.2308;2.89591;1.17924;1.33942;1.2308;1.05913;1.18677;1.05724;1.18495;2.05878;2.03264;1.08452;2.02811;1.22734;2.0286;2.03234;2.01854;2.02037;2.01344;2.1666;1.08744;1.15022;1.13337;1.09755;1.20768;1.21876;1.21327;1.21386;1.19966;1.13176;1.19479;0.41714;0.43682;0.85852;0.42752;0;
