0;0.9611;1.89278;0.93997;3.60507;1.88841;2.04858;1.93997;1.76829;1.87673;1.76641;1.89412;2.76795;2.74181;1.79369;2.73727;1.93651;2.73777;2.74151;2.72771;2.72953;2.72261;2.87577;1.79661;1.85938;1.84254;1.80671;1.91685;1.92792;1.92244;1.92302;1.90883;1.84092;1.90396;1.12631;1.14598;1.56769;1.13669;1.17077;
0.9611;0;0.97012;1.29557;2.76517;2.16303;2.40419;1.48053;0.92275;0.91563;1.68639;2.24972;1.87982;1.9019;2.14929;1.89737;0.9978;1.89786;1.9016;1.8878;1.88963;1.8827;3.23137;0.9567;0.9444;2.19814;2.16232;2.27245;2.28353;2.27804;2.27863;2.26443;2.19653;2.25956;1.48191;1.50159;0.66785;1.49229;1.52637;
1.89278;0.97012;0;0.95281;1.8755;1.90126;1.82778;1.95281;1.78114;1.88575;1.77926;1.90696;0.9097;2.75465;1.80654;2.74104;1.94935;0.9729;2.75435;0.9808;2.74238;2.73545;2.88861;1.80945;1.87223;1.83511;1.81956;1.92969;1.94077;1.93529;1.93587;1.92167;1.85377;1.9168;1.13915;1.15883;1.58053;1.14954;1.18361;
0.93997;1.29557;0.95281;0;2.66511;0.94844;1.10862;1;0.82833;0.95597;0.82644;0.95415;1.82798;1.80184;0.85372;1.79731;0.99654;1.7978;1.80154;1.78774;1.78957;1.78264;1.9358;0.85664;0.91942;0.90257;0.86675;0.97688;0.98796;0.98247;0.98306;0.96886;0.90096;0.96399;0.18634;0.20602;0.62772;0.19672;0.2308;
3.60507;2.76517;1.8755;2.66511;0;3.61355;1.75748;3.66511;3.49343;3.62108;3.49155;3.61926;2.71977;2.7168;3.22816;0.8678;3.65654;0.9026;2.71593;2.73957;2.7209;2.72139;4.59586;1.80847;3.58452;1.79436;3.53185;3.64199;3.64814;3.62538;3.6428;3.62258;3.56606;3.6291;2.85145;2.66008;3.29283;2.57116;2.89591;
1.88841;2.16303;1.90126;0.94844;3.61355;0;2.05706;0.6825;1.77677;1.2474;0.88836;1.90259;2.77643;2.75028;1.54125;2.74575;1.94498;2.74625;2.74998;2.73618;2.73801;2.73108;2.88424;1.80508;1.86786;1.85102;1.59519;1.92532;1.9364;1.93092;1.9315;1.9173;1.61488;1.64391;1.13478;1.15446;1.57616;1.14517;1.17924;
2.04858;2.40419;1.82778;1.10862;1.75747;2.05706;0;2.10862;1.93694;2.06459;1.93506;2.06277;2.70547;2.70251;1.96234;0.91327;1.89907;0.85488;2.70163;2.72714;2.70661;2.70709;2.83839;1.79604;2.02803;1.78006;1.97536;2.0855;1.89066;1.8679;1.88532;1.8651;2.00957;2.07261;1.29496;0.9026;1.73634;1.30534;1.33942;
1.93997;1.48053;1.95281;1;3.66511;0.6825;2.10862;0;1.82833;0.5649;0.20586;1.95415;2.82798;2.80184;0.85875;2.79731;1.99654;2.7978;2.80154;2.78774;2.78957;2.78264;2.9358;1.85664;1.91942;1.90257;0.91269;1.97688;1.98796;1.98247;1.98306;1.96886;0.93238;0.96141;1.18634;1.20602;1.62772;1.19672;1.2308;
1.76829;0.92275;1.78114;0.82833;3.49343;1.77677;1.93694;1.82833;0;1.7843;1.65477;1.78248;2.65631;2.63017;1.68205;2.62563;1.82487;2.62613;2.62987;2.61607;2.61789;2.61097;2.76413;1.68497;1.74774;1.7309;1.69507;1.80521;1.81628;1.8108;1.81138;1.79719;1.72928;1.79231;1.01467;1.03434;1.45605;1.02505;1.05913;
1.87673;0.91563;1.88575;0.95597;3.62108;1.2474;2.06459;0.5649;1.7843;0;0.77076;1.91012;2.78395;2.75781;1.42365;2.75328;1.91343;2.75378;2.75751;2.74371;2.74554;2.73861;2.89177;1.81261;1.86003;1.85854;1.47759;1.93285;1.94393;1.93844;1.93903;1.92483;1.49728;1.52631;1.14231;1.16199;1.58348;1.15269;1.18677;
