0;1.89803;2.45537;1.8731;1.85473;0.93997;3.40331;1.95154;1.83436;1.80477;1.93997;1.93019;1.76829;1.89594;1.76641;1.23497;1.89412;2.66634;2.70856;1.73726;1.83359;1.91725;2.70216;2.12321;2.73696;2.69076;2.75186;1.88309;2.75073;1.84536;3.11671;2.02135;2.90103;3.63566;1.86415;1.85938;2.58167;1.80671;1.91685;1.92792;2.09161;1.92302;2.51362;1.93217;1.90122;1.86977;1.82818;1.12631;1.61327;2.91645;0.95885;1.62697;3.52856;1.13669;1.17077;
1.89803;0;0.96403;1.8912;1.87283;0.95807;1.91198;1.95671;1.85246;1.82287;1.95807;1.94829;1.78639;1.91404;1.78451;1.25307;1.91222;2.68444;2.72666;1.75536;1.85169;1.93535;2.72026;2.14131;2.75506;2.70886;2.76996;1.90119;2.76883;1.86346;3.13481;2.03945;2.91913;3.65376;1.88225;1.87748;2.59977;1.82481;1.93495;1.94602;2.10971;1.94112;2.53172;1.95027;1.91932;1.88787;1.84628;1.14441;1.63137;2.93455;1.95627;1.64507;3.54666;1.15479;1.18887;
2.45537;0.96403;0;2.44853;0.93979;1.5154;0.94795;0.99268;2.4098;1.79185;1.18395;0.99125;0.92275;1.74885;0.95416;1.8104;2.46955;1.88358;3.284;2.0427;2.12726;2.49268;3.2776;2.69864;3.06706;3.2662;2.88328;2.45853;1.90075;2.13502;3.69214;2.59678;3.47646;4.2111;0.95047;2.43482;2.8089;2.09664;2.49228;2.50336;2.66704;2.49846;1.7576;2.10565;2.16169;2.15271;2.40362;1.70174;2.1887;3.08993;1.98537;0.8284;2.83365;1.71212;1.7462;
1.8731;1.8912;2.44853;0;1.8479;0.93313;2.81972;1.92834;1.82753;1.79794;1.93313;1.92335;1.76146;1.8891;1.75958;1.22813;1.88728;2.6595;2.70173;1.73042;1.82676;1.91042;2.69533;2.11637;2.73013;2.68393;2.74503;1.87626;1.86693;1.83852;3.10987;2.01451;2.89419;3.62883;1.85732;0.93682;2.57483;1.79988;1.91001;1.92109;2.08477;1.91619;2.50678;1.92534;1.89439;1.86294;1.82135;1.11947;1.60643;2.90961;0.93565;1.62013;2.79983;1.12986;1.16393;
1.85473;1.87283;0.93979;1.8479;0;0.91476;1.88774;1.93248;1.80916;1.77957;1.91476;1.90498;1.74309;1.87073;1.74121;1.20976;1.86891;2.64113;2.68336;1.71205;1.80839;1.89205;2.67696;2.098;2.71176;2.66556;2.72666;1.85789;2.72552;1.82015;3.0915;1.99614;2.87582;3.61046;1.83895;1.83418;2.55646;1.78151;1.89164;1.90272;2.0664;1.89782;2.48841;1.90697;1.87602;1.84457;1.80298;1.1011;1.58806;2.89124;1.91296;1.60176;3.50336;1.11149;1.14556;
0.93997;0.95807;1.5154;0.93313;0.91476;0;2.46335;1.99088;0.8944;0.8648;1;0.99022;0.82833;0.95597;0.82644;0.295;0.95415;1.72637;1.7686;0.79729;0.89362;0.97728;1.7622;1.18324;1.797;1.7508;1.8119;0.94313;1.81076;0.90539;2.17674;1.08138;1.96106;2.6957;0.92419;0.91942;1.6417;0.86675;0.97688;0.98796;1.15164;0.98306;1.57365;0.9922;0.96126;0.9298;0.88822;0.18634;0.6733;1.97648;0.9982;0.687;2.5886;0.19672;0.2308;
3.40331;1.91198;0.94795;2.81972;1.88774;2.46335;0;1.94063;2.721;1.7972;2.1319;1.9392;1.8707;2.6968;1.90211;2.75835;3.4175;0.93563;2.7834;2.99064;3.07521;3.44063;2.7121;1.95013;2.78614;2.78252;1.93533;1.87775;0.9528;3.08297;2.78798;3.54473;4.42441;3.65277;1.89842;1.8829;1.86095;3.04459;3.44023;3.4513;3.61499;3.4464;2.70555;3.0536;3.10964;3.10065;1.87534;2.64969;2.6998;2.94013;2.93331;1.77635;1.8857;2.66007;2.69415;
1.95154;1.95671;0.99268;1.92834;1.93248;1.99088;1.94063;0;2.88528;2.78453;2.17663;1.98393;1.91543;2.74153;1.94685;2.28588;1.95605;2.87626;3.75948;2.78817;2.88451;1.9759;3.75308;3.17412;3.78788;3.74168;3.80278;2.93401;2.89343;2.89627;4.16762;3.07226;3.95194;4.68658;1.94316;2.86516;3.63258;2.85763;2.96776;2.97884;3.14252;2.97394;2.75028;2.98309;2.95214;2.92069;2.8791;2.17722;2.66418;3.96736;0.99268;1.82108;3.82633;2.18761;2.22168;
1.83436;1.85246;2.4098;1.82753;1.80916;0.8944;2.721;2.88528;0;0.9238;1.5317;1.88462;1.72272;1.85037;1.72084;1.1894;1.84855;1.78537;0.8742;0.90202;1.78802;1.87168;0.8678;1.8561;0.9026;0.8564;0.9175;1.83752;2.6271;1.79978;2.6356;1.97578;2.85546;1.8013;1.81858;1.81381;1.77797;1.76114;1.87128;1.88235;2.04604;1.87745;2.10535;1.8866;1.85565;1.8242;1.78261;1.08074;1.5677;2.8461;1.8926;1.5814;1.6942;1.09112;1.1252;
1.80477;1.82287;1.79185;1.79794;1.77957;0.8648;1.7972;2.78453;0.9238;0;0.6079;1.85502;0.8691;1.1728;1.69125;1.1598;1.81895;0.86157;1.798;1.46665;1.55121;1.84208;1.7916;1.9625;1.8264;1.7802;1.8413;1.80793;2.67556;1.55897;2.71391;1.86064;2.82586;2.7251;1.78899;1.78422;1.78689;1.52059;1.84168;1.85276;1.8679;1.84786;1.18155;1.5296;1.58564;1.57666;1.75302;0.9656;0.9026;2.51388;1.863;1.5518;2.618;1.06153;1.0956;
1.93997;1.95807;1.18395;1.93313;1.91476;1;2.1319;2.17663;1.5317;0.6079;0;1.99022;0.2612;0.5649;1.82644;0.79847;1.95415;1.46947;2.4059;0.85875;0.94331;1.97728;2.3995;2.18324;1.88311;2.3881;2.4492;1.94313;2.81076;0.95107;3.17674;2.08138;2.96106;3.333;1.92419;1.91942;2.39479;0.91269;1.97688;1.98796;2.15164;1.98306;0.57365;0.9217;0.97774;0.96876;1.88822;1.18634;1.5105;1.90598;1.9982;1.687;3.2259;1.19672;1.2308;
1.93019;1.94829;0.99125;1.92335;1.90498;0.99022;1.9392;1.98393;1.88462;1.85502;1.99022;0;1.81855;1.94619;1.81666;1.28522;1.94437;2.71659;2.75882;1.78751;1.88384;1.9675;2.75242;2.17346;2.78722;2.74102;2.80212;1.93335;2.80098;1.89561;3.16696;2.0716;2.95128;3.68592;1.91441;1.90964;2.63192;1.85697;1.9671;1.97818;2.14186;1.97328;2.56387;1.98242;1.95148;1.92002;1.87844;1.17656;1.66352;2.9667;1.98842;1.67722;3.57882;1.18694;1.22102;
1.76829;1.78639;0.92275;1.76146;1.74309;0.82833;1.8707;1.91543;1.72272;0.8691;0.2612;1.81855;0;0.8261;1.65477;1.05967;1.78248;1.73067;2.59692;1.11995;1.20451;1.80561;2.59052;2.01157;2.14431;2.57912;2.64022;1.77145;2.63909;1.21227;3.00507;1.90971;2.78939;3.52402;1.75251;1.74774;2.47003;1.17389;1.80521;1.81628;1.97997;1.81138;0.83485;1.1829;1.23894;1.22996;1.71654;1.01467;1.50163;2.16718;1.82653;1.51533;3.41692;1.02505;1.05913;
1.89594;1.91404;1.74885;1.8891;1.87073;0.95597;2.6968;2.74153;1.85037;1.1728;0.5649;1.94619;0.8261;0;1.78242;1.25097;1.91012;2.03437;2.72457;1.42365;1.50821;1.93325;2.71817;2.13921;2.44801;2.70677;2.76787;1.8991;2.76673;1.51597;3.13271;2.03735;2.91703;3.65167;1.88016;1.87539;2.59767;1.47759;1.93285;1.94393;2.10761;1.93903;1.13855;1.4866;1.54264;1.53366;1.84419;1.14231;1.62927;2.47088;1.95417;1.64297;3.54457;1.15269;1.18677;
1.76641;1.78451;0.95416;1.75958;1.74121;0.82644;1.90211;1.94685;1.72084;1.69125;1.82644;1.81666;1.65477;1.78242;0;1.12144;1.78059;2.55281;2.59504;1.62373;1.72007;1.80373;2.58864;2.00968;2.62344;2.57724;2.63834;1.76957;2.6372;1.73183;3.00318;1.90782;2.78751;3.52214;1.75063;1.74586;2.46814;1.69319;1.80332;1.8144;1.97808;1.8095;2.40009;1.81865;1.7877;1.75625;1.71466;1.01278;1.49974;2.80293;1.82464;1.51344;3.41504;1.02317;1.05724;
1.23497;1.25307;1.8104;1.22813;1.20976;0.295;2.75835;2.28588;1.1894;1.1598;0.79847;1.28522;1.05967;1.25097;1.12144;0;1.24915;2.02137;2.0636;1.09229;1.18862;1.27228;2.0572;1.47824;2.092;2.0458;2.1069;1.23813;2.10576;1.20039;2.47174;1.37638;2.25606;2.9907;1.21919;1.21442;1.9367;1.16175;1.27188;1.28296;1.44664;1.27806;1.37212;1.2872;1.25626;1.2248;1.18322;0.48134;0.9683;2.27148;1.2932;0.982;2.8836;0.49172;0.5258;
1.89412;1.91222;2.46955;1.88728;1.86891;0.95415;3.4175;1.95605;1.84855;1.81895;1.95415;1.94437;1.78248;1.91012;1.78059;1.24915;0;2.68052;2.72275;1.75144;1.84777;1.93143;2.71635;2.13739;2.75115;2.70495;2.76605;1.89728;2.76491;1.85954;3.13089;2.03553;2.91521;3.64985;1.87834;1.87357;2.59585;1.8209;1.93103;1.94211;2.10579;1.93721;2.5278;1.94635;1.91541;1.88395;1.84237;1.14049;1.62745;2.93063;0.96336;1.64115;3.54275;1.15087;1.18495;
2.66634;2.68444;1.88358;2.6595;2.64113;1.72637;0.93563;2.87626;1.78537;0.86157;1.46947;2.71659;1.73067;2.03437;2.55281;2.02137;2.68052;0;1.84776;2.32821;2.41278;2.70365;2.65317;1.99292;1.85051;1.84689;0.9997;2.66949;1.85186;2.42054;1.85235;2.72221;3.68743;2.79179;2.65056;2.64578;0.92532;2.38216;2.70325;2.71433;2.72947;2.70943;2.04312;2.39117;2.44721;2.43822;2.61459;1.82717;1.76417;2.98292;2.72457;2.41337;1.9172;1.92309;1.95717;
2.70856;2.72666;3.284;2.70173;2.68336;1.7686;2.7834;3.75948;0.8742;1.798;2.4059;2.75882;2.59692;2.72457;2.59504;2.0636;2.72275;1.84776;0;1.77622;2.66222;2.74588;1.742;0.9982;1.7768;1.7306;1.7917;2.71172;1.84899;2.67398;1.84947;2.84998;3.72966;2.6755;2.69278;2.68801;0.92244;2.63534;2.74548;2.75655;2.85614;2.75165;2.85334;2.7608;2.72985;2.6984;2.65681;1.95494;1.89084;1.9882;2.7668;2.4556;2.5684;1.96532;1.9994;
1.73726;1.75536;2.0427;1.73042;1.71205;0.79729;2.99064;2.78817;0.90202;1.46665;0.85875;1.78751;1.11995;1.42365;1.62373;1.09229;1.75144;2.32821;1.77622;0;1.3539;1.77457;1.76982;1.98053;1.80462;1.75842;1.81952;1.74041;2.60805;1.70268;2.97403;1.87867;2.75835;2.70332;1.72148;1.7167;2.43899;1.66403;1.77417;1.78525;1.94893;1.78035;1.4324;1.78045;1.75854;1.72709;1.68551;0.98363;1.47059;2.76473;1.79549;1.48429;2.59622;0.657;1.02809;
1.83359;1.85169;2.12726;1.82676;1.80839;0.89362;3.07521;2.88451;1.78802;1.55121;0.94331;1.88384;1.20451;1.50821;1.72007;1.18862;1.84777;2.41278;2.66222;1.3539;0;1.87091;2.65582;2.07686;0.9398;2.64442;2.70552;1.83675;2.70438;1.79901;2.79202;1.975;2.85468;3.58932;1.81781;1.81304;1.86499;1.76037;1.8705;1.88158;2.04526;1.87668;1.51696;1.86501;1.85488;1.82343;1.78184;1.07996;1.56692;2.84929;1.89182;1.58062;3.48222;0.6969;1.12442;
1.91725;1.93535;2.49268;1.91042;1.89205;0.97728;3.44063;1.9759;1.87168;1.84208;1.97728;1.9675;1.80561;1.93325;1.80373;1.27228;1.93143;2.70365;2.74588;1.77457;1.87091;0;2.73948;2.16052;2.77428;2.72808;2.78918;1.92041;2.78804;1.88267;3.15402;2.05866;2.93834;3.67298;1.90147;1.8967;2.61898;1.84403;1.95416;1.96524;2.12892;1.96034;2.55093;1.96948;1.93854;1.90709;1.8655;1.16362;1.65058;2.95376;0.98321;1.66428;3.56588;1.17401;1.20808;
2.70216;2.72026;3.2776;2.69533;2.67696;1.7622;2.7121;3.75308;0.8678;1.7916;2.3995;2.75242;2.59052;2.71817;2.58864;2.0572;2.71635;2.65317;1.742;1.76982;2.65582;2.73948;0;2.7239;1.7704;1.7242;1.7439;2.68425;1.7593;2.66758;1.7678;2.84358;3.72326;0.94067;2.68638;2.68161;2.64577;2.62894;2.73908;2.75015;2.91384;2.74525;2.97315;2.7544;2.72345;2.692;2.65041;1.94854;2.4355;3.7139;2.7604;2.4492;0.8264;1.95892;1.993;
2.12321;2.14131;2.69864;2.11637;2.098;1.18324;1.95013;3.17412;1.8561;1.9625;2.18324;2.17346;2.01157;2.13921;2.00968;1.47824;2.13739;1.99292;0.9982;1.98053;2.07686;2.16052;2.7239;0;2.7587;0.9997;0.99322;1.92229;0.99733;2.08863;0.9935;1.8862;2.93269;1.9446;2.10743;1.92743;1.92053;2.04999;2.16012;1.98073;1.9622;1.9792;2.75689;1.97428;2.1445;2.11304;1.91988;0.9969;1.85654;0.99;2.18144;1.87024;1.91072;1.37996;1.41404;
2.73696;2.75506;3.06706;2.73013;2.71176;1.797;2.78614;3.78788;0.9026;1.8264;1.88311;2.78722;2.14431;2.44801;2.62344;2.092;2.75115;1.85051;1.7768;1.80462;0.9398;2.77428;1.7704;2.7587;0;1.759;1.8201;2.74012;1.85173;2.70238;1.85222;2.87838;3.75806;2.7039;2.72118;2.71641;0.92519;2.66374;2.77388;2.78495;2.85889;2.78005;2.45676;2.7892;2.75825;2.7268;2.68521;1.98334;1.89359;3.7487;2.7952;2.484;2.5968;1.6367;2.0278;
2.69076;2.70886;3.2662;2.68393;2.66556;1.7508;2.78252;3.74168;0.8564;1.7802;2.3881;2.74102;2.57912;2.70677;2.57724;2.0458;2.70495;1.84689;1.7306;1.75842;2.64442;2.72808;1.7242;0.9997;1.759;0;1.7739;2.69392;1.84811;2.65618;1.84859;2.83218;3.71186;0.9449;2.67498;2.67021;0.92157;2.61754;2.72768;2.73875;2.85527;2.73385;2.85247;2.743;2.71205;2.6806;2.63901;1.93714;1.88997;1.9897;2.749;2.4378;2.5506;1.94752;1.9816;
