0;1.89803;1.91712;0.9611;1.88637;1.89278;1.8731;1.85473;0.93997;1.48189;0.93189;1.93646;1.92729;1.83436;2.83276;1.58427;1.9091;1.88841;1.80477;1.93997;1.93019;1.91228;1.76829;1.87673;1.76641;1.23497;1.74756;1.89412;1.85329;1.91807;2.40876;1.88791;2.73409;1.50594;1.93111;1.84539;1.73726;1.83359;2.12321;2.65964;2.61672;1.87919;2.73287;1.92508;1.88309;1.88469;1.84536;1.8616;1.88523;1.86645;1.94763;2.64071;1.78631;1.7496;1.9178;1.86415;1.85938;1.84254;1.86161;1.83334;1.80671;1.92792;1.92241;1.92302;1.90883;1.93217;2.86734;1.90122;1.88011;1.84092;1.93952;2.83604;1.85537;1.88659;1.87171;1.87784;1.66041;2.04801;1.12631;1.14598;1.15043;1.92147;1.93817;1.56769;1.62697;2.79669;1.13669;1.17077;
1.89803;0;1.93522;0.96403;1.90447;1.91088;1.8912;1.87283;0.95807;1.49999;1.60523;1.95456;1.94539;1.85246;2.85086;1.60237;1.9272;1.90651;1.82287;1.95807;1.94829;1.92788;1.78639;1.87966;1.78451;1.25307;1.76566;1.91222;2.52663;1.93617;2.42686;1.90601;2.75219;1.52404;1.94921;2.51873;1.75536;1.85169;2.14131;2.67774;2.63482;2.55253;2.75097;1.94318;1.90119;2.55803;1.86346;1.8797;2.55856;1.88455;1.95056;2.65881;1.80441;1.7677;1.92073;1.88225;1.87748;1.86064;1.87971;1.85144;1.82481;1.94602;1.94051;1.94112;1.92693;1.95027;2.88544;1.91932;1.89821;1.85902;1.95762;2.85414;1.87347;1.90469;1.88981;1.89594;1.67851;2.06611;1.14441;1.16408;1.16853;1.93957;0.96106;1.58579;1.64507;3.47003;1.15479;1.18887;
1.91712;1.93522;0;2.27272;1.92355;1.92996;1.91028;1.89191;0.97715;1.51908;1.62431;1.97364;1.96447;1.87155;2.86995;1.62146;1.94628;1.92559;1.84195;1.97715;1.96737;1.94946;1.80548;1.93312;1.80359;1.27215;1.78475;1.9313;2.54571;1.95525;2.44594;1.9251;2.77127;1.54312;1.9683;2.53781;1.77444;1.87077;2.16039;2.69683;2.6539;2.57161;2.77005;1.96226;1.92028;2.57711;1.88254;1.89878;2.57765;1.90363;3.25925;2.67789;1.82349;1.78678;3.22942;1.90134;1.89657;1.87972;1.89879;1.87052;1.8439;1.96511;1.9596;1.96021;1.94601;1.96935;2.90453;1.93841;1.9173;1.87811;1.9767;2.87323;1.89255;1.92378;1.9089;1.91503;1.69759;2.08519;1.16349;1.18317;1.18761;1.95865;0.98196;1.60487;1.66415;3.48911;1.17387;1.20795;
0.9611;0.96403;2.27272;0;0.97996;2.24838;0.93643;0.93979;1.29557;0.83573;0.94795;2.29206;2.28289;2.05233;3.05073;0.87083;1.94158;0.96869;1.79185;1.18395;0.99125;0.96385;0.92275;0.91563;0.95416;1.59057;0.97373;0.97035;1.86935;2.27367;1.76259;2.24352;2.78234;0.96685;2.28672;1.86145;2.09286;2.12726;2.47881;1.89786;2.6038;1.89525;1.90687;2.28068;2.2387;1.90075;2.13502;2.2172;1.90128;2.22205;0.98653;1.952;2.14191;2.1052;0.9567;0.95047;2.21499;2.19814;2.21721;2.18894;2.16232;2.28353;2.27802;2.27863;2.26443;2.10565;3.22295;2.16169;2.23572;2.11633;2.29512;2.08003;2.21097;2.15591;2.1622;2.23345;2.01601;2.40361;1.48191;1.50159;1.50603;2.27707;1.87123;0.66785;0.8284;2.81275;1.49229;1.52637;
1.88637;1.90447;1.92355;0.97996;0;1.89921;1.87953;1.86116;0.9464;1.48833;1.59356;1.94289;1.93372;1.8408;2.8392;1.59071;1.91553;1.89484;1.8112;1.9464;1.93662;1.91871;1.77473;1.8956;1.77284;1.2414;1.754;1.90055;2.51496;1.9245;2.41519;1.89435;2.74052;1.51237;1.93755;2.50706;1.74369;1.84002;2.12964;2.66608;2.62315;2.54086;2.7393;1.93151;1.88953;2.54636;1.85179;1.86803;2.5469;1.87288;1.9665;2.64714;1.79274;1.75603;1.93666;1.87059;1.86582;1.84897;1.86804;1.83977;1.81315;1.93436;1.92885;1.92946;1.91526;1.9386;2.87378;1.90766;1.88655;1.84736;1.94595;2.84248;1.8618;1.89303;1.87815;1.88428;1.66684;2.05444;1.13274;1.15242;1.15686;1.9279;0.97173;1.57412;1.6334;3.45836;1.14312;1.1772;
1.89278;1.91088;1.92996;2.24838;1.89921;0;1.88595;1.86758;0.95281;1.49474;1.59998;1.9493;1.94013;1.84721;2.84561;1.59712;1.92195;1.90126;1.81762;1.95281;1.94303;1.92513;1.78114;1.90878;1.77926;1.24781;1.76041;1.90696;2.52138;1.93092;2.42161;1.90076;2.74694;1.51879;1.94396;2.51348;1.7501;1.84644;2.13605;2.67249;2.62957;2.54728;2.74571;1.93793;1.89594;2.55278;1.8582;1.87445;2.55331;1.8793;3.23492;2.65356;1.79915;1.76244;3.20508;1.877;1.87223;1.85539;1.87446;1.84618;1.81956;1.94077;1.93526;1.93587;1.92167;1.94502;2.88019;1.91407;1.89296;1.85377;1.95236;2.84889;1.86821;1.89944;1.88456;1.89069;1.67326;2.06085;1.13915;1.15883;1.16328;1.93431;0.96101;1.58053;1.63981;3.46478;1.14954;1.18361;
1.8731;1.8912;1.91028;0.93643;1.87953;1.88595;0;1.8479;0.93313;1.47506;1.5803;1.92962;1.92045;1.82753;2.82593;1.57744;1.90227;1.88158;1.79794;1.93313;1.92335;1.90028;1.76146;1.85206;1.75958;1.22813;1.74073;1.88728;2.5017;1.91124;2.40193;1.88108;2.72726;1.4991;1.92428;2.4938;1.73042;1.82676;2.11637;2.65281;2.60989;2.5276;2.72603;1.91825;1.87626;2.5331;1.83852;1.85477;2.53363;1.85962;1.92296;2.63388;1.77947;1.74276;1.89313;1.85732;1.85255;1.83571;1.85478;1.8265;1.79988;1.92109;1.91558;1.91619;1.90199;1.92534;2.86051;1.89439;1.87328;1.83409;1.93268;2.82921;1.84853;1.87976;1.86488;1.87101;1.65358;2.04117;1.11947;1.13915;1.1436;1.91463;1.93133;1.56085;1.62013;3.4451;1.12986;1.16393;
1.85473;1.87283;1.89191;0.93979;1.86116;1.86758;1.8479;0;0.91476;1.45669;1.56193;1.91125;1.90208;1.80916;2.80756;1.55907;1.8839;1.86321;1.77957;1.91476;1.90498;1.88708;1.74309;1.85543;1.74121;1.20976;1.72236;1.86891;2.48333;1.89287;2.38356;1.86271;2.70889;1.48074;1.90591;2.47543;1.71205;1.80839;2.098;2.63444;2.59152;2.50923;2.70766;1.89988;1.85789;2.51473;1.82015;1.8364;2.51526;1.84125;1.92633;2.61551;1.7611;1.72439;1.89649;1.83895;1.83418;1.81734;1.83641;1.80813;1.78151;1.90272;1.89721;1.89782;1.88362;1.90697;2.84214;1.87602;1.85491;1.81572;1.91431;2.81084;1.83016;1.86139;1.84651;1.85264;1.63521;2.0228;1.1011;1.12078;1.12523;1.89626;0.93144;1.54248;1.60176;3.42673;1.11149;1.14556;
0.93997;0.95807;0.97715;1.29557;0.9464;0.95281;0.93313;0.91476;0;0.54193;0.64716;0.99649;0.98732;0.8944;1.8928;0.64431;0.96913;0.94844;0.8648;1;0.99022;0.97231;0.82833;0.95597;0.82644;0.295;0.8076;0.95415;1.56856;0.9781;1.46879;0.94795;1.79412;0.56597;0.99115;1.56066;0.79729;0.89362;1.18324;1.71968;1.67675;1.59446;1.7929;0.98511;0.94313;1.59996;0.90539;0.92163;1.6005;0.92648;2.2821;1.70074;0.84634;0.80963;2.25227;0.92419;0.91942;0.90257;0.92164;0.89337;0.86675;0.98796;0.98245;0.98306;0.96886;0.9922;1.92738;0.96126;0.94015;0.90096;0.99955;1.89608;0.9154;0.94663;0.93175;0.93788;0.72044;1.10804;0.18634;0.20602;0.21046;0.9815;0.9982;0.62772;0.687;2.51196;0.19672;0.2308;
1.48189;1.49999;1.51908;0.83573;1.48833;1.49474;1.47506;1.45669;0.54193;0;1.18909;1.53842;1.52925;1.43632;2.43472;1.18624;1.51106;1.49037;1.40673;1.54193;1.53215;1.51424;1.37025;1.4979;1.36837;0.83693;1.34952;1.49608;2.11049;1.52003;0.92687;1.48988;2.33605;1.1079;1.53307;2.10259;1.33922;1.43555;1.72517;2.2616;2.21868;2.13639;2.33483;1.52704;1.48505;2.14189;1.44732;1.46356;2.14242;1.46841;1.82226;2.24267;1.38827;1.35156;1.79243;1.46611;1.46134;1.4445;1.46357;1.4353;1.40867;1.52988;1.52437;1.52498;1.51079;1.53413;2.46931;1.50318;1.48207;1.44288;1.54148;2.43801;1.45733;1.48855;1.47367;1.4798;1.26237;1.64997;0.72827;0.74794;0.75239;1.52343;1.54013;1.16965;1.22893;3.05389;0.73865;0.77273;
