0;1.89803;0.9611;1.88637;1.89278;1.85473;0.93997;1.48189;3.65531;1.83436;1.58427;1.88841;1.80477;1.93997;1.93019;1.87673;1.76641;1.23497;1.74756;1.89412;2.73224;2.73612;1.88791;1.92795;1.93111;2.74181;1.73726;1.91725;2.70216;2.14245;2.69076;2.6756;2.78948;1.8616;2.79863;1.86645;1.7496;1.79661;1.86415;1.85938;1.91349;1.86161;1.80671;2.13404;1.92241;2.11128;1.92302;1.93217;1.84092;1.8266;1.90396;1.14598;2.76265;2.78617;1.56769;1.13669;
1.89803;0;0.96403;1.90447;1.91088;1.87283;0.95807;1.49999;3.67341;1.85246;1.60237;1.90651;1.82287;1.95807;1.94829;1.87966;1.78451;1.25307;1.76566;1.91222;2.75034;2.75422;1.90601;1.93088;1.94921;2.75991;1.75536;1.93535;2.72026;2.16055;2.70886;2.6937;2.80758;1.8797;2.81673;1.88455;1.7677;1.81471;1.88225;1.87748;1.93159;1.87971;1.82481;2.15214;1.94051;2.12938;1.94112;1.95027;1.85902;1.8447;1.92206;1.16408;2.78075;0.96106;1.58579;1.15479;
0.9611;0.96403;0;0.97996;0.97012;0.93979;1.29557;0.83573;2.8154;0.93592;0.87083;1.84252;1.76792;1.16002;0.99125;0.91563;0.95416;1.59057;0.97373;0.97035;1.87982;1.88824;2.24352;0.96685;2.28672;1.9019;1.83794;2.27285;1.80372;2.49805;1.79232;1.9072;1.8745;2.2172;1.88365;2.22205;2.1052;0.9567;0.95047;0.9444;2.26909;2.21721;2.07272;2.48965;2.27802;2.46689;2.27863;2.08172;2.09241;2.09524;2.12143;1.50159;3.066;1.87123;0.66785;1.49229;
1.88637;1.90447;0.97996;0;1.89921;1.86116;0.9464;1.48833;3.66174;1.8408;1.59071;1.89484;1.8112;1.9464;1.93662;1.8956;1.77284;1.2414;1.754;1.90055;2.73867;2.74256;1.89435;1.94681;1.93755;2.74824;1.74369;1.92368;2.7086;2.14888;2.6972;2.68204;2.79592;1.86803;2.80507;1.87288;1.75603;1.80304;1.87059;1.86582;1.91992;1.86804;1.81315;2.14048;1.92885;2.11772;1.92946;1.9386;1.84736;1.83303;1.91039;1.15242;2.76908;2.7926;1.57412;1.14312;
1.89278;1.91088;0.97012;1.89921;0;1.86758;0.95281;1.49474;3.66815;1.84721;1.59712;1.90126;1.81762;1.95281;1.94303;1.88575;1.77926;1.24781;1.76041;1.90696;0.9097;2.74897;1.90076;1.93697;1.94396;2.75465;1.7501;1.9301;2.71501;2.1553;2.70361;0.9808;2.76165;1.87445;2.76214;1.8793;1.76244;1.80945;1.877;1.87223;1.83511;1.87446;1.81956;2.14689;1.93526;2.12413;1.93587;1.94502;1.85377;1.83944;1.9168;1.15883;2.7755;0.96101;1.58053;1.14954;
1.85473;1.87283;0.93979;1.86116;1.86758;0;0.91476;1.45669;3.6301;1.80916;1.55907;1.86321;1.77957;1.91476;1.90498;1.85543;1.74121;1.20976;1.72236;1.86891;2.70704;2.71092;1.86271;1.90664;1.90591;2.7166;1.71205;1.89205;2.67696;2.11725;2.66556;2.6504;2.76428;1.8364;2.77343;1.84125;1.72439;1.7714;1.83895;1.83418;1.88829;1.83641;1.78151;2.10884;1.89721;2.08608;1.89782;1.90697;1.81572;1.80139;1.87875;1.12078;2.73745;0.93144;1.54248;1.11149;
0.93997;0.95807;1.29557;0.9464;0.95281;0.91476;0;0.54193;2.71534;0.8944;0.64431;0.94844;0.8648;1;0.99022;0.95597;0.82644;0.295;0.8076;0.95415;1.79227;1.79616;0.94795;1.91403;0.99115;1.80184;0.79729;0.97728;1.7622;1.20248;1.7508;1.73564;1.84952;0.92163;1.85867;0.92648;0.80963;0.85664;0.92419;0.91942;0.97352;0.92164;0.86675;1.19408;0.98245;1.17132;0.98306;0.9922;0.90096;0.88663;0.96399;0.20602;1.82268;1.8462;0.62772;0.19672;
1.48189;1.49999;0.83573;1.48833;1.49474;1.45669;0.54193;0;3.25727;1.43632;1.18624;1.49037;1.40673;1.54193;1.53215;1.4979;1.36837;0.83693;1.34952;1.49608;2.3342;2.33808;1.48988;1.80258;1.53307;2.34377;1.33922;1.51921;2.30412;1.74441;2.29272;2.27756;2.39144;1.46356;2.40059;1.46841;1.35156;1.39857;1.46611;1.46134;1.51545;1.46357;1.40867;1.736;1.52437;1.71324;1.52498;1.53413;1.44288;1.42856;1.50592;0.74794;2.36461;2.38813;1.16965;0.73865;
3.65531;3.67341;2.8154;3.66174;3.66815;3.6301;2.71534;3.25727;0;3.60974;3.35965;3.66378;3.58014;3.71534;3.70556;3.67131;3.54179;3.01034;3.52294;3.66949;2.76135;2.82674;1.8906;3.78225;3.70649;0.9135;3.51263;3.69262;2.7625;3.80081;2.75751;2.8457;0.9528;3.63697;2.76297;3.64182;3.52497;1.8587;3.63953;1.8829;1.83594;3.41654;3.58209;3.7924;3.64045;3.76964;3.67216;3.70754;3.6163;3.60197;3.67933;2.80434;4.53802;4.56154;3.34306;2.61274;
1.83436;1.85246;0.93592;1.8408;1.84721;1.80916;0.8944;1.43632;3.60974;0;1.5387;1.55088;1.47628;0.86838;1.88462;1.43328;1.07424;1.1894;1.70199;1.84855;2.68667;2.69055;1.84234;1.78242;1.88554;2.69624;0.90202;1.87168;0.8678;2.09688;0.8564;2.34712;2.70451;1.81603;2.70499;1.82088;1.70402;1.75104;1.81858;1.81381;1.77797;1.81604;1.76114;2.08847;1.87684;2.06571;1.87745;1.79008;1.79535;1.78102;1.82979;1.10041;2.71708;2.7406;1.52212;1.09112;
1.58427;1.60237;0.87083;1.59071;1.59712;1.55907;0.64431;1.18624;3.35965;1.5387;0;1.59275;1.50911;1.64431;1.63453;1.60028;1.47075;0.93931;1.4519;1.59846;2.43658;2.44047;1.59226;1.83768;1.63546;2.44615;1.4416;1.62159;2.4065;1.84679;2.3951;2.37994;2.49382;1.56594;2.50297;1.57079;1.45394;1.50095;1.56849;1.56372;1.61783;1.56595;1.51105;1.83839;1.62675;1.81563;1.62736;1.63651;1.54526;1.53094;1.6083;0.85033;2.46699;2.49051;1.27203;0.84103;
1.88841;1.90651;1.84252;1.89484;1.90126;1.86321;0.94844;1.49037;3.66378;1.55088;1.59275;0;1.2904;0.6825;1.93866;1.2474;0.88836;1.24344;1.6351;1.90259;2.74072;2.7446;1.89639;1.59653;1.93959;2.75028;1.54125;1.92573;2.41868;2.15093;2.40728;2.16123;2.79796;1.87008;2.80711;1.87493;1.64824;1.80508;1.87263;1.86786;1.92197;1.87009;1.59519;2.14252;1.93089;2.11976;1.9315;1.6042;1.61488;1.61772;1.64391;1.15446;2.58848;2.79465;1.57616;1.14517;
1.80477;1.82287;1.76792;1.8112;1.81762;1.77957;0.8648;1.40673;3.58014;1.47628;1.50911;1.2904;0;0.6079;1.85502;1.1728;0.81376;1.1598;1.5605;1.81895;1.87053;2.66096;1.81275;1.52193;1.85595;2.66664;1.46665;1.84208;2.34408;1.89907;2.33268;0.87083;2.71432;1.78644;2.72347;1.79128;1.57364;1.72144;1.78899;1.78422;1.83833;1.78645;1.52059;1.89066;1.84725;1.8679;1.84786;1.5296;1.54028;1.54312;1.56931;0.9026;2.51388;2.711;1.49252;1.06153;
1.93997;1.95807;1.16002;1.9464;1.95281;1.91476;1;1.54193;3.71534;0.86838;1.64431;0.6825;0.6079;0;1.99022;0.5649;0.20586;0.79847;0.9526;1.95415;2.47843;2.79616;1.94795;0.91403;1.99115;2.80184;0.85875;1.97728;1.73618;2.20248;1.72478;1.47873;2.84952;1.92163;2.85867;1.92648;0.96574;1.85664;1.92419;1.91942;1.97352;1.92164;0.91269;2.19408;1.98245;2.17132;1.98306;0.9217;0.93238;0.93522;0.96141;1.20602;1.90598;2.8462;1.62772;1.19672;
1.93019;1.94829;0.99125;1.93662;1.94303;1.90498;0.99022;1.53215;3.70556;1.88462;1.63453;1.93866;1.85502;1.99022;0;1.90688;1.81666;1.28522;1.79782;1.94437;2.78249;2.78638;1.93817;1.9581;1.98137;2.79206;1.78751;1.9675;2.75242;2.1927;2.74102;2.72586;2.83974;1.91185;2.84889;1.9167;1.79985;1.84686;1.91441;1.90964;1.96374;1.91186;1.85697;2.1843;1.97267;2.16154;1.97328;1.98242;1.89118;1.87685;1.95421;1.19624;2.8129;2.83642;1.61794;1.18694;
1.87673;1.87966;0.91563;1.8956;1.88575;1.85543;0.95597;1.4979;3.67131;1.43328;1.60028;1.2474;1.1728;0.5649;1.90688;0;0.77076;1.25097;1.5175;1.88598;2.74824;2.75213;1.90392;1.47893;1.94712;2.75781;1.42365;1.93325;2.30108;2.15845;2.28968;2.04363;2.79013;1.8776;2.79928;1.88245;1.53064;1.81261;1.86611;1.86003;1.92949;1.87762;1.47759;2.15005;1.93842;2.12729;1.93903;1.4866;1.49728;1.50012;1.52631;1.16199;2.47088;2.78687;1.58348;1.15269;
1.76641;1.78451;0.95416;1.77284;1.77926;1.74121;0.82644;1.36837;3.54179;1.07424;1.47075;0.88836;0.81376;0.20586;1.81666;0.77076;0;1.00433;1.15846;1.78059;2.61872;2.6226;1.77439;1.11989;1.81759;2.62829;1.06461;1.80373;1.94204;2.02893;1.93064;1.68459;2.67596;1.74808;2.68511;1.75293;1.1716;1.68309;1.75063;1.74586;1.79997;1.74809;1.11855;2.02052;1.80889;1.99776;1.8095;1.12756;1.13824;1.14108;1.16727;1.03246;2.11184;2.67265;1.45416;1.02317;
1.23497;1.25307;1.59057;1.2414;1.24781;1.20976;0.295;0.83693;3.01034;1.1894;0.93931;1.24344;1.1598;0.79847;1.28522;1.25097;1.00433;0;1.1026;1.24915;2.08727;2.09116;1.24295;1.7125;1.28615;2.09684;1.09229;1.27228;2.0572;1.49748;2.0458;2.03064;2.14452;1.21663;2.15367;1.22148;1.10463;1.15164;1.21919;1.21442;1.26852;1.21664;1.16175;1.48908;1.27745;1.46632;1.27806;1.2872;1.19596;1.18163;1.25899;0.50102;2.11768;2.1412;0.92272;0.49172;
1.74756;1.76566;0.97373;1.754;1.76041;1.72236;0.8076;1.34952;3.52294;1.70199;1.4519;1.6351;1.5605;0.9526;1.79782;1.5175;1.15846;1.1026;0;1.76175;2.59987;2.60375;1.75554;1.86663;1.79874;2.60944;1.60488;1.78488;2.56979;2.01008;2.55839;2.43133;2.65711;1.72923;2.66626;1.73408;1.61722;1.66424;1.73178;1.72701;1.78112;1.72924;1.67434;2.00167;1.79004;1.97891;1.79065;1.7998;1.70855;1.69423;1.77158;1.01361;2.63028;2.6538;1.43532;1.00432;
1.89412;1.91222;0.97035;1.90055;1.90696;1.86891;0.95415;1.49608;3.66949;1.84855;1.59846;1.90259;1.81895;1.95415;1.94437;1.88598;1.78059;1.24915;1.76175;0;2.74642;2.75031;1.9021;1.9372;1.9453;2.75599;1.75144;1.93143;2.71635;2.15663;2.70495;2.68979;2.80367;1.87578;2.81282;1.88063;1.76378;1.81079;1.87834;1.87357;1.92767;1.87579;1.8209;2.14823;1.9366;2.12547;1.93721;1.94635;1.8551;1.84078;1.91814;1.16017;2.77683;2.80035;1.58187;1.15087;
2.73224;2.75034;1.87982;2.73867;0.9097;2.70704;1.79227;2.3342;2.76135;2.68667;2.43658;2.74072;1.87053;2.47843;2.78249;2.74824;2.61872;2.08727;2.59987;2.74642;0;2.90634;2.74022;2.84667;2.78342;1.84785;2.58956;1.95621;1.85197;2.89028;1.84698;0.9997;1.85195;2.71391;1.85244;2.71876;2.6019;0.93563;2.71646;1.9625;0.92541;0.9832;2.65902;2.88187;2.77472;2.85911;2.77533;2.78448;2.69323;2.6789;2.75626;1.89381;3.61496;1.87071;2.41999;1.70221;
2.73612;2.75422;1.88824;2.74256;2.74897;2.71092;1.79616;2.33808;2.82674;2.69055;2.44047;2.7446;2.66096;2.79616;2.78638;2.75213;2.6226;2.09116;2.60375;2.75031;2.90634;0;2.74411;2.85509;2.7873;3.598;2.59345;2.77344;3.55835;2.78273;3.54695;1.90664;1.87394;2.7056;1.88309;2.68804;2.60579;2.6528;2.72034;0.94384;2.76069;2.7178;2.6629;2.78035;0.81371;2.75759;0.84543;2.77701;2.69711;2.68279;2.76015;1.79229;1.79273;3.64236;2.42388;1.99288;
