0;0.8648;0.95415;1.94525;0.97711;1.70248;1.12333;0.85664;1.90242;0.98796;0.97564;0.21046;
0.8648;0;1.81895;2.81005;1.84191;0.83768;1.78648;1.72144;2.76722;1.85276;1.84044;0.8881;
0.95415;1.81895;0;0.9911;1.93126;2.65663;2.07748;1.81079;0.94827;1.94211;1.92979;1.16461;
1.94525;2.81005;0.9911;0;0.9749;3.64773;3.06858;2.80189;0.9564;2.93321;0.9958;2.15571;
0.97711;1.84191;1.93126;0.9749;0;2.67959;2.10044;1.83375;1.9313;1.96507;1.95275;1.18757;
1.70248;0.83768;2.65663;3.64773;2.67959;0;0.9488;0.93292;3.6049;2.69044;2.67812;1.72578;
1.12333;1.78648;2.07748;3.06858;2.10044;0.9488;0;1.88172;3.02575;1.9036;2.09897;0.91287;
0.85664;1.72144;1.81079;2.80189;1.83375;0.93292;1.88172;0;2.75906;1.8446;1.83228;1.0671;
1.90242;2.76722;0.94827;0.9564;1.9313;3.6049;3.02575;2.75906;0;2.89037;1.9522;2.11288;
0.98796;1.85276;1.94211;2.93321;1.96507;2.69044;1.9036;1.8446;2.89037;0;1.96359;0.99073;
0.97564;1.84044;1.92979;0.9958;1.95275;2.67812;2.09897;1.83228;1.9522;1.96359;0;1.1861;
0.21046;0.8881;1.16461;2.15571;1.18757;1.72578;0.91287;1.0671;2.11288;0.99073;1.1861;0;
