0;0.9811;1.92355;1.91028;1.89191;0.97715;1.51908;1.92905;1.87155;1.92559;1.97715;1.94496;1.80548;1.89674;1.80359;2.77899;1.97369;2.77869;2.77005;1.95426;1.90363;1.83379;1.96511;1.9596;1.93841;1.87811;1.94114;1.91131;1.18317;1.66415;
0.9811;0;0.97996;0.93643;0.93979;1.37765;0.83573;0.94795;2.02841;0.96869;1.16002;0.96385;0.92275;0.91563;0.95416;1.86145;0.9978;1.9016;3.17055;2.35477;2.30414;0.9567;2.36561;2.3601;2.13777;2.09241;2.12143;2.31181;1.58367;0.8284;
1.92355;0.97996;0;1.87953;1.86116;0.9464;1.48833;1.92791;1.8408;1.89484;1.9464;1.94382;1.77473;1.8956;1.77284;2.74824;1.94294;2.74794;2.7393;1.92351;1.87288;1.80304;1.93436;1.92885;1.90766;1.84736;1.91039;1.88056;1.15242;1.6334;
1.91028;0.93643;1.87953;0;1.8479;0.93313;1.47506;1.88438;1.82753;1.88158;1.93313;1.90028;1.76146;1.85206;1.75958;2.73497;1.92967;2.73467;2.72603;1.91024;1.85962;1.78977;1.92109;1.91558;1.89439;1.83409;1.89712;1.86729;1.13915;1.62013;
1.89191;0.93979;1.86116;1.8479;0;0.91476;1.45669;1.88774;1.80916;1.86321;1.91476;1.90365;1.74309;1.85543;1.74121;2.7166;1.9113;2.7163;2.70766;1.89188;1.84125;1.7714;1.90272;1.89721;1.87602;1.81572;1.87875;1.84892;1.12078;1.60176;
0.97715;1.37765;0.9464;0.93313;0.91476;0;0.54193;2.3256;0.8944;0.94844;1;1.96275;0.82833;0.95597;0.82644;1.80184;0.99654;1.80154;1.7929;0.97711;0.92648;0.85664;0.98796;0.98245;0.96126;0.90096;0.96399;0.93416;0.20602;0.687;
1.51908;0.83573;1.48833;1.47506;1.45669;0.54193;0;1.78367;1.43632;1.49037;1.54193;1.79958;1.37025;1.4979;1.36837;2.34377;1.53847;2.34347;2.33483;1.51904;1.46841;1.39857;1.52988;1.52437;1.50318;1.44288;1.50592;1.47608;0.74794;1.22893;
1.92905;0.94795;1.92791;1.88438;1.88774;2.3256;1.78367;0;2.97635;1.91663;2.10797;1.9118;1.8707;1.86358;1.90211;0.9135;1.9117;2.8036;4.1185;3.30271;3.25208;1.8587;3.31356;3.30805;3.08571;3.04035;3.06938;3.25976;2.53162;1.77635;
1.87155;2.02841;1.8408;1.82753;1.80916;0.8944;1.43632;2.97635;0;1.55088;0.86838;1.83114;1.72272;1.85037;1.07424;2.69624;1.89094;2.69594;2.6873;1.87151;1.82088;1.75104;1.88235;1.87684;1.84613;1.79535;1.82979;1.82855;1.10041;1.5814;
1.92559;0.96869;1.89484;1.88158;1.86321;0.94844;1.49037;1.91663;1.55088;0;0.6825;1.64525;1.77677;1.88432;0.88836;2.75028;1.94498;2.74998;2.74134;1.92556;1.87493;1.80508;1.9364;1.93089;1.66024;1.61488;1.64391;1.8826;1.15446;1.63544;
1.97715;1.16002;1.9464;1.93313;1.91476;1;1.54193;2.10797;0.86838;0.6825;0;0.96275;1.82833;1.95597;0.20586;2.80184;1.99654;2.80154;2.7929;1.97711;1.92648;1.85664;1.98796;1.98245;0.97774;0.93238;0.96141;1.93416;1.20602;1.687;
1.94496;0.96385;1.94382;1.90028;1.90365;1.96275;1.79958;1.9118;1.83114;1.64525;0.96275;0;1.8866;1.87949;1.16861;2.8253;1.96165;2.86545;3.75565;2.93986;2.88923;1.92055;2.95071;2.9452;1.9405;1.89514;1.92416;2.89691;2.16877;1.79225;
1.80548;0.92275;1.77473;1.76146;1.74309;0.82833;1.37025;1.8707;1.72272;1.77677;1.82833;1.8866;0;1.7843;1.65477;2.63017;1.82487;2.62987;2.62123;1.80544;1.75481;1.68497;1.81628;1.81077;1.78958;1.72928;1.79231;1.76248;1.03434;1.51533;
1.89674;0.91563;1.8956;1.85206;1.85543;0.95597;1.4979;1.86358;1.85037;1.88432;1.95597;1.87949;1.7843;0;1.78242;2.75781;1.91343;2.75751;2.74887;1.93308;1.88245;1.81261;1.94393;1.93842;1.91723;1.85693;1.91996;1.89013;1.16199;1.64297;
1.80359;0.95416;1.77284;1.75958;1.74121;0.82644;1.36837;1.90211;1.07424;0.88836;0.20586;1.16861;1.65477;1.78242;0;2.62829;1.82298;2.62799;2.61934;1.80356;1.75293;1.68309;1.8144;1.80889;1.1836;1.13824;1.16727;1.7606;1.03246;1.51344;
2.77899;1.86145;2.74824;2.73497;2.7166;1.80184;2.34377;0.9135;2.69624;2.75028;2.80184;2.8253;2.63017;2.75781;2.62829;0;0.9982;1.8901;3.59474;2.77895;2.72832;0.9452;2.7898;2.78429;2.7631;2.7028;2.76583;2.736;1.99467;2.48884;
1.97369;0.9978;1.94294;1.92967;1.9113;0.99654;1.53847;1.9117;1.89094;1.94498;1.99654;1.96165;1.82487;1.91343;1.82298;0.9982;0;0.9997;2.78944;1.97365;1.92302;1.85318;1.9845;1.97505;1.9578;1.8975;1.96053;1.9307;0.99647;1.68354;
2.77869;1.9016;2.74794;2.73467;2.7163;1.80154;2.34347;2.8036;2.69594;2.74998;2.80154;2.86545;2.62987;2.75751;2.62799;1.8901;0.9997;0;3.59444;2.77865;2.72802;0.9449;2.7895;2.78399;2.7628;2.7025;2.76553;2.7357;1.99617;2.48854;
2.77005;3.17055;2.7393;2.72603;2.70766;1.7929;2.33483;4.1185;2.6873;2.74134;2.7929;3.75565;2.62123;2.74887;2.61934;3.59474;2.78944;3.59444;0;0.9749;0.86642;2.64954;2.78086;2.77535;2.75416;2.69385;2.75689;0.96426;1.99892;2.4799;
1.95426;2.35477;1.92351;1.91024;1.89188;0.97711;1.51904;3.30271;1.87151;1.92556;1.97711;2.93986;1.80544;1.93308;1.80356;2.77895;1.97365;2.77865;0.9749;0;1.84132;1.83375;1.96507;1.95956;1.93837;1.87807;1.9411;1.91127;1.18313;1.66411;
1.90363;2.30414;1.87288;1.85962;1.84125;0.92648;1.46841;3.25208;1.82088;1.87493;1.92648;2.88923;1.75481;1.88245;1.75293;2.72832;1.92302;2.72802;0.86642;1.84132;0;1.78312;1.91444;1.90893;1.88774;1.82744;1.89047;1.83068;1.1325;1.61348;
1.83379;0.9567;1.80304;1.78977;1.7714;0.85664;1.39857;1.8587;1.75104;1.80508;1.85664;1.92055;1.68497;1.81261;1.68309;0.9452;1.85318;0.9449;2.64954;1.83375;1.78312;0;1.8446;1.83909;1.8179;1.7576;1.82063;1.7908;1.06266;1.54364;
1.96511;2.36561;1.93436;1.92109;1.90272;0.98796;1.52988;3.31356;1.88235;1.9364;1.98796;2.95071;1.81628;1.94393;1.8144;2.7898;1.9845;2.7895;2.78086;1.96507;1.91444;1.8446;0;1.96664;1.94921;1.88891;1.95195;1.92211;0.98806;1.67496;
1.9596;2.3601;1.92885;1.91558;1.89721;0.98245;1.52437;3.30805;1.87684;1.93089;1.98245;2.9452;1.81077;1.93842;1.80889;2.78429;1.97505;2.78399;2.77535;1.95956;1.90893;1.83909;1.96664;0;1.9437;1.8834;1.94644;1.9166;0.97858;1.66945;
